GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001MA,B25101_001EA,B25101_002MA,B25101_002EA,B25101_003MA,B25101_003EA,B25101_004MA,B25101_004EA,B25101_005MA,B25101_005EA,B25101_006EA,B25101_006MA,B25101_007MA,B25101_007EA,B25101_008EA,B25101_008MA,B25101_009MA,B25101_009EA,B25101_010EA,B25101_010MA,B25101_011EA,B25101_011MA,B25101_012MA,B25101_012EA,B25101_013MA,B25101_013EA,B25101_014MA,B25101_014EA,B25101_015MA,B25101_015EA,B25101_016EA,B25101_016MA,B25101_017MA,B25101_017EA,B25101_018MA,B25101_018EA,B25101_019MA,B25101_019EA,B25101_020MA,B25101_020EA,B25101_021EA,B25101_021MA,B25101_022EA,B25101_022MA,B25101_023MA,B25101_023EA,B25101_024MA,B25101_024EA,B25101_025MA,B25101_025EA,B25101_026MA,B25101_026EA,B25101_027EA,B25101_027MA,B25101_028MA,B25101_028EA,B25101_029MA,B25101_029EA,B25101_030MA,B25101_030EA,B25101_031MA,B25101_031EA,B25101_032EA,B25101_032MA,B25101_033EA,B25101_033MA,B25101_034MA,B25101_034EA,B25101_035MA,B25101_035EA,B25101_036MA,B25101_036EA,B25101_037MA,B25101_037EA,B25101_038EA,B25101_038MA,B25101_039MA,B25101_039EA,B25101_040MA,B25101_040EA,B25101_041MA,B25101_041EA,B25101_042MA,B25101_042EA,B25101_043EA,B25101_043MA,B25101_044MA,B25101_044EA,B25101_045MA,B25101_045EA,state
0400000US01,1253595,13117,712544,11099,52484,3481,110,101,971,361,51403,3498,77429,4220,3030,736,17138,1954,57261,3547,91052,3945,17604,1831,38101,3031,35347,2607,155468,5941,73053,3760,59673,3965,22742,2434,329768,8801,265050,8423,53643,3543,11075,1723,6343,1409,541051,10124,116590,5369,30920,2686,32007,2589,53663,3592,116965,4556,90549,4321,20865,2278,5551,1085,80922,3457,76666,3443,3888,874,368,229,92862,4253,91803,4265,1017,444,42,56,122924,4922,122861,4920,63,77,0,192,10788,1612,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159922,3409,104097,3504,3233,774,29,34,0,149,3204,773,4252,796,206,149,462,212,3584,733,9050,1382,522,243,1069,391,7459,1317,17110,1931,1887,520,6826,1224,8397,1417,70295,3152,41189,2243,22669,2128,6437,1156,157,150,55825,2421,6512,963,1491,454,1069,359,3952,777,7850,1102,3513,700,2532,835,1805,539,7397,1150,5685,878,1531,695,181,160,9706,1218,9184,1190,519,347,3,11,24225,1886,24142,1891,83,93,0,149,135,129,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524828,12566,979425,13413,62329,3482,297,228,970,505,61062,3425,97789,4948,2893,754,13373,1757,81523,4609,119633,5557,13967,1401,38245,2736,67421,4337,201936,6825,63318,4326,85808,4242,52810,3432,487261,8915,354313,8138,104524,4218,28424,2650,10477,1811,545403,8805,92179,3899,25621,2357,20136,1920,46422,2870,102914,4808,68963,3786,23779,2473,10172,1454,87221,3821,78776,3547,7063,1336,1382,549,96775,4515,94342,4435,1880,565,553,378,154157,5126,153430,5152,556,366,171,227,12157,1547,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,746000,10027,408732,8549,33609,2739,172,162,929,336,32508,2737,52724,3154,2788,783,13633,1522,36303,2694,58447,3537,14074,1755,26536,2755,17837,2081,88628,4611,47519,3065,31714,2736,9395,1641,172608,5401,145646,4869,22418,2455,4544,1101,2716,885,337268,7752,71924,3721,22608,2053,18296,1960,31020,2575,69103,3666,53128,3020,13309,1842,2666,636,55235,3390,53108,3282,1851,577,276,214,62442,3546,61941,3500,472,259,29,51,73111,3968,72814,4020,297,338,0,190,5453,1146,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6910823,27840,4918415,27917,216022,6611,501,331,1481,582,214040,6520,329585,7847,4038,747,15654,1749,309893,7739,403392,9422,16818,1762,63159,3767,323415,9206,757687,13688,82474,4269,210741,6761,464472,11128,3184728,22656,1478242,16239,1085061,15710,621425,12987,27001,2463,1992408,17890,278144,7618,47026,3277,46113,2962,185005,6401,311572,7686,151899,5065,81813,3779,77860,4075,262142,5552,190963,5444,48182,2666,22997,2670,338303,7352,304480,7289,26008,2260,7815,1058,775625,9664,761352,9764,11555,1554,2718,638,26622,2207,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1322618,9565,953749,9215,41911,3031,214,176,602,336,41095,2995,64514,4042,1392,548,5756,983,57366,3754,94154,4350,6993,1107,25244,2274,61917,3691,168656,6485,36642,2642,69358,4232,62656,4384,582263,8324,387573,8126,154709,5446,39981,3079,2251,648,368869,6425,49281,2685,9228,1050,9998,1219,30055,2167,59068,3324,37615,2595,13827,1606,7626,1305,53178,3115,46725,2826,5630,1162,823,292,67477,3743,65573,3694,1592,582,312,220,134656,4315,134144,4269,424,259,88,153,5209,1085,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,889035,8413,616925,8577,20432,2369,0,198,0,198,20432,2369,32076,2477,44,59,1248,573,30784,2497,47265,3442,1353,551,6036,1254,39876,3178,88314,4287,7237,1300,30068,2842,51009,3680,426181,6966,223691,6036,140054,4780,62436,3594,2657,976,272110,6303,29074,2445,635,361,820,382,27619,2298,38248,2822,3307,671,11414,1481,23527,2144,32646,2397,11003,1399,14717,1648,6926,1081,47194,2966,34192,2732,9937,1187,3065,800,122183,4384,117307,4310,3900,657,976,351,2765,712,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,249681,4261,163216,4707,8139,1260,0,190,0,190,8139,1260,13926,1861,218,229,754,427,12954,1729,16869,2045,804,328,4660,950,11405,1790,30447,2342,6447,1187,11687,1628,12313,1666,93296,3728,62457,3383,25518,2224,5321,994,539,356,86465,3684,11060,1554,1001,355,2374,707,7685,1219,15147,1733,8386,1440,3638,996,3123,801,13653,1614,11171,1431,1738,590,744,485,17421,1794,16685,1724,649,335,87,102,27592,1957,27516,1963,76,89,0,190,1592,654,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112555,3556,85687,3563,2958,918,50,81,0,200,2908,923,4428,970,0,200,159,126,4269,979,4500,1041,118,114,803,399,3579,888,8327,1102,1200,428,2402,668,4725,948,65341,3238,38355,2426,19679,1972,7307,1196,133,137,26868,2013,2699,737,184,218,325,240,2190,675,2353,683,1416,584,326,178,611,285,2864,630,2027,579,246,222,591,334,3726,832,3148,761,537,391,41,70,14954,1479,14823,1467,131,130,0,200,272,188,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4760071,23483,2720156,19847,196962,6999,248,249,2592,747,194122,6922,304262,7972,7196,1074,39343,3627,257723,7626,352564,8703,36060,3246,103055,4828,213449,6783,549932,12575,149642,7471,223184,8318,177106,6882,1291301,13899,835358,13677,339429,8592,116514,5540,25135,3061,2039915,17473,359492,8652,72471,4370,69392,4178,217629,7854,396406,10626,222701,7655,100694,5561,73011,4754,307669,8176,248714,7492,44576,3203,14379,1707,360402,7479,332598,7424,19572,1777,8232,1332,571018,10805,557414,10613,10545,1317,3059,747,44928,3156,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
