GEO_ID,C15010H_001E,C15010H_001M,C15010H_002E,C15010H_002M,C15010H_003E,C15010H_003M,C15010H_004E,C15010H_004M,C15010H_005E,C15010H_005M,C15010H_006E,C15010H_006M,NAME,C15010H_001MA,C15010H_001EA,C15010H_002EA,C15010H_002MA,C15010H_003EA,C15010H_003MA,C15010H_004EA,C15010H_004MA,C15010H_005MA,C15010H_005EA,C15010H_006MA,C15010H_006EA,state
0400000US01,615164,11326,177978,6367,62261,4618,141955,5875,108328,4730,124642,5646,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,115549,4120,43465,3013,9846,1598,17555,2188,16655,1756,28028,2506,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,970782,12699,311351,6884,89840,5466,208254,7623,150636,5188,210701,6418,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,362223,7694,102839,4871,35551,3425,79281,4120,72979,3715,71573,4286,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4744509,27910,1857519,18798,326263,8104,826292,14128,349900,9531,1384535,16599,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233498,12432,467480,10995,103510,4656,240378,6859,132129,5192,290001,7704,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,769036,10894,267139,5623,64388,3479,151059,6453,89276,4071,197174,7505,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,145988,4618,48173,3589,15239,1908,31963,2871,21604,2119,29009,2485,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,169206,2192,83547,3562,6698,1252,17637,2044,4720,951,56604,2954,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2744064,27360,842314,14527,253175,8470,645958,13096,432538,10419,570079,10941,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1302741,16314,394593,9707,116235,4716,313169,9051,196093,6205,282651,8353,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,112801,4425,44033,2850,9661,1568,16138,1904,14278,1634,28691,2165,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,255613,7921,83876,4248,28215,3012,46289,3912,42972,3221,54261,4502,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2129605,18091,653946,11458,190456,6013,458460,8146,321425,8756,505318,10049,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,938194,13305,248188,8813,116193,5321,195985,6606,172274,6088,205554,6313,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,516845,8988,149928,5680,51026,2905,109421,4647,100897,4236,105573,4491,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,525185,8808,147700,5813,56674,2988,113891,4842,98426,3945,108494,4403,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,618233,11114,176123,6242,70158,3199,121406,5304,111273,5136,139273,5074,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,527447,10808,148795,5384,65378,3877,106545,4598,88407,4487,118322,5178,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,275461,6468,97149,4929,26682,2200,37555,2960,44079,2755,69996,3769,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,992161,11911,398580,8128,77920,3616,169437,6772,106814,4226,239410,7294,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1611112,16333,612769,12048,129164,5184,300744,8374,159022,6189,409413,9882,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1537619,15126,475779,9801,158870,4839,333591,7305,246996,6085,322383,6688,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1139988,12954,362392,7588,108950,4125,229213,6745,176386,5532,263047,6658,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,292606,7652,69743,3444,40831,3558,59631,3997,63004,3832,59397,3374,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,982462,13585,284414,6808,98334,4728,211217,6826,167926,5754,220571,6501,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,202714,6182,66805,3744,22560,2230,33109,2680,37883,2859,42357,3011,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,335365,7685,89199,3626,36381,1971,75418,3460,68347,3812,66020,3215,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,322096,8011,103714,4942,26647,2410,67899,4022,45777,3420,78059,4274,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,308651,7248,110393,4360,29314,2518,59418,3879,41263,3375,68263,4028,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1534397,18247,514392,10256,117224,4715,354307,9517,202998,6332,345476,7951,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,246043,6294,91633,4253,22740,2140,34625,2465,36854,3215,60191,3790,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3296251,17146,1084863,13646,252697,7569,586640,9860,428008,8740,944043,14698,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1528294,16486,507953,10179,145216,6310,303712,7848,215838,7147,355575,7876,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,130481,4670,35734,2390,19063,1840,26473,2402,25625,2013,23586,2182,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1813371,18225,529057,9709,201589,7763,388468,9223,313183,8563,381074,9271,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,499166,8015,142530,5071,47094,3174,113423,5260,100446,3049,95673,4122,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,767117,11976,287552,7246,66606,3439,111395,4710,90610,4564,210954,7100,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2245477,18736,711704,12092,232963,5678,452665,9189,360445,8191,487700,9712,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,203679,6039,66040,4015,18457,2245,38369,3075,27170,2445,53643,3242,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,712287,12530,226063,7541,66856,3931,157617,5907,108147,4267,153604,6419,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,143592,4971,43321,3042,14338,1356,27513,2070,32628,2542,25792,2587,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,945896,13836,273361,6836,98219,4686,210389,7472,142605,6106,221322,7949,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3153166,25459,1045179,17137,262337,7633,734136,14290,443071,8959,668443,12783,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,493703,9200,159765,5874,49114,3035,92432,4428,72444,3268,119948,5761,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154469,4590,56331,2845,11914,1387,17945,1817,22199,1782,46080,2646,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1512410,14641,600566,10387,112569,4199,268277,6721,159389,5759,371609,7917,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1310772,15287,516170,9359,108414,4013,210350,6244,144080,5474,331758,8344,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,233619,7662,66254,4404,29907,2501,41100,3272,48967,3230,47391,3102,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1007490,12143,299949,7121,115171,4716,203182,6143,172896,4903,216292,6899,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,94844,4472,32871,2347,9555,1661,13849,1623,20050,2126,18519,2001,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6602,1249,1513,618,443,314,3053,881,672,336,921,483,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
