GEO_ID,B27001_001E,B27001_001M,B27001_002E,B27001_002M,B27001_003E,B27001_003M,B27001_004E,B27001_004M,B27001_005E,B27001_005M,B27001_006E,B27001_006M,B27001_007E,B27001_007M,B27001_008E,B27001_008M,B27001_009E,B27001_009M,B27001_010E,B27001_010M,B27001_011E,B27001_011M,B27001_012E,B27001_012M,B27001_013E,B27001_013M,B27001_014E,B27001_014M,B27001_015E,B27001_015M,B27001_016E,B27001_016M,B27001_017E,B27001_017M,B27001_018E,B27001_018M,B27001_019E,B27001_019M,B27001_020E,B27001_020M,B27001_021E,B27001_021M,B27001_022E,B27001_022M,B27001_023E,B27001_023M,B27001_024E,B27001_024M,B27001_025E,B27001_025M,B27001_026E,B27001_026M,B27001_027E,B27001_027M,B27001_028E,B27001_028M,B27001_029E,B27001_029M,B27001_030E,B27001_030M,B27001_031E,B27001_031M,B27001_032E,B27001_032M,B27001_033E,B27001_033M,B27001_034E,B27001_034M,B27001_035E,B27001_035M,B27001_036E,B27001_036M,B27001_037E,B27001_037M,B27001_038E,B27001_038M,B27001_039E,B27001_039M,B27001_040E,B27001_040M,B27001_041E,B27001_041M,B27001_042E,B27001_042M,B27001_043E,B27001_043M,B27001_044E,B27001_044M,B27001_045E,B27001_045M,B27001_046E,B27001_046M,B27001_047E,B27001_047M,B27001_048E,B27001_048M,B27001_049E,B27001_049M,B27001_050E,B27001_050M,B27001_051E,B27001_051M,B27001_052E,B27001_052M,B27001_053E,B27001_053M,B27001_054E,B27001_054M,B27001_055E,B27001_055M,B27001_056E,B27001_056M,B27001_057E,B27001_057M,NAME,B27001_001EA,B27001_001MA,B27001_002MA,B27001_002EA,B27001_003EA,B27001_003MA,B27001_004MA,B27001_004EA,B27001_005MA,B27001_005EA,B27001_006MA,B27001_006EA,B27001_007MA,B27001_007EA,B27001_008EA,B27001_008MA,B27001_009MA,B27001_009EA,B27001_010MA,B27001_010EA,B27001_011MA,B27001_011EA,B27001_012EA,B27001_012MA,B27001_013MA,B27001_013EA,B27001_014EA,B27001_014MA,B27001_015MA,B27001_015EA,B27001_016MA,B27001_016EA,B27001_017EA,B27001_017MA,B27001_018EA,B27001_018MA,B27001_019EA,B27001_019MA,B27001_020EA,B27001_020MA,B27001_021MA,B27001_021EA,B27001_022MA,B27001_022EA,B27001_023EA,B27001_023MA,B27001_024MA,B27001_024EA,B27001_025EA,B27001_025MA,B27001_026MA,B27001_026EA,B27001_027MA,B27001_027EA,B27001_028MA,B27001_028EA,B27001_029EA,B27001_029MA,B27001_030MA,B27001_030EA,B27001_031EA,B27001_031MA,B27001_032MA,B27001_032EA,B27001_033MA,B27001_033EA,B27001_034EA,B27001_034MA,B27001_035MA,B27001_035EA,B27001_036EA,B27001_036MA,B27001_037MA,B27001_037EA,B27001_038MA,B27001_038EA,B27001_039MA,B27001_039EA,B27001_040EA,B27001_040MA,B27001_041MA,B27001_041EA,B27001_042MA,B27001_042EA,B27001_043MA,B27001_043EA,B27001_044MA,B27001_044EA,B27001_045EA,B27001_045MA,B27001_046MA,B27001_046EA,B27001_047EA,B27001_047MA,B27001_048MA,B27001_048EA,B27001_049MA,B27001_049EA,B27001_050MA,B27001_050EA,B27001_051EA,B27001_051MA,B27001_052EA,B27001_052MA,B27001_053MA,B27001_053EA,B27001_054MA,B27001_054EA,B27001_055MA,B27001_055EA,B27001_056EA,B27001_056MA,B27001_057MA,B27001_057EA,state
0400000US01,4781070,1376,2299014,5729,175451,4215,171126,4371,4325,1233,389086,4464,376646,4626,12440,1701,227516,3014,182945,4657,44571,3608,291369,4681,219344,5705,72025,4579,285883,4547,231565,4840,54318,3413,304755,3606,261998,4985,42757,3706,301864,2427,274636,3419,27228,3264,206027,2088,205105,2118,922,424,117063,1405,117036,1407,27,46,2482056,5719,170608,4531,165164,4452,5444,1471,371571,4441,360012,4585,11559,1996,230942,3509,195929,3728,35013,3009,316384,3907,257262,5566,59122,4707,312495,3594,266203,4615,46292,3408,328264,2452,290780,3646,37484,3049,331608,1850,302100,3308,29508,2698,238860,1574,237975,1616,885,518,181324,1464,180973,1522,351,350,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,33698,1496,29933,1595,3765,899,62128,1664,55513,2048,6615,1281,40434,1519,30634,1830,9800,1538,56423,1943,42358,2282,14065,1734,44642,1509,36674,1828,7968,1215,46999,1346,39023,1512,7976,1256,48220,827,40893,1293,7327,941,24693,715,24477,721,216,113,10052,395,10043,396,9,15,345793,1921,32218,1494,28840,1513,3378,720,57873,1480,51966,2046,5907,1273,33290,868,26623,1342,6667,1205,53261,1487,43944,1466,9317,995,43754,1221,36070,1659,7684,1256,44535,1066,37005,1338,7530,927,45521,927,38288,1217,7233,1072,23098,936,22599,941,499,293,12243,644,12233,642,10,17,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,258843,2756,241199,3231,17644,2310,565236,3270,515251,5375,49985,4496,330644,2097,262883,5106,67761,4554,440884,2848,348716,5533,92168,4740,403407,2911,331336,5006,72071,4705,405252,1967,348995,4038,56257,3839,379561,1603,345404,3263,34157,2729,304339,1328,300633,1781,3706,1120,205580,1133,204378,1302,1202,529,3425608,3038,253182,3550,235811,4225,17371,2445,542132,3310,492885,4978,49247,4131,322705,1856,265542,5121,57163,4814,440339,1920,380403,4866,59936,3878,418146,1585,361774,4724,56372,4792,424393,1711,374335,4447,50058,3875,426743,1123,390994,3393,35749,3156,343709,1572,339489,1937,4220,1182,254259,1552,251350,1930,2909,1146,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,112494,3446,105086,3808,7408,1771,250752,3844,240405,4009,10347,2081,141008,2792,115752,2888,25256,3124,180584,3563,139743,4783,40841,3447,174942,2907,145750,3978,29192,2641,184703,2676,162434,3614,22269,2916,175501,1533,159339,2769,16162,2248,129382,1249,128431,1280,951,491,77075,1211,76905,1214,170,154,1497866,4230,113621,3212,108066,3275,5555,1585,226834,3890,215590,4275,11244,2217,138958,3118,117264,3151,21694,2389,193823,3800,161726,4470,32097,3027,183671,2666,161812,3602,21859,2355,192237,2466,174583,3064,17654,1931,193956,1470,181096,2094,12860,1873,146791,1500,145110,1538,1681,762,107975,1375,107668,1389,307,283,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1534824,8172,1497867,8433,36957,4079,3108296,8951,2992968,10017,115328,6251,1951795,4340,1663823,11257,287972,10311,2892205,6046,2346666,10823,545539,10249,2533730,4059,2141305,10192,392425,10343,2559327,4401,2258755,9490,300572,9324,2211813,2721,2040650,6547,171163,6111,1371995,2913,1350489,3464,21506,1896,889183,2724,882879,3185,6304,1272,19596453,6021,1455144,8115,1420119,8674,35025,3302,3004875,8209,2889817,10611,115058,7150,1895181,3996,1690552,8999,204629,7473,2823855,4354,2482876,12791,340979,11566,2580433,3329,2283359,9497,297074,9033,2622629,2809,2371794,8216,250835,7864,2380883,2405,2219169,6360,161714,5617,1582231,3029,1556887,4138,25344,3107,1251222,3266,1242381,3674,8841,1495,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,206140,3658,199354,3950,6786,1436,433329,4152,413700,4335,19629,2501,263619,3376,231252,4217,32367,3288,408354,3606,331393,5303,76961,4402,365331,3195,313330,4247,52001,3615,347572,2495,313548,2890,34024,2489,331099,1888,307683,2707,23416,1962,206572,1413,205651,1487,921,426,111603,1171,111099,1212,504,327,2693716,4738,196288,4036,190265,4116,6023,1583,419043,3911,399058,4705,19985,2313,247424,2175,224320,3391,23104,2946,394696,2373,349904,3808,44792,3338,356146,2694,319372,4215,36774,3476,353995,1764,321856,3007,32139,2651,348202,1557,328612,2453,19590,2305,226357,1635,223536,1896,2821,1142,151565,1325,150780,1405,785,424,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,113468,2411,110884,2638,2584,958,276558,2735,267231,3388,9327,1972,175814,1793,155958,3382,19856,2911,214309,2027,182207,3181,32102,3033,206251,1661,183838,3301,22413,2856,256260,1542,237356,2545,18904,2515,238760,983,226586,1993,12174,1906,144047,910,143204,1052,843,460,93790,1204,93515,1205,275,261,1818726,2437,112147,2383,107844,2452,4303,1557,259748,2638,250862,3351,8886,1730,170091,1524,156302,2958,13789,2360,218550,1894,196806,3342,21744,2990,221127,1513,205478,2730,15649,2536,276774,1502,262396,2482,14378,1913,254714,821,243911,2004,10803,1844,166694,1199,164664,1378,2030,754,138881,1362,138419,1382,462,303,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,33318,1130,33036,1199,282,281,70532,1224,67914,1464,2618,1105,43357,969,39220,1629,4137,1198,57773,1328,49432,1817,8341,1574,52100,883,46475,1448,5625,1345,61203,868,56802,1313,4401,1110,58743,500,54909,1243,3834,1157,44247,833,43708,914,539,479,26409,686,26078,600,331,323,483521,1246,32614,1234,31244,1439,1370,703,67307,1442,65492,1707,1815,782,43669,928,41117,1282,2552,968,63017,1236,57552,1315,5465,1192,56603,863,51902,1306,4701,1185,66551,770,62503,1340,4048,1254,67666,498,64413,837,3253,935,50696,677,49688,909,1008,613,35398,656,35220,652,178,178,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,26616,1137,26285,1146,331,237,33215,1079,32549,1164,666,563,34856,694,32054,1157,2802,1010,69861,659,64745,1453,5116,1359,46790,515,43398,1097,3392,1031,37860,401,36162,863,1698,767,32536,908,31280,972,1256,497,18650,813,18183,622,467,680,10763,545,10763,545,0,200,349535,1105,24750,852,24551,881,199,167,32834,808,32224,922,610,423,43910,568,42805,807,1105,585,80488,493,77848,1041,2640,892,48030,334,46260,974,1770,908,38552,149,36854,815,1698,790,36707,117,35570,518,1137,510,24893,562,24851,572,42,69,19371,797,19320,804,51,88,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,668973,6922,636770,7660,32203,3510,1411689,8050,1303572,9883,108117,6687,874119,6410,663287,9203,210832,8128,1237740,7359,871214,13419,366526,12086,1169159,5155,887022,9521,282137,10040,1311981,5296,1061095,10683,250886,9278,1233381,3340,1076392,5773,156989,5290,1004899,2441,987396,3312,17503,2498,740784,2603,735288,2984,5496,1542,10307444,7951,646860,7836,611790,8930,35070,3685,1365879,7181,1257463,11067,108416,6920,855443,4601,690729,8678,164714,6748,1282278,4616,1018083,10646,264195,10186,1237548,4020,1010471,8506,227077,7844,1393405,3982,1164230,8858,229175,8174,1393133,2892,1220423,7011,172710,6623,1162418,3467,1141797,4027,20621,2978,970480,3446,961598,3825,8882,1952,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
