GEO_ID,B17005_001E,B17005_001M,B17005_002E,B17005_002M,B17005_003E,B17005_003M,B17005_004E,B17005_004M,B17005_005E,B17005_005M,B17005_006E,B17005_006M,B17005_007E,B17005_007M,B17005_008E,B17005_008M,B17005_009E,B17005_009M,B17005_010E,B17005_010M,B17005_011E,B17005_011M,B17005_012E,B17005_012M,B17005_013E,B17005_013M,B17005_014E,B17005_014M,B17005_015E,B17005_015M,B17005_016E,B17005_016M,B17005_017E,B17005_017M,B17005_018E,B17005_018M,B17005_019E,B17005_019M,B17005_020E,B17005_020M,B17005_021E,B17005_021M,B17005_022E,B17005_022M,B17005_023E,B17005_023M,NAME,B17005_001EA,B17005_001MA,B17005_002EA,B17005_002MA,B17005_003MA,B17005_003EA,B17005_004MA,B17005_004EA,B17005_005EA,B17005_005MA,B17005_006MA,B17005_006EA,B17005_007EA,B17005_007MA,B17005_008EA,B17005_008MA,B17005_009MA,B17005_009EA,B17005_010EA,B17005_010MA,B17005_011MA,B17005_011EA,B17005_012EA,B17005_012MA,B17005_013EA,B17005_013MA,B17005_014MA,B17005_014EA,B17005_015EA,B17005_015MA,B17005_016EA,B17005_016MA,B17005_017MA,B17005_017EA,B17005_018EA,B17005_018MA,B17005_019EA,B17005_019MA,B17005_020EA,B17005_020MA,B17005_021EA,B17005_021MA,B17005_022MA,B17005_022EA,B17005_023EA,B17005_023MA,state
0400000US01,3762393,4606,613719,16129,248385,8211,98769,5139,74377,4420,24392,2809,149616,6721,365334,10060,133060,6483,98008,5394,35052,3435,232274,8849,3148674,16764,1533910,8829,1042693,9493,989415,9279,53278,4070,491217,8352,1614764,11394,909989,12250,868036,12028,41953,3783,704775,10687,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,544503,2309,49038,3557,22724,2267,11723,1486,7660,1375,4063,879,11001,1702,26314,2236,13729,1987,10434,1786,3295,803,12585,1333,495465,3991,256982,3035,200159,3491,185398,3802,14761,1869,56823,3210,238483,2419,158887,3334,150630,3059,8257,1234,79596,3092,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5247602,4727,803385,19530,353930,11536,171589,7911,132098,7346,39491,3198,182341,9962,449455,11762,166841,6456,127196,5388,39645,3893,282614,9498,4444217,19786,2193015,12315,1500169,12200,1428110,12672,72059,4224,692846,8520,2251202,11699,1300557,14251,1238663,13981,61894,4424,950645,9615,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2272731,3594,379648,11665,159243,6202,67295,4537,52689,3845,14606,1974,91948,5154,220405,8584,82103,5451,66460,4775,15643,2505,138302,6509,1893083,11575,932162,6696,640674,7687,613457,7680,27217,2261,291488,6337,960921,9139,550713,9152,530452,8877,20261,2577,410208,7941,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30376285,10420,4194582,48077,1847085,25259,896189,15840,680451,13916,215738,8130,950896,20268,2347497,29514,870393,16497,661292,13026,209101,8080,1477104,21439,26181703,48319,13005179,27279,9603749,27666,9071098,28398,532651,12168,3401430,22261,13176524,29731,8021778,35897,7576421,34614,445357,13591,5154746,28304,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4210726,4681,448278,13812,201446,8109,105096,5765,81881,4852,23215,2665,96350,5253,246832,9079,106669,5813,87688,5034,18981,2652,140163,6677,3762448,14434,1883249,9561,1458262,10756,1399280,11434,58982,4529,424987,7208,1879199,10130,1232801,12369,1185039,12302,47762,3717,646398,9199,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2818316,3037,268704,11098,113173,6108,50040,4505,33337,3724,16703,2370,63133,4093,155531,7386,67349,4589,45578,3733,21771,2609,88182,5475,2549612,11620,1241705,6568,937169,8328,884192,8655,52977,3301,304536,6943,1307907,7249,864556,8711,822804,8166,41752,2992,443351,8573,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,739610,1985,78652,6070,31229,3337,13802,2131,10610,1949,3192,972,17427,2422,47423,4166,18467,2268,15061,2283,3406,1138,28956,3133,660958,6420,319572,3954,225953,4207,213663,4270,12290,1914,93619,3527,341386,4098,214256,5095,205506,5020,8750,1342,127130,3585,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,529035,1358,83501,5987,36543,3701,15051,2344,10746,2147,4305,1053,21492,2886,46958,3924,17277,2413,11054,1988,6223,1390,29681,3192,445534,6285,210790,3926,170798,3572,162678,3468,8120,1513,39992,2832,234744,3829,175556,3987,167435,3776,8121,1513,59188,2965,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16242751,8490,2278496,33378,964923,21330,424904,13448,301587,10493,123317,7750,540019,14676,1313573,19682,498335,12939,373821,10719,124514,7637,815238,15031,13964255,32512,6800782,23629,4588521,24452,4353262,23851,235259,9162,2212261,20882,7163473,20514,4131688,24841,3940234,25087,191454,7717,3031785,19098,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
