GEO_ID,B27001A_001E,B27001A_001M,B27001A_002E,B27001A_002M,B27001A_003E,B27001A_003M,B27001A_004E,B27001A_004M,B27001A_005E,B27001A_005M,B27001A_006E,B27001A_006M,B27001A_007E,B27001A_007M,B27001A_008E,B27001A_008M,B27001A_009E,B27001A_009M,B27001A_010E,B27001A_010M,B27001A_011E,B27001A_011M,B27001A_012E,B27001A_012M,B27001A_013E,B27001A_013M,B27001A_014E,B27001A_014M,B27001A_015E,B27001A_015M,B27001A_016E,B27001A_016M,B27001A_017E,B27001A_017M,B27001A_018E,B27001A_018M,B27001A_019E,B27001A_019M,B27001A_020E,B27001A_020M,B27001A_021E,B27001A_021M,B27001A_022E,B27001A_022M,B27001A_023E,B27001A_023M,B27001A_024E,B27001A_024M,B27001A_025E,B27001A_025M,B27001A_026E,B27001A_026M,B27001A_027E,B27001A_027M,B27001A_028E,B27001A_028M,NAME,B27001A_001MA,B27001A_001EA,B27001A_002EA,B27001A_002MA,B27001A_003MA,B27001A_003EA,B27001A_004MA,B27001A_004EA,B27001A_005MA,B27001A_005EA,B27001A_006MA,B27001A_006EA,B27001A_007MA,B27001A_007EA,B27001A_008MA,B27001A_008EA,B27001A_009EA,B27001A_009MA,B27001A_010MA,B27001A_010EA,B27001A_011EA,B27001A_011MA,B27001A_012MA,B27001A_012EA,B27001A_013EA,B27001A_013MA,B27001A_014EA,B27001A_014MA,B27001A_015MA,B27001A_015EA,B27001A_016MA,B27001A_016EA,B27001A_017MA,B27001A_017EA,B27001A_018MA,B27001A_018EA,B27001A_019MA,B27001A_019EA,B27001A_020MA,B27001A_020EA,B27001A_021MA,B27001A_021EA,B27001A_022EA,B27001A_022MA,B27001A_023MA,B27001A_023EA,B27001A_024EA,B27001A_024MA,B27001A_025MA,B27001A_025EA,B27001A_026EA,B27001A_026MA,B27001A_027EA,B27001A_027MA,B27001A_028EA,B27001A_028MA,state
0400000US01,3285127,5938,215261,3899,210800,3978,4461,1203,476416,3903,464900,3688,11516,1929,291435,3230,247202,4485,44233,4027,399385,3697,324172,5469,75213,5253,401032,3286,338317,4501,62715,3741,452693,2528,400031,4838,52662,4214,458037,1558,421877,3223,36160,3190,349562,1300,348325,1337,1237,624,241306,1341,241161,1348,145,150,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,464147,3635,36164,1190,33436,1442,2728,795,63952,1471,58331,1948,5621,1533,42189,1099,36027,1562,6162,1249,72201,2055,61280,2557,10921,1811,59606,1225,51522,1840,8084,1347,64408,768,56878,1422,7530,1198,70670,766,62908,1390,7762,1279,38201,579,38065,588,136,99,16756,413,16756,413,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5206903,23503,354959,5566,334445,5619,20514,3033,787232,8815,723613,10524,63619,5866,466999,5103,383894,7021,83105,5446,650010,6633,547806,7836,102204,5999,619262,5752,526480,7037,92782,6047,653960,4778,575339,6137,78621,5382,677430,3998,625385,5766,52045,4427,577035,2781,572144,3149,4891,1469,420016,1827,417746,1956,2270,960,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2271224,6628,158931,2940,151249,3346,7682,1620,341099,4044,326569,4657,14530,2872,201307,2859,170481,3509,30826,3145,284948,3074,231317,4960,53631,4453,276354,2628,240424,4269,35930,3809,301158,2500,270222,3659,30936,3051,303342,1332,279601,3081,23741,2986,239018,1023,237500,1035,1518,760,165067,1299,164746,1313,321,305,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23535253,64115,1671830,15281,1634904,16049,36926,4055,3501135,20475,3367882,21639,133253,7899,2193433,12034,1923528,12058,269905,9531,3303521,18148,2793965,20519,509556,12917,2959960,14607,2566085,15523,393875,10907,3199864,14776,2882165,15084,317699,10459,3063143,10265,2861903,10939,201240,6115,2085610,7572,2062096,7615,23514,2903,1556757,6189,1549147,6273,7610,1391,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4537597,14076,316906,4488,306564,4749,10342,2215,682827,5994,652656,7256,30171,3475,416602,4077,374189,5370,42413,4218,667349,5168,570971,6829,96378,5468,600540,4257,531618,5585,68922,5015,607792,3452,553885,4097,53907,3440,607347,2382,572086,3574,35261,2987,395074,2178,392918,2204,2156,1003,243160,1774,242019,1963,1141,523,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2713152,13199,151069,3689,145686,3895,5383,1802,373540,5195,362501,5877,11039,2158,246223,2881,229005,3510,17218,3100,301425,4390,273334,4175,28091,3318,309479,2868,288598,3778,20881,3160,427216,2884,407184,3430,20032,3048,421189,1836,403947,3050,17242,2598,271510,1339,270046,1445,1464,739,211501,1284,211080,1317,421,295,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,645731,4780,39181,1337,37842,1697,1339,831,85119,2163,82206,2352,2913,1322,53238,1467,49583,1852,3655,1023,81398,1802,70864,2190,10534,1956,71852,1294,64851,2015,7001,1600,89344,1139,84179,1923,5165,1403,96547,616,91480,1572,5067,1444,77457,583,77010,762,447,350,51595,668,51464,649,131,149,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,264710,3543,16426,1142,16133,1204,293,302,14429,1095,14409,1098,20,35,34181,813,33355,844,826,519,80392,1327,78084,1501,2308,823,43881,1214,42612,1290,1269,590,27482,943,26918,985,564,536,21216,628,20511,829,705,470,16577,572,16500,555,77,127,10126,494,10126,494,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15161839,28519,871086,10010,825431,11110,45655,4556,1892793,11185,1751719,13002,141074,8891,1192405,7618,953392,9966,239013,9022,1800250,9272,1364827,15371,435423,13079,1755792,9572,1395327,14594,360465,12682,2111183,6800,1750895,14286,360288,12681,2131893,4771,1885188,8002,246705,7808,1874783,4637,1849445,5203,25338,3097,1531654,4010,1522131,4501,9523,2171,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
