GEO_ID,C01001D_001E,C01001D_001M,C01001D_002E,C01001D_002M,C01001D_003E,C01001D_003M,C01001D_004E,C01001D_004M,C01001D_005E,C01001D_005M,C01001D_006E,C01001D_006M,C01001D_007E,C01001D_007M,C01001D_008E,C01001D_008M,C01001D_009E,C01001D_009M,NAME,C01001D_001MA,C01001D_001EA,C01001D_002MA,C01001D_002EA,C01001D_003EA,C01001D_003MA,C01001D_004EA,C01001D_004MA,C01001D_005EA,C01001D_005MA,C01001D_006MA,C01001D_006EA,C01001D_007MA,C01001D_007EA,C01001D_008MA,C01001D_008EA,C01001D_009EA,C01001D_009MA,state
0400000US28,30540,2306,15168,1575,3453,1060,10480,1390,1235,488,15372,1400,3381,796,10065,1172,1926,596,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,114889,3501,54155,2530,13829,1709,36819,1786,3507,529,60734,2091,13216,1187,42327,1638,5191,888,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9071,1235,3852,1156,683,421,2731,933,438,410,5219,988,1277,686,3523,764,419,282,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,39906,1996,19233,1129,4408,687,14037,928,788,297,20673,1320,4279,731,14766,955,1628,516,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,231566,4314,103594,2685,19430,1676,69619,1705,14545,520,127972,2592,18147,1173,87820,1930,22005,646,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,34014,1938,16628,1352,4327,982,11343,875,958,431,17386,1202,4008,539,12105,954,1273,355,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,849240,5820,412409,3981,95451,2582,277169,2542,39789,942,436831,3372,93128,2402,295426,2484,48277,973,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,29282,2691,12509,1600,2690,686,8466,1197,1353,491,16773,1683,3307,788,10845,1228,2621,761,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1672186,9568,798000,5407,163299,2924,548501,4071,86200,906,874186,5881,156169,3365,614578,3995,103439,1315,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,268322,5310,131369,3655,32803,2534,89642,2365,8924,1055,136953,3278,31166,1956,95499,2183,10288,926,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,10104,829,4501,621,624,289,3681,581,196,144,5603,711,1068,419,3836,637,699,410,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,233468,4811,109717,2827,25096,1869,76349,1990,8272,774,123751,3129,26998,2069,84822,1974,11931,930,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,78528,2737,36685,1809,8713,972,25592,1354,2380,369,41843,1550,8965,844,29188,1196,3690,549,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,164291,4505,74546,2698,15106,1504,52372,1860,7068,579,89745,2830,16075,1205,63496,2128,10174,699,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,420116,5025,197213,3196,43717,1992,135703,2074,17793,893,222903,3529,50856,2520,151015,2094,21032,964,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35540,2074,16311,1485,3686,897,11343,1083,1282,366,19229,1279,3502,755,14048,930,1679,370,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,70342,2659,32691,2103,7430,1258,23026,1511,2235,495,37651,1675,7844,868,25036,1576,4771,1160,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11911,1378,4458,943,1375,481,3083,771,0,151,7453,1374,1840,569,5354,1297,259,450,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,107075,3696,48195,2352,12208,1738,32589,1654,3398,587,58880,2905,12976,1363,39794,2151,6110,1079,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1248823,9581,608750,5760,148257,3985,411903,3260,48590,1283,640073,5914,139659,3691,438515,4110,61899,1677,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,68945,2917,31202,1761,7860,1018,21101,1125,2241,460,37743,1855,7638,1135,27164,1247,2941,379,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8627,883,3866,698,688,400,3068,597,110,120,4761,626,1174,452,3454,580,133,138,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,524476,6496,247105,4203,56536,2510,168729,3266,21840,1006,277371,4331,56054,2463,192950,3088,28367,1155,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,568108,7057,262743,4736,51553,3182,185151,3284,26039,722,305365,4283,52968,2727,213619,3070,38778,956,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14137,1353,6210,788,935,462,4705,556,570,227,7927,926,1555,615,5487,793,885,384,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,156192,3592,74859,2285,21533,1467,50510,1509,2816,578,81333,2564,22198,1824,53523,1534,5612,824,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4885,993,1987,770,335,277,1582,737,70,133,2898,682,375,242,2476,616,47,65,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,7264,2632,1554,794,182,164,1285,613,87,105,5710,2056,1363,877,3610,1176,737,494,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
