GEO_ID,B17014_001E,B17014_001M,B17014_002E,B17014_002M,B17014_003E,B17014_003M,B17014_004E,B17014_004M,B17014_005E,B17014_005M,B17014_006E,B17014_006M,B17014_007E,B17014_007M,B17014_008E,B17014_008M,B17014_009E,B17014_009M,B17014_010E,B17014_010M,B17014_011E,B17014_011M,B17014_012E,B17014_012M,B17014_013E,B17014_013M,B17014_014E,B17014_014M,B17014_015E,B17014_015M,B17014_016E,B17014_016M,B17014_017E,B17014_017M,B17014_018E,B17014_018M,B17014_019E,B17014_019M,B17014_020E,B17014_020M,B17014_021E,B17014_021M,B17014_022E,B17014_022M,B17014_023E,B17014_023M,B17014_024E,B17014_024M,B17014_025E,B17014_025M,B17014_026E,B17014_026M,B17014_027E,B17014_027M,B17014_028E,B17014_028M,B17014_029E,B17014_029M,B17014_030E,B17014_030M,B17014_031E,B17014_031M,B17014_032E,B17014_032M,B17014_033E,B17014_033M,B17014_034E,B17014_034M,B17014_035E,B17014_035M,NAME,B17014_001MA,B17014_001EA,B17014_002EA,B17014_002MA,B17014_003EA,B17014_003MA,B17014_004MA,B17014_004EA,B17014_005MA,B17014_005EA,B17014_006EA,B17014_006MA,B17014_007MA,B17014_007EA,B17014_008EA,B17014_008MA,B17014_009EA,B17014_009MA,B17014_010MA,B17014_010EA,B17014_011EA,B17014_011MA,B17014_012MA,B17014_012EA,B17014_013EA,B17014_013MA,B17014_014EA,B17014_014MA,B17014_015MA,B17014_015EA,B17014_016EA,B17014_016MA,B17014_017EA,B17014_017MA,B17014_018MA,B17014_018EA,B17014_019EA,B17014_019MA,B17014_020EA,B17014_020MA,B17014_021EA,B17014_021MA,B17014_022EA,B17014_022MA,B17014_023MA,B17014_023EA,B17014_024EA,B17014_024MA,B17014_025EA,B17014_025MA,B17014_026EA,B17014_026MA,B17014_027EA,B17014_027MA,B17014_028EA,B17014_028MA,B17014_029MA,B17014_029EA,B17014_030EA,B17014_030MA,B17014_031MA,B17014_031EA,B17014_032MA,B17014_032EA,B17014_033EA,B17014_033MA,B17014_034EA,B17014_034MA,B17014_035EA,B17014_035MA,state
0400000US01,1213540,13821,166755,6801,51515,3368,20435,1951,21845,2197,7969,1550,1266,626,115240,5398,15555,2239,6848,1433,7747,1804,922,439,38,77,99685,4939,39357,3014,54187,4140,5547,1175,594,420,1046785,12834,812159,10469,138608,4397,228223,7410,369839,8128,75489,4712,234626,8295,62684,3968,7984,1292,36466,2823,15890,2227,2344,745,171942,7122,21903,2303,92283,5543,46742,4019,11014,1710,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,554,265,1569,595,910,279,156,103,8341,1315,2523,610,696,335,1488,499,275,181,64,39,5818,1135,1566,491,3709,935,426,276,117,61,152270,3239,117159,3002,9500,1103,27299,1992,63302,2596,17058,1500,35111,2578,12586,1379,770,418,6931,1196,3757,755,1128,455,22525,2030,1102,461,12865,1707,6968,1457,1590,571,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,25151,2770,36146,2820,15581,2030,2909,1019,119314,5013,24356,2486,8139,1400,13183,1944,2712,1022,322,329,94958,4438,32819,2800,54390,3413,6721,1283,1028,685,1399313,13718,1073755,12123,222364,5349,278867,8311,456296,10764,116228,5712,325558,8812,112872,6185,8026,1365,60345,5043,34723,3462,9778,1880,212686,5862,16772,2058,118701,4642,60138,3660,17075,2064,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,13332,1593,17231,2172,7713,1385,379,158,65902,4376,11374,1579,4683,1051,5874,1380,784,461,33,55,54528,4216,20338,2490,30137,2910,3415,956,638,355,656937,9657,522642,8812,88764,3729,135247,5190,251934,6818,46697,2990,134295,6408,38750,3755,4002,1026,23182,2815,9538,1737,2028,725,95545,5784,12168,1732,51740,4275,26485,2749,5152,1090,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,107850,4747,207919,6759,93092,4387,17030,2134,573427,11172,117468,6222,34870,3483,69332,5091,11258,1680,2008,760,455959,10138,180102,6730,225749,8348,42659,2765,7449,1327,7836588,26834,5916402,26819,686265,9607,1528809,15805,2773027,23401,928301,16180,1920186,22771,659093,11826,39968,2952,333734,8842,202881,6435,82510,4332,1261093,18354,111763,5127,611529,13974,386526,11032,151275,5086,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,12440,1651,19016,2088,9188,1514,1078,432,59554,3570,9389,1512,2738,748,5607,1256,1044,569,0,193,50165,3430,16646,2197,28074,2291,4663,1289,782,649,1230585,10898,996318,9392,115721,3626,228607,6799,533183,9140,118807,4592,234267,7561,83635,4720,3657,764,46865,3864,25155,2267,7958,1348,150632,6065,10354,1560,78646,4741,47548,3436,14084,2025,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,6953,1319,7589,1340,3074,854,352,248,47186,3413,6767,1467,2642,964,3867,1074,111,109,147,170,40419,3140,15386,2173,21249,2397,3237,942,547,303,811034,9505,629621,8823,68906,3055,145083,5808,316752,7981,98880,4047,181413,7191,51239,4046,3509,969,26510,2599,17670,2479,3550,1028,130174,5643,10034,1622,68477,3992,40377,2570,11286,2018,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,2220,521,3162,1037,673,319,66,111,14303,2168,2225,897,734,350,1438,813,53,86,0,190,12078,1911,3107,911,6924,1501,1817,834,230,290,214961,4577,164295,4510,28500,1708,37965,2545,75744,3680,22086,2012,50666,3573,13958,1852,1245,556,7286,1439,3922,1033,1505,670,36708,2954,3224,831,19601,2303,10613,1813,3270,799,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,1273,544,987,777,274,305,0,200,14960,1860,1774,879,924,496,778,702,0,200,72,123,13186,1741,7367,1282,5219,1134,474,314,126,152,107684,3823,69323,3446,5517,865,11070,1412,45911,2769,6825,1343,38361,3157,9060,1655,423,211,5180,1171,3043,1061,414,340,29301,2662,3103,786,15165,2015,9436,1600,1597,471,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,87056,5329,83000,5002,36215,3757,4210,1102,330861,10172,60275,4337,20364,2657,35677,3642,3768,1034,466,355,270586,9197,96941,6175,150938,6721,19733,2564,2974,1078,4265269,27423,3234295,25245,694227,10877,812276,14206,1394081,17769,333711,9225,1030974,14937,299386,8623,24945,2666,167398,6656,85871,4812,21172,2780,731588,14779,68619,4784,391400,10770,216414,7482,55155,4421,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
