GEO_ID,B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,NAME,B27010_001MA,B27010_001EA,B27010_002MA,B27010_002EA,B27010_003MA,B27010_003EA,B27010_004EA,B27010_004MA,B27010_005EA,B27010_005MA,B27010_006EA,B27010_006MA,B27010_007EA,B27010_007MA,B27010_008EA,B27010_008MA,B27010_009MA,B27010_009EA,B27010_010EA,B27010_010MA,B27010_011MA,B27010_011EA,B27010_012MA,B27010_012EA,B27010_013EA,B27010_013MA,B27010_014MA,B27010_014EA,B27010_015EA,B27010_015MA,B27010_016MA,B27010_016EA,B27010_017MA,B27010_017EA,B27010_018EA,B27010_018MA,B27010_019MA,B27010_019EA,B27010_020MA,B27010_020EA,B27010_021EA,B27010_021MA,B27010_022MA,B27010_022EA,B27010_023MA,B27010_023EA,B27010_024MA,B27010_024EA,B27010_025MA,B27010_025EA,B27010_026EA,B27010_026MA,B27010_027MA,B27010_027EA,B27010_028MA,B27010_028EA,B27010_029MA,B27010_029EA,B27010_030MA,B27010_030EA,B27010_031MA,B27010_031EA,B27010_032EA,B27010_032MA,B27010_033MA,B27010_033EA,B27010_034MA,B27010_034EA,B27010_035MA,B27010_035EA,B27010_036MA,B27010_036EA,B27010_037EA,B27010_037MA,B27010_038MA,B27010_038EA,B27010_039EA,B27010_039MA,B27010_040MA,B27010_040EA,B27010_041MA,B27010_041EA,B27010_042MA,B27010_042EA,B27010_043EA,B27010_043MA,B27010_044EA,B27010_044MA,B27010_045MA,B27010_045EA,B27010_046MA,B27010_046EA,B27010_047MA,B27010_047EA,B27010_048EA,B27010_048MA,B27010_049EA,B27010_049MA,B27010_050EA,B27010_050MA,B27010_051MA,B27010_051EA,B27010_052MA,B27010_052EA,B27010_053MA,B27010_053EA,B27010_054EA,B27010_054MA,B27010_055EA,B27010_055MA,B27010_056MA,B27010_056EA,B27010_057MA,B27010_057EA,B27010_058MA,B27010_058EA,B27010_059EA,B27010_059MA,B27010_060MA,B27010_060EA,B27010_061MA,B27010_061EA,B27010_062EA,B27010_062MA,B27010_063EA,B27010_063MA,B27010_064MA,B27010_064EA,B27010_065MA,B27010_065EA,B27010_066MA,B27010_066EA,state
0400000US01,4781070,1376,1106716,3205,1006679,7542,473809,11414,51777,4870,1855,637,456265,11059,22430,3370,543,353,66269,5463,11062,2101,768,627,2018,792,7340,1587,538,405,44543,4660,33768,4263,1066211,5859,790493,10441,559132,11153,92261,5806,6593,1692,113579,4925,15628,2216,3300,1009,64987,4631,17077,2223,1561,855,7198,1307,6540,1281,749,603,31862,3600,210731,9524,1864869,6284,1397736,10358,1029269,12307,158956,7183,61834,4025,108250,6688,28312,3165,11115,1700,229546,7507,41084,3227,18278,2073,11530,1734,56308,4191,16542,1844,7534,1570,78270,4142,237587,8553,743274,2863,201989,6773,11800,1620,1369,489,188038,6542,153,162,629,429,539100,6892,383,309,143679,5081,140261,6106,53846,3658,162,185,18539,2089,182230,5947,2185,757,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,185917,591,147243,3470,69831,4467,5259,1080,248,236,55957,3891,15328,2322,620,630,19009,2779,1322,759,95,140,91,72,7745,2341,126,189,9630,1722,19665,2439,183408,2519,125208,3927,83566,3946,9954,1355,543,476,19341,1875,10992,1825,812,874,18351,2610,3848,1587,214,257,767,454,6571,1584,173,169,6778,1373,39849,2782,273671,1718,196367,3620,147220,4548,19745,2409,989,341,17593,1981,7995,1610,2825,876,31586,2548,4379,1102,941,442,206,157,3878,1014,5925,1422,776,421,15481,1964,45718,2817,70086,1161,16088,1699,1910,578,293,181,13624,1535,88,100,173,133,53264,1994,43,50,20000,1949,5645,1147,8035,1622,124,168,2572,732,16845,1887,734,326,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,1619393,860,1387013,11023,699811,15153,107411,6412,4336,1746,550931,15521,23959,3190,565,470,98133,5986,13620,2394,1255,704,5223,1776,11028,2535,111,140,66896,5650,134247,9761,1534572,3388,1171717,11207,739709,14638,116700,5940,7845,2016,280880,10557,19245,2558,7338,2076,85827,4681,23344,2736,1354,596,8591,1549,7944,1508,1140,527,43454,4128,277028,9717,2457502,3996,1940952,12058,1284252,13855,243911,8712,44601,3902,321375,11718,28057,3095,18756,2598,211886,9143,43244,4110,11986,2047,5985,1361,40988,3566,13710,1987,7872,1652,88101,4308,304664,10689,1107887,1814,381139,9000,19369,2147,8390,1938,351416,8770,0,201,1964,862,714711,8999,1108,495,161361,6307,224487,6214,78808,3811,81,96,36503,3059,212363,5718,12037,2087,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,703701,1621,630649,6037,249135,9169,33144,4031,1885,827,335294,9602,10056,2737,1135,1028,38498,4176,4571,1543,179,160,1488,641,2962,1310,734,637,28564,3329,34554,4229,654373,4867,493756,7256,316749,7020,60331,5083,3772,1300,101598,5415,7983,1567,3323,1169,40729,3664,9590,1603,645,528,7243,1692,3412,1206,817,469,19022,2344,119888,6137,1105010,5129,851739,10888,568597,10083,105946,5601,39232,3037,116527,5486,10421,1647,11016,1638,133275,5854,20003,2363,5984,1097,6778,1269,42724,3859,5135,1364,7201,1370,45450,3263,119996,7998,461223,1744,130926,5377,6689,1374,1040,712,122718,4966,53,85,426,400,327188,5606,146,135,63452,3581,105810,3861,37431,2841,0,190,19156,1968,101193,4250,3109,959,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,9103139,2652,8335484,21973,3922810,34083,536084,15905,38305,5084,3731725,33608,103341,8186,3219,1157,465287,16144,68768,5255,3120,1020,20992,2720,27240,4099,656,353,344511,12234,302368,13001,9563036,6823,7752665,21214,4659339,30991,910530,18523,37651,4120,2036044,25451,85341,5708,23760,2994,431252,10150,122195,5295,5879,1253,41786,3498,23603,2773,6143,1255,231646,7661,1379119,18560,14888815,6234,12263314,27999,8118882,34682,1517088,22651,189833,8330,2298003,29060,81871,5881,57637,4251,1051718,18791,235738,7959,52499,3327,29988,3305,270295,10578,36744,3117,28958,2294,397496,10570,1573783,18971,5094631,3307,1705237,17569,168858,6193,32775,3140,1498306,17098,1707,778,3591,981,3327399,17804,7266,1469,962627,14598,751751,13090,799897,14094,1101,473,107695,4560,697062,12653,61995,4757,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,1254800,1642,1130327,6456,597333,12589,92284,6191,6397,1885,395889,11650,38047,4121,377,552,72050,5440,15438,2486,94,101,2541,1004,8079,1945,204,212,45694,4173,52423,5164,1314093,4462,1066945,8211,692706,9200,134655,5502,3508,1271,202784,8522,28783,3148,4509,1273,69924,4802,20535,2616,738,400,4995,1107,7169,1804,1335,696,35152,3267,177224,7330,2102345,5353,1746426,10403,1240593,13112,234943,9497,26267,2965,199034,7619,34278,3162,11311,1834,157975,6172,32467,2618,6711,1096,6320,1244,28456,2482,14123,2148,5536,949,64362,4496,197944,8668,696097,2574,222332,6644,19085,2170,3425,1120,198815,6065,249,234,758,509,468734,7140,835,423,118979,4357,142218,4706,45262,4188,289,248,18371,2166,142780,5376,5031,1368,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,761921,807,700983,5362,435657,9247,34498,3218,1486,1355,223794,7172,5548,1484,0,198,35838,4022,4704,1059,330,276,1659,872,853,463,0,198,28292,3861,25100,3778,778764,2781,658139,7394,440794,9010,70636,5394,2427,689,138723,6837,4948,1510,611,399,33134,3135,9628,1520,1235,552,2151,692,2101,1005,1005,611,17014,2023,87491,6778,1453886,2807,1264866,8948,951583,9107,125454,4831,17346,2702,161510,6810,5002,1107,3971,1091,94699,5057,24940,2399,6534,1162,2920,885,26543,3099,3703,999,1965,729,28094,2541,94321,7241,543412,1341,167497,5401,18690,1711,2828,880,145393,5963,198,325,388,405,372305,5781,789,440,128758,4506,98614,4386,42709,2569,0,198,10312,1479,91123,4521,3610,1137,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,203771,336,183135,3514,105888,5649,8143,2058,475,542,66043,5002,2586,846,0,190,14551,3031,909,487,68,116,1243,656,908,503,0,190,11423,2848,6085,1811,207816,1394,176291,3279,119217,3805,15340,2022,523,459,38031,3544,3015,1037,165,167,11030,1851,2125,636,0,190,2616,1168,1541,705,76,122,4672,1196,20495,2942,362866,1412,304477,4183,227552,5868,26230,2617,8027,1469,38154,3144,3757,1268,757,463,32527,2721,4681,974,2676,769,674,275,8591,1488,2541,736,455,305,12909,2138,25862,3444,156750,724,42855,2756,2914,907,503,383,38973,2619,465,503,0,190,111839,2769,52,78,45212,2684,22599,1844,6552,1257,0,190,2486,604,34938,2217,2056,990,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,117415,217,110347,2082,50298,3633,4786,1920,152,178,53485,3664,1626,1152,0,200,5262,1523,772,419,0,200,421,380,623,443,0,200,3446,1401,1806,941,229115,925,203843,3346,135157,4093,31768,3125,722,769,34508,3128,1688,618,0,200,13609,2604,9349,2361,82,136,521,330,501,340,39,65,3117,793,11663,2220,240475,1211,205051,3505,136843,4356,18006,2285,1693,514,46345,3085,1081,478,1083,581,24473,2306,5159,1313,742,292,278,181,6876,1350,1523,768,643,382,9252,1515,10951,2163,73677,900,16294,1755,4260,965,551,364,11483,1480,0,200,0,200,56823,1751,327,213,22277,2018,9150,1293,11212,1576,0,200,958,368,12899,1178,560,695,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,4093401,2676,3634458,15315,1519977,23357,321152,12794,10845,2442,1693213,25994,85558,6753,3713,2054,175137,8551,24374,3062,1317,555,9759,2689,20762,3964,638,428,118287,8531,283806,12334,4249580,7982,3050950,21991,1914895,24973,551105,15109,15513,3414,490053,13887,60354,4876,19030,3263,192363,8867,52314,5206,3129,1221,21801,3359,18947,2373,3172,1113,93000,4947,1006267,20040,7738607,8061,5773896,28428,3818072,28771,1106122,16499,159745,7903,518516,14421,111633,6696,59808,4380,645737,14152,105172,5423,34475,2659,21290,3093,163279,8090,40552,3559,19223,2309,261746,9356,1318974,25040,3878581,4401,1385424,13706,67269,4020,34827,3627,1277779,14317,2350,993,3199,1047,2440655,14479,3068,670,570770,13528,678163,12815,382451,11212,924,633,110207,5085,695072,11376,52502,4620,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
