GEO_ID,B25102_001E,B25102_001M,B25102_002E,B25102_002M,B25102_003E,B25102_003M,B25102_004E,B25102_004M,B25102_005E,B25102_005M,B25102_006E,B25102_006M,B25102_007E,B25102_007M,B25102_008E,B25102_008M,B25102_009E,B25102_009M,B25102_010E,B25102_010M,B25102_011E,B25102_011M,B25102_012E,B25102_012M,B25102_013E,B25102_013M,B25102_014E,B25102_014M,B25102_015E,B25102_015M,NAME,B25102_001MA,B25102_001EA,B25102_002MA,B25102_002EA,B25102_003MA,B25102_003EA,B25102_004MA,B25102_004EA,B25102_005MA,B25102_005EA,B25102_006MA,B25102_006EA,B25102_007MA,B25102_007EA,B25102_008MA,B25102_008EA,B25102_009MA,B25102_009EA,B25102_010EA,B25102_010MA,B25102_011MA,B25102_011EA,B25102_012EA,B25102_012MA,B25102_013MA,B25102_013EA,B25102_014MA,B25102_014EA,B25102_015EA,B25102_015MA,state
0400000US01,1253595,13117,712544,11099,391681,9113,154053,5442,39888,3018,31325,2791,21724,1806,73873,4218,541051,10124,298459,7500,61734,3023,13091,1563,11922,1537,9340,1432,146505,5298,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159922,3409,104097,3504,5088,1090,9295,1258,9424,1370,19309,1700,51853,3028,9128,1204,55825,2421,8396,1260,5868,1066,3563,842,6492,1117,14506,1498,17000,1320,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524828,12566,979425,13413,163321,6452,343272,9234,160344,5692,161262,5020,130375,5724,20851,1966,545403,8805,154608,5272,135903,5161,62033,3194,73282,4058,58719,2759,60858,3001,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,746000,10027,408732,8549,177648,6002,112582,4721,35768,3472,31626,2767,25708,2279,25400,2421,337268,7752,187393,6115,67820,3071,19941,2316,17126,1982,11709,1403,33279,3200,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6910823,27840,4918415,27917,184328,6044,505633,9661,377777,8084,791067,12839,3004826,21418,54784,3249,1992408,17890,279045,6854,354086,8125,192244,6774,297421,7575,732810,12393,136802,4646,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1322618,9565,953749,9215,150482,5141,288863,7192,156779,6055,173749,6029,173863,5130,10013,1316,368869,6425,109640,4086,97205,4273,52601,2425,50781,3308,48938,2690,9704,1338,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,889035,8413,616925,8577,4444,966,10790,1571,9000,1452,41138,2814,548591,8305,2962,737,272110,6303,5669,1153,7082,1187,5482,1029,20023,2089,229903,5789,3951,787,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,249681,4261,163216,4707,32831,2086,50505,3254,29364,2426,27885,2560,18862,1614,3769,881,86465,3684,32860,2444,23167,1884,8295,1201,8393,1301,8563,1297,5187,1094,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112555,3556,85687,3563,6148,981,13206,1681,7908,1306,15018,1625,40915,2434,2492,556,26868,2013,4360,898,5117,984,2615,647,2502,547,10470,1332,1804,682,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4760071,23483,2720156,19847,426008,9978,636006,12607,337848,8919,496644,12634,765895,13229,57755,3949,2039915,17473,512213,9807,441410,10347,195891,7560,275400,7089,440394,7135,174607,5934,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2261166,19480,1496199,17033,279648,7896,405286,10555,212496,7809,264179,8132,307121,8122,27469,2412,764967,13927,292399,7769,181394,6643,70220,3594,82365,4354,94544,4049,44045,3649,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252435,5537,166018,5296,39912,2952,39075,2621,24082,2253,31162,2199,25351,2296,6436,1063,86417,4271,22492,2080,21291,2530,12677,1338,14689,1352,11554,1152,3714,818,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,411958,6794,269192,7259,44564,3281,112409,6003,35212,2985,35578,3318,36974,3324,4455,1002,142766,5681,35917,2790,47659,3027,16835,2065,17942,1997,14579,1805,9834,1701,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3129641,16316,2013018,15790,76715,3073,151952,5131,122218,3977,260332,6778,1385730,12940,16071,1624,1116623,11644,129859,4372,117375,4285,84214,3529,156877,5882,582536,8377,45762,2557,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1714880,13299,1136967,11511,355324,8515,347435,7687,142102,5967,150276,6145,120401,4866,21429,2002,577913,8764,235466,5081,153126,5302,60672,3190,54286,3472,49917,3178,24446,2207,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,881480,8544,527408,7537,45536,2752,108111,4335,78983,4154,121956,3519,168255,5002,4567,808,354072,5766,63973,2526,78601,3400,50381,2747,74788,3372,77529,4114,8800,1381,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,738336,7661,444283,6903,36580,2483,102916,4007,64034,2906,107737,4381,127425,3751,5591,1165,294053,6249,60258,2973,68496,2887,40582,2480,62535,3166,53758,2483,8424,1432,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1138253,12189,659302,9489,178171,5878,221268,7151,92225,4153,86202,3860,62203,3051,19233,2032,478951,7423,211674,5546,112119,3727,36232,2334,35280,2920,28585,2092,55061,3072,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1122294,10824,587929,10500,203007,7358,122415,6263,53869,3312,54102,3423,49903,3607,104633,4667,534365,9029,212852,6225,60038,3479,24726,2400,24641,2183,26326,2192,185782,6750,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,387101,5032,240701,4924,10682,1244,40100,2777,31819,2322,64905,3472,92142,4185,1053,407,146400,4101,19913,1541,28948,1814,16683,1383,33953,2375,43084,2389,3819,859,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436159,11090,1061376,10425,24942,2404,80184,4055,94242,4774,256379,6707,591987,7648,13642,1566,374783,7102,20008,1769,35308,1958,37616,2387,86584,3722,173930,5531,21337,1776,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1579953,12525,1105274,13289,15303,1723,48268,4004,50306,2975,174918,5597,808851,11594,7628,1371,474679,8701,6932,1143,19193,1920,17270,1763,71345,3750,342139,7251,17800,1436,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2717217,13903,1648618,12707,84926,3270,315337,6792,249282,6220,402925,8048,550125,6900,46023,2322,1068599,11138,105360,3896,241673,5624,164424,5594,223335,5555,249198,6151,84609,4314,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1523273,9834,1011325,9223,84055,3284,184232,5255,146039,5249,257112,5651,330582,5966,9305,1247,511948,6991,80586,3067,96456,3016,70014,3002,114378,3340,137665,4137,12849,1329,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,744203,8716,368624,8106,116461,5110,101960,5144,38206,3414,35514,2673,26597,2874,49886,3378,375579,7537,153132,5787,59859,4137,20705,2052,17366,2076,12105,1450,112412,4295,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1570137,13846,978669,11910,187074,5901,276016,7474,148643,4696,181173,4645,173446,5262,12317,1212,591468,8346,179748,4995,160991,4631,74550,3499,88452,3550,70050,3237,17677,1742,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,276490,4576,156863,4097,12910,1578,41610,2660,32332,2637,40750,2590,27062,2182,2199,528,119627,3497,28116,2161,26153,2043,17708,1670,22757,1867,16933,1716,7960,1078,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,490394,5329,302527,5234,14457,1500,44000,2684,33237,2382,81073,2871,124380,3990,5380,1125,187867,4474,26428,1683,33207,1732,20625,1774,40869,2390,54404,2525,12334,1204,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,562960,8151,383713,7578,58245,3356,115047,4561,67836,3492,71385,3622,62140,3132,9060,1218,179247,4785,48313,2776,44182,2972,23809,2098,29496,2461,21646,1792,11801,1471,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,366739,5787,245829,6391,2314,739,5637,1183,4961,1126,15884,1839,215657,6196,1376,457,120910,4085,6295,1285,6782,1333,5185,998,10768,1441,88429,3547,3451,869,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2009034,12864,1355695,14353,6027,1039,13065,1726,9857,1177,36914,3218,1278695,14262,11137,1348,653339,10595,6392,1089,13529,1775,9405,1410,30606,2313,570438,9895,22969,2482,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,513843,6398,287452,6864,62546,3722,79423,4783,40332,3452,47186,3421,43172,2929,14793,1740,226391,5639,84706,3745,44464,2961,20382,1984,25807,2190,15780,1563,35252,2545,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3838902,20752,2384448,17648,56389,3531,126339,4968,101325,4358,258832,6462,1752508,15562,89055,4353,1454454,14635,69960,3623,120370,4574,82229,3625,171847,5799,876698,10217,133350,5413,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2455141,15671,1565959,13794,277448,6536,501181,9678,249206,6997,264432,8214,256306,7007,17386,2040,889182,11647,313901,6531,250146,6954,95856,3828,101927,4320,92487,3336,34865,2716,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,193342,4346,101178,3650,13410,1494,20686,1820,16646,1858,23615,2009,24451,2316,2370,557,92164,3017,27141,1601,17654,1499,10062,1149,15393,1720,12607,1577,9307,936,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3013093,17798,1918802,15327,161722,4709,395464,9360,250652,7055,412027,8873,679018,8270,19919,2139,1094291,13506,198835,5929,257141,5997,143043,4492,197431,6208,265375,6576,32466,2445,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957858,7425,532396,7763,142827,4448,149650,5456,79417,3650,77494,3645,64258,2732,18750,1425,425462,5844,206629,4894,90497,3031,33869,2223,40682,2612,26966,1949,26819,1632,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,948891,9420,626571,9643,21095,1963,71348,3429,73146,4018,165805,5536,287635,5426,7542,1121,322320,6793,47575,3839,39935,2665,31644,2338,71578,3214,117155,4923,14433,1609,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3405756,16407,2063338,16418,158556,5864,309996,7336,197728,6009,372778,7994,1011389,12548,12891,1584,1342418,13317,221006,6030,245017,5795,140479,4348,238205,6495,470332,6968,27379,2146,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,240618,5236,166697,5017,2103,636,4846,1020,5098,1033,27261,2060,126336,4579,1053,376,73921,3017,1011,361,3024,757,2028,566,11986,1518,54353,2634,1519,426,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1265627,11974,742852,11611,287071,8154,251233,7929,75158,4126,64549,4233,47401,2934,17440,2138,522775,8551,286767,6328,109559,5101,33612,2970,28340,2373,24653,2119,39844,3169,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,231452,4098,127098,3504,10443,1298,23572,1981,17948,1581,33894,2316,39182,2336,2059,728,104354,3141,22997,1715,21305,1766,13816,1519,20647,1680,19111,1516,6478,979,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1665498,14709,992453,12575,283758,7879,329334,9429,127714,6104,122883,4965,107582,4520,21182,2007,673045,10596,280835,6270,196127,6172,61741,3347,54310,3334,51069,2975,28963,2427,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5752826,28478,3334400,24861,214360,6982,375555,8530,263238,8832,562192,10287,1837244,21053,81811,4833,2418426,19674,574746,9909,444128,8861,219924,6344,329482,8066,709195,11623,140951,5033,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
