GEO_ID,B28009D_001E,B28009D_001M,B28009D_002E,B28009D_002M,B28009D_003E,B28009D_003M,B28009D_004E,B28009D_004M,B28009D_005E,B28009D_005M,B28009D_006E,B28009D_006M,NAME,B28009D_001EA,B28009D_001MA,B28009D_002MA,B28009D_002EA,B28009D_003EA,B28009D_003MA,B28009D_004MA,B28009D_004EA,B28009D_005MA,B28009D_005EA,B28009D_006MA,B28009D_006EA,state
0400000US01,58447,2363,55901,2550,232,286,52196,2777,3473,1347,2546,1019,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,44813,2568,43873,2580,0,149,39583,3308,4290,1768,940,482,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,212858,5443,203033,5556,642,545,195588,5775,6803,1694,9825,3796,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41507,2450,38228,2389,0,190,33383,2446,4845,1408,3279,1084,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5457275,19436,5262591,21568,20318,3992,5008653,27446,233620,14590,194684,10664,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,160522,5049,154104,4688,584,417,144078,4757,9442,2456,6418,1973,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,150457,2721,148587,2983,52,84,142434,4065,6101,2720,1870,902,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,35598,1689,34420,1858,70,130,33013,2100,1337,1048,1178,977,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,23879,1167,22930,1226,0,200,21980,1423,950,560,949,584,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,537858,8863,521839,9276,3093,1627,494915,9603,23831,3891,16019,2972,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,378573,5946,366708,6309,1004,978,343822,7516,21882,5050,11865,3077,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,521011,10082,473886,10805,1952,901,447378,11374,24556,3917,47125,4850,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20813,2286,20437,2273,131,199,19129,2430,1177,618,376,266,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,660812,6378,643176,7597,2031,1291,608581,8958,32564,5293,17636,3337,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,130237,4140,124572,4701,28,50,112059,4865,12485,3302,5665,1975,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,67399,3184,65601,3162,83,122,60160,3566,5358,1645,1798,981,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,82451,2631,79518,2841,633,471,73786,2798,5099,1411,2933,1196,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,58299,2843,55326,2906,71,141,51916,2990,3339,1466,2973,1461,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,79690,1910,75229,2260,51,86,68900,3216,6278,2529,4461,1476,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12750,1356,12380,1395,0,163,11999,1454,381,255,370,296,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,380252,4577,372345,4798,1526,875,360308,5205,10511,2875,7907,1957,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,409993,4719,396213,5418,217,214,376561,6365,19435,4739,13780,2372,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,285309,4023,276069,5030,642,429,261270,5637,14157,2945,9240,3196,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,253447,4912,244629,5621,1684,1311,221131,6227,21814,4861,8818,2466,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29396,2296,25749,2378,0,207,23038,2446,2711,1456,3647,2020,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,111950,3592,106155,3568,278,278,99590,3764,6287,1950,5795,1901,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8687,1243,8039,1188,38,71,7003,1384,998,597,648,470,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38159,2018,34942,2189,484,660,32288,2098,2170,986,3217,1630,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,230046,4395,220265,4355,362,297,207578,5608,12325,3408,9781,2214,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,32501,1989,31670,2011,0,184,30392,2108,1278,812,831,634,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,836296,6125,817929,7033,2498,1251,792521,8238,22910,4047,18367,3176,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,28958,2694,26794,2725,0,193,26160,2693,634,374,2164,924,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1638877,9961,1550483,13676,4777,2139,1464525,15022,81181,7761,88394,8614,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,263256,5452,252257,6183,1156,1054,240949,6691,10152,3100,10999,3165,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,9774,835,8654,1184,0,151,7805,1268,849,627,1120,899,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,225848,4852,213654,5507,832,674,204169,5383,8653,2185,12194,3595,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,75436,2883,70203,2907,310,401,64506,2966,5387,1701,5233,1914,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,161315,4627,154536,4894,378,231,146299,5042,7859,1861,6779,2208,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,404688,5550,391349,5690,1341,805,366837,7292,23171,3829,13339,2954,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33572,2197,32140,2274,0,206,30494,2683,1646,1598,1432,888,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,68153,2773,65187,2717,0,203,61232,2877,3955,1364,2966,1261,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11465,1459,10312,1523,37,69,9057,1487,1218,666,1153,950,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,104982,3736,101731,3879,174,280,95557,4048,6000,1991,3251,1164,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1234493,9454,1200262,12083,1159,693,1145645,12625,53458,6315,34231,5683,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
