GEO_ID,B27003_001E,B27003_001M,B27003_002E,B27003_002M,B27003_003E,B27003_003M,B27003_004E,B27003_004M,B27003_005E,B27003_005M,B27003_006E,B27003_006M,B27003_007E,B27003_007M,B27003_008E,B27003_008M,B27003_009E,B27003_009M,B27003_010E,B27003_010M,B27003_011E,B27003_011M,B27003_012E,B27003_012M,B27003_013E,B27003_013M,B27003_014E,B27003_014M,B27003_015E,B27003_015M,B27003_016E,B27003_016M,B27003_017E,B27003_017M,B27003_018E,B27003_018M,B27003_019E,B27003_019M,B27003_020E,B27003_020M,B27003_021E,B27003_021M,B27003_022E,B27003_022M,B27003_023E,B27003_023M,B27003_024E,B27003_024M,B27003_025E,B27003_025M,B27003_026E,B27003_026M,B27003_027E,B27003_027M,B27003_028E,B27003_028M,B27003_029E,B27003_029M,B27003_030E,B27003_030M,B27003_031E,B27003_031M,B27003_032E,B27003_032M,B27003_033E,B27003_033M,B27003_034E,B27003_034M,B27003_035E,B27003_035M,B27003_036E,B27003_036M,B27003_037E,B27003_037M,B27003_038E,B27003_038M,B27003_039E,B27003_039M,B27003_040E,B27003_040M,B27003_041E,B27003_041M,B27003_042E,B27003_042M,B27003_043E,B27003_043M,B27003_044E,B27003_044M,B27003_045E,B27003_045M,B27003_046E,B27003_046M,B27003_047E,B27003_047M,B27003_048E,B27003_048M,B27003_049E,B27003_049M,B27003_050E,B27003_050M,B27003_051E,B27003_051M,B27003_052E,B27003_052M,B27003_053E,B27003_053M,B27003_054E,B27003_054M,B27003_055E,B27003_055M,B27003_056E,B27003_056M,B27003_057E,B27003_057M,NAME,B27003_001MA,B27003_001EA,B27003_002MA,B27003_002EA,B27003_003MA,B27003_003EA,B27003_004EA,B27003_004MA,B27003_005MA,B27003_005EA,B27003_006MA,B27003_006EA,B27003_007MA,B27003_007EA,B27003_008EA,B27003_008MA,B27003_009MA,B27003_009EA,B27003_010EA,B27003_010MA,B27003_011MA,B27003_011EA,B27003_012EA,B27003_012MA,B27003_013MA,B27003_013EA,B27003_014MA,B27003_014EA,B27003_015MA,B27003_015EA,B27003_016MA,B27003_016EA,B27003_017MA,B27003_017EA,B27003_018MA,B27003_018EA,B27003_019EA,B27003_019MA,B27003_020MA,B27003_020EA,B27003_021EA,B27003_021MA,B27003_022MA,B27003_022EA,B27003_023MA,B27003_023EA,B27003_024MA,B27003_024EA,B27003_025MA,B27003_025EA,B27003_026MA,B27003_026EA,B27003_027MA,B27003_027EA,B27003_028EA,B27003_028MA,B27003_029MA,B27003_029EA,B27003_030EA,B27003_030MA,B27003_031MA,B27003_031EA,B27003_032EA,B27003_032MA,B27003_033EA,B27003_033MA,B27003_034MA,B27003_034EA,B27003_035MA,B27003_035EA,B27003_036MA,B27003_036EA,B27003_037MA,B27003_037EA,B27003_038EA,B27003_038MA,B27003_039EA,B27003_039MA,B27003_040MA,B27003_040EA,B27003_041EA,B27003_041MA,B27003_042MA,B27003_042EA,B27003_043EA,B27003_043MA,B27003_044EA,B27003_044MA,B27003_045MA,B27003_045EA,B27003_046MA,B27003_046EA,B27003_047MA,B27003_047EA,B27003_048EA,B27003_048MA,B27003_049EA,B27003_049MA,B27003_050EA,B27003_050MA,B27003_051MA,B27003_051EA,B27003_052EA,B27003_052MA,B27003_053MA,B27003_053EA,B27003_054EA,B27003_054MA,B27003_055MA,B27003_055EA,B27003_056MA,B27003_056EA,B27003_057MA,B27003_057EA,state
0400000US01,4781070,1376,2299014,5729,175451,4215,86837,4112,88614,3824,389086,4464,166591,6342,222495,6787,227516,3014,30884,2579,196632,3950,291369,4681,35615,2993,255754,4701,285883,4547,33168,2943,252715,4780,304755,3606,53690,3404,251065,4228,301864,2427,85359,4381,216505,4964,206027,2088,198162,2272,7865,1280,117063,1405,116278,1548,785,467,2482056,5719,170608,4531,90683,4294,79925,3002,371571,4441,162419,5323,209152,6186,230942,3509,42811,3339,188131,4251,316384,3907,55532,3681,260852,5317,312495,3594,48095,4404,264400,5243,328264,2452,51224,3630,277040,4265,331608,1850,81583,4732,250025,4728,238860,1574,232821,1686,6039,1063,181324,1464,179961,1646,1363,523,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,33698,1496,13507,1278,20191,1493,62128,1664,21208,2276,40920,2226,40434,1519,5935,1274,34499,1949,56423,1943,8241,1212,48182,2190,44642,1509,6969,1119,37673,1671,46999,1346,8030,1199,38969,1462,48220,827,9410,1205,38810,1481,24693,715,23301,766,1392,410,10052,395,9937,416,115,124,345793,1921,32218,1494,12581,1504,19637,1783,57873,1480,19471,1927,38402,1744,33290,868,5924,1149,27366,1253,53261,1487,8528,1124,44733,1573,43754,1221,6351,1118,37403,1257,44535,1066,5623,916,38912,1290,45521,927,6306,964,39215,1248,23098,936,21534,1017,1564,470,12243,644,12122,624,121,101,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,258843,2756,108904,4667,149939,5135,565236,3270,208870,6765,356366,6928,330644,2097,65998,4574,264646,5084,440884,2848,90856,4794,350028,5656,403407,2911,75229,3926,328178,4696,405252,1967,84673,4864,320579,4914,379561,1603,101842,4520,277719,4724,304339,1328,288039,2540,16300,1998,205580,1133,202227,1680,3353,1020,3425608,3038,253182,3550,110806,4423,142376,5251,542132,3310,200737,7993,341395,8617,322705,1856,78812,4780,243893,4697,440339,1920,114936,5032,325403,5213,418146,1585,94438,4811,323708,5215,424393,1711,84327,4006,340066,4094,426743,1123,99155,4994,327588,4945,343709,1572,328123,2783,15586,1938,254259,1552,248513,1966,5746,1310,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,112494,3446,62498,3702,49996,3347,250752,3844,127837,5317,122915,5552,141008,2792,23974,2692,117034,3680,180584,3563,32913,2944,147671,3976,174942,2907,31556,2655,143386,3782,184703,2676,44124,2907,140579,3487,175501,1533,57657,3010,117844,2859,129382,1249,124901,1513,4481,984,77075,1211,76449,1183,626,402,1497866,4230,113621,3212,65938,4014,47683,3471,226834,3890,113006,5167,113828,5036,138958,3118,31670,2925,107288,3569,193823,3800,47863,3845,145960,4737,183671,2666,38264,3313,145407,3751,192237,2466,43905,3156,148332,3192,193956,1470,59406,2800,134550,3073,146791,1500,141800,1806,4991,1298,107975,1375,107036,1410,939,459,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1534824,8172,751309,13101,783515,12630,3108296,8951,1363003,16311,1745293,15989,1951795,4340,482971,10400,1468824,10752,2892205,6046,578025,13644,2314180,15451,2533730,4059,465922,10672,2067808,10625,2559327,4401,513438,12349,2045889,13497,2211813,2721,573883,9341,1637930,9702,1371995,2913,1259253,5594,112742,4522,889183,2724,869087,3920,20096,2340,19596453,6021,1455144,8115,708368,11472,746776,11165,3004875,8209,1319848,16638,1685027,15044,1895181,3996,579659,11832,1315522,11956,2823855,4354,742254,14587,2081601,14532,2580433,3329,584268,11897,1996165,12674,2622629,2809,563964,11347,2058665,11798,2380883,2405,623234,10915,1757649,11168,1582231,3029,1470127,5553,112104,5348,1251222,3266,1222462,4565,28760,2699,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,206140,3658,84537,4512,121603,4398,433329,4152,144843,5355,288486,5863,263619,3376,44701,3411,218918,4691,408354,3606,66273,4029,342081,4748,365331,3195,49838,3953,315493,4491,347572,2495,52455,3396,295117,3995,331099,1888,67153,3815,263946,4149,206572,1413,195742,1981,10830,1517,111603,1171,109841,1326,1762,640,2693716,4738,196288,4036,78626,4371,117662,3653,419043,3911,143190,5762,275853,5495,247424,2175,59096,3772,188328,4257,394696,2373,82951,4712,311745,5207,356146,2694,58330,3885,297816,4333,353995,1764,51830,2986,302165,2810,348202,1557,68391,3811,279811,3673,226357,1635,213109,2221,13248,1834,151565,1325,148491,1457,3074,584,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,113468,2411,44936,2490,68532,2691,276558,2735,88395,4672,188163,4449,175814,1793,33941,3466,141873,3419,214309,2027,37344,3349,176965,3788,206251,1661,32972,2996,173279,3235,256260,1542,41402,3204,214858,3285,238760,983,39534,2800,199226,3001,144047,910,133117,1566,10930,1326,93790,1204,92707,1267,1083,493,1818726,2437,112147,2383,39241,2932,72906,3320,259748,2638,82989,4704,176759,4756,170091,1524,38463,3640,131628,3631,218550,1894,53418,3380,165132,3934,221127,1513,42837,3355,178290,3470,276774,1502,48938,3460,227836,3515,254714,821,43200,2601,211514,2698,166694,1199,154479,1709,12215,1583,138881,1362,136994,1514,1887,620,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,33318,1130,13401,1767,19917,1685,70532,1224,26971,2927,43561,2787,43357,969,8943,1572,34414,1371,57773,1328,10166,1641,47607,1970,52100,883,8686,1340,43414,1496,61203,868,11608,1773,49595,2090,58743,500,13497,1345,45246,1327,44247,833,41591,1082,2656,864,26409,686,25829,607,580,393,483521,1246,32614,1234,13448,1916,19166,1617,67307,1442,25432,2758,41875,2792,43669,928,10429,1400,33240,1394,63017,1236,16545,1758,46472,2016,56603,863,13278,1686,43325,1707,66551,770,10939,1591,55612,1900,67666,498,14235,1751,53431,1769,50696,677,48377,1097,2319,833,35398,656,34963,685,435,293,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,26616,1137,10586,1374,16030,1356,33215,1079,17233,1891,15982,1928,34856,694,6378,1403,28478,1518,69861,659,7154,1314,62707,1527,46790,515,7760,1483,39030,1437,37860,401,11032,1336,26828,1337,32536,908,12038,1121,20498,1343,18650,813,16182,727,2468,891,10763,545,10483,495,280,149,349535,1105,24750,852,12127,1422,12623,1433,32834,808,17558,1391,15276,1418,43910,568,8950,1046,34960,1172,80488,493,16507,1743,63981,1742,48030,334,11126,1279,36904,1257,38552,149,10910,1245,27642,1224,36707,117,14046,1434,22661,1438,24893,562,22417,731,2476,594,19371,797,18897,857,474,258,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,668973,6922,355057,8603,313916,9425,1411689,8050,591236,12546,820453,13267,874119,6410,116505,6353,757614,7859,1237740,7359,145112,7092,1092628,9901,1169159,5155,135337,6962,1033822,8594,1311981,5296,199463,7761,1112518,9203,1233381,3340,285532,9350,947849,9768,1004899,2441,945420,4491,59479,3929,740784,2603,725125,3538,15659,2352,10307444,7951,646860,7836,337277,11072,309583,9693,1365879,7181,554202,12194,811677,12380,855443,4601,154392,6677,701051,7034,1282278,4616,229689,7919,1052589,9382,1237548,4020,181311,7540,1056237,7861,1393405,3982,182143,7227,1211262,7124,1393133,2892,254296,7918,1138837,7812,1162418,3467,1096892,5570,65526,3971,970480,3446,950204,4261,20276,2811,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
