GEO_ID,C27012_001E,C27012_001M,C27012_002E,C27012_002M,C27012_003E,C27012_003M,C27012_004E,C27012_004M,C27012_005E,C27012_005M,C27012_006E,C27012_006M,C27012_007E,C27012_007M,C27012_008E,C27012_008M,C27012_009E,C27012_009M,C27012_010E,C27012_010M,C27012_011E,C27012_011M,C27012_012E,C27012_012M,C27012_013E,C27012_013M,C27012_014E,C27012_014M,C27012_015E,C27012_015M,C27012_016E,C27012_016M,C27012_017E,C27012_017M,C27012_018E,C27012_018M,C27012_019E,C27012_019M,C27012_020E,C27012_020M,C27012_021E,C27012_021M,C27012_022E,C27012_022M,C27012_023E,C27012_023M,C27012_024E,C27012_024M,C27012_025E,C27012_025M,C27012_026E,C27012_026M,C27012_027E,C27012_027M,C27012_028E,C27012_028M,C27012_029E,C27012_029M,C27012_030E,C27012_030M,C27012_031E,C27012_031M,C27012_032E,C27012_032M,C27012_033E,C27012_033M,C27012_034E,C27012_034M,C27012_035E,C27012_035M,C27012_036E,C27012_036M,C27012_037E,C27012_037M,C27012_038E,C27012_038M,C27012_039E,C27012_039M,C27012_040E,C27012_040M,C27012_041E,C27012_041M,C27012_042E,C27012_042M,C27012_043E,C27012_043M,C27012_044E,C27012_044M,C27012_045E,C27012_045M,C27012_046E,C27012_046M,NAME,C27012_001EA,C27012_001MA,C27012_002MA,C27012_002EA,C27012_003MA,C27012_003EA,C27012_004MA,C27012_004EA,C27012_005MA,C27012_005EA,C27012_006EA,C27012_006MA,C27012_007MA,C27012_007EA,C27012_008MA,C27012_008EA,C27012_009MA,C27012_009EA,C27012_010MA,C27012_010EA,C27012_011EA,C27012_011MA,C27012_012MA,C27012_012EA,C27012_013MA,C27012_013EA,C27012_014MA,C27012_014EA,C27012_015MA,C27012_015EA,C27012_016MA,C27012_016EA,C27012_017MA,C27012_017EA,C27012_018MA,C27012_018EA,C27012_019MA,C27012_019EA,C27012_020MA,C27012_020EA,C27012_021MA,C27012_021EA,C27012_022EA,C27012_022MA,C27012_023MA,C27012_023EA,C27012_024MA,C27012_024EA,C27012_025MA,C27012_025EA,C27012_026MA,C27012_026EA,C27012_027EA,C27012_027MA,C27012_028MA,C27012_028EA,C27012_029MA,C27012_029EA,C27012_030MA,C27012_030EA,C27012_031MA,C27012_031EA,C27012_032EA,C27012_032MA,C27012_033EA,C27012_033MA,C27012_034EA,C27012_034MA,C27012_035MA,C27012_035EA,C27012_036EA,C27012_036MA,C27012_037MA,C27012_037EA,C27012_038MA,C27012_038EA,C27012_039EA,C27012_039MA,C27012_040EA,C27012_040MA,C27012_041EA,C27012_041MA,C27012_042MA,C27012_042EA,C27012_043MA,C27012_043EA,C27012_044EA,C27012_044MA,C27012_045EA,C27012_045MA,C27012_046EA,C27012_046MA,state
0400000US01,3674354,3461,1470365,14789,1412028,14187,1277229,15548,1121014,15453,150805,6577,6999,1296,34273,2978,134799,7400,58337,3151,58286,3146,36289,2423,14359,1591,50163,2989,3153,692,51,85,762404,13963,688304,13185,534550,13544,361546,10983,106132,6218,14500,2068,73594,4288,153754,7486,74100,3518,73738,3506,30306,2539,26607,2383,71560,3318,4507,824,362,239,1441585,15328,830748,14637,670983,13177,276069,9058,103654,6020,173219,7124,248985,9505,159765,7590,610837,4492,609065,4325,195423,5666,202718,6313,603848,4398,94271,4170,1772,703,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,527165,1857,226598,5487,218745,5258,191561,4649,161090,5291,20467,2673,1093,653,7568,1403,27184,3168,7853,1080,7690,1055,4853,873,1269,409,6001,959,435,187,163,164,172430,5671,160525,5521,120738,5030,80148,4465,16905,2303,1634,517,20817,2217,39787,2896,11905,1062,11740,1047,6630,855,1924,471,11124,1018,1033,320,165,125,128137,4204,77809,3921,59213,3598,26759,2622,6242,1359,7544,1249,23481,2040,18596,2219,50328,1754,49922,1771,23441,2122,9103,1560,49376,1781,10663,1606,406,231,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5099961,2056,2050479,17933,1977869,17259,1752172,18148,1431878,18065,197307,8313,13690,2487,153595,7951,225697,10057,72610,3910,72239,3915,38670,2730,15314,1622,60167,3572,4026,827,371,302,1149964,14604,1030720,14107,832753,13184,482629,11380,143861,6502,16269,1888,218438,8272,197967,8408,119244,4565,117431,4555,34077,2600,38034,2632,113601,4409,9661,1593,1813,823,1899518,16723,983485,15531,825457,14665,302293,8599,128301,6528,115761,5863,371496,12344,158028,6753,916033,6484,906180,6573,220799,6812,296748,7341,890370,7067,112926,4979,9853,1899,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2220606,2177,912157,10687,875494,10446,788565,11253,658182,9757,96350,5823,6220,1451,54600,4419,86929,6717,36663,2782,36235,2804,19861,2018,9632,1420,31306,2288,1419,456,428,371,475000,8601,422770,8366,339741,8807,188514,6035,68548,4059,11329,1695,85032,4027,83029,5022,52230,2955,52031,2947,14212,1602,19606,1515,50956,2803,4456,860,199,164,833449,9500,461119,8979,391193,7637,121902,4863,59698,4503,106325,4659,176578,6845,69926,4929,372330,3630,369848,3673,83272,4317,134545,4578,367143,3789,58622,3205,2482,866,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29546482,5416,12212833,47127,11759541,45604,10596049,44553,8557829,42719,1208679,17970,58832,4164,1056098,21343,1163492,19345,453292,9078,444669,9002,252296,7824,87789,4594,339305,7366,30125,2802,8623,1508,7385283,41116,6793116,37879,5792265,37419,3211433,33399,1010698,19496,99574,5233,1700214,22032,1000851,17262,592167,9867,584515,9846,214543,6186,159770,5485,551805,10129,57581,4417,7652,1575,9948366,37815,5899194,34635,5110635,28635,1918305,22848,785666,14304,554372,15084,2395959,27710,788559,17295,4049172,11336,4003452,12084,1115068,13509,930836,12959,3922395,12703,940524,13708,45720,4103,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4112535,3482,1920468,16939,1854054,16644,1681199,16544,1378111,16215,209781,7469,7997,1600,109854,6170,172855,7901,66414,3222,65992,3202,33280,2129,16394,1795,53371,2888,2561,732,422,302,1081951,14425,976829,13547,847938,13288,491602,10165,156936,6449,16024,1970,199429,8366,128891,6582,105122,3993,104742,3970,31626,2252,32662,2167,100967,3843,6560,1024,380,295,1110116,13724,585555,13042,512133,12156,210464,6995,91977,5014,68474,4303,192299,7056,73422,5318,524561,5326,520332,5294,149564,5559,177035,5422,511857,5275,69084,4484,4229,1291,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2776062,1382,1220497,10579,1165175,10374,1099977,10337,952131,11138,103077,5439,3399,880,72183,4936,65198,5924,55322,2770,55091,2773,37169,2141,9893,1364,41395,2445,1956,557,231,224,724369,12430,641064,12091,573979,10975,363720,10357,88181,4600,11753,2159,137347,6481,67085,5744,83305,4026,82540,3949,34157,2339,25833,2470,79108,3704,7039,1237,765,493,831196,9995,426411,9286,376882,8968,157176,6784,55888,3684,53622,3770,154580,6428,49529,4927,404785,4800,402171,4870,137883,5145,128478,5082,396279,5002,65872,3385,2614,1015,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,727432,849,314627,7226,302027,7113,283682,6931,244340,7358,23644,1971,2332,1113,19776,2689,18345,2276,12600,1578,12600,1578,8536,1304,2587,598,10397,1464,605,379,0,190,169785,5553,149763,5383,134823,5168,81952,4416,18336,2212,3845,912,35681,3162,14940,2485,20022,1733,19622,1645,9306,1286,5773,916,19334,1624,891,352,400,451,243020,5269,118892,5246,105820,5340,46414,3511,11712,1705,20456,2495,44169,3271,13072,2531,124128,2254,122472,2448,55943,2834,34029,2354,120980,2518,11690,1695,1656,842,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,543267,667,269020,4953,259580,4656,250776,4748,213840,5732,24791,2773,1302,563,19514,3305,8804,2011,9440,1310,9050,1144,6940,1062,1545,526,6598,1007,716,517,390,611,129993,5100,119320,5038,113070,4743,61422,3819,31765,3460,1239,406,27537,2893,6250,1630,10673,1306,10673,1306,5899,1052,3249,765,9770,1166,1362,553,0,200,144254,4408,90690,3981,83130,3739,21694,2234,12835,1800,11528,1550,50705,3367,7560,1837,53564,1427,53394,1428,23883,1884,13299,1606,51540,1540,13705,1579,170,170,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15866768,4364,6341312,33504,6069501,32951,5178610,34774,4143576,33714,840673,17783,26448,3297,232046,10793,890891,21333,271811,7203,265777,7118,129346,5356,53094,4013,223321,6704,15707,2187,6034,1298,3380877,30194,2969474,29312,2215958,26289,1234719,19396,604181,13400,49964,3935,373559,12477,753516,15362,411403,10280,403437,10087,110866,5522,123304,5318,389298,9866,29622,2127,7966,1978,6144579,30542,2949212,29840,2268378,24112,813062,19202,506967,13459,419969,12959,815476,18145,680834,18711,3195367,11606,3156865,12435,769785,13094,934227,14649,3099721,12452,507100,11968,38502,4070,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
