GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001MA,B27001I_001EA,B27001I_002EA,B27001I_002MA,B27001I_003MA,B27001I_003EA,B27001I_004EA,B27001I_004MA,B27001I_005MA,B27001I_005EA,B27001I_006MA,B27001I_006EA,B27001I_007EA,B27001I_007MA,B27001I_008MA,B27001I_008EA,B27001I_009EA,B27001I_009MA,B27001I_010MA,B27001I_010EA,B27001I_011MA,B27001I_011EA,B27001I_012MA,B27001I_012EA,B27001I_013EA,B27001I_013MA,B27001I_014MA,B27001I_014EA,B27001I_015MA,B27001I_015EA,B27001I_016MA,B27001I_016EA,B27001I_017MA,B27001I_017EA,B27001I_018EA,B27001I_018MA,B27001I_019MA,B27001I_019EA,B27001I_020EA,B27001I_020MA,B27001I_021MA,B27001I_021EA,B27001I_022MA,B27001I_022EA,B27001I_023MA,B27001I_023EA,B27001I_024EA,B27001I_024MA,B27001I_025EA,B27001I_025MA,B27001I_026MA,B27001I_026EA,B27001I_027MA,B27001I_027EA,B27001I_028MA,B27001I_028EA,state
0400000US13,931490,2660,117974,4116,107563,4306,10411,2407,231890,4707,191404,7090,40486,5035,104809,4323,58029,3694,46780,3921,141792,4352,62113,4306,79679,5013,155799,5046,71167,5558,84632,5777,99938,3684,59522,3547,40416,3703,47869,2109,34058,2720,13811,2168,21717,2296,19169,2190,2548,974,9702,1751,8437,1599,1265,629,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,139775,1233,24546,1051,24528,1052,18,30,30210,1051,29684,1115,526,434,16132,1137,14387,1260,1745,845,23581,1537,20806,1421,2775,1058,17563,1170,16679,1145,884,744,11555,605,10740,718,815,499,9380,472,8741,620,639,506,4410,457,4363,467,47,86,2398,351,2398,351,0,182,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,195803,1657,25388,1500,23267,1513,2121,824,52425,1381,47436,2057,4989,1429,26221,2062,18166,2314,8055,1794,31476,2757,16337,2287,15139,2574,24182,2010,16098,1937,8084,1521,17504,2096,11853,2224,5651,1138,10424,986,6770,1371,3654,1265,5751,1056,5751,1056,0,193,2432,710,2263,686,169,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2154971,1747,230168,3858,225287,3833,4881,1373,493138,3787,474745,4738,18393,2809,249762,2550,197277,5037,52485,4173,337705,2986,227435,6032,110270,5229,331452,2618,230747,6236,100705,5844,244557,2458,185228,4052,59329,3053,153643,1460,128244,2998,25399,2580,74130,1523,70167,1909,3963,1200,40416,1075,38236,1356,2180,859,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,434319,1945,52925,2187,47760,2434,5165,1445,113619,2235,99893,3431,13726,2745,57003,2859,40270,2427,16733,2352,61350,3055,37517,2968,23833,2931,65541,2307,40158,2933,25383,2860,39604,1916,28157,2233,11447,1963,26234,1929,20595,2012,5639,1238,11113,1346,10032,1251,1081,543,6930,1037,6766,1016,164,192,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,173377,1000,22436,1844,21354,1950,1082,640,47234,1782,43146,2181,4088,1159,23770,2158,17958,1834,5812,1388,27804,2638,19903,2482,7901,1699,21754,1712,15711,1412,6043,1264,16486,1701,12087,1673,4399,1406,8884,1022,7372,1147,1512,634,2815,715,2599,669,216,267,2194,736,2052,692,142,165,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,329467,1438,44410,1765,41304,1857,3106,1304,85996,2075,76577,2835,9419,1965,40558,1943,27199,2487,13359,1759,48718,2661,27463,2316,21255,2620,43644,2166,27034,2181,16610,2040,32728,1910,22434,2090,10294,1596,20534,1067,16400,1101,4134,864,8407,1077,7921,1163,486,364,4472,912,4107,881,365,291,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,142090,2929,19976,1649,18691,1621,1285,700,37994,2496,33739,2580,4255,1120,16749,1730,12254,1684,4495,1319,21458,1810,11694,1451,9764,1510,22704,1676,12647,1798,10057,1655,11209,1496,8875,1133,2334,1188,6910,1005,5931,1064,979,494,3340,760,3160,765,180,151,1750,775,1721,773,29,47,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,223372,1790,24937,2322,23170,2466,1767,1008,43235,2743,39408,2567,3827,1261,23363,2407,14334,2022,9029,1936,43349,3118,24276,2845,19073,2724,34355,3018,18353,2288,16002,2609,20874,2059,15543,1848,5331,1311,16498,1443,12781,1446,3717,1206,8914,1073,8650,1126,264,320,7847,1008,7755,1016,92,145,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19831,598,1736,610,1688,618,48,99,5595,784,4868,850,727,408,3421,801,2623,798,798,517,2809,852,1815,695,994,622,1650,646,1397,615,253,256,1842,703,1691,643,151,184,1707,609,1619,612,88,153,645,381,645,381,0,163,426,257,426,257,0,163,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,565823,1015,71760,1527,67728,2072,4032,1629,115456,1648,102834,2814,12622,2389,61227,1593,45822,2556,15405,2561,96046,1672,55322,3615,40724,3249,95863,2381,57824,3324,38039,3246,64632,1568,49983,2471,14649,2062,36919,1339,29931,1833,6988,1647,16297,1046,15606,1001,691,426,7623,706,7085,741,538,387,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,748242,1496,85375,2100,84788,2099,587,442,154093,2180,152418,2210,1675,799,100918,1239,92260,2114,8658,1817,127531,1767,113361,3008,14170,2493,106601,1483,100242,2293,6359,1699,82395,1372,76520,1868,5875,1625,51534,878,49435,1238,2099,808,27003,1085,26712,1115,291,224,12792,955,12723,960,69,110,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,480363,1190,55856,1578,54106,1634,1750,667,123297,1710,117910,1797,5387,1184,62563,1982,51152,2480,11411,1701,65162,2570,49573,2913,15589,1552,66723,2642,49595,2489,17128,2147,48675,2244,40989,2116,7686,1301,31250,1135,26422,1725,4828,1120,17299,1248,16871,1291,428,299,9538,1018,9306,1014,232,282,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,279006,1039,37937,1603,35341,1782,2596,1061,71457,1869,65104,2549,6353,1876,35315,1785,25478,2485,9837,2114,44643,2125,29426,2287,15217,2173,41102,1801,27140,2178,13962,2037,26143,1641,20074,1728,6069,1437,14886,1222,12329,1245,2557,998,4515,766,4436,783,79,110,3008,764,2435,593,573,656,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,78114,2580,9533,1542,9067,1577,466,238,18588,2096,16112,2285,2476,837,9098,1807,4990,1468,4108,1190,13281,1999,5000,1241,8281,1704,12106,1783,4629,1181,7477,1547,7707,1774,4036,1153,3671,1247,4597,1091,1910,782,2687,984,2330,812,2190,808,140,173,874,509,833,501,41,77,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,235812,2234,29339,1556,26966,1741,2373,869,59215,1972,53242,2297,5973,1517,29836,2021,21838,2296,7998,1523,36107,2459,19838,2369,16269,2367,32549,1813,21909,2208,10640,1769,22766,1942,17028,2192,5738,1115,14971,1166,12106,1173,2865,862,6968,999,6841,1007,127,104,4061,773,3653,722,408,333,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,36085,804,3806,536,3719,549,87,137,10022,830,8674,987,1348,562,4439,1024,3283,909,1156,479,4592,1062,3694,991,898,487,4729,993,3114,931,1615,654,3799,833,3317,747,482,346,1970,553,1369,471,601,363,1897,578,1897,578,0,165,831,529,806,531,25,48,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,193864,705,27732,1437,24897,1701,2835,1059,50684,1579,44405,2158,6279,1838,25296,1795,19074,2176,6222,1415,28691,2125,16966,1897,11725,2174,29286,1942,18683,1545,10603,1524,16327,1526,11621,1469,4706,1156,9128,981,7803,973,1325,619,4124,807,3932,829,192,178,2596,721,2596,721,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,805779,982,90131,2403,82302,2236,7829,1715,181715,2453,160440,3903,21275,2749,95594,1317,67500,2829,28094,2824,125918,1420,83825,3860,42093,3839,118811,961,75770,2916,43041,2814,94675,1078,68850,3127,25825,3309,55052,823,44263,2129,10789,2125,28388,912,25571,1232,2817,989,15495,666,13446,1226,2049,1041,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,43297,751,4549,434,4415,507,134,208,10370,504,10132,547,238,268,5984,912,4757,918,1227,596,6669,1043,4953,1027,1716,700,6541,894,5477,882,1064,525,4673,734,3506,782,1167,655,3234,598,3044,595,190,188,726,347,726,347,0,184,551,342,551,342,0,184,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1747594,1551,184143,2938,176602,3434,7541,2237,328497,3043,302931,4943,25566,3757,184705,1132,135990,4693,48715,4583,278586,1466,179799,5337,98787,5153,271028,1364,184317,5680,86711,5885,228095,1132,173564,4561,54531,4651,148103,764,123705,2536,24398,2367,77211,1387,72164,1639,5047,1297,47226,1372,45683,1500,1543,633,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,985868,1076,95551,2701,93338,2798,2213,836,199112,2713,188196,3550,10916,2414,114175,2111,92426,3243,21749,2967,134169,2482,103208,3275,30961,2785,122929,2172,95042,3117,27887,2626,114220,1678,96788,2370,17432,2163,100225,975,90170,1723,10055,1543,63704,1416,62148,1565,1556,676,41783,1032,41260,1137,523,499,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3685226,2693,365619,3502,356894,4148,8725,2197,652757,3494,634972,4315,17785,2839,421631,2108,358308,5119,63323,4783,609955,2944,441434,7984,168521,7810,533350,2120,397589,6655,135761,6018,464636,2340,386804,5756,77832,5725,330045,1269,297226,3154,32819,2849,186651,1266,179732,2028,6919,1508,120582,1712,119656,1841,926,558,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,895731,2748,123899,3226,115438,3734,8461,2336,227380,3344,203332,4577,24048,3239,103034,3857,58767,4427,44267,3927,140793,4752,59270,3808,81523,4655,149317,5261,61239,4782,88078,5172,82943,4251,49123,3833,33820,3582,40605,2961,29269,2501,11336,2110,18954,1749,17420,1665,1534,763,8806,1527,8372,1455,434,518,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,25540,1013,4297,821,3769,838,528,391,5132,836,4512,942,620,419,4033,1221,3038,806,995,630,4532,1295,3760,1065,772,514,3521,1141,2760,903,761,721,1559,585,1439,570,120,190,1464,694,1256,660,208,245,402,315,402,315,0,151,600,412,600,412,0,151,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,405383,2309,49444,1861,46484,1869,2960,947,100975,2171,92285,2903,8690,2148,46879,2182,37128,2252,9751,1679,66261,2894,46476,3168,19785,2195,56785,3121,42827,3300,13958,2293,38575,2885,33373,2285,5202,1551,25781,1459,23202,1574,2579,741,12952,1338,12509,1373,443,376,7731,1181,7599,1178,132,158,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,389076,996,56304,2014,53657,2113,2647,715,100478,1990,87098,2908,13380,2322,49314,1785,31286,2168,18028,1806,62821,1991,33411,2501,29410,2447,50131,1908,27400,2364,22731,1620,35482,1772,21209,2208,14273,1675,20725,1233,14984,1351,5741,1098,8804,858,8039,950,765,504,5017,826,4460,771,557,290,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,506373,892,61161,2013,58805,2076,2356,980,127134,2013,120848,2417,6286,1561,65204,2111,51271,2983,13933,2376,76897,2985,53661,4427,23236,3611,75380,2778,53380,3174,22000,3123,52622,2090,40908,2201,11714,1896,28589,933,25283,1512,3306,1281,14578,1384,14180,1408,398,453,4808,951,4487,892,321,275,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,850100,1677,108569,1985,103428,2319,5141,1406,192928,1956,183933,2567,8995,1857,112466,2131,89043,3130,23423,2746,133261,2864,100979,4094,32282,3442,116679,2617,88911,4004,27768,3190,87622,2217,72452,3074,15170,2407,55783,1524,49352,2094,6431,1352,28470,1453,28171,1440,299,205,14322,1329,13985,1363,337,284,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,150482,439,16570,864,15571,1099,999,753,32931,888,30449,1290,2482,1107,20770,789,16358,1269,4412,1382,25372,935,19311,1994,6061,1777,20602,677,16173,1204,4429,1275,16547,538,14366,1011,2181,786,9683,259,8680,535,1003,528,5287,474,5018,591,269,361,2720,349,2720,349,0,206,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,253628,2623,34010,2444,31949,2494,2061,930,57567,2335,50981,2397,6586,1738,29738,2244,18567,2140,11171,1858,41601,2996,17533,2679,24068,2325,38223,3181,17318,2686,20905,2673,29607,2805,18966,2577,10641,2065,13025,1345,9105,1191,3920,1030,7207,1325,6139,1219,1068,593,2650,956,2355,896,295,301,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,29235,878,4347,864,4218,875,129,124,6816,876,5170,877,1646,758,4710,1258,2857,897,1853,945,4897,1044,2999,942,1898,610,3356,927,1861,693,1495,755,2579,758,2156,776,423,349,1383,643,1222,593,161,201,520,344,520,344,0,151,627,359,627,359,0,151,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
