GEO_ID,C01001B_001E,C01001B_001M,C01001B_002E,C01001B_002M,C01001B_003E,C01001B_003M,C01001B_004E,C01001B_004M,C01001B_005E,C01001B_005M,C01001B_006E,C01001B_006M,C01001B_007E,C01001B_007M,C01001B_008E,C01001B_008M,C01001B_009E,C01001B_009M,NAME,C01001B_001EA,C01001B_001MA,C01001B_002MA,C01001B_002EA,C01001B_003MA,C01001B_003EA,C01001B_004MA,C01001B_004EA,C01001B_005MA,C01001B_005EA,C01001B_006MA,C01001B_006EA,C01001B_007MA,C01001B_007EA,C01001B_008MA,C01001B_008EA,C01001B_009MA,C01001B_009EA,state
0400000US01,1303298,5731,605886,4025,169185,3683,380146,2589,56555,1290,697412,4521,166393,3372,445191,2633,85828,1093,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26176,1808,15699,1075,3176,759,12022,780,501,267,10477,1161,3395,982,6628,660,454,305,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,300685,6487,154318,3510,40119,2370,102967,2395,11232,415,146367,4219,40694,2511,92262,2330,13411,837,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,469555,5093,223735,3887,66521,3077,138501,2134,18713,945,245820,4115,63240,3064,156181,2635,26399,669,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2277229,14769,1127416,9174,250598,6069,761393,5650,115425,1428,1149813,9204,246928,4939,746878,6104,156007,2212,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,224809,6222,119339,4125,28497,2605,82175,2550,8667,739,105470,3550,28796,2146,66604,2077,10070,833,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,380571,6628,181753,4163,49351,2386,117502,3101,14900,568,198818,3904,45228,2258,130083,2483,23507,649,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,203863,3106,95869,1743,25972,1429,60700,1011,9197,195,107994,2238,24827,1478,70008,1315,13159,140,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,318831,2822,144884,1595,33776,776,94082,1398,17026,200,173947,1808,34464,631,111309,1735,28174,236,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3280778,15532,1571064,10364,440003,6707,991124,6258,139937,2145,1709714,9062,429736,6047,1080145,5362,199833,3088,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3197929,14494,1492440,8866,431918,5571,946273,5784,114249,1962,1705489,9555,422230,6703,1106920,5420,176339,1848,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29644,2122,19335,1691,1914,798,16304,1202,1117,456,10309,1299,2528,799,7652,869,129,189,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8828,1371,4850,1076,1300,849,3104,548,446,326,3978,644,1860,426,2030,498,88,127,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1844624,9309,863161,6089,234239,3666,547362,3992,81560,1105,981463,5713,233549,3777,619260,3523,128654,990,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,605660,8094,286428,4609,85152,3441,178863,3389,22413,851,319232,5508,85039,3388,200405,3903,33788,836,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,106610,4123,56904,2643,17537,1633,36885,2010,2482,515,49706,3038,16960,2088,29719,1425,3027,515,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,172109,4919,88583,3318,23918,1921,58182,2270,6483,433,83526,3273,22874,2359,51003,1708,9649,629,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,355718,5355,180277,3758,47401,2788,118253,2697,14623,1241,175441,4138,40816,2822,113073,2402,21552,1240,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1502375,7155,713001,5378,210058,3944,440441,2969,62502,1442,789374,5020,201234,4361,496627,2489,91513,1105,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14795,1718,9078,1376,2526,923,6103,1199,449,386,5717,1087,2510,767,2870,573,337,297,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1770161,10035,823495,5833,213071,3951,532337,3614,78087,1096,946666,6382,206298,3945,621040,3793,119328,1356,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,499357,8709,240665,4945,64624,3132,157749,3332,18292,942,258692,5527,62878,2531,168365,4033,27449,925,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1378111,9749,653387,5579,180678,3856,409185,3609,63524,874,724724,5941,171031,3786,458436,3876,95257,1019,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,320267,5209,163998,3139,59328,2168,98683,2408,5987,473,156269,3287,53595,2085,94079,2185,8595,642,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1128475,4848,527261,4630,159306,3237,322762,2856,45193,1176,601214,4332,156305,3629,376891,2180,68018,980,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,709969,6726,333075,4289,93845,2984,212139,2987,27091,889,376894,4508,95057,3395,237140,2507,44697,850,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4725,1068,3316,860,892,519,2305,616,119,137,1409,545,164,161,1099,522,146,157,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,90535,2978,45841,1799,13294,1210,29778,1276,2769,321,44694,2048,13913,1295,26768,1087,4013,473,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,246720,4756,122531,3096,31780,2254,79102,1859,11649,454,124189,2886,30208,2106,80007,1748,13974,450,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21292,1989,10809,1259,2344,755,7833,994,632,333,10483,1604,3626,942,5920,1046,937,291,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1198613,9845,568068,5957,144741,3661,371713,3762,51614,965,630545,6041,137116,3518,410349,3804,83080,944,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,47873,3058,27360,2026,6245,1408,18948,2203,2167,876,20513,2523,6350,1900,11418,1453,2745,980,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3081333,16953,1433681,9194,368615,5190,924555,6664,140511,2042,1647652,10970,358649,6086,1056260,7625,232743,2374,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2172492,10565,1018361,8048,276543,5640,643617,4637,98201,1582,1154131,5794,262650,4483,739971,3505,151510,1883,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,15681,1519,9883,1282,2416,817,7297,817,170,205,5798,1070,1519,628,4119,893,160,200,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1426291,11547,674791,6560,192327,4428,419481,4100,62983,1033,751500,7497,188469,4783,464966,3994,98065,1161,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,286314,5378,145793,3789,39132,2908,94521,2149,12140,763,140521,3312,33608,2599,91971,1876,14942,719,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,76980,3389,41639,2491,9375,1293,29320,2069,2944,562,35341,2082,9137,1397,23263,1445,2941,536,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1408512,9508,681423,4869,187836,3960,433522,3994,60065,1089,727089,6838,171361,4220,460182,3962,95546,1415,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,65504,4156,32739,2571,8778,1634,21147,1570,2814,421,32765,2373,7937,1147,21567,1800,3261,415,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1344114,7124,632608,5790,175973,4707,391756,2673,64879,1076,711506,5151,165345,4057,450750,2558,95411,715,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13172,1389,8032,1055,2343,703,5464,721,225,248,5140,910,2291,506,2849,610,0,151,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1110412,8543,526331,5221,146306,3476,337536,3572,42489,1272,584081,5909,141105,4250,379219,3665,63757,1332,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3298173,17739,1592549,10374,439965,6588,1036758,7567,115826,2127,1705624,11074,430336,8585,1104249,6515,171039,2355,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,34524,2077,20666,1566,7164,1115,13010,1081,492,310,13858,1495,4737,1077,8019,963,1102,304,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7996,907,3975,632,1043,356,2781,431,151,171,4021,843,1663,475,2303,640,55,76,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1612831,11194,772812,7010,195468,4489,502376,4655,74968,1641,840019,6972,190069,4670,542697,4289,107253,1826,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,262552,7397,143063,4299,35340,2781,97890,3424,9833,676,119489,4214,30902,2833,79149,2437,9438,917,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
