GEO_ID,B07004G_001E,B07004G_001M,B07004G_002E,B07004G_002M,B07004G_003E,B07004G_003M,B07004G_004E,B07004G_004M,B07004G_005E,B07004G_005M,B07004G_006E,B07004G_006M,NAME,B07004G_001MA,B07004G_001EA,B07004G_002EA,B07004G_002MA,B07004G_003MA,B07004G_003EA,B07004G_004EA,B07004G_004MA,B07004G_005MA,B07004G_005EA,B07004G_006MA,B07004G_006EA,state
0400000US01,84338,6414,68584,5576,10063,2318,2919,1147,2592,985,180,226,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,61851,4593,47968,4382,9316,2457,1979,618,2232,931,356,334,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,215327,10606,166582,9330,33968,4563,5566,1533,8269,1886,942,502,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,61970,5472,47175,5030,8144,1927,2597,929,3663,1468,391,294,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1703462,29574,1424396,26422,175755,9085,62150,5045,27713,3261,13448,2591,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,188600,9387,146531,7916,20384,3300,9558,1915,10138,2617,1989,1768,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,113384,7776,91153,6332,14024,3169,3285,1380,3530,1183,1392,970,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,27140,3734,24269,3507,1714,783,297,356,600,318,260,282,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20538,2509,15509,2344,2602,869,0,200,2037,796,390,273,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,490089,20134,379515,16510,65246,7457,22940,4052,16928,3463,5460,1824,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,228226,14571,179047,11716,23229,5581,14025,2687,10320,2354,1605,784,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,342109,11212,294457,10320,35900,5037,2611,1717,8259,1652,882,423,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,45761,3928,32896,3971,8066,2754,2306,1460,2225,1053,268,265,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,285783,10145,234708,9526,35514,4392,7298,1582,7168,1503,1095,537,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,152632,9114,119266,7950,20612,3791,5886,1943,6058,1905,810,582,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
