GEO_ID,C21001H_001E,C21001H_001M,C21001H_002E,C21001H_002M,C21001H_003E,C21001H_003M,C21001H_004E,C21001H_004M,C21001H_005E,C21001H_005M,C21001H_006E,C21001H_006M,C21001H_007E,C21001H_007M,C21001H_008E,C21001H_008M,C21001H_009E,C21001H_009M,C21001H_010E,C21001H_010M,C21001H_011E,C21001H_011M,C21001H_012E,C21001H_012M,C21001H_013E,C21001H_013M,C21001H_014E,C21001H_014M,C21001H_015E,C21001H_015M,NAME,C21001H_001EA,C21001H_001MA,C21001H_002MA,C21001H_002EA,C21001H_003EA,C21001H_003MA,C21001H_004EA,C21001H_004MA,C21001H_005EA,C21001H_005MA,C21001H_006MA,C21001H_006EA,C21001H_007MA,C21001H_007EA,C21001H_008EA,C21001H_008MA,C21001H_009EA,C21001H_009MA,C21001H_010EA,C21001H_010MA,C21001H_011EA,C21001H_011MA,C21001H_012MA,C21001H_012EA,C21001H_013MA,C21001H_013EA,C21001H_014EA,C21001H_014MA,C21001H_015EA,C21001H_015MA,state
0400000US01,2553350,1619,1230026,1469,964654,1473,100239,5350,864415,5271,265372,298,127700,3674,137672,3697,1323324,584,987550,498,13049,1901,974501,1963,335774,249,4361,1034,331413,1006,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,347995,1764,183388,1543,155385,1543,27963,2464,127422,2663,28003,12,16149,1085,11854,1084,164607,613,138340,605,4904,1105,133436,1283,26267,80,679,328,25588,336,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3141012,2188,1535740,1727,1113925,1714,143895,5590,970030,5886,421815,477,217637,4447,204178,4417,1605272,1136,1121478,1032,20514,2143,1100964,2462,483794,465,9386,1100,474408,1117,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1723237,1351,835141,865,649749,821,71727,4509,578022,4436,185392,194,89168,3333,96224,3309,888096,777,659253,652,10392,1353,648861,1550,228843,270,2306,586,226537,648,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12369642,6722,6117735,4541,4745141,4707,389423,9494,4355718,10719,1372594,737,619424,8489,753170,8372,6251907,3665,4588568,3541,49991,3621,4538577,5164,1663339,632,22459,2537,1640880,2662,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3010304,3446,1491456,2852,1218979,2834,138852,4990,1080127,5071,272477,211,137235,3633,135242,3664,1518848,1356,1195046,1262,22935,2434,1172111,2526,323802,269,4841,963,318961,1001,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2001178,2343,960271,1742,750756,1704,47505,3362,703251,3401,209515,173,94349,2884,115166,2906,1040907,1344,768120,1217,4767,1005,763353,1658,272787,333,2766,766,270021,854,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,491102,1221,234277,817,176105,825,16177,1871,159928,1997,58172,39,29815,1628,28357,1628,256825,707,185809,705,2061,709,183748,989,71016,35,1026,682,69990,681,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,213744,1078,105780,742,93871,742,3421,859,90450,901,11909,200,4046,750,7863,750,107964,782,94394,782,1087,440,93307,908,13570,200,303,257,13267,257,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9370989,5406,4541009,4022,3182500,3957,387251,9726,2795249,10332,1358509,868,687420,8579,671089,8715,4829980,3443,3238376,2711,59243,3939,3179133,4993,1591604,1866,23056,2036,1568548,2797,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4337431,3421,2102598,2486,1683925,2489,175412,7251,1508513,7624,418673,351,199659,4981,219014,4990,2234833,2051,1714129,1975,25832,2966,1688297,3751,520704,264,5892,1177,514812,1225,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,257177,1798,134574,1797,102661,1776,18913,2367,83748,2491,31913,88,16072,1222,15841,1214,122603,715,91818,709,3622,944,88196,1072,30785,105,858,457,29927,461,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1037339,1560,511811,745,404501,819,50008,3813,354493,3747,107310,272,52388,2956,54922,2956,525528,1331,404956,1331,6763,1326,398193,2228,120572,53,1372,477,119200,478,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6408679,2371,3108292,1918,2491038,1928,177380,5535,2313658,5773,617254,228,274308,5965,342946,5927,3300387,1225,2502691,1169,21005,2110,2481686,2274,797696,276,6059,890,791637,944,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4150168,1537,2016463,951,1633095,868,151332,5469,1481763,5594,383368,300,168776,4407,214592,4363,2133705,1115,1643437,1076,17578,2133,1625859,2316,490268,320,3560,836,486708,872,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2132875,1204,1041428,994,827741,992,73284,3736,754457,3924,213687,201,102353,2411,111334,2417,1091447,632,820661,570,8383,1141,812278,1373,270786,176,3221,845,267565,852,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1729719,1816,840941,1743,669992,1732,69553,3743,600439,3930,170949,110,79113,2479,91836,2473,888778,547,675102,527,10629,1455,664473,1537,213676,94,2278,447,211398,454,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2957040,1519,1427194,1124,1152127,1096,111087,5228,1041040,5366,275067,215,119916,3753,155151,3769,1529846,776,1182801,709,13385,1622,1169416,1768,347045,292,2899,723,344146,819,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2173546,2120,1055335,1705,846839,1808,76601,4327,770238,4713,208496,337,90560,3236,117936,3247,1118211,1061,858621,1019,10786,1613,847835,1834,259590,142,3376,912,256214,962,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1014649,695,489383,711,378546,711,43600,2881,334946,2951,110837,163,53907,1957,56930,1957,525266,131,391681,130,4115,939,387566,954,133585,22,1617,471,131968,471,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
