GEO_ID,B13015_001E,B13015_001M,B13015_002E,B13015_002M,B13015_003E,B13015_003M,B13015_004E,B13015_004M,B13015_005E,B13015_005M,B13015_006E,B13015_006M,B13015_007E,B13015_007M,B13015_008E,B13015_008M,B13015_009E,B13015_009M,B13015_010E,B13015_010M,B13015_011E,B13015_011M,B13015_012E,B13015_012M,B13015_013E,B13015_013M,B13015_014E,B13015_014M,B13015_015E,B13015_015M,NAME,B13015_001EA,B13015_001MA,B13015_002EA,B13015_002MA,B13015_003MA,B13015_003EA,B13015_004EA,B13015_004MA,B13015_005MA,B13015_005EA,B13015_006MA,B13015_006EA,B13015_007EA,B13015_007MA,B13015_008EA,B13015_008MA,B13015_009EA,B13015_009MA,B13015_010EA,B13015_010MA,B13015_011EA,B13015_011MA,B13015_012EA,B13015_012MA,B13015_013EA,B13015_013MA,B13015_014EA,B13015_014MA,B13015_015EA,B13015_015MA,state
0400000US31,434316,2219,29431,2395,19394,1967,423,263,18971,1990,10037,1557,857,485,9180,1482,404885,3307,190446,4171,1532,477,188914,4154,214439,3962,3330,983,211109,4039,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,690125,2801,33774,2913,21763,2703,398,343,21365,2663,12011,1790,1128,531,10883,1819,656351,3723,275219,6308,5481,1142,269738,6262,381132,6219,13141,2189,367991,5970,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,302409,2169,15223,2042,10362,1910,484,729,9878,1745,4861,1125,619,516,4242,1013,287186,3194,124646,4348,2086,907,122560,4426,162540,4861,5013,1244,157527,4830,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2115152,3806,101634,4464,71450,3829,1271,521,70179,3904,30184,2866,2742,752,27442,2932,2013518,6265,866314,10949,8504,2020,857810,10993,1147204,10868,29720,2819,1117484,10911,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,467129,2703,24412,2780,13642,2400,352,329,13290,2405,10770,1722,1630,735,9140,1705,442717,4076,176624,5523,2505,887,174119,5566,266093,5764,7222,1561,258871,6204,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4886266,6359,219972,6705,147033,5718,3197,913,143836,5670,72939,4737,10356,1655,62583,4608,4666294,9070,1776713,17743,27685,2389,1749028,17616,2889581,17687,83179,4720,2806402,16931,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2410328,6245,119725,5468,74241,4090,1244,522,72997,4065,45484,3763,2678,941,42806,3673,2290603,7478,1016375,12523,12206,1881,1004169,12291,1274228,13153,23073,2712,1251155,12904,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,170969,1813,12118,1644,8845,1411,47,69,8798,1415,3273,865,169,168,3104,885,158851,2391,74026,3290,576,358,73450,3307,84825,4022,1653,677,83172,3950,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2672387,4653,141168,6054,87340,4920,1177,457,86163,4959,53828,4361,7373,1602,46455,3893,2531219,7684,1059998,11395,14321,1651,1045677,11493,1471221,13193,49014,3319,1422207,12631,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,905865,2846,47490,2838,29455,2262,959,496,28496,2222,18035,1909,1327,679,16708,1811,858375,4000,399715,6211,5093,882,394622,6204,458660,6044,13899,1779,444761,5898,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,937703,4047,46087,3655,31895,2894,1703,711,30192,2903,14192,2389,2615,1030,11577,2146,891616,5358,388835,7865,12062,2235,376773,8078,502781,8519,24483,2432,478298,8476,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2923024,5281,149372,6163,91270,4656,2108,658,89162,4609,58102,4434,7775,1638,50327,3908,2773652,7672,1147861,11074,20217,2332,1127644,11492,1625791,10886,60021,3978,1565770,10956,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,253591,1783,13820,2075,7727,1438,204,196,7523,1403,6093,1440,517,436,5576,1423,239771,2314,88423,3868,2076,640,86347,3832,151348,4118,5288,1312,146060,4196,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1144639,3402,61316,4369,34018,3233,167,140,33851,3204,27298,3219,1687,645,25611,3298,1083323,5331,454911,8572,4269,1022,450642,8504,628412,8834,9058,1735,619354,8993,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,188481,1983,10875,1207,6634,1008,151,163,6483,1024,4241,952,266,163,3975,941,177606,2335,83374,3391,739,445,82635,3386,94232,3406,1966,591,92266,3482,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1573512,4963,80773,5118,49238,3724,1281,546,47957,3613,31535,3453,4789,1441,26746,3194,1492739,6918,669707,9756,11640,2051,658067,9701,823032,9555,24537,2782,798495,9731,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6816895,9019,395878,10355,256489,9039,3240,992,253249,9022,139389,6953,5546,1371,133843,6893,6421017,14610,2945978,25664,24073,3005,2921905,25842,3475039,26349,46294,3813,3428745,26414,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,745983,2780,51060,3301,42152,2644,496,287,41656,2622,8908,1623,206,242,8702,1556,694923,4117,354497,7223,2353,738,352144,7251,340426,8004,4286,944,336140,8013,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,140487,1428,5651,787,4348,728,389,298,3959,722,1303,447,163,124,1140,417,134836,1728,55511,2276,1140,498,54371,2273,79325,2473,3144,905,76181,2414,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2035762,5595,102870,4396,71473,3800,1204,592,70269,3754,31397,2863,3148,998,28249,2835,1932892,7669,861578,10662,10929,1718,850649,10607,1071314,12137,22061,2633,1049253,11723,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1697931,4454,86668,4207,61778,3406,1286,451,60492,3318,24890,2429,3046,813,21844,2335,1611263,6423,734109,10327,14868,2132,719241,9964,877154,11241,30586,3507,846568,11169,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,404996,2771,19670,2282,10974,1586,189,253,10785,1554,8696,1712,433,272,8263,1645,385326,3768,170612,5555,2539,765,168073,5504,214714,6278,6411,1377,208303,6242,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1310606,3676,65927,3602,43188,2802,1034,464,42154,2738,22739,2349,2338,692,20401,2352,1244679,5312,544804,7115,5940,1088,538864,7025,699875,7169,17079,1847,682796,7175,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133726,2721,7727,1410,5587,1244,272,241,5315,1226,2140,704,179,216,1961,671,125999,3103,60525,2461,397,326,60128,2439,65474,3873,1488,661,63986,3954,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,841106,3300,28928,2768,12360,2055,743,344,11617,1971,16568,2219,1473,704,15095,2011,812178,3880,251344,7771,9208,1427,242136,7784,560834,8379,33456,3025,527378,8963,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
