GEO_ID,B14007H_001E,B14007H_001M,B14007H_002E,B14007H_002M,B14007H_003E,B14007H_003M,B14007H_004E,B14007H_004M,B14007H_005E,B14007H_005M,B14007H_006E,B14007H_006M,B14007H_007E,B14007H_007M,B14007H_008E,B14007H_008M,B14007H_009E,B14007H_009M,B14007H_010E,B14007H_010M,B14007H_011E,B14007H_011M,B14007H_012E,B14007H_012M,B14007H_013E,B14007H_013M,B14007H_014E,B14007H_014M,B14007H_015E,B14007H_015M,B14007H_016E,B14007H_016M,B14007H_017E,B14007H_017M,B14007H_018E,B14007H_018M,B14007H_019E,B14007H_019M,NAME,B14007H_001MA,B14007H_001EA,B14007H_002MA,B14007H_002EA,B14007H_003MA,B14007H_003EA,B14007H_004MA,B14007H_004EA,B14007H_005EA,B14007H_005MA,B14007H_006MA,B14007H_006EA,B14007H_007MA,B14007H_007EA,B14007H_008MA,B14007H_008EA,B14007H_009MA,B14007H_009EA,B14007H_010EA,B14007H_010MA,B14007H_011MA,B14007H_011EA,B14007H_012MA,B14007H_012EA,B14007H_013EA,B14007H_013MA,B14007H_014MA,B14007H_014EA,B14007H_015MA,B14007H_015EA,B14007H_016EA,B14007H_016MA,B14007H_017MA,B14007H_017EA,B14007H_018EA,B14007H_018MA,B14007H_019MA,B14007H_019EA,state
0400000US01,3107682,3361,697893,8939,34537,3033,35376,3149,36130,2553,35949,3064,36965,2617,36001,3062,35524,2893,35780,2717,36826,3251,37831,2821,37937,2447,40601,2782,38418,2900,34746,2719,157225,6537,28047,3211,2409789,8734,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,436265,1534,101538,3334,6034,1084,5992,1129,4105,1010,5092,903,4691,918,4689,879,5075,1019,4785,779,3113,835,5467,952,5630,1023,5026,1068,3581,655,5813,1149,24018,2557,8427,1339,334727,3406,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3703431,3370,759547,8190,38603,3171,33568,2645,33111,2938,40377,3136,38260,3071,35016,2850,33524,2712,38930,3110,36274,2673,35477,2700,36863,3119,38730,2154,36933,2955,37058,3047,201687,6519,45136,2891,2943884,8620,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2103864,3750,478222,6416,28589,2875,24540,1923,23028,2130,26256,2631,26600,2676,25923,2358,23227,2327,24200,2526,26217,2451,24853,2314,26177,2325,21355,1733,24604,1850,25742,2706,105208,4153,21703,2680,1625642,6631,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14435248,9312,3010452,17697,175026,6375,132715,5819,122445,5064,119805,5093,126563,5107,132098,4804,132573,5198,132647,5265,129491,5859,136915,5706,130502,6390,145717,5027,142829,5270,156014,6137,860516,15479,234596,7245,11424796,18221,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3624580,5123,831695,7850,50498,2913,38616,2418,36617,2734,38925,2474,39059,2720,39537,2845,39524,2427,40474,2552,40814,2948,39657,2721,44079,2954,41985,2837,36337,2411,40769,2585,207233,5932,57571,3214,2792885,7638,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2381952,3066,542182,6193,31929,2734,23380,2243,21345,2535,21641,2078,24010,2406,24299,2269,25589,2083,26353,2311,25100,2335,24841,2267,30506,2827,30493,2302,27912,2360,32163,2566,135986,4970,36635,3486,1839770,6214,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,581556,1782,124396,3144,7458,1136,4677,912,4959,1314,5558,1185,4895,908,5565,911,5697,1172,7008,1198,6799,1225,6691,1262,5270,1051,7171,1078,5126,907,7297,1439,31588,2924,8637,1319,457160,3382,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,233779,973,49215,2042,3685,883,1369,578,1130,496,1162,407,719,306,1390,550,662,358,821,327,1580,642,1241,499,988,497,667,287,822,334,741,305,20141,1901,12097,1499,184564,2256,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10904070,7732,2078888,16676,116485,6690,94319,4823,89474,4845,99515,5426,102807,5513,101610,5904,97141,6034,101486,6022,97851,5209,101803,4844,104928,5705,106160,4621,106164,4824,111842,4818,528349,13566,118954,6687,8825182,15872,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
