GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,NAME,B08513_001MA,B08513_001EA,B08513_002MA,B08513_002EA,B08513_003EA,B08513_003MA,B08513_004EA,B08513_004MA,B08513_005EA,B08513_005MA,B08513_006EA,B08513_006MA,B08513_007MA,B08513_007EA,B08513_008EA,B08513_008MA,B08513_009EA,B08513_009MA,B08513_010EA,B08513_010MA,B08513_011EA,B08513_011MA,B08513_012MA,B08513_012EA,B08513_013EA,B08513_013MA,B08513_014EA,B08513_014MA,B08513_015EA,B08513_015MA,B08513_016EA,B08513_016MA,B08513_017EA,B08513_017MA,B08513_018MA,B08513_018EA,B08513_019EA,B08513_019MA,B08513_020EA,B08513_020MA,B08513_021EA,B08513_021MA,B08513_022EA,B08513_022MA,B08513_023MA,B08513_023EA,B08513_024EA,B08513_024MA,B08513_025EA,B08513_025MA,B08513_026EA,B08513_026MA,B08513_027EA,B08513_027MA,B08513_028MA,B08513_028EA,B08513_029MA,B08513_029EA,B08513_030EA,B08513_030MA,B08513_031EA,B08513_031MA,B08513_032EA,B08513_032MA,B08513_033MA,B08513_033EA,B08513_034MA,B08513_034EA,B08513_035EA,B08513_035MA,B08513_036EA,B08513_036MA,B08513_037EA,B08513_037MA,B08513_038MA,B08513_038EA,B08513_039MA,B08513_039EA,B08513_040MA,B08513_040EA,B08513_041EA,B08513_041MA,B08513_042EA,B08513_042MA,B08513_043MA,B08513_043EA,B08513_044MA,B08513_044EA,B08513_045MA,B08513_045EA,B08513_046EA,B08513_046MA,B08513_047EA,B08513_047MA,B08513_048MA,B08513_048EA,B08513_049EA,B08513_049MA,B08513_050MA,B08513_050EA,B08513_051MA,B08513_051EA,B08513_052MA,B08513_052EA,B08513_053EA,B08513_053MA,B08513_054EA,B08513_054MA,B08513_055EA,B08513_055MA,B08513_056MA,B08513_056EA,state
0400000US01,1964105,15947,1851442,16064,71840,4257,34500,3669,37340,3147,40823,3191,27387,2822,13436,2300,1677578,18087,1593202,18460,52633,4113,27542,3144,25091,3134,31743,2773,22804,2615,8939,1796,176571,8805,154376,7896,15700,2462,5127,1995,10573,1862,6495,1539,2872,941,3623,1128,5882,1434,5393,1387,159,133,60,98,99,91,330,225,146,178,184,140,22215,3026,20571,2941,866,573,650,530,216,181,778,450,581,344,197,270,18102,2438,16783,2394,915,574,169,171,746,534,404,352,196,209,208,248,63757,4204,61117,4154,1567,701,952,592,615,380,1073,416,788,375,285,311,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,371382,5372,309136,4997,17794,2310,13649,2049,4145,1221,44452,3317,28770,2937,15682,2078,249521,5701,215065,5277,12002,2091,8924,1765,3078,1114,22454,2422,15823,2237,6631,1329,46229,3668,35543,3347,2882,868,2561,780,321,252,7804,1664,4154,969,3650,1103,5676,1240,4848,1069,124,171,124,171,0,189,704,429,437,338,267,260,29597,2659,20566,2085,1543,812,1049,684,494,500,7488,1084,4479,740,3009,755,24264,1926,19613,1842,1050,621,945,623,105,130,3601,569,2401,449,1200,438,16095,2050,13501,1762,193,162,46,72,147,144,2401,906,1476,807,925,380,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2872284,18674,2076659,18827,611574,11699,401580,10659,209994,9184,184051,7000,134758,6495,49293,3790,2214950,18622,1623619,16313,455905,10344,309213,9489,146692,6754,135426,5940,101741,5062,33685,2909,304761,9793,184948,7956,97695,6248,55763,4829,41932,4094,22118,3168,13854,2522,8264,1802,58998,4747,37293,3482,16350,2878,8393,1741,7957,2070,5355,1366,3925,1260,1430,631,58989,3888,39538,2816,12156,2001,8389,1744,3767,1092,7295,1533,4733,1101,2562,1158,74905,4242,57683,3674,12468,1625,7499,1483,4969,1207,4754,1065,3274,908,1480,584,159681,5505,133578,5484,17000,2189,12323,1841,4677,1282,9103,1815,7231,1735,1872,478,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249200,11927,1153687,11145,65720,3524,29801,2962,35919,3201,29793,2506,17090,1852,12703,2226,1034815,13127,966697,12687,47582,3439,24053,2673,23529,2937,20536,2031,12496,1763,8040,1853,133098,6612,112353,6462,14572,2225,4248,1207,10324,1830,6173,1214,2988,803,3185,1096,5537,1325,4930,1199,274,264,103,114,171,223,333,426,266,410,67,108,21606,2356,18932,2124,2073,876,465,372,1608,767,601,301,316,220,285,203,15774,2274,14798,2192,806,389,597,372,209,216,170,172,170,172,0,189,38370,2875,35977,2740,413,297,335,275,78,91,1980,868,854,374,1126,759,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17630992,45581,9648198,41476,5153624,32894,2840260,31245,2313364,25866,2829170,25249,1777167,22814,1052003,15527,13031458,44167,7283209,40020,3711641,30834,2175878,28029,1535763,22389,2036608,21373,1307581,19997,729027,12284,1770645,23375,745173,12935,704275,16960,309860,11327,394415,11550,321197,9388,173474,7375,147723,6671,923092,17850,444289,11703,296376,9951,128165,6298,168211,7500,182427,6574,112068,5039,70359,4682,473409,12168,259931,8308,138159,6420,73640,4323,64519,4499,75319,5433,46987,4347,28332,2581,462349,10901,259350,8720,144157,6386,63038,3998,81119,5240,58842,3907,38964,2968,19878,2171,970039,14583,656246,12620,159016,7016,89679,5189,69337,4964,154777,6558,98093,5242,56684,4123,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2731235,18274,2292880,17306,303845,8239,179260,7045,124585,6572,134510,6447,92362,5400,42148,3629,2089507,15608,1762606,15376,230379,7424,141527,6238,88852,5195,96522,5391,65702,4525,30820,3205,230890,9577,173586,7054,41516,4598,19115,2632,22401,3338,15788,2344,9471,1681,6317,1548,80556,5086,64455,4428,9329,2048,5197,1137,4132,1615,6772,1286,5145,1101,1627,629,77233,4311,63296,4080,8403,1764,4888,1288,3515,1177,5534,1356,3955,1128,1579,595,58145,3586,52107,3663,3963,1097,2193,719,1770,724,2075,550,1391,514,684,362,194904,7005,176830,6390,10255,1931,6340,1240,3915,1468,7819,1389,6698,1374,1121,487,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1741224,12778,1350583,11829,203713,6354,124261,5643,79452,4921,186928,7397,124647,6486,62281,4522,1389816,14284,1107738,13650,142095,6099,91807,5403,50288,3941,139983,5785,95083,4862,44900,3838,136424,8492,87870,6342,29099,3683,13457,2109,15642,2803,19455,2692,11203,2390,8252,1511,60388,4654,35864,3698,15250,2311,8043,1762,7207,1305,9274,1646,5875,1547,3399,958,52088,4272,34444,3048,9131,2105,5962,1324,3169,1288,8513,1774,5170,1095,3343,1232,17629,2212,12717,1794,3433,1397,2315,1077,1118,545,1479,655,918,576,561,347,84879,4806,71950,4347,4705,1100,2677,898,2028,876,8224,1427,6398,1171,1826,736,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,440156,7251,381154,7079,28303,2816,17258,2396,11045,1769,30699,2543,23516,2552,7183,1413,359048,8389,312612,7912,22474,2799,13847,2297,8627,1617,23962,2345,18936,2313,5026,1114,36013,3538,28400,3359,3662,1185,2021,1006,1641,761,3951,1103,2641,915,1310,695,9432,1593,8151,1588,308,168,231,156,77,71,973,518,641,439,332,311,9577,1517,8152,1500,884,628,399,386,485,469,541,338,323,284,218,207,5208,1164,4266,1036,682,495,657,494,25,45,260,286,260,286,0,189,20878,2186,19573,2148,293,254,103,178,190,198,1012,386,715,341,297,229,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,839206,12936,620654,12070,92033,5287,49283,4268,42750,3323,126519,6127,98446,4751,28073,2858,350625,9708,258211,8505,38186,3201,21692,2414,16494,2220,54228,4380,40768,3682,13460,1977,73586,4271,48233,3165,12143,2135,5745,1530,6398,1500,13210,2382,10096,2242,3114,908,319153,8187,239598,7333,32857,3497,16914,2491,15943,2405,46698,3219,37300,2987,9398,1787,48442,4121,38151,3968,3804,1393,2056,898,1748,1117,6487,1145,5716,1090,771,428,25871,2488,20401,2141,2125,786,1554,732,571,316,3345,998,2548,928,797,374,21529,2463,16060,2166,2918,1149,1322,652,1596,890,2551,949,2018,775,533,373,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8827805,36427,5999411,35812,2099379,20683,1217630,20165,881749,19964,729015,19765,478889,15701,250126,11264,7042650,36939,4859472,33738,1632400,20664,993783,18996,638617,15632,550778,15888,376697,13518,174081,8788,792524,18247,464488,11181,245605,11469,114312,7231,131293,8642,82431,6667,43829,4721,38602,4269,192889,8964,100050,6179,64038,6202,25053,3044,38985,4934,28801,3595,11357,2028,17444,3058,125834,6793,82611,5637,31814,3785,15513,2620,16301,2685,11409,1850,7548,1546,3861,1352,180601,7398,122525,6280,41182,4777,17451,2534,23731,3894,16894,2530,10207,2001,6687,1761,493307,15108,370265,11577,84340,6099,51518,4243,32822,4038,38702,4569,29251,3866,9451,2106,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
