GEO_ID,B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_006M,B17012_007E,B17012_007M,B17012_008E,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,NAME,B17012_001MA,B17012_001EA,B17012_002MA,B17012_002EA,B17012_003MA,B17012_003EA,B17012_004EA,B17012_004MA,B17012_005EA,B17012_005MA,B17012_006EA,B17012_006MA,B17012_007EA,B17012_007MA,B17012_008MA,B17012_008EA,B17012_009MA,B17012_009EA,B17012_010EA,B17012_010MA,B17012_011MA,B17012_011EA,B17012_012EA,B17012_012MA,B17012_013EA,B17012_013MA,B17012_014MA,B17012_014EA,B17012_015MA,B17012_015EA,B17012_016MA,B17012_016EA,B17012_017EA,B17012_017MA,B17012_018EA,B17012_018MA,B17012_019MA,B17012_019EA,B17012_020MA,B17012_020EA,B17012_021EA,B17012_021MA,B17012_022MA,B17012_022EA,B17012_023EA,B17012_023MA,B17012_024EA,B17012_024MA,B17012_025MA,B17012_025EA,B17012_026EA,B17012_026MA,B17012_027MA,B17012_027EA,B17012_028EA,B17012_028MA,B17012_029EA,B17012_029MA,B17012_030MA,B17012_030EA,B17012_031EA,B17012_031MA,B17012_032EA,B17012_032MA,B17012_033MA,B17012_033EA,B17012_034EA,B17012_034MA,B17012_035EA,B17012_035MA,state
0400000US01,1213540,13821,166755,6801,51515,3368,21540,2260,18164,1981,10878,1699,933,468,115240,5398,15555,2239,4410,1105,8953,1809,2088,1009,104,113,99685,4939,14427,1454,60137,4203,22731,2191,2390,804,1046785,12834,812159,10469,504231,8108,257971,6887,46624,3035,3333,1039,234626,8295,62684,3968,31617,2757,28682,2845,2385,801,0,192,171942,7122,78445,3770,84302,5335,9012,1567,183,178,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,747,288,840,326,805,302,797,490,8341,1315,2523,610,298,195,1578,570,572,251,75,50,5818,1135,369,177,3672,917,1504,579,273,225,152270,3239,117159,3002,65714,2623,38561,2689,10592,1524,2292,542,35111,2578,12586,1379,3917,741,7247,1179,1337,511,85,46,22525,2030,7453,1281,13114,1793,1462,547,496,299,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,28619,2826,28348,2548,17753,2151,5067,1251,119314,5013,24356,2486,6242,1276,13730,1801,3568,978,816,451,94958,4438,12361,1566,51017,3387,27187,2863,4393,1033,1399313,13718,1073755,12123,662182,9301,313943,8919,88494,4356,9136,1311,325558,8812,112872,6185,50865,3664,52638,4755,9055,1566,314,238,212686,5862,89116,4212,103809,4428,17956,2185,1805,659,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,15022,1867,12326,1824,9346,1433,1961,698,65902,4376,11374,1579,2916,885,6925,1276,1533,706,0,190,54528,4216,9125,1677,31649,3201,12083,1751,1671,810,656937,9657,522642,8812,322056,6972,162478,6042,35433,3013,2675,840,134295,6408,38750,3755,17598,2297,18970,2627,2151,751,31,53,95545,5784,42596,3144,46101,3917,6769,1383,79,71,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,134894,5648,163625,6671,111353,5520,16019,1526,573427,11172,117468,6222,29456,2756,57738,4558,26334,3043,3940,1359,455959,10138,76565,4121,254222,9300,108731,5130,16441,2146,7836588,26834,5916402,26819,3196077,21090,2182250,20369,503922,11005,34153,2996,1920186,22771,659093,11826,328399,9275,281215,7886,46179,3632,3300,945,1261093,18354,614476,12356,557689,11830,82139,4490,6789,1076,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,15785,1540,13903,1737,10205,1646,1829,681,59554,3570,9389,1512,1694,688,6176,1288,1461,606,58,102,50165,3430,5585,1225,32308,2709,10108,1816,2164,777,1230585,10898,996318,9392,562482,8736,342816,7116,84213,4183,6807,1363,234267,7561,83635,4720,33887,2756,43605,3713,6023,1134,120,171,150632,6065,62947,3797,76204,4612,11153,1883,328,289,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,8298,1373,5846,1216,3464,916,360,222,47186,3413,6767,1467,2227,912,3239,1033,1178,643,123,142,40419,3140,6235,1481,24269,2388,9668,1870,247,242,811034,9505,629621,8823,379067,7279,205549,5939,43058,3216,1947,815,181413,7191,51239,4046,27153,2918,22040,2556,2003,839,43,67,130174,5643,59646,4119,64029,4033,6375,1345,124,159,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,2626,623,2018,843,1080,573,397,388,14303,2168,2225,897,427,304,1129,658,669,579,0,190,12078,1911,1305,509,5856,1263,4291,1213,626,479,214961,4577,164295,4510,104503,3716,47231,2513,11638,1922,923,468,50666,3573,13958,1852,7080,1240,6022,1406,757,433,99,105,36708,2954,15967,1865,18068,2473,2341,789,332,340,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,1191,507,852,476,491,586,0,200,14960,1860,1774,879,735,430,801,701,138,168,100,161,13186,1741,2070,638,7649,1493,3012,890,455,335,107684,3823,69323,3446,40548,2576,24828,2604,3477,895,470,381,38361,3157,9060,1655,4675,1029,4041,1086,344,292,0,200,29301,2662,12840,1844,14697,1723,1524,646,240,248,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,100352,4943,69886,5171,35126,2949,5117,1467,330861,10172,60275,4337,16695,2389,34347,3676,8261,1648,972,597,270586,9197,45821,2890,158646,7446,58179,4423,7940,1610,4265269,27423,3234295,25245,2134017,21759,919695,13947,171598,7175,8985,1642,1030974,14937,299386,8623,153978,6816,128894,6416,15787,2278,727,614,731588,14779,351110,10319,338992,9562,39001,3591,2485,824,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
