GEO_ID,B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,NAME,B11009_001EA,B11009_001MA,B11009_002EA,B11009_002MA,B11009_003MA,B11009_003EA,B11009_004MA,B11009_004EA,B11009_005EA,B11009_005MA,B11009_006MA,B11009_006EA,B11009_007EA,B11009_007MA,state
0400000US22,1737908,9569,103928,5164,2203,630,51536,3659,3246,936,46943,4137,1633980,10243,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,48335,3229,1158,450,21828,2158,1843,709,23506,2814,496891,6096,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2177934,7798,122366,4534,4343,979,58293,3751,3366,833,56364,4011,2055568,8802,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2559951,9181,170391,6065,5733,1129,74816,4355,5731,1216,84111,4111,2389560,10450,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3858532,11041,245954,7134,5261,902,120338,4808,7373,1147,112982,5238,3612578,12413,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2147262,7978,144454,4698,2272,537,70148,3711,3617,872,68417,3355,2002808,8376,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1104371,7926,57832,3733,976,477,25698,2624,1420,746,29738,3096,1046539,8019,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2374180,11426,145272,6072,4216,938,63815,4219,5522,1170,71719,4161,2228908,11104,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,414804,3749,27576,2146,310,221,12520,1775,717,392,14029,1607,387228,3593,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,744159,3947,44234,2475,942,417,23232,1915,732,366,19328,1679,699925,4481,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1042065,7714,81138,4841,2552,681,42313,3260,1911,616,34362,2984,960927,8079,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,517615,4643,39703,3030,686,462,19629,2014,864,475,18524,2203,477912,4628,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3187963,9239,171857,6489,4391,1131,83554,4662,5545,1301,78367,4431,3016106,10941,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,761797,5816,50012,3878,1346,499,22455,2648,2327,715,23884,2188,711785,6522,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7233694,15840,435233,10504,18053,2339,204752,7463,13149,1873,199279,6656,6798461,16686,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3843745,15042,220023,8797,5660,1282,105866,5841,7361,1340,101136,6467,3623722,15393,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,313475,3584,21436,2619,201,155,11966,1979,464,336,8805,1510,292039,3540,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4606655,12584,306280,8773,7700,1331,144983,6249,8044,1249,145553,5720,4300375,15081,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1465951,6457,83668,3879,1750,473,42180,2689,2850,621,36888,2810,1382283,6932,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1553205,7348,117059,6243,2818,862,53331,3714,4608,1228,56302,3821,1436146,9453,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4956037,11868,325228,8878,7497,1168,156644,6908,9081,1503,152006,6496,4630809,13409,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,407484,4045,26293,2337,975,482,10733,1610,653,455,13932,1957,381191,4459,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1857768,9376,95606,5216,1861,629,46693,4069,2186,771,44866,3466,1762162,10470,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,339437,2931,21663,2178,116,119,10763,1613,214,175,10570,1462,317774,3237,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2530260,10743,138638,6371,4418,996,67177,4040,4257,1038,62786,4045,2391622,11977,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9421412,21122,537168,12803,17411,2052,247985,9132,21895,2365,249877,8436,8884244,23107,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,930980,5092,42705,3180,1276,486,20317,2308,1310,501,19802,2331,888275,5408,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,254865,3016,21472,2016,252,185,10191,1625,958,484,10071,1257,233393,3335,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3106895,11857,169130,7546,4801,1007,81471,5333,5655,1271,77203,4773,2937765,12748,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2728573,8477,202767,6941,5581,1085,98498,5346,5647,1103,93041,5387,2525806,9583,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,734536,5346,45485,3363,736,394,23884,2694,1476,527,19389,2031,689051,6159,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2319538,7046,168432,5121,3125,605,81805,3900,4199,990,79303,3892,2151106,7605,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,228937,3666,13584,1721,125,144,7420,1422,218,212,5821,1175,215353,3666,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1221851,9077,101137,4762,1025,419,46910,3267,1282,596,51920,3405,1120714,10033,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
