GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001MA,C17007_001EA,C17007_002MA,C17007_002EA,C17007_003EA,C17007_003MA,C17007_004EA,C17007_004MA,C17007_005MA,C17007_005EA,C17007_006MA,C17007_006EA,C17007_007MA,C17007_007EA,state
0400000US01,847299,17235,271196,9208,119117,5669,152079,6471,576103,12873,284951,8330,291152,8216,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,153938,5694,28510,2510,13834,1731,14676,1603,125428,5327,74747,3691,50681,3320,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1333642,19824,368273,11774,173037,8100,195236,7695,965369,17372,497956,12084,467413,9672,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,530111,11733,173170,7568,77701,4950,95469,5630,356941,9853,176134,7315,180807,6733,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6959652,41592,1921103,29222,888422,20130,1032681,18246,5038549,37210,2630877,23651,2407672,23089,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1136525,15646,249991,9348,121869,6450,128122,6034,886534,15838,469591,10712,416943,10090,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,674771,12746,140622,6985,66072,4516,74550,4737,534149,10972,257673,7977,276476,6058,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,174270,6996,39256,3201,16931,2068,22325,2451,135014,6496,65812,4059,69202,3681,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,242961,7352,50306,4094,25763,2961,24543,2812,192655,6875,94784,4328,97871,4116,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4044744,36001,1078164,19854,476829,13291,601335,12962,2966580,31577,1492874,24034,1473706,21540,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1730987,27395,487270,13374,213203,7401,274067,10371,1243717,22557,622679,14314,621038,14394,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252034,8830,63449,4420,30925,2877,32524,3357,188585,7225,98788,4995,89797,4278,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,297915,9872,91563,6630,44014,4002,47549,4469,206352,6773,108259,4890,98093,4810,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2375768,24762,576907,13744,261229,8596,315678,9597,1798861,19314,890084,12945,908777,14146,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1244053,18006,331439,11361,148989,7288,182450,7253,912614,13446,468812,8658,443802,9502,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,635958,10453,165790,6398,73042,3822,92748,5212,470168,9346,240606,6082,229562,5699,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,546550,12500,148301,6824,73362,5126,74939,4104,398249,10253,201290,6096,196959,6232,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,813231,14182,256195,9478,109240,5934,146955,6498,557036,11353,279900,8537,277136,6815,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,878373,15584,282310,10387,122189,6169,160121,7667,596063,12398,300803,8775,295260,8180,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,300772,9086,79171,4555,35936,2954,43235,3355,221601,7410,107456,5170,114145,4697,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1089072,21262,222703,9127,93066,5244,129637,6715,866369,18013,417744,11122,448625,10888,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1428794,18923,329021,9071,143882,5759,185139,7010,1099773,17145,538219,11339,561554,10878,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1960985,19509,554658,12448,252363,8129,302295,7748,1406327,17558,705633,13045,700694,10044,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1115711,14340,241885,6955,113005,4943,128880,5177,873826,12095,441098,7374,432728,7898,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,495435,11098,170974,7687,75859,5022,95115,5139,324461,9203,165529,6326,158932,6000,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1208317,17695,334545,10516,146564,6377,187981,7662,873772,12046,438029,9599,435743,7205,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236740,6779,65057,3663,33717,2685,31340,2351,171683,5719,92040,4040,79643,3357,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,382750,7983,90023,4513,40345,2826,49678,3227,292727,7643,157060,4785,135667,4958,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,601925,15567,147868,7278,70993,4491,76875,4630,454057,12628,254947,7743,199110,7488,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,259529,7933,50799,4281,21243,2417,29556,3141,208730,7206,105336,5358,103394,4404,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1403099,20173,302401,9967,132388,6244,170013,7552,1100698,17631,530698,11580,570000,10734,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,392597,12026,122911,6656,58854,4371,64057,4544,269686,9030,133734,6985,135952,5851,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3997558,34270,1012107,17616,442663,12879,569444,12438,2985451,28146,1472001,18248,1513450,17309,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1908177,25119,541125,14148,237088,9195,304037,10112,1367052,18315,673896,12333,693156,12168,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,177428,6019,40720,3550,18316,2628,22404,2199,136708,5627,76359,3993,60349,3282,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2326684,23124,611587,13346,282542,8617,329045,9774,1715097,22176,857784,14656,857313,15562,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,714077,10926,201805,5646,87952,4338,113853,4109,512272,10074,264212,6922,248060,6141,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,927654,15613,265286,9795,123994,5931,141292,5821,662368,11719,334240,8369,328128,7209,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2471355,22012,609362,15272,271571,9355,337791,10138,1861993,18323,920663,12791,941330,12347,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,223721,7544,56969,4136,28032,2926,28937,2743,166752,6256,80775,4076,85977,4029,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,891220,15603,252660,9471,106655,6563,146005,6627,638560,14331,318959,10655,319601,8509,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,176835,6081,45638,3666,19649,2505,25989,2987,131197,5130,71423,3502,59774,3203,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1203345,18770,347242,10573,153499,7205,193743,7251,856103,16376,425640,12552,430463,8973,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4292908,36314,1096615,17331,477692,11144,618923,13525,3196293,31332,1707749,24525,1488544,20914,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,403127,12955,113206,6838,49777,5092,63429,4637,289921,10060,151535,7055,138386,6281,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,150973,5610,31766,2838,14246,1911,17520,1847,119207,4429,58232,3096,60975,2743,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1567275,21355,352540,11464,151046,7327,201494,7770,1214735,17354,591587,12981,623148,10536,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1523571,20261,375413,12438,175318,8290,200095,8218,1148158,15761,600832,11506,547326,10037,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,363223,8950,115216,4842,50487,3507,64729,3554,248007,7217,124146,5493,123861,4288,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1212312,13682,286209,7609,132962,5636,153247,5446,926103,11888,462696,8194,463407,7053,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,120371,5650,28908,3171,11516,1866,17392,2270,91463,5080,50126,3594,41337,2847,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,525706,9703,300254,8353,130019,5667,170235,5300,225452,7730,109690,5173,115762,5006,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
