GEO_ID,C27009_001E,C27009_001M,C27009_002E,C27009_002M,C27009_003E,C27009_003M,C27009_004E,C27009_004M,C27009_005E,C27009_005M,C27009_006E,C27009_006M,C27009_007E,C27009_007M,C27009_008E,C27009_008M,C27009_009E,C27009_009M,C27009_010E,C27009_010M,C27009_011E,C27009_011M,C27009_012E,C27009_012M,C27009_013E,C27009_013M,C27009_014E,C27009_014M,C27009_015E,C27009_015M,C27009_016E,C27009_016M,C27009_017E,C27009_017M,C27009_018E,C27009_018M,C27009_019E,C27009_019M,C27009_020E,C27009_020M,C27009_021E,C27009_021M,NAME,C27009_001MA,C27009_001EA,C27009_002MA,C27009_002EA,C27009_003MA,C27009_003EA,C27009_004MA,C27009_004EA,C27009_005MA,C27009_005EA,C27009_006MA,C27009_006EA,C27009_007MA,C27009_007EA,C27009_008MA,C27009_008EA,C27009_009EA,C27009_009MA,C27009_010MA,C27009_010EA,C27009_011MA,C27009_011EA,C27009_012MA,C27009_012EA,C27009_013MA,C27009_013EA,C27009_014EA,C27009_014MA,C27009_015MA,C27009_015EA,C27009_016MA,C27009_016EA,C27009_017MA,C27009_017EA,C27009_018MA,C27009_018EA,C27009_019EA,C27009_019MA,C27009_020EA,C27009_020MA,C27009_021MA,C27009_021EA,state
0400000US01,4781070,1376,2299014,5729,564537,3993,610,398,563927,4039,1411387,4760,50287,3269,1361100,5786,323090,2063,62271,3141,260819,3415,2482056,5719,542179,4781,1209,590,540970,4936,1519693,3777,12848,1847,1506845,4429,420184,1772,9392,1389,410792,1954,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,95826,1441,676,639,95150,1588,236718,2124,14555,1842,222163,2944,34745,726,8008,1016,26737,1128,345793,1921,90091,1323,192,199,89899,1377,220361,1423,2334,938,218027,1710,35341,944,628,290,34713,944,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,824079,2002,761,591,823318,2131,1959748,2694,67724,4416,1892024,5090,509919,1267,100752,3814,409167,4000,3425608,3038,795314,1956,532,327,794782,1929,2032326,2198,13245,1505,2019081,2706,597968,1577,11048,1424,586920,2209,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,363246,3433,1255,934,361991,3634,856738,2663,35421,2875,821317,3845,206457,1612,50826,2897,155631,3108,1497866,4230,340455,3778,1365,723,339090,3734,902645,2905,8056,1208,894589,3244,254766,1684,6195,1023,248571,1880,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,4643120,3854,5318,1700,4637802,4289,12148870,6721,227411,7785,11921459,10486,2261178,3359,281118,6767,1980060,7013,19596453,6021,4460019,3338,3834,1127,4456185,3578,12302981,4246,44551,3137,12258430,5245,2833453,3341,27800,2472,2805653,4120,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,639469,3086,521,319,638948,3095,1715975,4027,51453,3730,1664522,5676,318175,1683,55479,3539,262696,3863,2693716,4738,615331,3057,551,375,614780,2996,1700463,4150,11452,1816,1689011,4320,377922,1653,4459,794,373463,1894,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,390026,1522,0,198,390026,1522,1091394,2190,16199,2232,1075195,2894,237837,1275,33404,2626,204433,2572,1818726,2437,371895,1473,0,198,371895,1473,1141256,1700,2268,755,1138988,1791,305575,1441,2223,571,303352,1558,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,103850,875,0,190,103850,875,273176,1016,5250,1049,267926,1479,70656,647,10407,1348,60249,1672,483521,1246,99921,829,0,190,99921,829,297506,819,1230,452,296276,909,86094,634,903,406,85191,766,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,59831,613,0,200,59831,613,221903,1297,4082,982,217821,1526,29413,869,3345,713,26068,1033,349535,1105,57584,610,0,200,57584,610,247687,722,1260,508,246427,962,44264,548,344,197,43920,567,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,2080662,5282,3600,1431,2077062,5546,5826380,5787,200299,7374,5626081,9373,1745683,3300,321395,7063,1424288,7251,10307444,7951,2012739,5698,3215,1366,2009524,5795,6161807,5652,43439,3850,6118368,6469,2132898,3781,29417,2730,2103481,4338,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
