GEO_ID,B15012_001E,B15012_001M,B15012_002E,B15012_002M,B15012_003E,B15012_003M,B15012_004E,B15012_004M,B15012_005E,B15012_005M,B15012_006E,B15012_006M,B15012_007E,B15012_007M,B15012_008E,B15012_008M,B15012_009E,B15012_009M,B15012_010E,B15012_010M,B15012_011E,B15012_011M,B15012_012E,B15012_012M,B15012_013E,B15012_013M,B15012_014E,B15012_014M,B15012_015E,B15012_015M,B15012_016E,B15012_016M,NAME,B15012_001EA,B15012_001MA,B15012_002MA,B15012_002EA,B15012_003EA,B15012_003MA,B15012_004EA,B15012_004MA,B15012_005EA,B15012_005MA,B15012_006MA,B15012_006EA,B15012_007MA,B15012_007EA,B15012_008EA,B15012_008MA,B15012_009EA,B15012_009MA,B15012_010EA,B15012_010MA,B15012_011MA,B15012_011EA,B15012_012MA,B15012_012EA,B15012_013MA,B15012_013EA,B15012_014MA,B15012_014EA,B15012_015EA,B15012_015MA,B15012_016EA,B15012_016MA,state
0400000US13,2107049,25213,108672,6057,108086,5377,61652,4855,97642,5944,152646,6825,143029,6560,12196,1973,190311,8047,497936,13298,281398,7856,78438,4531,92955,4646,72623,4342,88293,4689,121172,6058,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,325750,7848,12597,1997,20863,1837,8760,1260,19266,1709,32427,2218,22356,2348,1647,671,28945,2699,62747,4001,42127,3093,16484,2021,14848,1601,13539,1616,10352,1468,18792,1869,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,297076,8823,10092,1322,25909,2189,9532,1786,10975,1406,18458,2384,22823,2449,1550,576,33353,3223,53087,4106,48046,3452,11670,1858,11666,1838,10666,1966,10319,1536,18930,2291,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3053990,21229,150508,6480,160073,6593,84290,4298,149356,5484,235524,6908,210432,6077,22155,2284,286692,8041,642416,10300,398918,9714,132186,5768,146214,5360,130406,4818,147523,4913,157297,5841,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1169260,17508,44485,3440,62654,4346,36410,3020,47024,3554,61125,4189,78334,4587,5882,1302,141321,5733,234862,7846,191603,6503,38031,2861,70889,4333,38358,2840,44806,3017,73476,4111,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,605335,11497,23215,2465,50465,3427,19162,2458,26859,2462,35445,2872,31560,2588,2285,473,59101,3119,120916,5027,109863,4598,17470,1740,29582,2001,19086,2023,22369,2480,37957,2760,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,642762,10977,24633,2574,48575,3077,16841,1794,23068,2327,37196,2947,37646,2530,3539,867,70388,3557,135105,5799,110209,4057,17879,2098,28484,2153,22854,2148,26976,2377,39369,2846,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,752450,13113,23847,1789,51044,3104,25922,2463,34630,2688,47491,3256,37653,2885,4447,953,85918,4101,143323,5656,124463,5419,32252,2813,40614,2971,20815,2068,32578,2905,47453,3478,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,760369,13224,22176,2522,48798,3329,26816,2608,31388,2474,37783,3068,43264,3375,3903,1087,94468,4963,148685,5530,125457,5762,24353,2380,54357,4256,27131,2531,24928,2458,46862,3593,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,313286,7081,11724,1776,23719,1948,8959,1408,19755,2248,28908,2326,15993,1634,1981,719,30963,2409,41538,3346,46544,2675,20208,1819,18063,1851,15022,1795,10249,1512,19660,2160,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1710117,19490,107406,5250,115557,5050,61544,3573,80333,3795,179767,6960,139898,6051,14004,1851,150144,6191,305294,9282,164307,5504,86680,3955,91277,4390,62154,3831,64907,4447,86845,4008,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2104441,20947,102455,5060,132449,5771,77161,3787,129470,5082,219818,7893,172425,6326,14053,1874,169509,6134,378357,9107,183626,6792,135683,5520,120561,4294,92028,4593,69817,4082,107029,5044,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2016352,19739,75189,4347,111227,4952,64660,3806,89882,4043,122133,4520,191320,5763,11515,1285,208531,6045,411643,9011,292765,7318,80433,3882,85594,3986,65293,3829,71838,3314,134329,3861,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1413190,15251,62052,3476,92107,3900,39187,2563,71619,3922,114823,4360,89173,4051,10170,1499,134179,4753,265486,7389,194537,6137,66969,3197,62942,3712,60466,3603,62839,3427,86641,3695,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,426009,11030,13372,1979,27139,2637,12355,1967,16799,1980,17200,2359,17165,1890,2080,755,58462,4333,86491,5342,89454,5107,11780,1708,20907,2661,11268,1948,10699,1809,30838,3134,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1229333,16634,53772,3604,83764,4332,35791,2877,58642,3132,70687,3680,67686,3262,7497,1210,121726,5413,255718,8010,192448,6873,44063,3197,59383,3887,46601,2999,54632,3290,76923,4206,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236090,6935,7372,1220,24403,2619,7638,1492,9877,1495,16499,1734,12289,1447,1324,493,25380,2177,37305,2909,41167,2965,9007,1275,12295,1892,9767,1476,7193,1233,14574,1634,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,402416,9171,13805,1609,32997,2226,12942,1778,16385,1756,20626,1919,16333,1692,2719,667,44267,2178,86614,3704,73799,4167,12797,1632,15154,1446,10513,1264,15163,1657,28302,1999,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,495867,9982,19057,1788,27333,2266,19532,2198,21815,2126,36624,2827,34803,3226,2561,767,45534,3683,109577,4902,62978,4034,18538,1991,22410,2501,19882,2190,20386,2081,34837,2888,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,354643,8298,17323,1989,23146,2534,10448,1565,20426,2218,27862,2478,31032,2599,2964,796,33386,2691,65366,4247,43693,3425,19287,2060,17533,1866,14768,1776,9803,1541,17606,2065,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2464429,22280,151516,6653,124783,6436,91530,4414,128689,4625,207684,6668,201349,6154,12747,1628,206284,7212,542215,11646,272143,7747,107609,4992,114648,4572,97539,4359,97027,3895,108666,5046,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,394039,9332,12853,1790,29171,2854,19575,2265,18598,1977,31399,2635,26602,2488,1469,554,34908,2887,59638,3889,61832,4364,22263,2069,23444,2545,19771,2406,9446,1655,23070,2466,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5123641,28384,222596,7733,243400,6460,155720,6572,285633,8092,526264,11268,287981,7980,34718,2397,446761,9765,928978,14902,575322,9993,313271,9466,297738,10148,345874,10514,225240,6357,234145,7116,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2134773,20448,109598,5330,128151,5530,68280,3445,113601,5762,167309,5024,141146,5932,15378,2132,197593,6976,417690,9118,281164,8358,100136,4726,109096,4497,67105,3895,75785,4001,142741,6652,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,155107,5695,4325,951,14900,1824,4821,963,4866,832,8005,1716,7071,1093,1347,508,22012,2047,28549,2378,28412,2130,4065,881,5391,1017,3242,1026,3518,840,14583,1940,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2269870,23117,86327,4014,128728,4839,71442,3548,96975,4627,149224,6283,164999,5086,12006,1829,250259,9261,465290,10438,355557,9036,84843,4057,99338,4810,83676,4150,95867,4780,125339,5517,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,673400,10558,22541,2104,46671,3161,22817,2615,29947,2879,35938,2811,37283,2820,5816,1302,66533,3868,149138,5851,125206,3488,16832,1746,30959,2417,19318,1763,24143,1714,40258,2998,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,982583,15483,40138,3565,79283,3951,39226,2981,53676,3251,88390,3763,69922,3911,10572,1651,87634,4471,137916,5595,104763,4980,62578,3470,64934,3977,55956,4075,39764,3368,47831,3687,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2828419,25816,118226,5369,177530,6701,95646,4017,142596,5733,201896,6419,191293,5533,18734,2051,296911,7079,551357,10288,412176,9191,122232,4774,132678,4733,101170,5027,110250,3890,155724,6057,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257505,8059,10942,1610,16365,1914,7282,1281,14269,1655,21086,2554,16046,2131,1741,511,23963,2718,46790,3548,31371,2693,13125,1621,15430,1980,13936,1783,8419,1343,16740,1991,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,943461,15815,33371,3159,53275,4213,33199,4121,44512,3824,63437,4104,68310,3754,7398,1311,92055,5135,205356,6855,135663,5027,38666,2597,48731,3919,32572,2836,28664,2642,58252,3595,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,169295,6438,6078,1239,14461,1598,4430,1003,7941,1249,11869,1542,7318,1296,910,410,17491,1811,30779,2084,35494,2710,4945,973,6809,1349,5266,1121,3929,1110,11575,1748,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1229161,16989,46087,3849,77617,3800,40657,3611,53722,3570,67596,3909,76489,4318,7956,1453,126351,5358,265171,8231,177518,6225,49287,3354,61907,4209,46047,3880,53026,3706,79730,4444,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5264336,34795,263614,9089,306561,10570,191139,7836,212284,7954,324473,9712,492252,10808,54799,4034,473099,10829,1202497,17201,651917,11347,197109,7074,224981,8060,169211,6449,195587,8113,304813,9283,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,597613,10673,27657,2536,38754,2773,15778,2220,27603,2131,45131,2926,37767,2400,5998,1187,60910,3678,108361,4870,82523,3482,32417,2678,19326,2209,22386,2184,27455,2377,45547,3211,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,175870,5472,5727,850,14229,1514,6852,1157,11759,1351,15791,1723,9418,1241,1770,556,14414,1667,19473,1945,23829,1865,14197,1384,13210,1544,11409,1291,5646,1198,8146,1332,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2271291,23621,143036,5399,134391,5618,74601,3701,123688,5054,255988,6814,182070,5957,21365,2473,171942,5769,413017,9863,212712,6933,120413,4941,136780,5449,79008,4229,74770,3848,127510,5556,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1814230,21214,100772,6131,135554,4954,64436,3521,90148,4356,178225,6681,161579,6638,17567,2177,159072,6132,289737,7982,176840,6119,97577,4829,104942,5865,82144,4152,72165,4323,83472,4671,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,272011,8787,7534,1372,18377,1951,7909,1426,14837,1849,14525,1777,15754,1955,1519,597,35058,2741,46072,3666,53748,3336,11032,1342,11554,1560,7591,1178,7505,1471,18996,2231,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1216105,14645,45070,2856,85299,3971,33300,3004,50779,2936,86282,3913,70761,3563,6837,1191,134234,5473,234780,6693,191114,5452,52795,2892,50749,2881,48821,2957,51260,3420,74024,3624,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,112285,5982,2313,735,13126,1834,5121,1054,4872,1330,7239,1246,6253,1246,567,279,11706,1690,15691,1812,22486,2399,3608,1030,3968,1003,3231,1051,1869,705,10235,1733,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,605173,12746,16760,2258,31053,3340,24763,2489,20500,2629,31124,3121,27145,2996,1528,483,65432,4417,192599,6843,114105,5276,5886,1245,14511,1998,9335,1418,14110,2013,36322,3264,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
