GEO_ID,B24010B_001E,B24010B_001M,B24010B_002E,B24010B_002M,B24010B_003E,B24010B_003M,B24010B_004E,B24010B_004M,B24010B_005E,B24010B_005M,B24010B_006E,B24010B_006M,B24010B_007E,B24010B_007M,B24010B_008E,B24010B_008M,B24010B_009E,B24010B_009M,B24010B_010E,B24010B_010M,B24010B_011E,B24010B_011M,B24010B_012E,B24010B_012M,B24010B_013E,B24010B_013M,B24010B_014E,B24010B_014M,B24010B_015E,B24010B_015M,B24010B_016E,B24010B_016M,B24010B_017E,B24010B_017M,B24010B_018E,B24010B_018M,B24010B_019E,B24010B_019M,B24010B_020E,B24010B_020M,B24010B_021E,B24010B_021M,B24010B_022E,B24010B_022M,B24010B_023E,B24010B_023M,B24010B_024E,B24010B_024M,B24010B_025E,B24010B_025M,B24010B_026E,B24010B_026M,B24010B_027E,B24010B_027M,B24010B_028E,B24010B_028M,B24010B_029E,B24010B_029M,B24010B_030E,B24010B_030M,B24010B_031E,B24010B_031M,B24010B_032E,B24010B_032M,B24010B_033E,B24010B_033M,B24010B_034E,B24010B_034M,B24010B_035E,B24010B_035M,B24010B_036E,B24010B_036M,B24010B_037E,B24010B_037M,B24010B_038E,B24010B_038M,B24010B_039E,B24010B_039M,B24010B_040E,B24010B_040M,B24010B_041E,B24010B_041M,B24010B_042E,B24010B_042M,B24010B_043E,B24010B_043M,B24010B_044E,B24010B_044M,B24010B_045E,B24010B_045M,B24010B_046E,B24010B_046M,B24010B_047E,B24010B_047M,B24010B_048E,B24010B_048M,B24010B_049E,B24010B_049M,B24010B_050E,B24010B_050M,B24010B_051E,B24010B_051M,B24010B_052E,B24010B_052M,B24010B_053E,B24010B_053M,B24010B_054E,B24010B_054M,B24010B_055E,B24010B_055M,B24010B_056E,B24010B_056M,B24010B_057E,B24010B_057M,B24010B_058E,B24010B_058M,B24010B_059E,B24010B_059M,B24010B_060E,B24010B_060M,B24010B_061E,B24010B_061M,B24010B_062E,B24010B_062M,B24010B_063E,B24010B_063M,B24010B_064E,B24010B_064M,B24010B_065E,B24010B_065M,B24010B_066E,B24010B_066M,B24010B_067E,B24010B_067M,B24010B_068E,B24010B_068M,B24010B_069E,B24010B_069M,B24010B_070E,B24010B_070M,B24010B_071E,B24010B_071M,B24010B_072E,B24010B_072M,B24010B_073E,B24010B_073M,NAME,B24010B_001EA,B24010B_001MA,B24010B_002MA,B24010B_002EA,B24010B_003MA,B24010B_003EA,B24010B_004MA,B24010B_004EA,B24010B_005MA,B24010B_005EA,B24010B_006MA,B24010B_006EA,B24010B_007MA,B24010B_007EA,B24010B_008MA,B24010B_008EA,B24010B_009MA,B24010B_009EA,B24010B_010MA,B24010B_010EA,B24010B_011MA,B24010B_011EA,B24010B_012EA,B24010B_012MA,B24010B_013EA,B24010B_013MA,B24010B_014EA,B24010B_014MA,B24010B_015MA,B24010B_015EA,B24010B_016MA,B24010B_016EA,B24010B_017MA,B24010B_017EA,B24010B_018EA,B24010B_018MA,B24010B_019EA,B24010B_019MA,B24010B_020EA,B24010B_020MA,B24010B_021MA,B24010B_021EA,B24010B_022MA,B24010B_022EA,B24010B_023EA,B24010B_023MA,B24010B_024EA,B24010B_024MA,B24010B_025EA,B24010B_025MA,B24010B_026MA,B24010B_026EA,B24010B_027MA,B24010B_027EA,B24010B_028MA,B24010B_028EA,B24010B_029EA,B24010B_029MA,B24010B_030EA,B24010B_030MA,B24010B_031EA,B24010B_031MA,B24010B_032MA,B24010B_032EA,B24010B_033MA,B24010B_033EA,B24010B_034EA,B24010B_034MA,B24010B_035EA,B24010B_035MA,B24010B_036EA,B24010B_036MA,B24010B_037MA,B24010B_037EA,B24010B_038MA,B24010B_038EA,B24010B_039MA,B24010B_039EA,B24010B_040EA,B24010B_040MA,B24010B_041EA,B24010B_041MA,B24010B_042MA,B24010B_042EA,B24010B_043MA,B24010B_043EA,B24010B_044MA,B24010B_044EA,B24010B_045EA,B24010B_045MA,B24010B_046EA,B24010B_046MA,B24010B_047MA,B24010B_047EA,B24010B_048MA,B24010B_048EA,B24010B_049MA,B24010B_049EA,B24010B_050MA,B24010B_050EA,B24010B_051EA,B24010B_051MA,B24010B_052MA,B24010B_052EA,B24010B_053MA,B24010B_053EA,B24010B_054MA,B24010B_054EA,B24010B_055MA,B24010B_055EA,B24010B_056EA,B24010B_056MA,B24010B_057MA,B24010B_057EA,B24010B_058MA,B24010B_058EA,B24010B_059MA,B24010B_059EA,B24010B_060MA,B24010B_060EA,B24010B_061MA,B24010B_061EA,B24010B_062EA,B24010B_062MA,B24010B_063EA,B24010B_063MA,B24010B_064EA,B24010B_064MA,B24010B_065MA,B24010B_065EA,B24010B_066MA,B24010B_066EA,B24010B_067EA,B24010B_067MA,B24010B_068EA,B24010B_068MA,B24010B_069EA,B24010B_069MA,B24010B_070MA,B24010B_070EA,B24010B_071MA,B24010B_071EA,B24010B_072MA,B24010B_072EA,B24010B_073EA,B24010B_073MA,state
0400000US01,504094,7517,224005,5000,38221,3521,15171,2102,11706,2045,3465,1137,6774,1349,2722,900,3046,931,1006,579,12122,2000,2977,1005,863,424,6008,1366,2274,952,4154,1354,2093,984,2061,869,45152,3388,1296,717,11032,1982,5945,1470,5087,1404,12849,1946,13267,1938,6708,1649,32273,3265,12059,2194,20214,2549,27992,2701,1388,626,15666,2199,10938,1943,80367,5036,36793,3362,21996,2777,21578,3102,280089,6580,85813,4509,25107,2585,14989,2195,10118,1567,4010,1007,2200,674,1051,583,759,390,31899,3262,9134,1902,1373,725,20568,2479,824,436,24797,2536,13722,1992,11075,1692,73170,4782,18592,2785,4862,1159,2853,865,2009,724,19467,2409,13169,2226,17080,2519,86847,4343,38186,3293,48661,3978,2445,711,255,233,1285,555,905,432,31814,2712,24102,2358,4098,1108,3614,1032,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,129777,4795,68162,2871,17471,2110,8446,1688,5937,1395,2509,952,3844,1208,2621,938,954,501,269,282,3791,1023,1352,595,295,250,1169,538,975,580,1390,682,588,390,802,514,17292,2881,1325,685,4012,1290,2772,1046,1240,766,4966,1447,3342,1221,3647,1381,15145,2337,5464,1503,9681,2260,6588,1339,52,88,3508,1060,3028,986,11666,1854,3702,938,4586,1205,3378,1000,61615,3346,21103,2333,8275,1653,4905,1373,3370,853,1663,859,1034,774,386,328,243,254,6294,1261,2407,735,391,325,3215,868,281,220,4871,1201,2290,802,2581,812,11864,1869,2686,850,328,247,284,237,44,79,2685,841,1549,737,4616,1217,25360,3117,7649,1279,17711,2603,422,473,106,173,316,453,0,201,2866,1099,1153,687,1267,650,446,330,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,182641,5555,82854,3401,11474,1894,4264,1221,3268,1059,996,572,1910,924,659,496,623,355,628,666,3708,1134,974,623,473,479,1425,597,836,558,1592,760,668,459,924,586,16750,2351,790,539,2798,862,1230,523,1568,616,6727,1884,4927,1042,1508,559,13975,2245,6497,1787,7478,1478,11544,2059,2281,836,4625,1122,4638,1653,29111,2424,13423,1994,9534,1805,6154,1551,99787,4745,29986,3048,8925,1812,6472,1553,2453,869,1485,560,815,483,328,327,342,256,12151,2051,2298,800,970,920,8592,1708,291,236,7425,1404,4137,1270,3288,864,27843,2665,9269,1593,1359,737,911,652,448,324,7960,1747,4234,1169,5021,1184,29653,2437,12134,1844,17519,2161,558,378,31,54,217,241,310,281,11747,1861,8120,1390,1308,635,2319,982,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,956323,12881,470176,8579,156204,5743,64941,4410,45855,3810,19086,2005,27889,3550,14993,2072,10738,2192,2158,686,48645,4054,10086,1800,3866,1350,18373,2812,16320,2528,14729,2171,7238,1684,7491,1688,93304,4767,6107,1628,33615,2524,23324,2483,10291,1625,19787,3075,17121,2058,16674,2409,97193,6219,46382,4419,50811,4430,35195,3858,298,224,21639,2929,13258,2124,88280,5929,21682,2390,41503,3432,25095,3188,486147,8999,189986,6772,69613,4551,40798,3757,28815,2709,11200,1882,5733,1417,1724,736,3743,1023,72220,4681,21724,2681,5781,1261,37699,3404,7016,1452,36953,2682,22468,2217,14485,1740,111961,5502,21140,2630,10836,1801,8122,1506,2714,929,19762,2405,8102,1560,52121,3770,155796,5967,48013,3802,107783,5330,4100,1064,692,364,1961,709,1447,584,24304,2788,7546,1562,10768,2038,5990,1408,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,101799,4333,56079,2960,16350,2228,8784,1698,5445,1190,3339,1290,3906,1165,2509,950,1315,643,82,138,2723,913,1357,845,218,289,503,292,645,426,937,687,427,264,510,651,11237,2018,853,449,2069,752,1491,721,578,294,4699,1513,2349,966,1267,556,11420,2112,4506,1407,6914,1551,5176,1367,168,257,2417,884,2591,1152,11896,2092,3620,1332,6361,1631,1915,642,45720,2893,16161,2423,6261,1629,3182,1197,3079,1013,1537,726,637,336,408,351,492,494,4757,1181,1326,626,549,425,2324,947,558,547,3606,1202,1893,944,1713,661,10822,1718,3007,1031,518,394,72,92,446,360,3099,1210,1230,603,2968,1208,16381,2448,4714,1352,11667,1991,308,361,0,193,266,352,42,70,2048,807,574,393,1002,537,472,351,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,174087,5868,79114,3555,22505,2822,8839,1516,6048,1388,2791,1017,4853,1436,2495,927,2133,961,225,212,6167,1575,2668,942,361,280,2155,916,983,657,2646,916,1403,585,1243,649,14572,1953,2239,849,4571,1203,3744,1077,827,495,2367,817,3753,929,1642,645,17510,2267,7719,1427,9791,1812,7966,1746,71,108,4763,1142,3132,1196,16561,1988,6665,1410,6532,1389,3364,1048,94973,3932,31215,2667,9333,1611,4302,1207,5031,1188,1219,543,585,350,534,404,100,121,12277,1816,5177,1234,885,496,6013,1238,202,197,8386,1524,4415,1114,3971,965,29371,2670,13470,1844,974,436,425,294,549,388,6010,1596,2309,840,6608,1444,29115,3134,11481,2132,17634,2380,368,389,0,198,0,198,368,389,4904,1288,2981,1038,1370,796,553,419,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,96751,3758,44427,2480,10883,1866,5171,1308,4270,1173,901,569,1712,775,1355,720,41,71,316,269,3131,1041,1196,461,240,363,1253,663,442,393,869,431,535,335,334,292,9764,1659,1031,640,2525,884,1741,719,784,568,2067,808,2684,923,1457,772,9231,1417,4340,1024,4891,1055,5107,1356,29,49,2293,877,2785,1144,9442,1593,3188,1305,3671,952,2583,1071,52324,2758,20997,2385,7393,1332,4827,1100,2566,838,818,550,701,540,0,190,117,126,8082,1652,1844,768,484,467,4714,1429,1040,694,4704,1362,2517,929,2187,761,12607,1813,3723,1111,534,329,271,197,263,288,2509,887,2269,873,3572,964,15453,2057,4961,1281,10492,1555,473,365,170,259,303,266,0,190,2794,944,1309,682,441,306,1044,552,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,129543,3711,58716,2736,20237,2117,7959,1239,4873,934,3086,897,5165,1192,4251,1244,638,573,276,255,5889,1295,950,499,1990,752,1722,721,1227,630,1224,552,874,517,350,246,14191,1617,1139,578,3291,872,2187,778,1104,470,4230,1145,3852,818,1679,640,13895,2391,5006,1336,8889,1904,4128,1060,0,200,3127,948,1001,460,6265,1185,980,514,3292,782,1993,854,70827,2896,30752,2423,11465,1537,5991,1156,5474,1105,3296,912,2851,878,111,135,334,278,13431,1732,3500,969,2071,747,6528,1075,1332,591,2560,812,958,466,1602,706,18027,2316,3067,694,4739,1206,4203,1132,536,331,3222,858,3148,921,3851,1121,18826,2281,5657,1268,13169,1977,91,149,0,200,91,149,0,200,3131,783,249,234,2107,722,775,468,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1377682,15374,632805,9562,124433,6778,55495,4657,40401,4197,15094,2442,18733,2548,10903,1892,6836,1657,994,427,32975,3682,7068,1343,2577,1015,15608,2794,7722,1680,17230,3059,8427,1995,8803,1893,172104,7933,8406,2134,37057,4067,22858,2950,14199,2605,63651,4724,48440,4600,14550,2262,129002,6820,55598,4854,73404,5383,79474,4896,3228,998,44150,3726,32096,3701,127792,6253,30982,3850,58283,4754,38527,3907,744877,11062,235830,9867,73313,4678,44943,3902,28370,3168,6762,1441,5163,1300,553,345,1046,570,83958,6250,23870,3174,6133,1427,49733,4465,4222,1412,71797,6039,41954,4484,29843,3610,226827,8348,77732,5191,23992,2935,15633,2468,8359,1819,50637,4598,40900,4019,33566,2959,240267,9271,97122,6398,143145,7111,5473,1207,2943,948,1190,653,1340,731,36480,3870,14944,2563,13970,2358,7566,1902,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
