GEO_ID,B19126_001E,B19126_001M,B19126_002E,B19126_002M,B19126_003E,B19126_003M,B19126_004E,B19126_004M,B19126_005E,B19126_005M,B19126_006E,B19126_006M,B19126_007E,B19126_007M,B19126_008E,B19126_008M,B19126_009E,B19126_009M,B19126_010E,B19126_010M,B19126_011E,B19126_011M,NAME,B19126_001MA,B19126_001EA,B19126_002EA,B19126_002MA,B19126_003EA,B19126_003MA,B19126_004EA,B19126_004MA,B19126_005EA,B19126_005MA,B19126_006MA,B19126_006EA,B19126_007EA,B19126_007MA,B19126_008EA,B19126_008MA,B19126_009EA,B19126_009MA,B19126_010EA,B19126_010MA,B19126_011EA,B19126_011MA,state
0400000US15,83823,2215,94144,2619,93511,4923,94399,2922,58340,3247,63709,6237,51279,7283,72629,5873,56246,2263,35754,2526,72462,5484,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,60081,1305,67562,1743,71958,3253,65291,2041,31309,1578,38410,4505,34151,4895,43317,5586,27462,2788,21191,1690,39629,5587,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,73884,821,89165,871,95515,1130,85093,755,38710,929,48664,2029,41227,1208,56178,2687,35113,999,25459,901,47783,1362,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,63165,963,75701,652,81663,878,71348,815,33597,1371,42886,2235,37866,2167,52500,2464,29837,1012,22356,1001,41602,1235,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,69382,1111,78875,1087,87109,1465,73858,1266,35815,980,45860,2232,40122,3228,55884,2679,31113,1123,25206,1300,45517,2931,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,69401,1218,80276,1135,85187,1435,76146,1706,36503,1188,45216,2791,40759,2164,51915,4473,32404,1765,25299,1749,46076,1788,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,56187,699,68071,1232,75063,1846,64278,1047,30472,729,39712,2177,32859,3119,43041,1855,27387,998,20666,1178,36286,1503,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,58964,1395,77038,1021,85357,1580,71287,1437,28649,1178,45201,3286,40698,5013,49462,4746,25458,680,18991,899,35967,1617,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,64651,1488,74873,1742,82291,2205,71140,1615,35185,1985,42496,3077,39104,4957,47005,12680,31348,1858,25806,1924,39505,3733,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,91567,719,110792,839,116999,2321,105962,1427,52053,1106,60827,1805,51234,2027,69702,3815,49202,1836,36931,1709,61461,2139,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,90590,689,109230,1271,121632,1171,100830,831,44191,2189,57041,2500,47878,5093,63254,4564,39793,1569,29957,1670,55257,2214,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,63893,555,77043,578,87006,956,71772,603,33704,961,43075,1849,38188,2424,49487,2124,30413,574,21705,645,41911,1029,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,79893,687,91260,555,101120,675,84489,945,41565,751,51102,1386,45387,2799,60840,4440,37371,1092,30321,1121,52559,2370,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,50069,654,66344,1171,72779,2342,62088,1455,26522,897,37816,4564,35711,3152,41622,3593,24114,939,18914,1295,32092,1706,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,62989,831,74944,1018,83179,1829,69814,1036,34461,1063,42100,1609,38175,2157,46860,2926,31440,781,22993,1207,43573,1635,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,64061,2052,71591,1491,80185,3322,67105,1657,33139,2300,46968,5148,42188,5816,53353,9561,29324,3900,20366,2035,37126,2285,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,71039,893,81975,1043,86761,1645,78687,1548,36254,1975,47647,3883,39290,3821,57491,4043,32314,1748,26314,2099,44460,4770,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,63206,1511,75197,1364,74807,2576,75391,1724,39600,2029,46816,2744,35511,4672,59762,6816,36440,1729,27355,2551,49174,3294,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,85873,1401,96965,2305,104694,2415,90966,2240,48211,3022,61212,6374,51573,6010,68554,8484,41994,2374,31356,3242,59473,4055,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,90245,863,108752,1872,117060,1907,102267,1347,47035,872,57935,3389,45450,4186,68440,3254,43419,1378,30341,1407,56636,1922,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,56207,1427,69577,2091,66746,4004,70541,2258,32408,1752,41841,2423,37637,3034,45702,4379,29250,2009,21826,1990,37556,2437,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,73854,695,92069,655,96952,1389,89490,1011,41611,498,52126,914,42215,1418,60528,1512,38217,789,26539,644,51738,1174,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,60074,480,73222,813,78923,1747,70325,606,31288,552,39381,2130,34266,3412,46035,2186,29324,859,22708,1148,37186,1146,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,79642,2534,90334,1880,99572,3832,83152,2489,41851,4931,51548,2640,50154,4458,62523,13303,36844,6233,29506,4420,56063,9368,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,65176,424,79495,718,88011,1492,74140,785,33455,797,45187,1742,38308,3237,51512,1491,30111,650,21951,607,41865,972,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,60215,509,71282,748,75277,1399,69457,999,32636,946,42136,1106,37387,2028,50849,3422,28725,1202,22488,1098,37735,1915,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,66287,682,76975,936,82357,2150,74258,1503,34424,1338,44718,3881,40646,2759,50460,4397,31080,1416,23950,1963,43162,1829,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,70194,401,83093,690,95144,1041,77122,625,38436,864,49322,1889,43627,2897,55398,1841,34393,768,25002,844,45803,980,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,76623,2386,93479,2455,99297,4267,89705,2874,39747,2643,51677,4212,44097,6460,56731,10698,34678,3510,25435,3034,50729,3922,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,59282,943,72409,908,77992,2205,69743,1082,31882,713,40933,1492,36321,2978,44742,2602,29966,1121,22571,1181,37361,1614,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,67643,1926,78002,1524,81579,1904,75030,1865,32634,2034,41533,1588,38008,5641,46802,9798,28723,2884,25785,1487,39948,3921,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,57830,846,70569,596,74356,2041,68336,991,31804,651,38084,1905,33511,3807,43480,3897,30241,743,23100,1214,37957,1849,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,65316,479,80435,434,82147,695,78466,888,35964,452,45944,949,40387,1017,52131,1807,32274,517,25260,660,44312,1177,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,71594,778,78689,1566,80236,1323,76905,2224,44059,2361,54174,4882,47073,7124,59357,6603,39329,2537,28464,2134,54873,5374,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,75595,1595,84445,2265,91235,2525,80038,1827,37700,2861,52659,8467,45831,11451,57409,13076,33408,3401,27121,3074,43659,8990,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,80403,637,95190,935,102017,889,90059,1089,41107,715,54249,2531,45398,2868,61414,2833,37299,826,29997,1073,49057,1775,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,76954,754,90039,963,91810,1129,88047,1593,40848,861,50706,1329,45465,3321,56789,3225,36657,1173,28542,1935,49227,1656,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,53463,1385,63888,1537,74813,2578,58715,1540,30295,1409,38037,3508,34490,4673,41375,3576,26774,1747,18925,2922,37126,2196,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,70870,423,81245,489,90348,1057,75655,765,37414,1006,47229,2217,41950,1878,55519,2561,33390,1230,26700,1096,47566,2079,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,75540,2025,82544,2825,83635,4699,82013,3357,42661,6075,60644,10141,52467,12778,73271,12637,32462,7238,30080,5273,48383,7253,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22428,394,29924,803,36998,1612,27004,847,14928,635,19146,1210,16183,1161,22804,2349,13352,735,8192,956,18373,903,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
