GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001MA,B08412_001EA,B08412_002EA,B08412_002MA,B08412_003MA,B08412_003EA,B08412_004EA,B08412_004MA,B08412_005EA,B08412_005MA,B08412_006EA,B08412_006MA,B08412_007EA,B08412_007MA,B08412_008MA,B08412_008EA,B08412_009MA,B08412_009EA,B08412_010EA,B08412_010MA,B08412_011EA,B08412_011MA,B08412_012EA,B08412_012MA,B08412_013MA,B08412_013EA,B08412_014MA,B08412_014EA,B08412_015EA,B08412_015MA,B08412_016EA,B08412_016MA,B08412_017EA,B08412_017MA,B08412_018MA,B08412_018EA,B08412_019MA,B08412_019EA,B08412_020MA,B08412_020EA,B08412_021EA,B08412_021MA,B08412_022EA,B08412_022MA,B08412_023MA,B08412_023EA,B08412_024MA,B08412_024EA,B08412_025MA,B08412_025EA,B08412_026EA,B08412_026MA,B08412_027EA,B08412_027MA,B08412_028MA,B08412_028EA,B08412_029MA,B08412_029EA,B08412_030MA,B08412_030EA,B08412_031MA,B08412_031EA,B08412_032EA,B08412_032MA,B08412_033EA,B08412_033MA,B08412_034MA,B08412_034EA,B08412_035MA,B08412_035EA,B08412_036MA,B08412_036EA,B08412_037EA,B08412_037MA,B08412_038EA,B08412_038MA,B08412_039MA,B08412_039EA,state
0400000US01,1900348,16538,50318,4032,181251,8717,282665,8870,320678,9614,297164,8315,126179,6387,279978,10430,51679,4142,55082,4372,143031,6680,80464,5075,31859,3362,998761,10926,29447,2960,91111,5422,133160,5620,165322,7078,151333,5296,62440,4469,148003,6307,29781,3002,30708,3270,82297,4389,52146,3974,23013,2667,901587,12021,20871,2174,90140,5297,149505,5882,155356,5972,145831,5947,63739,4133,131975,6585,21898,2746,24374,2476,60734,4214,28318,2749,8846,1484,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,355287,5681,27834,1951,62248,3751,69228,4344,65525,3715,51907,3057,15786,2551,24102,2782,4171,1148,5616,1561,9942,1363,10655,1115,8273,1504,204511,4177,16084,1589,34300,2857,39452,3153,36133,3032,27222,2660,9124,1907,14216,2222,1883,635,4373,1334,6539,1124,7887,863,7298,1405,150776,3536,11750,1186,27948,2100,29776,2591,29392,2116,24685,2170,6662,1442,9886,1541,2288,848,1243,561,3403,728,2768,665,975,418,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2712603,18314,68607,4080,264146,9852,362510,10050,422581,11576,426207,10425,197100,7627,394895,11220,79934,4765,110805,5276,212880,8975,124290,6396,48648,4028,1457670,10855,33066,2861,129144,6756,184290,7264,219473,7883,229673,6630,107447,5429,225021,8216,44336,3209,62233,3518,115522,5635,75289,4888,32176,3400,1254933,14113,35541,3216,135002,6625,178220,6739,203108,7189,196534,7970,89653,5045,169874,7763,35598,3236,48572,3966,97358,5600,49001,3526,16472,1992,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1210830,12404,59779,3749,167337,7402,212349,7506,205577,7374,175745,6956,62891,4397,137698,6660,23084,2583,30793,2932,69589,4494,43185,3281,22803,2885,641538,8858,33054,2757,80918,4354,103981,5532,108644,5388,89770,4959,32239,2962,79361,4577,12998,1734,16308,2315,40639,3266,26625,2099,17001,2584,569292,8487,26725,2406,86419,4510,108368,5260,96933,4685,85975,4408,30652,2833,58337,3787,10086,1492,14485,1736,28950,2623,16560,1955,5802,1132,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16660953,47714,299372,10241,1301957,20692,2075732,25865,2512860,29548,2413241,30409,975333,17964,2516803,27565,431021,10242,701191,14325,1462590,20557,1336628,17778,634225,14791,9153672,30704,153950,7814,649393,14996,1068068,17550,1323473,19982,1308591,19571,536732,12044,1427054,20928,240400,8249,395749,11696,839594,13739,801230,13238,409438,10750,7507281,32994,145422,6419,652564,14464,1007664,17534,1189387,18612,1104650,16116,438601,11176,1089749,16322,190621,6660,305442,8530,622996,12840,535398,11129,224787,8669,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2536331,18292,72882,4631,245057,8272,339448,8947,406941,9077,392812,10452,174413,6858,345015,9066,78025,4061,96632,5676,201991,5858,131417,5499,51698,3723,1382607,11947,35883,2808,117475,5783,175978,7032,218484,6935,215637,8273,90747,5402,197456,7794,45450,2965,54673,4162,116386,4865,80737,4243,33701,3067,1153724,11603,36999,3434,127582,5583,163470,5531,188457,5711,177175,6220,83666,4416,147559,6027,32575,2690,41959,3256,85605,4337,50680,3484,17997,2016,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1656345,13985,41462,3573,160109,6462,246475,8127,268764,8869,259839,7143,108406,5180,216735,8361,49598,3828,63568,4332,121529,6259,86859,4736,33001,2609,853335,10583,21979,2518,76695,4290,111811,5617,129861,6033,129255,5662,54805,3553,121386,5725,28354,2749,34032,3165,71026,4781,54374,3854,19757,1998,803010,9557,19483,2432,83414,4193,134664,5972,138903,6018,130584,5458,53601,3257,95349,5327,21244,2047,29536,2526,50503,3646,32485,3079,13244,1884,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,419278,7863,8973,1397,36308,3258,62876,4416,67006,4717,72670,4130,29234,2922,59196,4494,11770,1855,13443,1798,29199,2706,19109,2270,9494,1513,212752,5436,5951,1254,18885,2469,31359,2972,32698,2853,34759,2858,15120,2106,28795,2897,5215,1084,6614,1234,14882,1749,11784,1893,6690,1429,206526,5391,3022,669,17423,1953,31517,3217,34308,3260,37911,2945,14114,1916,30401,3063,6555,1355,6829,1405,14317,1825,7325,1345,2804,741,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,817677,12531,5645,1448,16004,1802,30177,2921,49269,4070,71421,4374,44485,3506,130036,5474,39890,3069,59794,3857,148300,4963,156899,6771,65757,4410,430187,8806,3401,1236,8274,1661,16130,2028,23070,2449,37830,3189,23007,2493,69248,3920,21494,2027,30523,3151,78904,3660,83993,4443,34313,2544,387490,7747,2244,660,7730,1181,14047,2127,26199,2642,33591,2977,21478,2413,60788,4203,18396,2117,29271,2589,69396,3956,72906,4215,31444,3209,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8334498,35756,139689,6199,606302,15441,1000362,19587,1275329,21871,1369222,21571,541395,14361,1414363,21281,262294,10674,331614,9990,743779,15657,467189,12962,182960,7092,4345226,25233,70382,4181,289681,10879,483885,13471,630397,15540,703650,14906,290783,10982,767917,15976,142750,7486,177073,6804,407062,11651,271005,10319,110641,5330,3989272,25216,69307,4364,316621,10010,516477,12771,644932,14367,665572,13962,250612,8652,646446,12223,119544,5641,154541,7141,336717,10536,196184,8522,72319,4512,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
