GEO_ID,B16005A_001E,B16005A_001M,B16005A_002E,B16005A_002M,B16005A_003E,B16005A_003M,B16005A_004E,B16005A_004M,B16005A_005E,B16005A_005M,B16005A_006E,B16005A_006M,B16005A_007E,B16005A_007M,B16005A_008E,B16005A_008M,B16005A_009E,B16005A_009M,B16005A_010E,B16005A_010M,B16005A_011E,B16005A_011M,NAME,B16005A_001MA,B16005A_001EA,B16005A_002MA,B16005A_002EA,B16005A_003EA,B16005A_003MA,B16005A_004EA,B16005A_004MA,B16005A_005EA,B16005A_005MA,B16005A_006MA,B16005A_006EA,B16005A_007MA,B16005A_007EA,B16005A_008EA,B16005A_008MA,B16005A_009MA,B16005A_009EA,B16005A_010EA,B16005A_010MA,B16005A_011EA,B16005A_011MA,state
0400000US32,1844368,13442,1594853,12085,1405136,10494,189717,9190,167761,8233,21956,2966,249515,9794,38997,3884,210518,9127,83300,5249,127218,6607,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1187618,1801,1142289,4137,1106471,5319,35818,3066,30592,3018,5226,1092,45329,3948,17669,2438,27660,3335,16695,2406,10965,2248,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5744268,18970,4896976,19817,4353255,20880,543721,14809,457356,13885,86365,6341,847292,19255,133747,6459,713545,19013,303814,11219,409731,13680,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1438414,13450,1305667,13880,1015183,11975,290484,9400,258316,9003,32168,3285,132747,7369,16176,2102,116571,7262,41816,4049,74755,5633,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11968013,28956,10413804,31809,9277719,32799,1136085,25597,915874,21213,220211,8090,1554209,27629,299305,10046,1254904,23622,554199,14529,700705,17598,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6571662,13459,6195704,13864,5944088,14288,251616,9560,207697,9329,43919,4273,375958,9320,78110,5424,297848,8815,114722,5742,183126,7607,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,624321,2165,611924,2931,595047,3925,16877,2311,14463,2108,2414,638,12397,2253,4355,918,8042,2031,5086,1384,2956,1107,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9002871,8226,8781338,12258,8509100,16295,272238,10305,207301,9544,64937,5313,221533,10044,63535,4286,157998,8878,79087,5093,78911,6273,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2669505,6088,2557642,7276,2461477,7132,96165,4933,78821,5156,17344,1804,111863,5804,17093,1991,94770,5149,34522,2782,60248,4056,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3248149,8679,3044779,8608,2884247,10607,160532,7394,137933,7730,22599,2962,203370,9041,46021,3921,157349,8474,61290,5695,96059,7104,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9868025,12278,9539128,15563,9109108,17242,430020,13572,335630,11207,94390,6160,328897,12505,86839,5869,242058,11403,115033,6962,127025,7973,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,810378,5653,748949,5655,686593,5985,62356,4984,52770,4377,9586,1836,61429,5145,11889,1708,49540,4707,24669,3397,24871,2682,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3120355,7084,2993554,7274,2907554,7533,86000,6093,69309,5649,16691,3068,126801,6679,29968,2948,96833,6682,42776,4600,54057,4436,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,680602,2476,670758,2748,656945,3177,13813,1920,10775,1591,3038,959,9844,1806,3201,922,6643,1439,3302,938,3341,941,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4847261,7739,4681319,9689,4574224,10384,107095,5352,86265,4742,20830,3151,165942,8880,39166,4193,126776,8370,48996,4855,77780,6123,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19153430,35321,16298782,40540,12358742,41511,3940040,40367,3147567,38161,792473,17638,2854648,35876,239291,9545,2615357,35526,818849,22726,1796508,29386,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2401754,9986,2284210,9180,2159738,10586,124472,7549,107649,6998,16823,2292,117544,7835,25107,3155,92437,7414,44144,4800,48293,4564,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,565404,1321,547064,3189,531590,4025,15474,2048,13734,2038,1740,570,18340,2867,7630,1309,10710,2493,6862,1547,3848,1577,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5406605,13091,5009442,12056,4787313,13613,222129,7710,193282,6897,28847,3225,397163,12704,75726,4573,321437,12239,159026,7685,162411,8963,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5210229,12011,4822630,14523,4555973,17017,266657,11475,229129,10826,37528,4397,387599,12850,100932,6347,286667,11937,134776,7123,151891,9198,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1628864,2652,1613221,3504,1594560,4078,18661,2727,15298,2312,3363,993,15643,2682,6124,1271,9519,2423,6913,2209,2606,731,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4706340,8615,4581940,8865,4417830,9813,164110,6707,130489,5563,33621,2755,124400,7925,31000,2725,93400,6822,41698,3741,51702,4607,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,503550,3757,491037,3981,474473,4387,16564,2508,13239,2194,3325,1541,12513,2494,2952,1054,9561,2355,3648,1065,5913,1814,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2234414,17928,2185515,17242,138234,8563,2047281,16979,397055,13348,1650226,18084,48899,3804,1956,610,46943,3769,9924,1700,37019,3311,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
