GEO_ID,B16005A_001E,B16005A_001M,B16005A_002E,B16005A_002M,B16005A_003E,B16005A_003M,B16005A_004E,B16005A_004M,B16005A_005E,B16005A_005M,B16005A_006E,B16005A_006M,B16005A_007E,B16005A_007M,B16005A_008E,B16005A_008M,B16005A_009E,B16005A_009M,B16005A_010E,B16005A_010M,B16005A_011E,B16005A_011M,NAME,B16005A_001MA,B16005A_001EA,B16005A_002MA,B16005A_002EA,B16005A_003EA,B16005A_003MA,B16005A_004EA,B16005A_004MA,B16005A_005EA,B16005A_005MA,B16005A_006MA,B16005A_006EA,B16005A_007MA,B16005A_007EA,B16005A_008EA,B16005A_008MA,B16005A_009MA,B16005A_009EA,B16005A_010EA,B16005A_010MA,B16005A_011EA,B16005A_011MA,state
0400000US01,3152124,5084,3074719,5736,3012296,6201,62423,5233,47536,4642,14887,2785,77405,5623,21128,2747,56277,4802,20207,2321,36070,3967,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,451850,3065,434505,3571,414099,4129,20406,2571,18779,2492,1627,497,17345,2404,6127,1213,11218,2039,7031,1438,4187,1295,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4988509,22326,4431287,19186,3838709,16901,592578,16579,516903,15689,75675,5491,557222,16670,98917,6082,458305,15490,185471,7406,272834,12197,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2174775,5980,2102598,5995,2050732,5206,51866,4021,43221,4035,8645,1721,72177,4808,16646,2406,55531,4475,17536,2281,37995,3633,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22419206,59153,17915603,49841,14290900,43415,3624703,39405,3142763,38319,481940,13549,4503603,39806,571239,13175,3932364,38452,1448472,25455,2483892,29267,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4344537,12493,4026824,12898,3703876,13891,322948,9057,276608,8831,46340,3745,317713,11819,59272,3778,258441,10718,113489,7272,144952,7881,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2623511,12264,2365784,13797,2149238,11756,216546,8655,176941,8051,39605,3558,257727,11252,52692,3713,205035,10445,96067,6986,108968,7477,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,621343,4326,587002,3758,554319,4357,32683,3265,26659,3301,6024,1311,34341,2917,6930,1289,27411,2913,12422,2154,14989,2142,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,254908,3074,218578,3617,200818,4057,17760,2606,16232,2428,1528,647,36330,3975,10386,1906,25944,3495,18929,2683,7015,2050,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14634957,25549,11978624,32569,10253254,32383,1725370,25236,1437576,22991,287794,11216,2656333,35044,341525,10600,2314808,32558,955651,20685,1359157,26262,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5739046,13845,5332486,14289,5053955,15520,278531,12709,226689,10946,51842,5188,406560,13076,73010,6000,333550,13705,129176,7537,204374,10800,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,351704,3519,324405,3796,296979,4365,27426,3680,22821,3471,4605,1503,27299,2964,11691,1594,15608,2480,8569,1762,7039,1637,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1415583,4883,1354971,5553,1292634,7559,62337,5406,53699,5061,8638,1815,60612,5335,11771,1933,48841,4815,19291,2996,29550,3633,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8728984,22029,7821371,19999,7114891,20299,706480,17572,605274,16409,101206,5085,907613,20490,112614,4834,794999,20381,318009,11624,476990,15483,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5234079,8674,5092530,8833,4916259,11151,176271,8639,137731,7121,38540,4133,141549,6602,30036,3209,111513,6373,46169,4051,65344,5371,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2660799,5837,2601071,5535,2533419,7254,67652,4868,54677,4109,12975,2078,59728,4797,11722,1754,48006,4385,20414,2947,27592,3360,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2309252,7117,2210121,7982,2111266,7254,98855,5790,85293,5535,13562,1914,99131,6092,14862,2114,84269,5671,35252,3590,49017,3736,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3640608,4532,3564607,6334,3495429,7356,69178,4985,56977,4528,12201,1822,76001,5524,17430,2503,58571,5419,27131,3003,31440,4231,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2746785,6950,2657320,6855,2519897,8762,137423,6645,116458,5327,20965,2828,89465,5764,18320,2284,71145,5345,29891,3294,41254,4550,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1200579,1527,1173842,4003,1130334,5711,43508,3545,37286,3312,6222,1118,26737,3652,14093,1680,12644,3394,7528,1445,5116,2762,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3215526,9682,2953417,8798,2810927,9747,142490,6848,125110,6309,17380,2577,262109,11144,51622,3703,210487,10535,106018,6725,104469,6955,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5112743,11162,4645650,16143,4294087,17712,351563,12068,288552,10870,63011,5395,467093,13234,109185,5586,357908,12851,181373,8565,176535,9278,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7396176,7701,7046806,12862,6790135,14253,256671,9777,218257,9640,38414,2946,349370,10861,86272,4966,263098,9616,126059,5597,137039,6350,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4351998,6744,4219980,8391,4101775,8976,118205,6570,98054,5547,20151,2695,132018,7281,35745,2351,96273,6763,45279,4070,50994,4561,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1661572,4286,1628159,4492,1599944,4610,28215,3354,19669,2778,8546,1606,33413,4335,8656,1738,24757,3941,9621,2408,15136,2789,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4727568,6937,4626837,6650,4523584,8811,103253,7517,86436,6520,16817,2505,100731,6291,27798,2526,72933,5987,32888,3222,40045,4913,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,869274,2050,855802,2475,836881,3649,18921,2366,16601,2244,2320,744,13472,1750,8533,1232,4939,1234,2642,778,2297,809,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1563797,5662,1495412,5410,1431392,5150,64020,4135,53385,4025,10635,1875,68385,4261,8567,1291,59818,4214,19669,2553,40149,3996,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
