C27010_013E,C27010_013M,C27010_014E,C27010_014M,C27010_015E,C27010_015M,C27010_016E,C27010_016M,C27010_017E,C27010_017M,C27010_018E,C27010_018M,C27010_019E,C27010_019M,C27010_020E,C27010_020M,C27010_021E,C27010_021M,GEO_ID,C27010_001E,C27010_001M,C27010_002E,C27010_002M,C27010_003E,C27010_003M,C27010_004E,C27010_004M,C27010_005E,C27010_005M,C27010_006E,C27010_006M,C27010_007E,C27010_007M,C27010_008E,C27010_008M,C27010_009E,C27010_009M,C27010_010E,C27010_010M,C27010_011E,C27010_011M,C27010_012E,C27010_012M,C27010_013MA,C27010_013EA,C27010_014MA,C27010_014EA,C27010_015MA,C27010_015EA,C27010_016EA,C27010_016MA,C27010_017EA,C27010_017MA,C27010_018MA,C27010_018EA,C27010_019MA,C27010_019EA,C27010_020MA,C27010_020EA,C27010_021EA,C27010_021MA,NAME,C27010_001MA,C27010_001EA,C27010_002MA,C27010_002EA,C27010_003MA,C27010_003EA,C27010_004MA,C27010_004EA,C27010_005MA,C27010_005EA,C27010_006MA,C27010_006EA,C27010_007MA,C27010_007EA,C27010_008MA,C27010_008EA,C27010_009MA,C27010_009EA,C27010_010EA,C27010_010MA,C27010_011EA,C27010_011MA,C27010_012EA,C27010_012MA,state
1274163,13519,245041,9733,108078,4788,237587,8553,743274,2863,13867,1779,261052,7243,466170,7576,2185,757,0400000US01,4781070,1376,1106716,3205,566418,11380,461219,11090,45311,4689,33768,4263,1066211,5859,690638,10876,131419,5192,33423,3901,210731,9524,1864869,6284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
185264,3817,26061,2268,16628,2025,45718,2817,70086,1161,2458,633,24404,2226,42490,2439,734,326,0400000US02,713082,1787,185917,591,99485,4582,57042,4092,9725,1683,19665,2439,183408,2519,114931,4105,21636,2069,6992,1412,39849,2782,273671,1718,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
1613174,13815,433592,12544,106072,4897,304664,10689,1107887,1814,28948,2903,468691,8314,598211,8734,12037,2087,0400000US04,6719354,1844,1619393,860,855829,14442,561166,15875,68151,5649,134247,9761,1534572,3388,906942,13870,305794,10399,44808,4248,277028,9717,2457502,3996,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
710102,12023,216700,7337,58212,3789,119996,7998,461223,1744,7928,1633,179731,5513,270455,5804,3109,959,0400000US05,2924307,1290,703701,1621,299868,9235,340536,9730,28743,3342,34554,4229,654373,4867,398065,7632,116753,5782,19667,2391,119888,6137,1105010,5129,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
9990323,37935,2844726,31766,479983,11812,1573783,18971,5094631,3307,211707,6593,2409489,18784,2411440,17934,61995,4757,0400000US06,38649621,4947,9103139,2652,4658243,33522,3794897,33955,347631,12204,302368,13001,9563036,6823,5801008,31136,2145384,26999,237525,7864,1379119,18560,14888815,6234,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
1556404,11720,270604,8999,77393,4582,197944,8668,696097,2574,23883,2490,263206,6639,403977,6724,5031,1368,0400000US08,5367335,2710,1254800,1642,751181,12000,405408,11666,45788,4166,52423,5164,1314093,4462,883848,9884,217131,8705,35890,3279,177224,7330,2102345,5353,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
1110682,8193,211335,8078,37548,2985,94321,7241,543412,1341,22505,2119,198802,5627,318495,5642,3610,1137,0400000US09,3537983,1086,761921,807,481260,9096,226939,7420,28622,3841,25100,3778,778764,2781,528107,7156,144917,7015,18249,2089,87491,6778,1453886,2807,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
264761,5064,55984,3618,16259,2140,25862,3444,156750,724,3934,1193,48011,2945,102749,2839,2056,990,0400000US10,931203,797,203771,336,118434,5474,67761,5132,11491,2872,6085,1811,207816,1394,141238,3727,41411,3571,4672,1196,20495,2942,362866,1412,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
162612,4046,56640,3140,10272,1566,10951,2163,73677,900,5138,1025,23653,2117,44326,2265,560,695,0400000US11,660682,666,117415,217,58105,3578,54058,3713,3446,1401,1806,941,229115,925,178463,3663,35790,3162,3199,807,11663,2220,240475,1211,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
5181551,30899,920571,17564,317511,10762,1318974,25040,3878581,4401,108438,5568,1773636,17187,1944005,15563,52502,4620,0400000US12,19960169,3766,4093401,2676,1971823,24732,1718168,26392,119604,8496,283806,12334,4249580,7982,2597615,22835,549569,14499,96129,5123,1006267,20040,7738607,8061,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
2749145,19762,391507,12225,160658,7339,631755,14143,1270304,3864,32772,2898,503389,10927,722974,11280,11169,2218,0400000US13,10024056,3586,2499334,2555,1271940,19876,988185,19631,72976,6007,166233,9770,2321353,8192,1486180,15953,209644,9746,46286,3725,579243,16084,3933065,8584,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
411070,5309,62239,3917,21384,1706,24782,2972,232866,722,12662,1967,70983,3503,147806,3688,1415,806,0400000US15,1375062,2629,310995,495,202766,5788,90271,5926,12913,2239,5045,1081,311726,2770,233135,4495,45774,3430,9528,1714,23289,2936,519475,2170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
431470,7974,50944,4135,31045,2777,85164,5594,239003,1908,3595,893,86052,4634,148987,4448,369,226,0400000US16,1632247,1674,431339,1512,242919,7733,143725,6906,19853,3509,24842,3707,363282,3268,244900,5500,35419,3994,12993,2202,69970,4865,598623,3564,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
3718855,19074,700948,14933,146067,6075,437513,13346,1765021,3230,59950,3939,627516,9125,1062725,9292,14830,1899,0400000US17,12679860,1448,2956262,2409,1700437,19414,1089601,20096,90952,5539,75272,5590,2955194,5578,2012614,15324,510732,11305,59174,4337,372674,10675,5003383,5899,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
1848947,13300,304044,8701,94713,5289,278247,9185,929091,2551,18254,1973,314064,7025,592670,7206,4103,1081,0400000US18,6520267,860,1576006,2973,915192,14908,501732,12717,52757,4138,106325,7420,1489219,4407,1035392,12995,178327,8221,36414,2883,239086,10685,2525951,4821,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
920500,8383,136592,5194,50252,2667,64619,3368,477527,1744,8653,1423,136195,4489,331697,4550,982,518,0400000US19,3080411,489,726495,2093,441858,9246,206803,7947,52238,4932,25596,3457,704426,4144,518942,8054,97265,5302,24446,2629,63773,4873,1171963,4285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
823859,7202,82138,4097,40426,3427,115710,6083,407106,1936,10791,1621,127630,4530,267212,4871,1473,614,0400000US20,2850159,1912,718994,2083,452224,8493,201878,7947,28357,3693,36535,5305,661926,4140,491804,6962,45748,3456,17584,2014,106790,5974,1062133,3811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
1118908,12748,398804,8910,92691,4710,113040,6203,651569,2463,12651,2003,238520,5374,398019,6055,2379,940,0400000US21,4342711,1272,1008187,2566,527736,10811,391683,11558,45961,4784,42807,5391,959512,3962,595221,9110,231092,8401,29957,3056,103242,6027,1723443,3896,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
1148884,13022,241537,8775,76354,4102,267651,10128,631982,2785,20197,2735,273346,6612,335870,6302,2569,720,0400000US22,4567431,2000,1114678,2701,521126,10573,507158,11257,46471,5395,39923,4711,1086345,6189,674048,11550,146457,6898,30352,3293,235488,9871,1734426,6793,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
389891,5874,85003,4705,25032,2338,55737,3939,243336,1154,5923,1095,92813,3787,144246,3654,354,216,0400000US23,1314849,684,255319,1545,145991,5170,80698,4651,14182,2703,14448,2203,260531,1829,170953,4979,41250,3508,8359,1604,39969,4114,555663,2045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
1833612,13187,288137,10174,98352,4648,168382,6378,823583,2139,38358,2796,228826,6261,547445,6148,8954,1562,0400000US24,5908522,2325,1346154,1186,833165,11368,417880,11734,42842,4566,52267,5103,1350302,3308,954487,10423,203898,8193,32321,3137,159596,6673,2388483,4418,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
1987378,13542,519483,11722,110921,5337,83375,5312,1005729,1975,48423,3198,326970,7861,626773,8225,3563,1200,0400000US25,6718090,912,1383924,734,880969,13282,415621,13206,71449,4777,15885,3022,1627280,2908,1156163,11350,333591,9673,51076,3597,86450,5644,2701157,3416,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
2768522,13199,664465,12413,188821,6167,276616,7647,1533234,2177,28413,2623,384688,7023,1115249,7659,4884,1164,0400000US26,9810800,1072,2204443,2259,1253945,14993,762965,13774,119457,6852,68076,4919,2174699,4014,1425562,12566,434904,8354,67167,3789,247066,8307,3898424,4277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
1669898,9556,286401,7839,79102,3272,101534,5626,774084,1860,16100,1730,209604,5292,546070,5425,2310,905,0400000US27,5431894,516,1280978,1942,841490,9501,334376,9466,65704,4833,39408,4678,1239897,3173,895315,8284,207033,6539,35693,2673,101856,6077,2136935,3730,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
699410,11353,180023,6673,52176,3839,180879,8169,428426,2079,7559,1193,183993,6648,235384,6568,1490,588,0400000US28,2927568,1491,725664,2026,296103,8489,377520,8800,22674,2786,29367,3543,660990,4994,385895,8309,96490,5249,18756,2317,159849,7342,1112488,4881,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
1707568,12272,260372,7641,92032,3892,256784,9065,913999,2474,20899,2278,347006,7849,541217,7998,4877,1238,0400000US29,5969392,1755,1387714,2945,841461,12027,418806,13777,47749,4451,79698,5885,1350923,4808,961115,10944,119159,5508,28900,2854,241749,9220,2316756,4555,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
280941,5289,37475,2711,18561,1973,57299,3796,174170,1183,3563,1007,58610,2641,111548,2752,449,219,0400000US30,1017458,835,225169,1322,126854,5750,72556,4554,8640,1707,17119,2381,223843,1884,152138,4572,20936,2467,7127,1390,43642,3384,394276,2307,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
553055,5691,48105,3083,28657,2300,64410,4024,266746,1573,7122,1103,90312,3364,168204,3077,1108,471,0400000US31,1866488,1069,469243,1302,308231,5398,119318,6074,16964,2720,24730,3254,436272,3038,335275,5093,28571,2431,8885,1139,63541,4675,694227,3227,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
756462,10625,161271,8538,46494,3950,157311,6627,417738,1327,14346,1870,187445,5529,206178,5331,9769,1877,0400000US32,2855974,1248,667602,745,375906,8914,217375,10353,23871,2978,50450,4332,649096,1754,402121,7337,96391,5039,17430,2337,133154,6905,1121538,2308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
443527,5097,55177,3615,18774,2236,42383,3386,210350,969,4979,1027,59895,3622,144676,3546,800,563,0400000US33,1314249,866,262932,1050,179382,4685,69201,4069,7357,1376,6992,1568,281106,1814,211479,4396,29638,3324,6776,1408,33213,3587,559861,1721,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
2725670,14879,432887,12485,102470,4852,377747,12281,1303519,2475,47777,3446,474962,8548,763493,8127,17287,2134,0400000US34,8850415,1208,1993774,1009,1270606,12860,588465,12233,60109,5391,74594,7316,1914348,2950,1297511,10915,275867,8663,39402,3209,301568,9790,3638774,3726,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
446264,7199,171697,5851,36488,3085,108312,5572,325540,2038,8060,1382,141307,5561,172802,5327,3371,1139,0400000US35,2050178,1243,498415,2374,196420,9177,257164,8451,22413,3979,22418,3205,463462,3054,220004,6294,136157,5545,17371,2464,89930,5387,762761,3146,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
5255010,23675,1498716,20699,305185,9851,672111,16227,2870378,3440,107573,6230,1163784,12958,1575632,12293,23389,2575,0400000US36,19556452,1993,4204378,2761,2292048,22501,1594100,22004,214587,10763,103643,6922,4750674,4213,3008256,19853,1033601,18924,127412,6776,581405,13582,7731022,5202,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
2730765,19186,432455,12588,184196,5935,548185,13685,1473471,3957,29630,2545,541405,10296,895366,10518,7070,1570,0400000US37,9855612,3797,2283011,3602,1188070,18667,929378,17357,66245,6588,99318,7532,2203529,7303,1429799,14862,269049,9875,56467,5294,448214,12250,3895601,7271,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
214505,3597,19289,2140,12005,1595,21618,2638,101473,800,1599,508,28829,2190,70608,2033,437,244,0400000US38,740547,930,170994,1319,127367,3820,24631,3088,5566,1231,13430,2513,200663,2561,160844,2958,13490,1947,4363,988,21966,2327,267417,2300,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
3261708,16078,747289,11610,169239,6151,336892,9779,1770169,2765,47384,3215,618776,9345,1094780,10094,9229,1436,0400000US39,11442029,985,2626771,2852,1517870,15942,860724,14042,133196,8291,114981,7716,2529961,4965,1676567,14304,499075,10597,69145,4328,285174,9989,4515128,5654,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
958144,8567,158251,5684,61265,3631,241086,6205,557971,2143,12857,1272,196247,5124,345854,5414,3013,785,0400000US40,3830329,1616,958418,1339,470023,8787,376352,9349,40935,3226,71108,4945,895194,3742,566930,8498,89720,4365,21242,2062,217302,6955,1418746,3635,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1070368,11214,294731,8959,79133,4232,131792,7498,650591,1712,15864,2071,230377,5787,401879,5725,2471,990,0400000US41,3991133,495,859408,1528,453033,10696,325812,11104,49495,4047,31068,3356,905110,3519,564237,10070,187248,7781,38693,3293,114932,7337,1576024,3437,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
3793064,18622,636125,12092,210639,6655,362527,11152,2101626,2717,49245,2873,650195,9169,1392485,9839,9701,1350,0400000US42,12599417,801,2685304,2169,1577674,19592,851302,18488,144964,7020,111364,7453,2810132,4131,2009133,14258,398324,10972,84340,4681,318335,9673,5002355,4109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
297471,4709,73157,3651,18158,1996,24328,3032,162821,1128,4752,1262,61909,2997,95487,3214,673,428,0400000US44,1041268,531,211397,727,126178,4901,65070,4870,12889,1918,7260,1799,253936,1611,170713,5120,47952,4697,8122,1904,27149,3850,413114,1619,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
1274438,13403,234856,8499,96522,4749,260995,8636,776587,2246,12813,1730,291911,7139,468326,7575,3537,1018,0400000US45,4801301,2216,1086607,1633,559222,10996,440942,12200,42263,5071,44180,4917,1071296,5725,681110,11693,143422,7722,32248,3642,214516,8568,1866811,5529,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
