GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001EA,C16007_001MA,C16007_002EA,C16007_002MA,C16007_003MA,C16007_003EA,C16007_004MA,C16007_004EA,C16007_005MA,C16007_005EA,C16007_006EA,C16007_006MA,C16007_007EA,C16007_007MA,C16007_008EA,C16007_008MA,C16007_009MA,C16007_009EA,C16007_010MA,C16007_010EA,C16007_011EA,C16007_011MA,C16007_012EA,C16007_012MA,C16007_013EA,C16007_013MA,state
0400000US13,9565500,4170,1853054,4563,1560215,9400,204816,7193,88023,6766,6409687,4698,5445535,17853,533659,10664,430493,13604,1302759,3797,1222043,4734,30735,2237,49981,3494,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1339510,710,219113,890,173630,3787,6841,1492,38642,3469,883244,765,649005,8007,23672,3175,210567,7581,237153,630,167477,3760,1501,541,68175,3425,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1543083,1127,320334,1607,287663,3441,26813,2932,5858,1515,979485,2189,865758,5980,83209,4412,30518,3026,243264,1814,231574,1966,7214,1144,4476,1129,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12080329,2724,2180519,3148,1648768,9280,384435,7864,147316,6606,8071585,2720,6104039,17823,1142865,12135,824681,13702,1828225,2104,1547336,6599,106344,2554,174545,5684,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6200471,2345,1160525,2939,1046088,5884,70669,3994,43768,4290,4074622,3316,3708762,9072,196668,5524,169192,6925,965324,2458,923734,2807,15374,1633,26216,2183,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2928815,2196,533669,2217,482507,4119,30896,2362,20266,2627,1893994,2135,1732048,6223,81765,3512,80181,4909,501152,1609,489029,1662,4546,815,7577,1234,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2714575,2159,523168,2841,450515,4982,55673,3904,16980,1959,1765355,2443,1540323,5878,143100,4402,81932,4586,426052,1831,404649,1938,8918,1289,12485,1498,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4151726,2323,737217,3088,688421,4959,29515,2508,19281,3312,2740381,2936,2586455,7244,75032,4559,78894,5150,674128,2512,657058,2975,4436,714,12634,1914,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4365879,3118,811340,3599,755640,4964,32957,4385,22743,3091,2900931,3741,2665647,9053,110575,5358,124709,7016,653608,2631,588386,4069,10845,1166,54377,3501,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1265476,1097,192007,1632,182011,2671,1956,738,8040,1741,822901,1874,777725,3389,7817,1259,37359,2887,250568,1086,228740,2429,932,370,20896,2287,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5639774,1385,981105,1740,799945,5984,98133,3993,83027,5121,3811684,2189,3049811,12227,322884,5371,438989,11106,846985,2002,745460,3964,22279,1582,79246,3469,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6429039,1071,1021811,1037,793418,7332,105837,4666,122556,5957,4363002,1675,3286952,16982,407391,5879,668659,15521,1044226,1463,872999,5665,37007,1396,134220,5086,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9351921,1954,1637169,2569,1462785,6834,67675,4797,106709,6278,6144111,2846,5540859,12445,184908,6501,418344,10976,1570641,2059,1462307,4816,21830,1542,86504,4425,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5138667,2207,931971,2479,802308,5908,50038,2846,79625,5215,3401738,2490,2987378,9432,136177,4451,278183,7857,804958,1785,760584,2952,7415,1089,36959,2392,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2803484,2535,539158,2531,517375,3597,15226,2558,6557,1694,1823365,2423,1743762,5403,49471,4394,30132,2814,440961,1797,432932,1692,2850,894,5179,1167,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5709302,2818,1018196,3447,948700,5428,36342,3674,33154,4055,3740158,3094,3495581,7848,103955,4044,140622,6383,950948,2196,923198,2607,8725,1105,19025,1892,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,972529,1021,165807,1413,157795,2323,3430,1109,4582,1283,627791,1485,599688,2803,9304,1721,18799,2394,178931,1106,173936,1317,1499,579,3496,727,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1765526,1374,339966,1764,295256,3264,34131,2470,10579,1704,1146869,1854,1008960,4398,91138,3089,46771,3290,278691,1481,265805,1290,5907,893,6979,1147,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2713912,1146,491622,1225,334778,6433,136307,5557,20537,2887,1800178,1312,1221559,10825,402052,7999,176567,7394,422112,1166,337798,3385,37319,1636,46995,2726,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1267099,798,199822,1052,186364,2166,5439,1196,8019,1625,848920,1236,780732,3755,19370,2229,48818,3184,218357,788,200755,1833,1593,614,16009,1937,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8428759,873,1469611,1099,1045803,9652,256117,7019,167691,6447,5616197,1703,3746716,19610,968210,10119,901271,15116,1342951,1627,1040209,6622,118034,2442,184708,5879,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1950879,2090,365186,2668,261116,6240,86798,5569,17272,2221,1255099,2599,805388,9175,352318,8183,97393,3921,330594,1977,214943,3378,92120,2657,23531,1662,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18610703,2258,3028079,3318,2115778,18024,497080,12353,415221,9846,12620177,3423,8548225,29769,2040148,14187,2031804,26241,2962447,2420,2199635,8646,295511,3769,467301,8082,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9443944,3825,1689192,4211,1439909,8032,197385,5794,51898,4287,6239207,4180,5474049,11416,490582,8084,274576,7840,1515545,3900,1446873,5055,26159,2331,42513,3744,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,704756,1259,119142,1317,113875,2213,1245,724,4022,1598,478257,1529,448535,2799,9295,1518,20427,2330,107357,748,100842,1225,311,249,6204,972,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10924135,3039,1940520,3439,1796955,7872,52823,3676,90742,5772,7144061,3284,6618585,14963,174301,5240,351175,12831,1839554,2328,1749479,4378,19189,1838,70886,3547,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3648387,1727,698146,2196,613790,3598,69674,3129,14682,1888,2374210,2339,2114735,5272,180282,4001,79193,3283,576031,1966,551042,2126,11266,1129,13723,1320,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3799838,1866,632013,2316,502620,6226,95183,5246,34210,3559,2508047,2141,2111078,9663,237294,7505,159675,6754,659778,1683,613277,3073,15807,1586,30694,2620,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12087611,2317,1977128,2508,1755674,7556,104490,4741,116964,5706,7929290,3239,6997353,14480,408819,7648,523118,11549,2181193,2435,2021026,4896,40236,2029,119931,4364,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1001905,817,157482,1010,121022,3076,26042,2102,10418,2155,673891,1252,517821,5553,85783,2535,70287,4758,170532,1029,141054,2191,7860,824,21618,2137,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4608658,2409,801820,2651,738182,4884,46549,4221,17089,2393,3012884,2285,2790943,6543,141256,5286,80685,4922,793954,2009,768067,2363,10234,1877,15653,2028,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,798872,1525,150083,1722,141500,1781,2769,864,5814,1099,514276,1640,475395,3267,12708,1676,26173,2906,134513,1471,129063,1330,930,432,4520,1005,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6201062,3054,1094563,3667,996299,6057,65865,3704,32399,3898,4090719,3255,3786527,9628,167190,5237,137002,7486,1015780,2801,989738,3270,8028,1306,18014,1913,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25502406,4929,5242076,5965,3380093,20311,1643764,20141,218219,7653,17038823,5974,10709340,32004,5206299,25096,1123184,17276,3221507,4706,2385585,7803,671177,5929,164745,5193,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2745950,1492,662364,1834,572047,4743,70931,4232,19386,2046,1775744,1735,1485668,8491,194829,6920,95247,5748,307842,1418,280541,2054,14500,1132,12801,1612,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,595870,631,89988,989,85420,1193,995,452,3573,853,395798,1007,370142,2744,5115,945,20541,2602,110084,647,103981,1253,555,296,5548,1028,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7872076,3046,1358897,4230,1149346,7166,114700,4357,94851,5416,5325735,4656,4392710,11801,409714,8354,523311,9720,1187444,3199,1078395,3908,28928,1913,80121,3000,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6725680,2128,1167299,2629,907298,8777,159336,5473,100665,6476,4521755,2939,3604533,15168,397363,7899,519859,12878,1036626,2498,918243,4568,28828,2196,89555,3742,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1742174,1501,277493,1929,271193,2225,3067,802,3233,1124,1128320,2141,1095772,3670,14429,2423,18119,3001,336361,1456,330065,1582,1901,800,4395,887,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5434494,2007,955196,2485,848107,5389,65459,3852,41630,3529,3578535,2630,3253366,7361,175767,4597,149402,5399,900763,2101,861933,3044,11960,1120,26870,2155,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,547957,1505,101350,2200,91683,2399,8063,2368,1604,680,364060,2677,336010,3769,20220,3132,7830,1095,82547,915,79087,913,1932,605,1528,508,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3301286,1252,564497,1252,21172,3015,542757,3301,568,465,2109824,-555555555,107777,7408,1997803,7695,4244,1357,626965,-555555555,46048,3249,579914,3327,1003,503,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,72
