GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001EA,C17009_001MA,C17009_002EA,C17009_002MA,C17009_003EA,C17009_003MA,C17009_004MA,C17009_004EA,C17009_005MA,C17009_005EA,C17009_006EA,C17009_006MA,C17009_007EA,C17009_007MA,C17009_008EA,C17009_008MA,C17009_009MA,C17009_009EA,state
0400000US01,847299,17235,271196,9208,16651,2411,80974,5100,173571,7696,576103,12873,292013,9307,85438,5486,198652,6390,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,153938,5694,28510,2510,2013,621,12850,1640,13647,1718,125428,5327,71758,3933,31700,3011,21970,2109,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1333642,19824,368273,11774,22384,3295,123410,6705,222479,9153,965369,17372,522263,14008,174011,7065,269095,7207,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,530111,11733,173170,7568,11729,2040,55107,4119,106334,5908,356941,9853,183810,8444,53704,3983,119427,4935,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6959652,41592,1921103,29222,102419,6002,632327,15273,1186357,20273,5038549,37210,2830781,30717,1055572,19670,1152196,15419,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1136525,15646,249991,9348,17877,2252,111221,6233,120893,6559,886534,15838,529081,12550,183253,7158,174200,5957,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,674771,12746,140622,6985,3739,1078,44225,3468,92658,5142,534149,10972,280788,9321,101470,4953,151891,5451,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,174270,6996,39256,3201,1363,595,13372,1704,24521,2523,135014,6496,75525,5497,20305,1929,39184,3246,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,242961,7352,50306,4094,2132,734,20437,3015,27737,2687,192655,6875,131983,5671,34312,3272,26360,2285,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4044744,36001,1078164,19854,61664,4926,329638,11614,686862,15936,2966580,31577,1576367,25891,496543,12927,893670,15713,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1730987,27395,487270,13374,37930,4585,156355,7121,292985,10131,1243717,22557,744744,18850,199691,7534,299282,8694,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252034,8830,63449,4420,3462,973,22144,2878,37843,3204,188585,7225,106543,6091,34407,2527,47635,2983,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,297915,9872,91563,6630,9502,1679,36419,3849,45642,4459,206352,6773,112767,6447,36144,3069,57441,3256,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2375768,24762,576907,13744,24657,2617,193759,8627,358491,9601,1798861,19314,1017139,17243,307456,8964,474266,8462,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1244053,18006,331439,11361,19661,2335,132581,6891,179197,7851,912614,13446,498752,11091,150419,6142,263443,6608,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,635958,10453,165790,6398,11873,2137,77958,4236,75959,4003,470168,9346,256110,7856,87485,4335,126573,3767,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,546550,12500,148301,6824,10946,2124,62900,4899,74455,4764,398249,10253,222316,7444,70343,3918,105590,3810,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,813231,14182,256195,9478,14766,2251,80557,4874,160872,7132,557036,11353,294776,9014,91354,4741,170906,5320,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,878373,15584,282310,10387,20591,3118,80530,5019,181189,8410,596063,12398,336226,8061,100226,5669,159611,5952,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,300772,9086,79171,4555,3702,1170,26881,2756,48588,3886,221601,7410,104617,5480,48663,3779,68321,3632,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1089072,21262,222703,9127,13374,2463,69674,5522,139655,6479,866369,18013,525411,13711,134938,6806,206020,6736,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1428794,18923,329021,9071,12355,1598,103680,5893,212986,7488,1099773,17145,617250,13782,217591,7670,264932,7513,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1960985,19509,554658,12448,31440,2830,203284,9316,319934,8699,1406327,17558,700305,13973,255187,6720,450835,8612,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1115711,14340,241885,6955,15644,2052,110995,6072,115246,4543,873826,12095,472260,10476,192266,6002,209300,4686,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,495435,11098,170974,7687,10798,2135,40170,4549,120006,5835,324461,9203,170191,7949,47287,3579,106983,4895,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1208317,17695,334545,10516,23136,2916,121681,7064,189728,7788,873772,12046,475635,10535,143734,6078,254403,6454,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236740,6779,65057,3663,6051,1199,28514,2596,30492,2354,171683,5719,89661,4626,35609,3065,46413,3026,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,382750,7983,90023,4513,7550,1404,41208,3409,41265,3061,292727,7643,176316,5493,50351,2966,66060,3011,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,601925,15567,147868,7278,7848,1557,53897,4512,86123,4879,454057,12628,248697,9147,94470,5923,110890,4380,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,259529,7933,50799,4281,2109,736,19782,2749,28908,2843,208730,7206,118041,6453,39806,3346,50883,3288,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1403099,20173,302401,9967,16995,2671,78106,4716,207300,8269,1100698,17631,599508,11942,193019,7409,308171,7810,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,392597,12026,122911,6656,8445,1900,38196,3756,76270,5007,269686,9030,142796,7521,44532,3188,82358,4160,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3997558,34270,1012107,17616,52373,4025,278319,9415,681415,13547,2985451,28146,1700337,25666,533900,12210,751214,11648,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1908177,25119,541125,14148,36178,4302,191848,7818,313099,11727,1367052,18315,757081,14775,233290,7680,376681,8825,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,177428,6019,40720,3550,3236,1249,19354,2618,18130,1786,136708,5627,77903,4539,31784,2721,27021,2019,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2326684,23124,611587,13346,30441,3031,227987,9351,353159,9868,1715097,22176,907877,16219,297980,8816,509240,9563,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,714077,10926,201805,5646,14137,1782,67031,3717,120637,4077,512272,10074,284892,8326,78159,3852,149221,4016,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,927654,15613,265286,9795,13304,2164,112919,5832,139063,6969,662368,11719,327294,9384,144858,7440,190216,6105,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2471355,22012,609362,15272,33416,2928,196706,8166,379240,11051,1861993,18323,990108,14159,311971,8274,559914,9816,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
