GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001EA,C17009_001MA,C17009_002EA,C17009_002MA,C17009_003EA,C17009_003MA,C17009_004MA,C17009_004EA,C17009_005MA,C17009_005EA,C17009_006EA,C17009_006MA,C17009_007EA,C17009_007MA,C17009_008EA,C17009_008MA,C17009_009MA,C17009_009EA,state
0400000US44,223721,7544,56969,4136,2534,726,16323,2476,38112,3259,166752,6256,88305,5290,33315,3551,45132,2929,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,891220,15603,252660,9471,13702,1994,84188,4884,154770,6963,638560,14331,343963,11273,105824,5024,188773,5656,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,176835,6081,45638,3666,4668,1031,18998,2337,21972,2966,131197,5130,73980,3941,25478,2398,31739,2340,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1203345,18770,347242,10573,20389,2630,110170,6302,216683,8723,856103,16376,468478,14000,139171,6666,248454,7599,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4292908,36314,1096615,17331,84548,6228,373134,12851,638933,12535,3196293,31332,2027364,26753,520590,11777,648339,10550,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,403127,12955,113206,6838,6846,1484,56491,5216,49869,4058,289921,10060,173673,7630,53749,4122,62499,3531,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,150973,5610,31766,2838,2181,770,12972,1887,16613,1803,119207,4429,60966,2687,26301,2657,31940,1753,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1567275,21355,352540,11464,21868,3284,135376,5937,195296,8440,1214735,17354,718760,15043,210621,7272,285354,8031,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1523571,20261,375413,12438,17368,2481,137468,7294,220577,8280,1148158,15761,628340,12163,236126,8948,283692,7206,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,363223,8950,115216,4842,3656,772,32474,2805,79086,4274,248007,7217,117399,5075,37214,2943,93394,3970,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1212312,13682,286209,7609,15986,1650,129250,5334,140973,6174,926103,11888,505934,10540,169174,5387,250995,5092,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,120371,5650,28908,3171,2492,973,14099,2382,12317,1798,91463,5080,53112,4235,18664,2242,19687,1826,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,525706,9703,300254,8353,9655,1663,52500,3731,238099,7556,225452,7730,114098,5982,24544,2844,86810,4338,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
