GEO_ID,B24081_001E,B24081_001M,B24081_002E,B24081_002M,B24081_003E,B24081_003M,B24081_004E,B24081_004M,B24081_005E,B24081_005M,B24081_006E,B24081_006M,B24081_007E,B24081_007M,B24081_008E,B24081_008M,B24081_009E,B24081_009M,NAME,B24081_001MA,B24081_001EA,B24081_002MA,B24081_002EA,B24081_003EA,B24081_003MA,B24081_004MA,B24081_004EA,B24081_005MA,B24081_005EA,B24081_006MA,B24081_006EA,B24081_007EA,B24081_007MA,B24081_008MA,B24081_008EA,B24081_009MA,B24081_009EA,state
0400000US01,31187,292,30321,333,30052,491,41946,3201,30490,1219,36287,802,40755,729,62439,3221,21610,733,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40137,835,35945,1249,34716,2619,55257,6778,36421,2528,44127,4660,56148,3483,56625,5104,28791,4270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31840,231,31278,270,30873,274,50223,2079,35314,1425,36743,727,37359,1019,51986,2018,21121,688,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,29467,729,28251,885,27625,765,46173,5727,30382,1308,30989,785,35854,1420,51156,1969,20327,1181,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35376,116,32452,122,32035,94,56490,2418,40985,338,49049,859,50335,566,60117,894,25064,471,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36813,292,36012,363,35462,368,48114,3910,39120,1482,41390,778,41790,957,60868,1672,25780,1108,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,42307,489,41517,474,41083,489,60827,2556,45009,2109,51917,1246,60051,3303,57435,2910,27353,2513,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,38062,1287,36169,886,35459,958,50374,5735,41443,2538,42007,3700,45074,2661,61614,4732,27663,7777,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52733,2472,43655,4118,42375,3620,57109,12246,54561,5028,59585,6857,57955,9681,88352,3366,40173,5458,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,30612,130,29514,367,28546,376,40329,1082,33860,1356,40631,339,38817,1196,57360,2640,19275,830,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,31907,153,31185,182,30798,192,43320,4088,37133,1052,36041,743,37469,1290,57657,2123,22106,628,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,36170,423,32482,1063,32131,385,51623,7087,38076,3069,49226,3773,42814,2741,55536,3285,26120,3144,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29076,930,27126,578,26450,560,45799,5099,32386,3192,31624,1487,35592,1874,51243,5254,21002,1643,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,36604,197,35770,234,35340,247,50849,685,37001,583,47326,1163,46142,1480,58021,1736,25107,974,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,31976,165,31796,209,31499,219,50547,1398,32225,697,35865,984,36725,1430,55669,3635,21931,731,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,32912,919,32186,270,31930,268,45744,2861,31628,733,40335,792,45215,2275,53725,2993,24311,1989,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,33226,877,32287,329,31871,332,50603,1882,33279,2145,36013,903,38995,2468,54590,3793,25586,1294,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31111,241,30449,285,30084,342,51154,1203,32967,2186,36001,1091,36719,866,49288,2477,21167,708,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,31907,268,31451,312,31082,332,50530,2954,33659,2746,35806,1373,37730,2461,57133,2530,21561,1492,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,31683,355,30867,498,30536,518,39732,3535,35514,1363,40090,1939,38699,3421,59360,4230,21712,1396,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,43865,915,37563,667,36945,346,56588,6309,47612,2341,51621,684,49837,1963,87360,1697,26955,1187,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,41841,238,40718,291,40345,303,60649,3067,45437,966,52449,1890,56928,1932,61281,1195,31097,759,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,32007,170,31388,178,31060,183,47629,2432,34397,1487,40547,653,46549,1197,59948,2958,21473,662,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,37290,189,36630,217,36249,221,48003,2736,37796,1380,44225,1579,46665,1017,56001,1367,27255,1171,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30057,397,27846,904,27260,435,43775,6024,31939,1341,30909,1156,33693,1791,42315,5016,25773,2011,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,31801,177,31361,213,31106,216,42425,4220,31870,534,37099,715,35566,755,52805,2774,23251,1925,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,30865,482,30043,1037,28533,1358,41946,4795,31831,1914,35418,2563,38300,3015,47160,6180,21046,1616,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,32943,751,31959,287,31612,275,47720,3558,35520,1073,40065,2273,40622,1068,50483,2831,26510,1229,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,31999,242,31209,252,30985,249,50562,1093,32034,1985,49475,1397,45381,2886,51348,2254,24978,1874,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40124,420,38592,1455,37678,1239,52621,4145,41345,1154,41084,2022,44920,3278,61142,3395,33760,4703,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,41982,236,40718,260,40237,258,60657,1058,41736,775,52316,729,57069,1211,62209,1194,29477,2373,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,29074,916,26192,611,25659,609,47885,4887,31564,1852,31127,1018,38829,4076,60342,2617,17381,2183,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38611,429,36131,208,35582,209,51557,526,40514,521,51509,425,56225,966,58230,1735,24563,1097,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,31308,133,30245,173,29807,372,42082,997,35408,733,36060,534,37396,782,51377,1259,21203,598,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,36890,583,36065,850,35499,870,53643,11231,35890,2066,39365,2417,43772,3986,51366,3193,35461,3520,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,32755,412,31730,148,31468,156,50007,3326,35424,710,41357,455,44100,2020,59244,1993,23917,1164,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,31222,161,30716,188,30386,197,46440,3550,30101,1173,32221,756,35267,689,51323,1054,23797,1739,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31808,256,30988,326,30473,348,49666,3318,34691,2206,44140,2326,40613,1173,52275,3927,20691,999,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,35786,164,34208,493,33315,496,50944,1026,36834,571,44513,1698,47198,995,58125,1634,25898,633,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,37458,1354,35364,953,35067,1538,50257,6470,40096,3364,60680,5170,55764,7024,60397,6011,30672,7750,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,30951,222,30380,268,30160,282,42469,5877,31433,930,34588,1213,36235,1061,54537,3663,20571,950,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,31640,377,30845,505,30528,529,43121,6682,32587,1836,32196,1584,36011,2779,45026,3439,31410,1971,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,30974,199,30017,387,29518,576,50548,3711,34092,2116,36528,704,36797,823,55054,3838,25028,1452,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,33001,437,32043,139,31708,142,54179,4654,36226,741,40952,372,40707,411,54173,2292,23837,589,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31446,312,30700,350,30206,416,51176,1494,31209,1110,33693,2351,39265,2374,57074,1966,20856,1523,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,34502,1383,32427,1046,31956,587,48623,7940,37586,2788,40198,3085,46168,2437,58363,6771,21837,1479,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,38638,606,35058,426,33894,728,51547,891,41683,707,42194,509,41357,939,85470,1922,22080,642,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,38930,582,37095,323,36669,324,50112,1960,40436,1039,51055,696,43157,1972,57025,2067,25262,1182,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,30748,376,29554,874,29272,919,38478,7668,31655,1459,35257,2043,32096,1614,61433,3398,23584,3384,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,34688,527,32793,622,32349,206,45633,2739,35587,633,42194,463,41680,715,51931,2253,23008,1191,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,35451,942,35183,2340,34210,3281,42267,5502,31158,2109,36686,4473,42057,2190,43524,7501,29820,9058,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17419,183,16450,165,16317,167,22692,1948,17452,1286,17042,604,27186,719,35939,8165,11410,500,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
