GEO_ID,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,NAME,C15002I_001MA,C15002I_001EA,C15002I_002MA,C15002I_002EA,C15002I_003EA,C15002I_003MA,C15002I_004MA,C15002I_004EA,C15002I_005MA,C15002I_005EA,C15002I_006MA,C15002I_006EA,C15002I_007MA,C15002I_007EA,C15002I_008MA,C15002I_008EA,C15002I_009MA,C15002I_009EA,C15002I_010MA,C15002I_010EA,C15002I_011MA,C15002I_011EA,state
0400000US13,491368,4409,259064,3924,104957,5260,67827,4613,47439,4391,38841,3776,232304,2948,84865,4876,59452,4206,47803,3603,40184,3422,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,74545,892,38835,675,5168,1210,12137,1769,13686,1664,7844,1353,35710,591,2717,773,11179,1505,13825,1296,7989,1069,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,94680,2360,49015,1734,20861,2368,13856,1921,10759,1884,3539,1038,45665,1709,16023,2140,12740,1906,12734,1696,4168,1191,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1194878,2394,615235,1861,225274,7353,194197,6498,122308,5690,73456,4121,579643,1668,197777,5660,160610,5206,133920,5099,87336,4403,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,214180,3090,110845,2736,43197,2616,35536,3026,19676,2396,12436,1781,103335,2449,36492,3023,29334,2940,24365,2246,13144,1857,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,80639,2326,41921,1710,19692,1846,10699,1395,8090,1408,3440,797,38718,1539,14425,1722,11048,1672,7964,1376,5281,1197,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,163205,2148,83659,1729,33455,2722,22386,1999,17463,1911,10355,1897,79546,1648,27578,2167,20016,1831,21507,2249,10445,1634,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,70554,2736,38787,1867,14123,1877,11505,2126,6992,1232,6167,1201,31767,1940,8271,1217,10486,1805,6637,1096,6373,1123,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,135643,3276,73364,2348,21404,2452,26024,3038,14523,1985,11413,2038,62279,2658,14028,1841,18513,2442,16983,2042,12755,2250,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9377,1030,4009,772,267,201,1085,431,776,386,1881,591,5368,711,449,338,621,303,2084,696,2214,648,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,321985,1822,167413,1636,68408,3968,40102,3573,26288,2671,32615,3020,154572,1127,53847,3311,36822,2785,28161,2454,35742,2687,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,415601,1202,200577,1142,67470,3493,64738,4173,34493,3068,33876,2949,215024,840,61679,4184,61305,3931,52165,3445,39875,2938,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,242913,2094,122142,1736,37377,3151,34933,2047,31020,2661,18812,2014,120771,1700,32799,2623,31703,2320,34517,2323,21752,1783,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,136552,2173,70947,1771,27725,2279,17366,1860,13886,2026,11970,1873,65605,1690,20584,2110,17007,1748,16140,1978,11874,1342,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,46689,2288,27811,1883,12121,1564,8353,1334,4628,1046,2709,1112,18878,1872,6545,1349,4824,1200,4327,1142,3182,1026,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,119961,2549,61423,2164,20830,2308,17926,1993,13248,2109,9419,1406,58538,1717,16407,1785,12597,1923,16617,2148,12917,1826,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,18587,1179,9557,1055,1557,601,3974,923,2764,663,1262,571,9030,987,1392,497,4076,793,1972,643,1590,536,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,92018,1832,47978,1448,22008,2080,13791,1706,7972,1247,4207,999,44040,1357,18209,1835,11375,1313,9302,1533,5154,1106,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,443701,1172,223691,975,84415,4326,71601,5057,50929,3998,16746,2093,220010,814,79856,4388,63782,3448,56236,4171,20136,2420,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,23341,967,11023,852,3034,961,2997,865,2793,818,2199,764,12318,668,1837,745,2919,808,3637,744,3925,824,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1061429,960,525613,842,156265,5515,173856,6162,113612,5531,81880,4235,535816,597,135499,5917,161221,5372,131524,4411,107572,5229,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,589076,1999,287945,1538,76284,4181,92133,4752,84016,4634,35512,3427,301131,1268,71134,4261,90712,4569,90199,3904,49086,3338,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2276885,2421,1101544,2122,363041,9924,327805,9054,237629,6964,173069,7753,1175341,1742,373584,8895,299130,8505,274549,7772,228078,6901,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,450020,4436,234882,3419,113971,5526,53891,4134,39202,3083,27818,2730,215138,3311,81845,4234,53682,4146,46650,3638,32961,3229,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12348,1520,6924,1347,1421,673,2361,941,2164,944,978,579,5424,1125,759,385,1426,552,1270,488,1969,912,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,212227,2785,107647,2418,25764,2354,37724,3121,27306,2750,16853,2330,104580,2090,24660,2309,30512,2547,29908,2537,19500,2019,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,188004,1604,99362,1160,43202,2344,28350,2258,17136,1430,10674,1625,88642,1533,34515,2021,24649,1995,18351,1712,11127,1478,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,257198,2019,134387,1639,52724,3825,31810,3440,30133,3227,19720,2312,122811,1497,45376,3133,26832,2708,31052,2756,19551,2037,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,451762,2442,226075,2253,72396,3911,78083,4568,47130,3209,28466,3041,225687,1865,63727,4526,64488,3943,57514,3583,39958,2736,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,81214,779,39562,744,12293,1928,11655,2148,10514,1906,5100,1448,41652,644,11680,1485,12618,1846,11221,1819,6133,1206,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,136778,2176,76117,1786,31933,2404,18931,2167,16113,2179,9140,1398,60661,1896,18712,2278,16081,2094,14277,2087,11591,1645,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14060,1394,7497,1043,2462,648,2211,699,1372,603,1452,629,6563,901,1623,694,2033,802,1728,712,1179,511,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,165216,3003,90106,2571,38600,2989,27256,2522,13223,1713,11027,1658,75110,1749,28401,2517,20302,2628,15664,2007,10743,1584,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5880798,4814,2917258,4002,1102956,18181,837439,15086,627321,12984,349542,10433,2963540,3405,1043476,15885,784647,13763,707968,15201,427449,10084,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,201172,1033,103526,1081,33536,3343,32206,3060,25039,2955,12745,1725,97646,1071,30792,2984,32653,2582,23866,2472,10335,1792,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5542,614,2377,586,293,204,675,363,632,293,777,288,3165,553,440,298,554,300,911,329,1260,495,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,418669,3851,217782,3491,67774,4228,55172,4434,48505,4132,46331,3503,200887,2531,53429,4033,46868,3625,50564,3708,50026,3448,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,437200,2090,228429,1993,87289,4073,61169,3974,52666,3899,27305,3191,208771,1473,68289,3601,53333,3441,54185,3032,32964,2755,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15498,1712,8990,1483,788,547,2353,709,3366,1029,2483,897,6508,1225,777,344,2119,755,1935,699,1677,631,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,188555,1949,99022,1642,36516,2732,32519,2657,20444,2091,9543,1595,89533,1524,29480,2242,22553,2173,24722,1854,12778,1541,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,30770,2325,15189,1504,4905,1251,5533,1480,3371,895,1380,763,15581,1751,4076,1090,3648,1123,5292,1467,2565,1280,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2355115,4137,1086251,2748,302558,8842,321600,7988,243982,7092,218111,7175,1268864,3126,293882,8033,320907,8262,291009,7728,363066,8832,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
