GEO_ID,C15003_001E,C15003_001M,C15003_002E,C15003_002M,C15003_003E,C15003_003M,C15003_004E,C15003_004M,C15003_005E,C15003_005M,C15003_006E,C15003_006M,C15003_007E,C15003_007M,C15003_008E,C15003_008M,C15003_009E,C15003_009M,C15003_010E,C15003_010M,C15003_011E,C15003_011M,C15003_012E,C15003_012M,C15003_013E,C15003_013M,C15003_014E,C15003_014M,C15003_015E,C15003_015M,C15003_016E,C15003_016M,C15003_017E,C15003_017M,C15003_018E,C15003_018M,NAME,C15003_001EA,C15003_001MA,C15003_002EA,C15003_002MA,C15003_003MA,C15003_003EA,C15003_004MA,C15003_004EA,C15003_005MA,C15003_005EA,C15003_006MA,C15003_006EA,C15003_007EA,C15003_007MA,C15003_008EA,C15003_008MA,C15003_009EA,C15003_009MA,C15003_010MA,C15003_010EA,C15003_011MA,C15003_011EA,C15003_012EA,C15003_012MA,C15003_013EA,C15003_013MA,C15003_014EA,C15003_014MA,C15003_015MA,C15003_015EA,C15003_016MA,C15003_016EA,C15003_017MA,C15003_017EA,C15003_018EA,C15003_018MA,state
0400000US01,3282252,5930,39040,3061,14507,2177,28502,2784,76781,5372,74582,4908,98123,5114,107489,5168,57858,3890,823871,13502,194192,7302,194514,6701,513465,13898,266452,8223,504626,11402,207767,8234,47504,3227,32979,3050,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,469523,1628,2834,932,2473,653,2142,818,4672,939,3305,631,4718,687,7822,1483,6650,1179,103684,4654,24368,1932,34279,2908,95047,3894,38113,3276,87869,4250,36260,2506,10814,1644,4473,973,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4536954,2797,65412,3955,38458,3413,81697,5811,85749,5094,79132,5358,82876,5224,103493,6494,94156,6358,923788,15353,187083,7812,340471,8517,815084,15784,382106,9702,788933,13333,339377,9160,74683,4010,54456,3365,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1987819,4624,25367,2579,12423,1978,23146,2627,45009,3195,40639,3455,48841,3763,60778,3646,33868,3474,550196,9651,128256,5876,137365,5464,313521,8480,135029,6021,278975,7518,109389,5216,25259,2772,19758,2279,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26085263,4915,710249,12281,438588,11829,976059,19822,457861,13386,534047,13592,353403,10432,514536,12328,658767,13676,4835298,34699,594783,13065,1482236,18675,4121043,29532,1992703,22349,5285754,37074,2116434,23675,593576,10108,419926,9800,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3671853,3754,32931,3121,18628,2612,44933,3968,39081,4067,38644,3836,46562,4497,53395,3625,49679,3505,658172,12429,138812,6863,231893,8295,577144,12112,301203,8505,909032,12164,390965,9139,81730,3883,59049,4062,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2474718,1882,28423,2758,14782,2549,27464,3783,34103,3144,30655,3206,34851,3047,38147,3374,33843,2552,597727,11581,81189,4094,123572,4680,293948,8837,187970,7042,535933,9838,301008,7426,69842,3629,41261,3355,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,652636,1396,7442,1375,3804,1299,5079,1135,8367,1696,8619,1630,12947,1711,15378,1974,10719,1694,171293,5807,23517,2489,41122,3230,89864,4148,52556,3514,117581,4752,60228,3646,13582,1887,10538,1511,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,472884,163,4840,1231,3787,1535,4647,1723,6953,1411,5755,1588,8385,1771,8782,1775,5100,1084,69891,4470,12290,1820,15015,1920,45092,3344,14002,2076,112629,5205,97445,3909,37729,3341,20542,2076,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14394281,8274,214309,9926,109571,6578,203403,9030,222770,9932,216259,8444,253676,9450,270166,8543,291098,9702,3596122,33988,605757,15636,903064,16332,2032183,25432,1383565,22092,2620339,25196,1012174,16471,290401,8512,169424,7219,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6683767,7806,88425,5571,39742,3843,86692,6401,117257,5727,126190,7340,167135,7694,183184,7058,117111,5551,1560987,24829,318315,9434,368782,12225,1013826,19007,496008,13240,1244449,20604,534649,12827,132042,5520,88973,5139,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,985914,1476,9968,1629,6921,1427,11226,1713,11830,2016,8504,1456,17464,2521,11790,1964,12292,1724,245751,6789,21817,2557,55400,3747,157806,6208,105951,4655,205033,6153,66761,3486,24187,2015,13213,1627,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1065982,3373,13845,1873,4598,1147,9302,1561,11985,2178,13351,2049,16383,2020,19355,2264,17715,1912,233224,7862,59443,4877,90923,4576,196662,7818,102284,4510,189566,6926,60161,4223,15330,2035,11855,1804,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
