GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,B21001_034E,B21001_034M,B21001_035E,B21001_035M,B21001_036E,B21001_036M,B21001_037E,B21001_037M,B21001_038E,B21001_038M,B21001_039E,B21001_039M,NAME,B21001_001EA,B21001_001MA,B21001_002MA,B21001_002EA,B21001_003EA,B21001_003MA,B21001_004EA,B21001_004MA,B21001_005EA,B21001_005MA,B21001_006EA,B21001_006MA,B21001_007EA,B21001_007MA,B21001_008EA,B21001_008MA,B21001_009MA,B21001_009EA,B21001_010EA,B21001_010MA,B21001_011MA,B21001_011EA,B21001_012EA,B21001_012MA,B21001_013MA,B21001_013EA,B21001_014MA,B21001_014EA,B21001_015MA,B21001_015EA,B21001_016EA,B21001_016MA,B21001_017EA,B21001_017MA,B21001_018EA,B21001_018MA,B21001_019MA,B21001_019EA,B21001_020MA,B21001_020EA,B21001_021MA,B21001_021EA,B21001_022EA,B21001_022MA,B21001_023EA,B21001_023MA,B21001_024MA,B21001_024EA,B21001_025MA,B21001_025EA,B21001_026MA,B21001_026EA,B21001_027EA,B21001_027MA,B21001_028EA,B21001_028MA,B21001_029EA,B21001_029MA,B21001_030MA,B21001_030EA,B21001_031MA,B21001_031EA,B21001_032MA,B21001_032EA,B21001_033EA,B21001_033MA,B21001_034EA,B21001_034MA,B21001_035MA,B21001_035EA,B21001_036MA,B21001_036EA,B21001_037MA,B21001_037EA,B21001_038EA,B21001_038MA,B21001_039EA,B21001_039MA,state
0400000US01,3741136,3473,331505,8520,3409631,9133,1779506,4016,301757,8070,1477749,8786,535862,4004,20031,2326,515831,4421,608056,3987,69353,4379,538703,5868,306283,2330,62310,3429,243973,4490,208637,1924,84512,3123,124125,3358,120668,1292,65551,2364,55117,2292,1961630,2515,29748,2570,1931882,3522,551335,3226,4430,1056,546905,3370,644433,2897,11533,1621,632900,3354,333320,1748,8102,1514,325218,2413,241482,1397,2754,757,238728,1643,191060,1311,2929,817,188131,1470,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,534293,1841,66785,3354,467508,3591,276996,2030,58808,2950,218188,3230,98868,2248,9676,1520,89192,2359,94034,1489,18306,1845,75728,2463,49046,806,12108,1429,36938,1591,24925,691,12990,1102,11935,944,10123,386,5728,725,4395,780,257297,1168,7977,1270,249320,1809,87108,1425,2329,737,84779,1587,88586,1218,3052,653,85534,1492,45643,915,1722,649,43921,1117,23193,933,640,330,22553,949,12767,525,234,150,12533,550,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5188920,2105,488758,9342,4700162,9646,2546352,2072,448524,8692,2097828,8881,806313,2623,35442,3493,770871,4043,838733,2442,92873,5339,745860,5236,386234,924,71970,3172,314264,3257,306968,1190,127617,3553,179351,3670,208104,833,120622,3636,87482,3476,2642568,1570,40234,3112,2602334,3530,765498,1655,5532,1287,759966,2074,844575,1765,13723,2007,830852,2606,427563,1084,10598,1533,416965,1932,345890,1508,5347,938,340543,1623,259042,1294,5034,760,254008,1378,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2267419,2166,206940,5831,2060479,5868,1095567,2563,189973,5457,905594,6071,332686,3103,15003,2118,317683,3445,371895,2903,41047,2968,330848,4102,178661,1503,36352,2671,142309,2768,131345,1211,52942,2572,78403,2810,80980,963,44629,1860,36351,2017,1171852,2737,16967,1789,1154885,3305,334317,3141,3968,1016,330349,3145,377243,2835,7173,1229,370070,3260,194503,1450,2938,710,191565,1639,148069,1474,1815,527,146254,1589,117720,1182,1073,378,116647,1227,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29905521,5190,1644215,18788,28261306,19622,14679339,5109,1520630,16127,13158709,16977,4943656,5739,135821,6670,4807835,8164,5196303,4576,310435,8149,4885868,9361,2240826,1976,258033,8205,1982793,8273,1387594,2311,415450,8774,972144,8988,910960,1841,400891,7076,510069,7209,15226182,3100,123585,6656,15102597,7439,4730497,3976,26220,3420,4704277,5730,5216411,3593,44720,3589,5171691,4676,2388270,2314,23063,2160,2365207,3110,1594305,2705,13138,1808,1581167,3429,1296699,2070,16444,2057,1280255,2982,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4168802,3457,375904,7902,3792898,8226,2074338,3597,338599,7612,1735739,8143,687321,2846,35454,3171,651867,4602,728883,3111,84501,4140,644382,4666,334514,1726,60471,3635,274043,3943,208546,1284,88665,3169,119881,3391,115074,939,69508,2476,45566,2442,2094464,2369,37305,3205,2057159,4052,644528,2418,9189,1503,635339,2918,712438,2008,16236,2165,696202,2632,349546,1424,6341,1074,343205,1581,228226,1550,3200,813,225026,1524,159726,1130,2339,611,157387,1320,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2819495,1456,175063,5485,2644432,5475,1353600,2056,164496,5360,1189104,5570,399243,2038,9680,1943,389563,2696,469598,1396,27795,2914,441803,2944,240970,918,25812,2372,215158,2478,145872,797,47441,2678,98431,2662,97917,770,53768,1995,44149,2007,1465895,1384,10567,1450,1455328,2127,389685,1676,1532,622,388153,1704,498760,1582,4293,1062,494467,1728,255956,662,1580,469,254376,822,168431,1037,1352,518,167079,1240,153063,829,1810,587,151253,1032,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,738861,844,64274,3256,674587,3348,351510,828,59349,2984,292161,2972,104040,886,3470,989,100570,1298,116060,896,10282,1304,105778,1648,59447,456,10406,1634,49041,1734,44621,825,20122,1230,24499,1307,27342,657,15069,1282,12273,1377,387351,658,4925,1305,382426,1394,107082,838,348,247,106734,856,123554,734,2626,986,120928,1121,67854,485,879,356,66975,575,51157,625,660,600,50497,864,37704,508,412,273,37292,620,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,550226,848,25963,2438,524263,2349,256412,923,22192,2241,234220,2290,106424,922,1663,692,104761,842,86034,441,5968,1160,80066,1251,33183,736,4321,912,28862,1205,18919,737,4396,766,14523,972,11852,304,5844,806,6008,839,293814,780,3771,822,290043,1184,124484,699,965,519,123519,799,86710,287,1035,436,85675,510,36800,4,1115,556,35685,557,25173,552,343,201,24830,597,20647,555,313,231,20334,581,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16114409,4358,1460919,16320,14653490,16320,7757444,5405,1335877,14758,6421567,15387,2182537,6969,89289,6042,2093248,9360,2552304,5648,255577,8980,2296727,9649,1251252,3144,224733,7400,1026519,7969,1015423,2370,375495,6213,639928,6727,755928,2309,390783,5524,365145,6201,8356965,4439,125042,4889,8231923,7192,2145140,4688,23529,3236,2121611,5847,2640309,4231,48003,3768,2592306,5377,1397634,3127,26915,2525,1370719,3886,1169699,3414,12073,1634,1157626,4123,1004183,3144,14522,1931,989661,3432,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
