GEO_ID,B01001G_001E,B01001G_001M,B01001G_002E,B01001G_002M,B01001G_003E,B01001G_003M,B01001G_004E,B01001G_004M,B01001G_005E,B01001G_005M,B01001G_006E,B01001G_006M,B01001G_007E,B01001G_007M,B01001G_008E,B01001G_008M,B01001G_009E,B01001G_009M,B01001G_010E,B01001G_010M,B01001G_011E,B01001G_011M,B01001G_012E,B01001G_012M,B01001G_013E,B01001G_013M,B01001G_014E,B01001G_014M,B01001G_015E,B01001G_015M,B01001G_016E,B01001G_016M,B01001G_017E,B01001G_017M,B01001G_018E,B01001G_018M,B01001G_019E,B01001G_019M,B01001G_020E,B01001G_020M,B01001G_021E,B01001G_021M,B01001G_022E,B01001G_022M,B01001G_023E,B01001G_023M,B01001G_024E,B01001G_024M,B01001G_025E,B01001G_025M,B01001G_026E,B01001G_026M,B01001G_027E,B01001G_027M,B01001G_028E,B01001G_028M,B01001G_029E,B01001G_029M,B01001G_030E,B01001G_030M,B01001G_031E,B01001G_031M,NAME,B01001G_001MA,B01001G_001EA,B01001G_002EA,B01001G_002MA,B01001G_003EA,B01001G_003MA,B01001G_004EA,B01001G_004MA,B01001G_005EA,B01001G_005MA,B01001G_006EA,B01001G_006MA,B01001G_007EA,B01001G_007MA,B01001G_008EA,B01001G_008MA,B01001G_009EA,B01001G_009MA,B01001G_010EA,B01001G_010MA,B01001G_011EA,B01001G_011MA,B01001G_012MA,B01001G_012EA,B01001G_013EA,B01001G_013MA,B01001G_014EA,B01001G_014MA,B01001G_015EA,B01001G_015MA,B01001G_016EA,B01001G_016MA,B01001G_017MA,B01001G_017EA,B01001G_018EA,B01001G_018MA,B01001G_019EA,B01001G_019MA,B01001G_020EA,B01001G_020MA,B01001G_021EA,B01001G_021MA,B01001G_022MA,B01001G_022EA,B01001G_023MA,B01001G_023EA,B01001G_024EA,B01001G_024MA,B01001G_025EA,B01001G_025MA,B01001G_026EA,B01001G_026MA,B01001G_027MA,B01001G_027EA,B01001G_028MA,B01001G_028EA,B01001G_029EA,B01001G_029MA,B01001G_030EA,B01001G_030MA,B01001G_031EA,B01001G_031MA,state
0400000US01,87319,6593,43879,3988,5973,1460,5632,1299,4150,984,3715,938,2216,1043,3631,982,2609,781,2988,848,5057,1316,2499,778,3726,1139,1279,469,289,235,115,121,43440,3938,6987,1651,4382,1344,4130,1145,3149,933,1682,677,2637,1013,2337,748,3109,1040,3461,781,4727,929,3259,795,2019,621,1294,480,267,266,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,63285,4721,32124,2583,4645,917,4761,953,2963,776,2075,587,1067,532,4029,996,2734,543,1790,488,2697,705,2738,886,1605,409,631,274,389,262,0,149,31161,2992,4209,1049,4024,1234,4037,807,1942,586,1297,444,3206,821,2284,685,2171,570,2408,484,3087,658,1219,462,510,268,473,289,294,333,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,222446,10813,112833,6870,20481,2355,14629,2180,13506,2232,7603,1312,5846,1144,6815,1498,7415,1370,7105,1531,10353,1844,7339,1476,6750,1242,3415,807,1156,524,420,333,109613,6002,16098,1910,15349,1883,12171,1838,7090,1372,4551,986,10260,1708,7625,1395,6612,1127,12180,2023,6917,1407,5452,1180,3278,802,1181,452,849,458,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,64220,5652,33744,3188,5407,1144,4477,1178,4702,1131,2287,821,1474,598,2372,844,1575,697,1414,556,2719,878,3251,980,1859,570,1376,531,696,326,135,180,30476,3496,5781,1271,3528,1014,3649,1001,1485,745,823,439,2378,838,2298,990,791,354,2564,1002,2296,694,1621,523,2004,648,994,541,264,258,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1753771,30465,869341,17556,123807,4364,107753,5318,95787,5056,53114,3005,34454,2869,77144,4538,67325,3948,57073,3785,87639,5426,72489,4456,51654,3213,26016,2140,11256,1393,3830,863,884430,17801,117314,5812,110169,5635,92718,4852,54833,3604,32408,3079,74790,4214,68210,4972,60384,3710,91668,4650,76374,4177,55472,3363,30664,2560,12472,1549,6954,1089,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,193331,9623,99203,6392,14723,1617,12327,1738,10993,1904,7297,1395,3696,998,10029,1657,8613,1621,6804,1608,10871,1760,6750,1522,4020,820,2149,673,693,377,238,191,94128,5542,12938,1888,11914,1937,11429,1550,5563,1189,3748,873,8336,1539,7736,1323,7591,1349,8944,1378,8125,1434,4212,884,2300,692,729,433,563,334,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,116604,7769,56999,4493,7717,1413,8464,1772,8089,1477,3640,863,2605,814,4961,1388,3377,1047,5774,1617,5034,1330,2392,685,3807,989,568,281,297,351,274,399,59605,5084,8323,1667,8388,1682,7860,1327,4561,1072,2656,960,6642,1527,3650,1215,3642,1167,5010,1172,4211,968,2384,697,1414,504,586,399,278,227,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28441,3973,15431,2464,2598,925,2578,1009,2294,832,1164,607,543,316,1572,616,1015,674,540,337,903,504,872,426,766,466,303,226,283,208,0,190,13010,2199,2931,869,1710,819,1587,577,615,306,652,494,822,502,341,255,926,541,1251,437,996,472,692,347,423,318,54,88,10,24,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21377,2579,10284,1762,1924,681,795,430,577,388,471,334,311,264,1145,605,1066,586,748,405,1849,927,568,298,531,423,93,107,89,87,117,165,11093,1403,1366,509,761,366,460,240,52,71,726,438,869,388,1051,419,1437,578,1925,676,967,469,654,396,502,266,251,324,72,120,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,501856,20371,252951,12693,32999,3861,34475,4007,27163,3577,13533,1990,10298,1976,23867,3106,18362,2497,13607,2315,27732,3560,19368,2586,16077,2166,10124,1391,4218,929,1128,546,248905,11345,34816,3444,28283,2889,27485,3075,13994,2036,9984,1669,20228,2573,18555,2704,15486,2721,24033,2667,22835,2822,16615,1696,9700,1625,5781,1197,1110,571,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,234124,14764,115826,7870,18195,2742,19248,2899,14652,2384,7727,1864,3936,1136,11760,2648,5747,1405,8535,1793,9855,1737,8210,1585,4852,1075,2307,715,542,303,260,231,118298,8677,18131,2820,16528,2645,13071,2755,5967,1333,5083,1310,10603,2741,8422,1443,7372,1579,10505,2125,9929,1420,6263,1211,4304,1077,1603,621,517,329,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,350173,11268,176385,6083,21183,1686,20164,2187,18320,1823,9730,1289,4531,826,13901,1720,15675,1823,13510,1602,18321,1881,16709,1592,12712,1539,7719,1172,3394,817,516,305,173788,6975,18650,1893,18197,2083,19242,1842,8898,1285,4484,830,14087,1609,12498,1626,13220,1426,20818,2183,16256,1643,13986,1619,8332,1113,3018,691,2102,698,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,47424,3957,24460,2652,3794,1103,3994,1021,2674,744,1510,544,508,370,1710,732,1190,566,1044,563,1479,584,3552,1124,1844,713,632,309,529,452,0,193,22964,2930,3838,984,3293,874,3179,994,1258,604,1137,584,1593,580,1167,839,858,465,1987,737,1785,774,1508,698,1155,705,170,134,36,65,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,295465,10735,144670,6791,20930,2531,22478,2212,21087,2663,10573,1432,5826,1373,12208,1696,11264,1859,6805,1386,11855,1631,10509,1331,5885,1070,2909,691,1927,756,414,295,150795,6576,22750,2315,22477,2613,19815,2420,8679,1403,5987,1367,12087,1974,10483,1745,8307,1530,14525,1825,12743,1606,6014,932,4511,1015,1723,677,694,322,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,156739,9223,79420,5616,15021,2175,11965,1831,12141,1953,4615,1093,3638,944,8064,1765,5527,1617,2713,791,5231,1032,4057,1115,3447,999,2109,641,867,340,25,36,77319,5637,13346,1748,11236,1870,9769,1582,5495,1478,4181,1414,6948,1462,4852,1310,3563,935,5288,1063,4301,1077,3627,958,2751,754,1425,513,537,323,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,59872,4566,27086,2755,4136,1090,4043,795,4066,1016,2169,693,1885,696,2611,1049,1103,588,1340,479,2677,853,1364,541,630,339,678,336,347,220,37,67,32786,3053,5623,1006,5665,1239,4716,952,2300,735,1272,621,3944,1247,2134,925,1208,390,1881,595,1929,633,1073,484,495,330,450,236,96,98,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
