GEO_ID,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,NAME,B25115_001EA,B25115_001MA,B25115_002MA,B25115_002EA,B25115_003MA,B25115_003EA,B25115_004MA,B25115_004EA,B25115_005EA,B25115_005MA,B25115_006EA,B25115_006MA,B25115_007EA,B25115_007MA,B25115_008MA,B25115_008EA,B25115_009MA,B25115_009EA,B25115_010EA,B25115_010MA,B25115_011MA,B25115_011EA,B25115_012EA,B25115_012MA,B25115_013MA,B25115_013EA,B25115_014EA,B25115_014MA,B25115_015MA,B25115_015EA,B25115_016EA,B25115_016MA,B25115_017MA,B25115_017EA,B25115_018EA,B25115_018MA,B25115_019MA,B25115_019EA,B25115_020MA,B25115_020EA,B25115_021EA,B25115_021MA,B25115_022MA,B25115_022EA,B25115_023EA,B25115_023MA,B25115_024MA,B25115_024EA,B25115_025MA,B25115_025EA,B25115_026MA,B25115_026EA,B25115_027EA,B25115_027MA,state
0400000US01,1846390,11341,1253595,13117,901203,12080,727238,10546,238290,7179,488948,7996,173965,6051,45878,3389,15931,1998,29947,2929,128087,4775,43722,3273,84365,3577,352392,7367,592795,11428,312337,8331,136436,5692,68301,4363,68135,3861,175901,6324,32361,3274,18689,2589,13672,2041,143540,5303,102044,4775,41496,3201,280458,9644,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,159922,3409,113311,2933,91606,2651,34112,2384,57494,2367,21705,1889,8289,1234,4420,913,3869,810,13416,1479,5944,1118,7472,1163,46611,2726,90263,3323,50489,3068,28742,2014,16571,1890,12171,1290,21747,2247,6820,1195,4654,1036,2166,703,14927,1975,12263,1847,2664,684,39774,2718,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,1524828,12566,1084328,11529,884283,10228,278899,7714,605384,8414,200045,7219,66932,4314,28694,2672,38238,3266,133113,4926,49781,3471,83332,3682,440500,9656,938180,12431,514086,11231,269259,9361,147512,7141,121747,5933,244827,7137,70296,4519,39396,3869,30900,2735,174531,5477,121305,5150,53226,3462,424094,8626,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,746000,10027,543278,9818,451604,8771,147392,5426,304212,6422,91674,4885,26860,2842,12439,2147,14421,1691,64814,4183,21368,2393,43446,3333,202722,7061,398663,8123,218216,6464,109693,5054,58506,3903,51187,4272,108523,4559,23264,2456,14096,2077,9168,1603,85259,4438,57635,3500,27624,2621,180447,6459,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,6910823,27840,5229253,25796,4236704,22251,1602202,14320,2634502,17768,992549,14679,323186,8404,110879,5073,212307,7315,669363,11524,201332,7613,468031,8661,1681570,19182,5985534,26745,3606653,27072,2105589,20588,1181705,17643,923884,12549,1501064,19362,453375,13164,230834,8497,222541,8716,1047689,15752,646151,12426,401538,10260,2378881,20886,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,1322618,9565,970573,9190,823987,8216,315744,6215,508243,7469,146586,5977,50534,3346,25600,2869,24934,1928,96052,4625,39068,2769,56984,3933,352045,8421,752117,9473,361288,7917,214053,6726,119284,5525,94769,4420,147235,5852,42490,3792,23369,2794,19121,2452,104745,4790,74436,4190,30309,3027,390829,8445,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,889035,8413,652459,8827,544669,8265,198376,5560,346293,6639,107790,5267,31800,3000,11441,1811,20359,2592,75990,4412,30182,2722,45808,3296,236576,6349,454668,8901,223729,5689,102920,4810,50463,3667,52457,3614,120809,5261,26206,2978,13218,2298,12988,2076,94603,4170,61914,3134,32689,3299,230939,6896,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,249681,4261,179877,4060,144533,3636,45600,2509,98933,3498,35344,2864,10127,1596,3999,1107,6128,1234,25217,2321,9752,1776,15465,1365,69804,3574,102914,4301,55508,3056,25883,2638,12155,1757,13728,2093,29625,2457,6056,1498,3330,1198,2726,945,23569,2397,16123,2185,7446,1383,47406,3248,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,112555,3556,63689,3157,46054,2718,16787,2112,29267,1954,17635,1669,3935,847,1544,554,2391,610,13700,1529,4498,1026,9202,1185,48866,2645,169232,4150,61489,3272,25803,2472,11053,1634,14750,1932,35686,2871,6899,1659,3096,1174,3803,1003,28787,2405,17516,2064,11271,1635,107743,4088,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,4760071,23483,3297691,22840,2664515,22838,737601,12361,1926914,18894,633176,12329,178857,6818,63819,4620,115038,5520,454319,10844,148310,6262,306009,9464,1462380,17756,2703113,22882,1508920,18808,780261,14582,379821,10516,400440,9484,728659,13339,180804,7075,97393,5426,83411,5698,547855,12894,354422,11184,193433,8308,1194193,17757,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
