GEO_ID,B12505_001E,B12505_001M,B12505_002E,B12505_002M,B12505_003E,B12505_003M,B12505_004E,B12505_004M,B12505_005E,B12505_005M,B12505_006E,B12505_006M,B12505_007E,B12505_007M,B12505_008E,B12505_008M,B12505_009E,B12505_009M,B12505_010E,B12505_010M,B12505_011E,B12505_011M,B12505_012E,B12505_012M,B12505_013E,B12505_013M,NAME,B12505_001MA,B12505_001EA,B12505_002EA,B12505_002MA,B12505_003EA,B12505_003MA,B12505_004MA,B12505_004EA,B12505_005MA,B12505_005EA,B12505_006MA,B12505_006EA,B12505_007EA,B12505_007MA,B12505_008EA,B12505_008MA,B12505_009EA,B12505_009MA,B12505_010MA,B12505_010EA,B12505_011MA,B12505_011EA,B12505_012MA,B12505_012EA,B12505_013EA,B12505_013MA,state
0400000US13,8139039,3991,3916665,5151,1438779,14385,2477886,15046,1787075,16218,518914,12641,171897,6399,4222374,4770,1340771,12811,2881603,11178,2076577,13134,614432,10784,190594,6877,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1168301,806,590393,1244,222377,5925,368016,5602,299737,5886,56637,3537,11642,1274,577908,1046,169582,4995,408326,5045,335315,5568,59613,3971,13398,1545,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1294692,1881,642880,2474,201407,6131,441473,5940,303568,6814,99391,4825,38514,3323,651812,2260,166155,5728,485657,5701,332729,7284,109804,5406,43124,3136,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10412828,3095,5063925,3949,1939852,12603,3124073,12325,2481465,13419,514227,9192,128381,4956,5348903,3917,1755416,13982,3593487,13724,2865423,16828,588167,9786,139897,5052,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5314761,3633,2586612,4478,891213,9872,1695399,10119,1210322,12000,364221,7875,120856,5362,2728149,4134,779009,10385,1949140,10863,1379606,12304,424167,8145,145367,4695,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2518654,2648,1240310,2916,405842,7168,834468,6756,641274,7657,152727,5022,40467,2415,1278344,2625,338424,6072,939920,6381,714503,7100,176505,5415,48912,3048,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2312560,2500,1144771,2745,384727,6055,760044,6344,559881,7652,151417,4643,48746,2794,1167789,2574,310008,6268,857781,5918,623019,6517,177048,4807,57714,3258,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3588805,2946,1746997,3589,552524,7036,1194473,6841,831709,8439,265869,7004,96895,3971,1841808,3336,472107,7281,1369701,7022,945561,9803,309753,7917,114387,4713,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3740919,3718,1806873,3691,699983,9397,1106890,9678,802357,10928,232048,7575,72485,4175,1934046,3782,632820,11137,1301226,10490,951693,11347,266866,8064,82667,4680,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1121207,1499,543626,1936,174163,3997,369463,4411,264447,5562,84476,3754,20540,1878,577581,1949,147730,3869,429851,3823,310959,5302,94240,3609,24652,2023,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4890571,1819,2340835,2712,879578,10748,1461257,10424,1137400,11446,267989,6790,55868,3773,2549736,2859,841984,9245,1707752,9273,1345699,11382,305608,7510,56445,3037,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5658173,1339,2716576,2163,1097062,11691,1619514,11421,1332851,12730,250238,7286,36425,2521,2941597,1835,1015905,12777,1925692,12672,1602889,13399,278996,8701,43807,3204,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8116804,2864,3954251,3003,1448864,11209,2505387,10943,1878843,11997,499050,7985,127494,4135,4162553,2725,1276410,10675,2886143,10645,2172464,13191,570730,7586,142949,5354,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4420760,2259,2181651,2635,761083,7911,1420568,8078,1156460,8014,223403,5259,40705,2601,2239109,2871,641507,6921,1597602,7482,1288778,8833,259155,5842,49669,2558,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2388147,2890,1143411,3052,426597,8283,716814,8049,496092,7772,164470,6123,56252,4140,1244736,3325,398740,6619,845996,6946,595793,8615,183474,5715,66729,3818,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4931458,3176,2395744,3818,801558,9496,1594186,9288,1133518,11637,342894,8363,117774,4836,2535714,3830,704766,8740,1830948,8691,1294769,12949,388512,9488,147667,5018,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,844438,1510,423623,2445,141041,4037,282582,3752,201268,4409,63063,3231,18251,1789,420815,2049,105097,3572,315718,3599,219600,4495,74256,3538,21862,2258,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1501794,1721,741271,2211,255029,4858,486242,5110,377362,5614,87952,3413,20928,1641,760523,1725,204520,4478,556003,4513,424039,5103,107192,3795,24772,2035,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2332895,1049,1163719,1231,431514,7554,732205,7713,506662,8395,164879,5846,60664,3059,1169176,1357,344752,6358,824424,6300,568651,7921,191106,5650,64667,3884,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1117604,1127,548584,1486,183282,4464,365302,4278,277038,5275,71883,3376,16381,1727,569020,1459,150452,3960,418568,4089,313517,5666,85292,3641,19759,1999,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7313818,1478,3535810,1697,1336661,12497,2199149,12203,1825256,12349,324837,9015,49056,3554,3778008,1490,1196365,11467,2581643,11592,2183018,13024,355195,8848,43430,2874,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1668989,2785,821541,2995,307395,7818,514146,7234,380667,8554,101293,4888,32186,2626,847448,2012,262208,5502,585240,5581,424674,8026,123264,4550,37302,3045,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16312417,2940,7832354,3462,3263252,21102,4569102,20966,3765475,21040,691154,11261,112473,4532,8480063,3158,3078939,18731,5401124,18267,4513510,18545,783836,12165,103778,4137,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8146843,4891,3924333,5681,1362564,13511,2561769,13182,1876029,17327,537679,9353,148061,5830,4222510,5240,1223827,13188,2998683,12986,2201010,15981,620979,10424,176694,6758,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,611660,1723,314948,2488,116255,3607,198693,3556,164300,4060,28111,2218,6282,1125,296712,1814,82190,3644,214522,3386,171857,3888,35246,2384,7419,1138,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9451449,3690,4577925,3872,1612418,14021,2965507,14376,2188709,17854,599694,10096,177104,5625,4873524,3289,1424650,14434,3448874,14036,2547684,16268,706147,11424,195043,6599,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3108452,1929,1526608,2458,491094,5850,1035514,5854,693971,6867,243200,5598,98343,3533,1581844,2045,394496,6512,1187348,6036,785274,6933,285176,6022,116898,4344,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3316989,2594,1629953,3449,566121,8553,1063832,8695,757743,9430,228241,6540,77848,3804,1687036,2902,462660,8203,1224376,7619,853055,9643,271086,6775,100235,4912,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10589716,3137,5130670,3395,1894997,15100,3235673,14827,2560288,16012,564927,10996,110458,4331,5459046,3257,1680326,14428,3778720,14331,3006046,18218,649028,9840,123646,4425,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,882671,980,422625,1531,169660,4642,252965,4952,201438,5230,44188,3142,7339,1254,460046,1108,156845,4623,303201,4468,244679,5153,50973,3640,7549,1408,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3994825,2795,1925137,3505,686262,10022,1238875,9505,894027,11661,268547,7738,76301,4288,2069688,2715,617198,7940,1452490,8252,1054271,11072,307980,9160,90239,4549,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,682834,1699,341300,2266,117004,3903,224296,3487,177825,3722,37485,2043,8986,1392,341534,1636,90365,3720,251169,3952,194692,4152,44769,2655,11708,1395,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5363257,3504,2586068,4343,853883,8788,1732185,9007,1184874,11738,398278,10553,149033,5451,2777189,3597,761623,9775,2015566,9644,1377940,12392,461443,9313,176183,6106,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21446565,6474,10558177,7251,3804642,23611,6753535,23763,5004827,25186,1320867,18824,427841,9511,10888388,6858,3218567,22639,7669821,22208,5671776,24258,1522439,16899,475606,10636,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2228373,1702,1111888,2246,368608,7527,743280,7407,574044,8826,127439,5542,41797,2736,1116485,2026,298417,6166,818068,5933,617652,8079,152345,5775,48071,3044,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,529124,799,258397,1099,90669,2844,167728,2707,126440,3359,32949,1994,8339,1010,270727,1055,77155,2527,193572,2533,148043,3235,37354,2173,8175,1085,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6826858,3972,3331211,3999,1176452,13081,2154759,12884,1621631,13805,434605,8442,98523,4195,3495647,4268,1034617,11899,2461030,11341,1873501,14195,475822,8768,111707,4808,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5828814,2036,2900227,3111,1011260,11377,1888967,11484,1401354,11986,379675,8116,107938,4555,2928587,3361,809690,10793,2118897,10158,1543730,12845,440387,8352,134780,4630,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1531879,1868,750821,2249,234873,5625,515948,5338,360639,7115,118780,4881,36529,2999,781058,2198,191746,5529,589312,5005,418226,6089,130432,4666,40654,2652,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4703887,2587,2321002,2711,821652,7795,1499350,7687,1189872,8912,260892,5811,48586,2296,2382885,2747,689612,7157,1693273,6819,1332185,9372,304909,6517,56179,2527,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,468057,2660,234851,2229,72489,3360,162362,3127,112153,4211,37923,2870,12286,1537,233206,2615,58703,3957,174503,3270,119565,3388,42352,2693,12586,1626,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2880600,1046,1349963,2484,589872,8226,760091,7792,605943,8342,127857,5682,26291,2339,1530637,2456,555020,9185,975617,8757,824780,9255,134649,5672,16188,2114,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
