GEO_ID,B18102_001E,B18102_001M,B18102_002E,B18102_002M,B18102_003E,B18102_003M,B18102_004E,B18102_004M,B18102_005E,B18102_005M,B18102_006E,B18102_006M,B18102_007E,B18102_007M,B18102_008E,B18102_008M,B18102_009E,B18102_009M,B18102_010E,B18102_010M,B18102_011E,B18102_011M,B18102_012E,B18102_012M,B18102_013E,B18102_013M,B18102_014E,B18102_014M,B18102_015E,B18102_015M,B18102_016E,B18102_016M,B18102_017E,B18102_017M,B18102_018E,B18102_018M,B18102_019E,B18102_019M,B18102_020E,B18102_020M,B18102_021E,B18102_021M,B18102_022E,B18102_022M,B18102_023E,B18102_023M,B18102_024E,B18102_024M,B18102_025E,B18102_025M,B18102_026E,B18102_026M,B18102_027E,B18102_027M,B18102_028E,B18102_028M,B18102_029E,B18102_029M,B18102_030E,B18102_030M,B18102_031E,B18102_031M,B18102_032E,B18102_032M,B18102_033E,B18102_033M,B18102_034E,B18102_034M,B18102_035E,B18102_035M,B18102_036E,B18102_036M,B18102_037E,B18102_037M,B18102_038E,B18102_038M,B18102_039E,B18102_039M,NAME,B18102_001MA,B18102_001EA,B18102_002MA,B18102_002EA,B18102_003EA,B18102_003MA,B18102_004EA,B18102_004MA,B18102_005EA,B18102_005MA,B18102_006MA,B18102_006EA,B18102_007MA,B18102_007EA,B18102_008EA,B18102_008MA,B18102_009EA,B18102_009MA,B18102_010EA,B18102_010MA,B18102_011MA,B18102_011EA,B18102_012MA,B18102_012EA,B18102_013MA,B18102_013EA,B18102_014EA,B18102_014MA,B18102_015EA,B18102_015MA,B18102_016MA,B18102_016EA,B18102_017MA,B18102_017EA,B18102_018MA,B18102_018EA,B18102_019EA,B18102_019MA,B18102_020EA,B18102_020MA,B18102_021MA,B18102_021EA,B18102_022MA,B18102_022EA,B18102_023MA,B18102_023EA,B18102_024MA,B18102_024EA,B18102_025EA,B18102_025MA,B18102_026EA,B18102_026MA,B18102_027MA,B18102_027EA,B18102_028MA,B18102_028EA,B18102_029MA,B18102_029EA,B18102_030MA,B18102_030EA,B18102_031EA,B18102_031MA,B18102_032EA,B18102_032MA,B18102_033EA,B18102_033MA,B18102_034EA,B18102_034MA,B18102_035MA,B18102_035EA,B18102_036EA,B18102_036MA,B18102_037EA,B18102_037MA,B18102_038EA,B18102_038MA,B18102_039EA,B18102_039MA,state
0400000US13,10024056,3586,4822637,8741,333066,4387,2321,887,330745,4477,944023,5922,5587,1781,938436,6236,1125842,6378,9390,2040,1116452,7016,1868316,7105,61193,4292,1807123,8275,364782,3072,49601,3409,315181,4077,186608,2381,50191,2812,136417,2920,5201419,8152,316143,4391,1453,714,314690,4280,906102,4782,6602,1699,899500,5093,1195511,4755,6257,1393,1189254,4863,2064749,5015,39533,3472,2025216,6228,433815,3290,26014,2500,407801,3658,285099,2639,53578,3487,231521,4223,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1375062,2629,676267,2913,46540,791,222,199,46318,839,111814,1114,370,222,111444,1108,157310,2569,2054,750,155256,2668,255357,1900,7274,1332,248083,2096,64389,669,7058,1036,57331,1225,40857,631,12720,1267,28137,1370,698795,1911,45517,692,227,277,45290,760,107124,1062,489,256,106635,1048,154416,1372,777,340,153639,1391,264118,900,2994,771,261124,1214,68949,555,3262,977,65687,1007,58671,769,12825,1726,45846,1667,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1632247,1674,810197,3168,55420,1256,417,375,55003,1325,165260,2189,934,495,164326,2148,180816,2356,2398,831,178418,2419,296189,2804,15342,2144,280847,3204,70247,881,13190,1691,57057,1779,42265,948,15443,1557,26822,1598,822050,2915,56427,1460,0,193,56427,1460,154232,1579,1084,427,153148,1612,182466,2222,2554,998,179912,2415,302434,2452,6572,1346,295862,2784,74246,1228,3799,743,70447,1358,52245,796,10820,1668,41425,1872,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12679860,1448,6188024,5299,396291,2269,2145,717,394146,2328,1109599,3572,6550,1152,1103049,3715,1468056,3751,11112,1577,1456944,4055,2444769,3896,59546,3503,2385223,5667,476420,1980,50201,2660,426219,3205,292889,1724,71139,3333,221750,3593,6491836,5144,383248,2519,1131,523,382117,2567,1067124,3137,4072,999,1063052,3368,1487138,3353,7759,1621,1479379,3864,2558614,3640,43292,3245,2515322,4757,549947,2026,23420,2000,526527,2693,445765,2585,77406,3755,368359,4254,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6520267,860,3188516,4841,211439,2593,1170,753,210269,2516,590271,3180,4400,1033,585871,3159,739755,3341,8698,1497,731057,3636,1237078,3277,53817,2954,1183261,4539,257699,1769,40630,2716,217069,2827,152274,1447,47285,2252,104989,2491,3331751,4790,207770,2301,372,303,207398,2344,566526,3312,3154,943,563372,3411,749464,3567,6736,1329,742728,3656,1288873,3679,28127,2462,1260746,4701,291240,1670,18200,1927,273040,2136,227878,2029,48286,2783,179592,3216,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3080411,489,1525900,3477,98619,1902,497,285,98122,1980,271691,2171,2009,597,269682,2243,356827,3062,4286,1061,352541,3330,584431,3401,23066,2165,561365,3642,127126,1041,19447,1802,107679,2056,87206,943,25423,1533,61783,1601,1554511,3463,96465,1920,687,405,95778,1916,259720,1978,2157,603,257563,2037,347599,2224,2435,738,345164,2408,587532,2573,12486,1362,575046,2919,137944,917,7583,1273,130361,1719,125251,1172,23029,1725,102222,2044,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2850159,1912,1405712,3914,100117,1718,780,452,99337,1739,266247,2458,1920,701,264327,2355,333627,2688,3045,702,330582,2907,523943,3029,23279,2027,500664,3438,110058,1123,18444,1693,91614,1804,71720,1192,23022,1781,48698,1730,1444447,3443,96882,1899,370,321,96512,1902,255748,2600,1736,722,254012,2579,328299,2555,3332,1032,324967,2741,538190,2386,12170,1512,526020,2844,121076,1327,7130,1092,113946,1745,104252,1503,18160,1617,86092,2019,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4342711,1272,2115795,4379,139784,2011,719,462,139065,2010,375222,3234,2734,796,372488,3294,473557,3108,6228,1236,467329,3172,838759,3110,46203,2896,792556,4302,185595,1179,34224,2293,151371,2551,102878,1207,30716,2086,72162,2352,2226916,4397,133582,2246,694,604,132888,2273,359599,2775,2206,695,357393,2758,485955,3038,4840,1075,481115,2932,884684,2929,27455,2460,857229,3624,211097,1619,15430,1710,195667,2392,151999,1623,32983,2682,119016,2757,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4567431,2000,2202574,4773,158418,3244,940,533,157478,3214,415293,4051,3927,1034,411366,4187,522923,4644,5708,1500,517215,4702,831157,5023,38407,3055,792750,6289,173525,2373,27257,2049,146268,3056,101258,1850,28283,2341,72975,2636,2364857,5049,146427,3072,694,457,145733,3100,394540,3920,2106,763,392434,3887,563422,3750,5049,1257,558373,3755,903269,3777,20706,2663,882563,4602,203458,1836,11966,1424,191492,2150,153741,1942,26822,2469,126919,3128,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1314849,684,642513,2362,32056,966,595,584,31461,1180,99872,1275,780,421,99092,1320,128928,1496,1179,455,127749,1553,271014,1549,14434,1964,256580,2692,69721,558,10623,1042,59098,1063,40922,886,11421,1260,29501,1362,672336,2329,31796,845,66,106,31730,841,91595,1464,288,260,91307,1487,131603,1385,1892,760,129711,1446,284649,1372,7319,1629,277330,2000,76005,623,5250,995,70755,1071,56688,783,12976,1775,43712,1697,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5908522,2325,2843580,4292,186793,1726,596,335,186197,1774,500738,2307,3636,1056,497102,2427,662270,2456,5234,1113,657036,2609,1135812,2927,31439,2866,1104373,3607,225265,1427,19247,1772,206018,2079,132702,1383,28589,2254,104113,2370,3064942,4008,179834,1940,268,292,179566,1966,478789,2139,2002,632,476787,2264,688032,2458,4101,979,683931,2505,1252671,2681,17591,2110,1235080,3312,265762,1807,13903,1627,251859,2349,199854,1608,33938,2659,165916,3090,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6718090,912,3252861,3157,187224,1200,1259,697,185965,1471,519871,1732,3029,840,516842,1896,803283,2456,5763,1455,797520,2907,1305290,2717,30977,3177,1274313,4506,269709,1177,29261,2320,240448,2626,167484,1491,43506,2404,123978,2759,3465229,2989,178159,1151,1136,644,177023,1417,498670,1692,3406,1304,495264,2058,823997,1716,5195,1278,818802,2269,1395867,2143,26532,2532,1369335,3348,313176,1371,16722,1852,296454,2290,255360,1786,52840,2894,202520,3165,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9810800,1072,4799205,4029,293009,2067,2030,704,290979,2104,833073,2638,6201,1163,826872,2726,1087819,3418,10505,1732,1077314,3883,1903495,3585,72356,3119,1831139,4282,423514,1520,59911,2546,363603,2900,258295,1403,71571,2782,186724,2842,5011595,4144,277408,1746,1164,491,276244,1852,800953,2379,5020,969,795933,2493,1086880,2263,8292,1464,1078588,2508,1994929,3007,43944,2944,1950985,4132,474085,1536,28237,2089,445848,2797,377340,1765,75190,3045,302150,3535,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5431894,516,2698425,4066,181536,2087,699,372,180837,2117,475589,2491,2488,656,473101,2598,624066,2390,6657,1278,617409,2712,1065914,3006,37704,2266,1028210,3629,214538,1292,32707,1709,181831,2206,136782,1454,41752,1835,95030,1996,2733469,4009,169391,1753,853,504,168538,1833,454462,1975,2013,503,452449,2048,615831,2365,3831,872,612000,2566,1071021,2665,19310,1890,1051711,3221,233067,1377,12335,1370,220732,1908,189697,1498,33031,1954,156666,2363,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2927568,1491,1399109,4578,93965,3336,379,321,93586,3269,274082,3406,2108,903,271974,3709,319706,4069,4741,1393,314965,4426,525645,4391,27823,2913,497822,5052,118385,2005,17432,1692,100953,2403,67326,1630,18632,1709,48694,1955,1528459,4365,94884,2905,23,40,94861,2891,262733,2608,1586,714,261147,2684,341284,3193,4074,1281,337210,3561,586843,3388,12998,1978,573845,3994,140391,1728,7378,1173,133013,1998,102324,1718,19057,1635,83267,2196,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5969392,1755,2907746,4993,191272,2241,1178,808,190094,2256,517983,3192,2694,888,515289,3392,666826,3999,8284,1631,658542,4281,1128292,3451,54141,3416,1074151,4908,247387,1504,41228,2337,206159,2661,155986,1481,45508,2562,110478,2914,3061646,4737,183098,2893,901,575,182197,3028,495361,3222,3304,798,492057,3266,684097,2975,4906,963,679191,3212,1188464,3149,25122,2447,1163342,4058,284670,1747,14904,1699,269766,2395,225956,1926,43843,2867,182113,3270,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1017458,835,508620,2565,30602,1059,344,423,30258,1148,84088,1240,456,263,83632,1297,114690,1446,2150,810,112540,1564,195503,1918,9599,1289,185904,2233,52108,512,8647,1180,43461,1327,31629,646,10006,953,21623,1125,508838,2323,29818,1084,223,333,29595,1097,80661,1794,377,359,80284,1809,109153,1508,1043,516,108110,1550,198773,1734,4751,1062,194022,1980,52237,677,3190,872,49047,1017,38196,666,7578,997,30618,1093,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1866488,1069,924534,2849,66216,1329,422,400,65794,1365,173282,2038,1962,756,171320,2181,219675,1818,3089,793,216586,1948,345428,2258,14831,1703,330597,3020,71912,771,11161,1126,60751,1309,48021,748,15033,1085,32988,1218,941954,2615,64448,1415,388,275,64060,1447,165297,1714,1039,512,164258,1833,216597,1989,971,365,215626,2047,348799,2132,7134,1079,341665,2458,79817,1075,5280,804,74537,1106,66996,988,12352,1063,54644,1313,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2855974,1248,1419767,2255,91243,1274,1277,615,89966,1319,248097,1570,3905,960,244192,1706,324486,1367,7107,1606,317379,2179,558490,1550,26124,2796,532366,3277,127156,983,18119,2036,109037,2183,70295,830,17922,1668,52373,1554,1436207,2149,85690,1476,2074,936,83616,1616,242572,1384,3759,913,238813,1576,324610,1212,5691,1050,318919,1637,563048,1603,17462,2185,545586,2507,135598,905,7218,1085,128380,1363,84689,948,16173,1515,68516,1910,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
