GEO_ID,B25096_001E,B25096_001M,B25096_002E,B25096_002M,B25096_003E,B25096_003M,B25096_004E,B25096_004M,B25096_005E,B25096_005M,B25096_006E,B25096_006M,B25096_007E,B25096_007M,B25096_008E,B25096_008M,B25096_009E,B25096_009M,B25096_010E,B25096_010M,B25096_011E,B25096_011M,B25096_012E,B25096_012M,B25096_013E,B25096_013M,B25096_014E,B25096_014M,B25096_015E,B25096_015M,B25096_016E,B25096_016M,B25096_017E,B25096_017M,B25096_018E,B25096_018M,B25096_019E,B25096_019M,B25096_020E,B25096_020M,B25096_021E,B25096_021M,NAME,B25096_001MA,B25096_001EA,B25096_002MA,B25096_002EA,B25096_003MA,B25096_003EA,B25096_004MA,B25096_004EA,B25096_005MA,B25096_005EA,B25096_006MA,B25096_006EA,B25096_007MA,B25096_007EA,B25096_008MA,B25096_008EA,B25096_009MA,B25096_009EA,B25096_010MA,B25096_010EA,B25096_011MA,B25096_011EA,B25096_012MA,B25096_012EA,B25096_013MA,B25096_013EA,B25096_014MA,B25096_014EA,B25096_015EA,B25096_015MA,B25096_016MA,B25096_016EA,B25096_017EA,B25096_017MA,B25096_018MA,B25096_018EA,B25096_019MA,B25096_019EA,B25096_020EA,B25096_020MA,B25096_021MA,B25096_021EA,state
0400000US01,1253595,13117,712544,11099,46428,3344,153612,6909,150495,5108,130033,5831,127649,5655,76077,4539,17683,2024,5940,984,4627,1118,541051,10124,127783,5123,132096,5071,85790,3754,68837,3578,66631,3371,39740,2806,11543,1483,4081,967,4550,812,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159922,3409,104097,3504,1602,594,2376,601,6647,1034,12048,1620,38138,2653,34362,2190,6965,974,1499,656,460,285,55825,2421,9566,1535,5989,761,5029,824,6470,1262,12294,1332,12774,1336,2185,611,980,419,538,277,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524828,12566,979425,13413,26603,2672,89339,4270,152423,5717,188428,6266,247136,7562,188235,5647,55459,3169,16931,1816,14871,1815,545403,8805,96712,4398,82447,3962,73123,3527,79739,3844,92222,3967,79717,3591,23755,2086,8283,1370,9405,1454,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,746000,10027,408732,8549,31559,2284,97737,4536,103003,4396,72427,4255,57899,3216,32375,2553,8742,1442,2665,702,2325,773,337268,7752,79810,4271,91318,4334,55299,3060,44488,3070,37840,2771,18050,2157,5877,1249,1053,411,3533,898,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6910823,27840,4918415,27917,53332,3379,83829,4274,158297,6185,262406,6419,671206,12823,1499183,19527,1080237,13965,525662,9590,584263,9217,1992408,17890,159948,5096,110951,4268,90489,4153,112512,4672,249143,5854,477501,9581,374638,7379,187738,6122,229488,6572,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1322618,9565,953749,9215,17752,1839,30047,2485,64227,3822,119061,5039,268518,7548,302243,5606,100425,4389,28578,2063,22898,1812,368869,6425,35024,2211,24624,1945,29302,2275,43123,2607,83469,3520,94137,4042,34786,2652,11676,1471,12728,1060,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,889035,8413,616925,8577,8031,1227,18250,1985,59866,3600,90672,3927,170876,6135,164183,4933,56066,3420,20611,1880,28370,2019,272110,6303,9403,1303,11569,1149,24566,2272,45453,2908,73674,3335,66028,3260,20993,1841,8885,1168,11539,1394,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,249681,4261,163216,4707,2980,902,5789,1054,16682,1894,28925,2674,52946,2837,45423,2960,6737,977,1831,559,1903,622,86465,3684,9688,1379,7550,1042,7993,1485,12982,1618,22239,1934,18568,1832,4544,939,1650,453,1251,388,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112555,3556,85687,3563,1064,374,455,303,886,424,2079,616,11371,1615,20634,1955,21130,1577,14631,1594,13437,1405,26868,2013,678,305,413,331,1000,497,1076,480,3879,805,7283,1112,5486,971,2362,603,4691,768,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4760071,23483,2720156,19847,95436,4292,354191,9073,453664,11915,494489,11944,610726,10606,475902,10063,139972,5487,44484,3047,51292,2889,2039915,17473,297753,7853,383021,9316,281811,8138,264099,8598,351418,9089,275862,6313,94359,4518,37787,2611,53805,3158,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
