GEO_ID,C21007_001E,C21007_001M,C21007_002E,C21007_002M,C21007_003E,C21007_003M,C21007_004E,C21007_004M,C21007_005E,C21007_005M,C21007_006E,C21007_006M,C21007_007E,C21007_007M,C21007_008E,C21007_008M,C21007_009E,C21007_009M,C21007_010E,C21007_010M,C21007_011E,C21007_011M,C21007_012E,C21007_012M,C21007_013E,C21007_013M,C21007_014E,C21007_014M,C21007_015E,C21007_015M,C21007_016E,C21007_016M,C21007_017E,C21007_017M,C21007_018E,C21007_018M,C21007_019E,C21007_019M,C21007_020E,C21007_020M,C21007_021E,C21007_021M,C21007_022E,C21007_022M,C21007_023E,C21007_023M,C21007_024E,C21007_024M,C21007_025E,C21007_025M,C21007_026E,C21007_026M,C21007_027E,C21007_027M,C21007_028E,C21007_028M,C21007_029E,C21007_029M,C21007_030E,C21007_030M,C21007_031E,C21007_031M,NAME,C21007_001EA,C21007_001MA,C21007_002EA,C21007_002MA,C21007_003EA,C21007_003MA,C21007_004EA,C21007_004MA,C21007_005MA,C21007_005EA,C21007_006EA,C21007_006MA,C21007_007EA,C21007_007MA,C21007_008EA,C21007_008MA,C21007_009MA,C21007_009EA,C21007_010EA,C21007_010MA,C21007_011EA,C21007_011MA,C21007_012EA,C21007_012MA,C21007_013EA,C21007_013MA,C21007_014EA,C21007_014MA,C21007_015EA,C21007_015MA,C21007_016MA,C21007_016EA,C21007_017EA,C21007_017MA,C21007_018EA,C21007_018MA,C21007_019EA,C21007_019MA,C21007_020MA,C21007_020EA,C21007_021MA,C21007_021EA,C21007_022EA,C21007_022MA,C21007_023EA,C21007_023MA,C21007_024EA,C21007_024MA,C21007_025EA,C21007_025MA,C21007_026MA,C21007_026EA,C21007_027MA,C21007_027EA,C21007_028EA,C21007_028MA,C21007_029EA,C21007_029MA,C21007_030EA,C21007_030MA,C21007_031MA,C21007_031EA,state
0400000US01,3636160,3528,2892886,4490,173443,6917,15975,1997,5977,1204,9998,1817,157468,6602,33435,2895,124033,6110,2719443,8983,495500,13905,119043,6223,376457,12718,2223943,15434,275387,8345,1948556,15227,743274,2863,153217,4346,7053,1156,3887,895,3166,877,146164,4460,64024,3455,82140,3528,590057,4784,66527,4093,36576,3255,29951,2836,523530,5805,203210,6034,320320,6504,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,525200,1857,455114,2180,46487,3305,2172,792,927,500,1245,621,44315,3245,6647,1569,37668,2888,408627,3730,41208,3036,7183,1130,34025,2771,367419,4330,32282,2687,335137,5163,70086,1161,19297,1397,756,448,601,416,155,113,18541,1390,7182,1199,11359,1182,50789,1521,2382,588,952,355,1430,447,48407,1602,19027,1615,29380,1801,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5062742,2070,3954855,2847,225869,7811,21352,2618,7145,1424,14207,2116,204517,7289,33137,2955,171380,6961,3728986,7952,643972,18604,109464,6365,534508,17274,3085014,20165,264706,9880,2820308,21262,1107887,1814,256185,5087,12879,1554,5848,1017,7031,1233,243306,4821,96989,4188,146317,4493,851702,5320,86337,3957,37404,2896,48933,3526,765365,6581,246737,6169,518628,7724,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2193286,2189,1732063,2608,103867,4941,14476,2021,4592,1025,9884,1840,89391,4456,20062,2368,69329,3684,1628196,5382,300906,10139,75395,4876,225511,8962,1327290,10781,163396,7227,1163894,10936,461223,1744,97563,3389,5390,1025,2041,513,3349,857,92173,3403,41606,2875,50567,2917,363660,3710,41893,3191,23414,2207,18479,2214,321767,4825,128093,4319,193674,4217,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29348443,5331,24253812,6143,782945,15740,72272,4348,23089,2472,49183,3765,710673,15221,109537,6591,601136,12026,23470867,16787,3410441,42110,502260,13300,2908181,38877,20060426,43614,1375007,17244,18685419,45079,5094631,3307,835311,10733,44886,3185,20130,1856,24756,2404,790425,10957,310172,7510,480253,8964,4259320,11601,461073,10922,217315,6999,243758,8736,3798247,16614,1251552,14540,2546695,17802,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4078605,3463,3382508,4711,209163,7306,16053,2144,5234,1207,10819,1833,193110,7158,28763,2285,164347,6882,3173345,8245,365325,12068,61316,4222,304009,11173,2808020,15096,189772,6624,2618248,15808,696097,2574,160328,4190,7245,1112,3201,764,4044,864,153083,4236,59520,2832,93563,3348,535769,4924,41733,2957,18206,2023,23527,2249,494036,4784,146834,4958,347202,5430,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2724622,1427,2181210,2076,69627,4122,4677,1060,1183,495,3494,1006,64950,3981,8291,1450,56659,3562,2111583,4386,213519,10054,43597,3545,169922,8594,1898064,11110,135513,6414,1762551,11923,543412,1341,101241,3372,3910,790,1837,588,2073,541,97331,3318,33516,2080,63815,2841,442171,3288,35462,3702,16821,1988,18641,2577,406709,4385,116239,4651,290470,5268,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,716664,895,559914,1210,27722,2603,1458,534,416,207,1042,464,26264,2498,3930,1073,22334,2174,532192,2819,64164,5669,12296,1785,51868,5275,468028,5861,38157,3039,429871,6573,156750,724,35632,1938,1278,513,993,441,285,200,34354,1967,13058,1322,21296,1622,121118,2130,8488,1291,3351,811,5137,978,112630,2446,31973,2533,80657,2451,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,519624,718,445947,1223,14503,1875,1617,636,868,492,749,404,12886,1881,1201,485,11685,1831,431444,2037,67987,5066,16540,2273,51447,4220,363457,5281,24963,2563,338494,5305,73677,900,10433,1131,1106,542,735,500,371,253,9327,1102,3161,751,6166,914,63244,1293,10061,1577,5075,1010,4986,1083,53183,1807,16491,1541,36692,1775,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15776018,4239,11897437,6204,656385,13272,64298,4980,20121,2617,44177,3694,592087,12671,98260,5944,493827,12113,11241052,15459,1721150,29062,286941,10395,1434209,26704,9519902,34340,779434,18030,8740468,35536,3878581,4401,782875,8686,41128,3033,16846,2283,24282,2688,741747,9257,296272,7338,445475,9518,3095706,9474,358028,10318,145363,6224,212665,7870,2737678,13433,842771,13169,1894907,15551,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
