GEO_ID,B01002C_001E,B01002C_001M,B01002C_002E,B01002C_002M,B01002C_003E,B01002C_003M,NAME,B01002C_001MA,B01002C_001EA,B01002C_002EA,B01002C_002MA,B01002C_003EA,B01002C_003MA,state
0400000US01,40.4,4.9,40.7,5.2,40.0,7.1,Alabama,null,null,null,null,null,null,01
0400000US02,28.0,0.9,27.1,1.2,28.7,1.3,Alaska,null,null,null,null,null,null,02
0400000US04,29.5,0.5,28.1,0.7,31.0,0.6,Arizona,null,null,null,null,null,null,04
0400000US05,30.4,4.7,31.8,12.4,29.0,5.5,Arkansas,null,null,null,null,null,null,05
0400000US06,34.1,1.0,32.9,1.4,35.6,1.5,California,null,null,null,null,null,null,06
0400000US08,37.0,2.2,37.2,4.6,36.7,2.4,Colorado,null,null,null,null,null,null,08
0400000US09,41.7,4.6,37.8,11.4,41.8,5.5,Connecticut,null,null,null,null,null,null,09
0400000US10,45.0,7.7,47.7,10.1,41.9,9.7,Delaware,null,null,null,null,null,null,10
0400000US11,32.3,5.0,32.3,6.2,32.4,7.2,District of Columbia,null,null,null,null,null,null,11
0400000US12,43.2,2.4,43.1,4.2,43.2,2.3,Florida,null,null,null,null,null,null,12
0400000US13,36.3,4.8,40.1,6.5,31.2,5.7,Georgia,null,null,null,null,null,null,13
0400000US15,39.2,6.5,45.9,10.1,33.2,5.8,Hawaii,null,null,null,null,null,null,15
0400000US16,35.1,5.3,35.9,7.5,32.4,5.0,Idaho,null,null,null,null,null,null,16
0400000US17,35.8,4.1,35.1,3.6,38.2,6.3,Illinois,null,null,null,null,null,null,17
0400000US18,41.6,6.6,40.6,10.0,41.8,8.5,Indiana,null,null,null,null,null,null,18
0400000US19,30.5,4.7,26.1,6.1,34.1,6.8,Iowa,null,null,null,null,null,null,19
0400000US20,31.3,3.2,30.0,4.8,31.9,5.9,Kansas,null,null,null,null,null,null,20
0400000US21,43.7,7.3,43.3,7.1,46.1,11.9,Kentucky,null,null,null,null,null,null,21
0400000US22,39.8,3.2,39.9,3.8,38.9,7.5,Louisiana,null,null,null,null,null,null,22
0400000US23,36.4,2.6,31.4,9.2,37.0,6.8,Maine,null,null,null,null,null,null,23
0400000US24,35.4,3.7,35.2,4.6,35.6,4.7,Maryland,null,null,null,null,null,null,24
0400000US25,34.6,6.0,40.4,7.6,30.4,6.2,Massachusetts,null,null,null,null,null,null,25
0400000US26,35.2,2.0,36.0,2.6,34.5,2.6,Michigan,null,null,null,null,null,null,26
0400000US27,31.1,1.3,28.4,1.5,35.0,3.3,Minnesota,null,null,null,null,null,null,27
0400000US28,29.8,3.5,28.8,3.1,33.3,3.0,Mississippi,null,null,null,null,null,null,28
0400000US29,39.8,2.8,36.3,5.2,42.0,3.8,Missouri,null,null,null,null,null,null,29
0400000US30,28.6,1.4,28.6,2.4,28.6,1.5,Montana,null,null,null,null,null,null,30
0400000US31,28.2,2.2,22.4,6.9,31.1,3.1,Nebraska,null,null,null,null,null,null,31
0400000US32,36.5,2.8,34.9,4.0,38.1,3.4,Nevada,null,null,null,null,null,null,32
0400000US33,46.1,10.3,51.6,27.0,42.9,14.7,New Hampshire,null,null,null,null,null,null,33
0400000US34,32.7,7.9,36.9,7.6,29.7,8.7,New Jersey,null,null,null,null,null,null,34
0400000US35,30.7,0.7,29.2,1.3,32.0,1.1,New Mexico,null,null,null,null,null,null,35
0400000US36,37.5,4.2,36.5,4.2,39.1,6.0,New York,null,null,null,null,null,null,36
0400000US37,34.5,1.2,34.1,1.5,34.9,1.8,North Carolina,null,null,null,null,null,null,37
0400000US38,27.9,1.8,26.8,3.1,28.6,3.2,North Dakota,null,null,null,null,null,null,38
0400000US39,37.3,3.9,37.4,4.6,37.2,4.9,Ohio,null,null,null,null,null,null,39
0400000US40,30.2,0.7,29.5,0.9,30.9,0.9,Oklahoma,null,null,null,null,null,null,40
0400000US41,34.2,2.8,33.2,3.3,36.5,5.8,Oregon,null,null,null,null,null,null,41
0400000US42,35.6,4.1,31.3,4.6,37.1,3.2,Pennsylvania,null,null,null,null,null,null,42
0400000US44,25.4,14.4,47.6,14.7,15.6,12.0,Rhode Island,null,null,null,null,null,null,44
0400000US45,39.4,4.5,33.3,1.8,44.4,6.6,South Carolina,null,null,null,null,null,null,45
0400000US46,26.0,0.9,24.9,1.6,26.9,1.0,South Dakota,null,null,null,null,null,null,46
0400000US47,44.2,7.0,45.1,5.3,41.2,9.9,Tennessee,null,null,null,null,null,null,47
0400000US48,33.3,1.6,31.5,3.4,34.5,2.7,Texas,null,null,null,null,null,null,48
0400000US49,27.7,3.1,25.4,2.2,29.6,4.9,Utah,null,null,null,null,null,null,49
0400000US50,42.5,15.3,36.8,23.6,43.9,16.5,Vermont,null,null,null,null,null,null,50
0400000US51,35.4,4.9,39.6,3.0,30.6,8.2,Virginia,null,null,null,null,null,null,51
0400000US53,31.8,1.0,32.0,1.5,31.5,1.3,Washington,null,null,null,null,null,null,53
0400000US54,54.1,6.3,56.5,10.2,52.9,3.7,West Virginia,null,null,null,null,null,null,54
0400000US55,35.3,1.7,32.0,2.8,38.3,1.9,Wisconsin,null,null,null,null,null,null,55
0400000US56,31.3,2.2,28.9,8.2,32.2,2.2,Wyoming,null,null,null,null,null,null,56
0400000US72,42.0,5.1,36.5,9.7,45.1,3.8,Puerto Rico,null,null,null,null,null,null,72
