GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001EA,B16010_001MA,B16010_002EA,B16010_002MA,B16010_003EA,B16010_003MA,B16010_004EA,B16010_004MA,B16010_005MA,B16010_005EA,B16010_006EA,B16010_006MA,B16010_007EA,B16010_007MA,B16010_008EA,B16010_008MA,B16010_009EA,B16010_009MA,B16010_010EA,B16010_010MA,B16010_011MA,B16010_011EA,B16010_012EA,B16010_012MA,B16010_013EA,B16010_013MA,B16010_014EA,B16010_014MA,B16010_015EA,B16010_015MA,B16010_016MA,B16010_016EA,B16010_017EA,B16010_017MA,B16010_018MA,B16010_018EA,B16010_019EA,B16010_019MA,B16010_020EA,B16010_020MA,B16010_021EA,B16010_021MA,B16010_022MA,B16010_022EA,B16010_023MA,B16010_023EA,B16010_024EA,B16010_024MA,B16010_025EA,B16010_025MA,B16010_026EA,B16010_026MA,B16010_027MA,B16010_027EA,B16010_028MA,B16010_028EA,B16010_029MA,B16010_029EA,B16010_030EA,B16010_030MA,B16010_031EA,B16010_031MA,B16010_032EA,B16010_032MA,B16010_033MA,B16010_033EA,B16010_034MA,B16010_034EA,B16010_035MA,B16010_035EA,B16010_036MA,B16010_036EA,B16010_037EA,B16010_037MA,B16010_038MA,B16010_038EA,B16010_039EA,B16010_039MA,B16010_040EA,B16010_040MA,B16010_041MA,B16010_041EA,B16010_042MA,B16010_042EA,B16010_043EA,B16010_043MA,B16010_044MA,B16010_044EA,B16010_045EA,B16010_045MA,B16010_046EA,B16010_046MA,B16010_047MA,B16010_047EA,B16010_048EA,B16010_048MA,B16010_049MA,B16010_049EA,B16010_050EA,B16010_050MA,B16010_051EA,B16010_051MA,B16010_052MA,B16010_052EA,B16010_053EA,B16010_053MA,state
0400000US13,6683767,7806,925736,18336,407771,11706,247813,9080,134597,7096,6794,1512,13635,2118,4932,1272,517965,11921,435363,11340,57499,4535,10923,2104,9560,1285,4620,2120,1879302,25776,1078071,18710,937125,17303,85478,5657,22378,3486,22739,3025,10351,2232,801231,13499,738073,12193,31966,3164,15258,3033,10658,1992,5276,1756,1878616,23557,1291463,20549,1160365,18145,66144,5144,35150,4357,18290,2374,11514,2168,587153,12820,546958,12710,19099,2723,10746,1898,7586,1334,2764,1009,2000113,23602,1517685,21270,1296242,18030,63595,5436,76471,5890,58814,4705,22563,3850,482428,12977,422552,11787,15688,2545,19146,2192,19097,2380,5945,1517,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,985914,1476,89995,5831,38218,4070,14125,1761,1248,991,31,52,22797,3504,17,30,51777,3682,24933,2373,873,450,438,327,25359,2598,174,180,267568,7193,162478,5827,114925,5254,2692,1063,1934,969,42652,3935,275,239,105090,4948,76382,5018,2099,866,550,300,25800,2707,259,286,319157,7670,226381,6780,170170,5955,5103,1208,2012,584,48562,4114,534,371,92776,4199,70640,3897,2478,780,1454,528,18095,1902,109,81,309194,7309,222441,6330,173762,5841,4041,1064,4629,1294,39391,2900,618,392,86753,4415,66142,3576,2252,912,2991,956,15338,1883,30,55,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1065982,3373,106534,5535,52013,4493,27608,3164,23323,3133,547,323,329,235,206,224,54521,4142,42626,3755,9467,1407,745,379,980,661,703,433,292667,8319,167179,6318,149903,6093,13536,1988,1840,906,1369,656,531,492,125488,5901,119640,5575,3618,891,873,626,907,442,450,277,389869,9391,248925,8251,233290,7792,11049,2273,2686,974,950,628,950,489,140944,5440,133771,5210,4230,1149,1084,550,1425,631,434,310,276912,8063,196137,6734,181671,6533,6312,1418,3969,1100,3136,1043,1049,951,80775,4047,75413,4209,1982,839,1416,577,1597,721,367,388,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8661938,4801,991602,18302,452789,12263,160807,6481,251376,9116,21707,2068,13699,2417,5200,1365,538813,10766,331283,7338,147086,5420,38144,3497,14867,2017,7433,2093,2314192,21482,1325147,14989,989019,12136,229984,7317,72317,5184,22993,3030,10834,1963,989045,15299,842882,13389,76577,4837,47327,3776,14569,1905,7690,2072,2502604,22160,1738512,18438,1445845,15833,165855,7115,80192,4621,31414,3295,15206,2417,764092,12940,669345,12110,40414,3161,34907,3072,14602,1777,4824,1160,2853540,19777,2213997,18474,1771750,17480,115215,6160,176851,6446,123518,5476,26663,3385,639543,10678,511232,9651,20958,2025,55790,3699,44317,3414,7246,1605,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4363573,5516,514136,11838,214959,7952,151638,6843,47943,3779,10010,1845,4741,1252,627,373,299177,9750,257193,8604,24562,2791,12676,1676,3975,983,771,435,1496775,17075,850466,13947,797151,13143,36589,3740,9892,1858,4827,1164,2007,1171,646309,8889,622489,8780,12245,2085,7518,1283,2464,790,1593,1047,1264542,14243,881805,12917,841156,13034,23134,2740,9574,1722,4139,984,3802,1098,382737,9537,366025,9385,7098,1266,5690,1289,2578,810,1346,816,1088120,15750,842278,14301,775250,14311,16933,2193,23091,2489,21387,2665,5617,1491,245842,7089,221678,6185,4716,1190,8427,1589,9218,1633,1803,908,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2074504,3958,171665,5956,79843,4433,50876,3444,22069,2191,2318,1079,3489,1091,1091,599,91822,3713,77657,3614,8566,1363,2684,852,2314,676,601,291,664912,9326,387408,7008,362734,6505,13541,2298,4424,1404,4708,981,2001,806,277504,5627,269098,5307,3838,989,2217,749,2003,704,348,310,681336,8030,500148,7791,478018,7692,10243,1579,5013,1171,4260,1170,2614,860,181188,6362,176191,6399,1608,524,2056,714,813,356,520,265,556591,10137,429643,9192,401268,8423,7722,1326,8442,1793,10415,1954,1796,646,126948,4742,119230,4521,1465,467,2722,859,2656,942,875,467,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1888479,4436,183754,5258,90815,3994,43825,2785,41098,2986,1798,653,2889,759,1205,819,92939,3868,73943,3740,12861,1877,2042,645,3547,822,546,423,501278,8521,290501,7260,256920,7128,22549,2529,2401,643,7687,1820,944,538,210777,4906,199007,4689,6909,1248,1786,753,2566,854,509,308,604384,7862,418516,8563,386837,7709,18225,2523,4646,1131,4652,1045,4156,1292,185868,5630,174738,5569,6692,1598,1540,508,1844,690,1054,567,599063,9804,459376,9170,421660,8833,13043,2393,10115,1508,10110,1269,4448,1179,139687,5199,127850,4964,3184,919,3698,1015,3957,862,998,566,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2988790,4406,443964,11779,131515,6549,109185,6031,16299,2152,3141,892,2327,831,563,452,312449,8946,298205,8420,5674,1169,4580,1121,2575,1042,1415,704,1002541,13116,531729,12317,511486,11900,13493,2485,3053,707,2113,687,1584,928,470812,8012,460150,8093,5168,1119,3526,891,732,387,1236,690,846111,12465,558013,11032,538117,10773,8868,1442,6570,1365,3015,1123,1443,770,288098,8153,279408,8081,3208,831,2956,788,2011,794,515,300,696174,11766,518423,9376,482969,9635,10998,1704,12536,1867,8843,1804,3077,1156,177751,6257,166627,6260,2424,749,4734,1068,2906,918,1060,678,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3095255,5801,476770,10261,180861,7141,148803,6302,17882,2601,6568,1331,7085,1441,523,384,295909,8205,257429,7262,11004,1743,20808,2235,5596,1566,1072,700,1056533,14413,589566,10589,540452,10857,25073,3462,14424,1949,7764,1344,1853,978,466967,10036,429256,10342,10770,1701,24007,2438,2338,904,596,311,843894,12591,577199,11252,542969,11328,14650,2486,12160,1790,5489,1363,1931,894,266695,6999,247940,6663,6170,1336,9458,1646,2214,683,913,448,718058,12282,539947,10616,495487,10428,14505,1999,19120,2490,8775,1535,2060,762,178111,6271,164250,5979,3455,857,6761,1281,3270,1042,375,244,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,961240,2182,79599,4653,23853,2458,20850,2244,389,285,1405,415,700,406,509,441,55746,4191,48439,3874,121,143,5834,1166,835,383,517,307,314332,7602,171747,5109,162963,5192,1158,554,5840,1007,939,519,847,608,142585,5683,134560,5666,309,213,7363,1140,161,193,192,116,277756,7068,188078,6061,178506,5735,1710,616,5937,1141,1307,627,618,425,89678,4018,83586,3766,857,426,4274,887,425,255,536,314,289553,6473,208166,5943,197081,5952,2304,796,6754,920,1182,645,845,381,81387,3354,75519,3355,771,430,4316,827,552,347,229,249,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
