GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001EA,B16010_001MA,B16010_002EA,B16010_002MA,B16010_003EA,B16010_003MA,B16010_004EA,B16010_004MA,B16010_005MA,B16010_005EA,B16010_006EA,B16010_006MA,B16010_007EA,B16010_007MA,B16010_008EA,B16010_008MA,B16010_009EA,B16010_009MA,B16010_010EA,B16010_010MA,B16010_011MA,B16010_011EA,B16010_012EA,B16010_012MA,B16010_013EA,B16010_013MA,B16010_014EA,B16010_014MA,B16010_015EA,B16010_015MA,B16010_016MA,B16010_016EA,B16010_017EA,B16010_017MA,B16010_018MA,B16010_018EA,B16010_019EA,B16010_019MA,B16010_020EA,B16010_020MA,B16010_021EA,B16010_021MA,B16010_022MA,B16010_022EA,B16010_023MA,B16010_023EA,B16010_024EA,B16010_024MA,B16010_025EA,B16010_025MA,B16010_026EA,B16010_026MA,B16010_027MA,B16010_027EA,B16010_028MA,B16010_028EA,B16010_029MA,B16010_029EA,B16010_030EA,B16010_030MA,B16010_031EA,B16010_031MA,B16010_032EA,B16010_032MA,B16010_033MA,B16010_033EA,B16010_034MA,B16010_034EA,B16010_035MA,B16010_035EA,B16010_036MA,B16010_036EA,B16010_037EA,B16010_037MA,B16010_038MA,B16010_038EA,B16010_039EA,B16010_039MA,B16010_040EA,B16010_040MA,B16010_041MA,B16010_041EA,B16010_042MA,B16010_042EA,B16010_043EA,B16010_043MA,B16010_044MA,B16010_044EA,B16010_045EA,B16010_045MA,B16010_046EA,B16010_046MA,B16010_047MA,B16010_047EA,B16010_048EA,B16010_048MA,B16010_049MA,B16010_049EA,B16010_050EA,B16010_050MA,B16010_051EA,B16010_051MA,B16010_052MA,B16010_052EA,B16010_053EA,B16010_053MA,state
0400000US01,3282252,5930,496882,13999,176590,9047,143303,7708,28173,3324,2131,1198,2637,865,346,405,320292,8754,307039,8464,10294,1795,1321,555,1347,393,291,279,1018063,13963,514811,11642,492758,11511,16113,2392,2052,785,3079,845,809,518,503252,10020,490853,9765,7856,1505,2480,817,1614,642,449,419,974431,14503,621744,10987,603134,11081,9312,1749,4912,1221,2708,832,1678,1116,352687,8527,341517,8057,5176,1179,2993,995,2096,785,905,573,792876,14677,571553,13056,538227,12740,11650,2094,9338,1781,9345,1955,2993,1105,221323,7061,207935,7105,3774,916,3978,989,4150,1133,1486,827,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,469523,1628,34616,2930,16997,2184,10042,1454,2012,941,617,423,3178,827,1148,193,17619,1886,10253,1512,684,432,411,189,2365,757,3906,498,128052,4768,85333,3761,68784,3317,2923,894,1540,554,6679,1284,5407,593,42719,2911,36521,2768,494,248,565,256,1325,548,3814,569,167439,4859,121613,4334,102855,4052,5216,1305,1932,817,7295,1286,4315,669,45826,2684,40063,2637,1771,740,810,324,1730,758,1452,294,139416,4807,108772,4628,94363,3735,4575,1142,3756,987,4716,1041,1362,483,30644,2432,27378,2283,481,350,1006,646,1355,486,424,278,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4536954,2797,630973,14249,299758,10693,98063,5449,184981,7636,2163,781,7615,1907,6936,1193,331215,9584,149775,6920,148291,5885,5807,1397,7338,1389,20004,1655,1110871,16273,579250,12799,397106,11504,145792,6274,7614,1497,9720,1666,19018,2009,531621,11365,418832,10386,76266,4491,10183,1647,6762,1401,19578,2067,1537661,18880,950656,15260,749001,13482,148246,6571,15411,2509,15341,2191,22657,2129,587005,10393,498810,9909,57936,3402,12959,1915,6304,1228,10996,1695,1257449,16239,841886,13574,690412,12380,69090,4296,34706,3443,34859,3024,12819,1892,415563,9699,358230,9288,22793,2368,15474,2296,14665,2072,4401,1039,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1987819,4624,290071,8160,107205,4868,78462,3994,25356,3097,591,382,2372,744,424,425,182866,6356,165647,5972,13857,1970,1025,533,2190,655,147,155,678452,10796,361515,8821,338898,8503,16633,2342,1503,616,4334,1153,147,141,316937,7812,310151,7682,5176,1202,608,247,947,561,55,70,585915,10227,371918,8133,357225,7723,9707,1740,2045,891,2471,729,470,225,213997,6614,207280,6444,3545,995,1462,514,1332,631,378,337,433381,7690,307549,6890,288229,6864,6633,1636,5969,1342,5832,1381,886,438,125832,5993,118136,5492,2453,972,2806,863,1853,712,584,461,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26085263,4915,4643510,31522,2429806,21692,385669,10773,1821471,19709,41411,3280,166741,7591,14514,2263,2213704,22016,620202,12160,1201150,13076,92706,5398,275372,9325,24274,3214,5430081,34909,3230566,30323,1595164,21169,1243605,19678,102349,6223,260881,9244,28567,3415,2199515,22756,1378622,18530,480052,10843,107529,5647,205755,7275,27557,3045,7595982,42181,5031921,35998,3244495,29998,1111040,17586,176945,6155,451119,10635,48322,4003,2564061,23612,1885757,20022,335341,8458,99526,6121,221049,7696,22388,2888,8415690,37555,6232238,36178,4017774,29579,618266,14583,505530,13309,1003799,15189,86869,6775,2183452,23289,1444645,19162,136973,5646,185219,7607,381252,10138,35363,4096,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3671853,3754,323853,9900,171952,7622,67546,4752,93339,5797,1698,701,6807,1705,2562,1062,151901,5790,79977,4246,59495,4081,3672,974,6981,1058,1776,626,796984,13970,491162,11078,391446,9129,77461,5181,7881,1748,9762,1932,4612,1211,305822,7341,261661,6844,30364,2656,7475,1837,5048,1016,1274,546,1110240,15438,773366,13860,683635,13424,59109,4726,13880,2001,10462,1586,6280,1389,336874,7931,301739,7106,21739,2526,7009,1251,4152,1204,2235,879,1440776,13555,1087665,12351,978071,12206,44150,3555,34087,2982,24464,2576,6893,1557,353111,8254,314269,7518,13907,1997,13347,1591,9446,1535,2142,828,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2474718,1882,242268,7798,106008,6394,40341,3742,47498,4249,13403,2455,3973,1268,793,426,136260,5405,74704,4783,37699,2794,19930,2447,3261,989,666,373,678916,11648,412227,10432,307591,8315,62686,5235,32620,3973,6544,1652,2786,1000,266689,6752,219113,6382,22431,2190,21900,2455,2345,749,900,551,605490,9447,432902,8608,346159,8416,50140,3487,26459,2754,5935,1323,4209,1295,172588,5460,144230,5211,11429,1725,11853,1530,3797,1117,1279,539,948044,12782,728458,11417,601555,10744,35628,3483,57129,5024,27224,3119,6922,1532,219586,6694,183893,6273,8032,1689,17887,2264,8231,1239,1543,598,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,652636,1396,72355,4513,31961,3271,19287,2673,10785,1680,877,488,976,598,36,60,40394,2855,32043,2609,6173,1197,1501,793,477,305,200,203,194810,6308,107098,4789,97312,4802,6586,1683,1900,682,844,468,456,324,87712,4407,80565,3927,3525,1139,1623,592,1512,608,487,399,183542,5947,124600,5362,113435,5463,4767,1351,2475,794,2275,771,1648,660,58942,3656,54603,3512,1637,646,1530,692,825,462,347,434,201929,5995,148268,5835,127095,5319,5280,1730,7193,1333,7164,1425,1536,698,53661,2732,45678,2430,1398,578,3309,979,2174,726,1102,898,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,472884,163,48249,3893,21305,2655,9112,1608,10494,2495,379,311,651,408,669,418,26944,2706,23388,2385,2216,963,644,499,376,308,320,269,82181,4424,44931,3473,38889,3047,4107,1451,421,282,499,318,1015,608,37250,2669,33779,2449,1994,892,456,303,288,289,733,456,74109,4063,49291,3703,41027,3107,4426,1283,1798,835,534,323,1506,680,24818,2250,22773,2149,557,342,480,254,488,318,520,378,268345,4913,227882,5133,188805,5875,14306,2240,15697,2318,4957,980,4117,1233,40463,2988,32791,2439,2709,818,3019,689,1449,915,495,302,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14394281,8274,1781252,24475,762790,17716,343026,9962,335877,12691,60702,4739,19613,2919,3572,1541,1018462,17407,576543,13317,346007,12028,74154,5407,17247,2172,4511,1232,4201879,37461,2250479,27278,1516728,22087,569089,15860,122803,8387,30855,3744,11004,2490,1951400,25342,1543914,22242,295461,11083,80892,4760,23268,4096,7865,1910,4318812,35908,2727176,30136,1972468,22804,563781,15983,145881,8367,30954,3225,14092,2674,1591636,20180,1304117,19214,202547,7846,63572,4986,14836,2304,6564,1313,4092338,35512,2741499,28651,1925673,23289,534840,13891,183640,8119,74398,4991,22948,3443,1350839,19654,1067084,18056,166340,6936,78903,5563,27645,3064,10867,1731,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
