GEO_ID,B01002G_001E,B01002G_001M,B01002G_002E,B01002G_002M,B01002G_003E,B01002G_003M,NAME,B01002G_001EA,B01002G_001MA,B01002G_002EA,B01002G_002MA,B01002G_003EA,B01002G_003MA,state
0400000US01,21.2,1.8,20.3,2.3,22.0,3.8,Alabama,null,null,null,null,null,null,01
0400000US02,20.3,0.9,20.6,1.5,20.1,1.4,Alaska,null,null,null,null,null,null,02
0400000US04,18.9,0.8,18.1,1.0,19.8,1.0,Arizona,null,null,null,null,null,null,04
0400000US05,18.6,2.0,18.0,2.3,19.9,4.5,Arkansas,null,null,null,null,null,null,05
0400000US06,21.8,0.4,21.3,0.3,22.3,0.5,California,null,null,null,null,null,null,06
0400000US08,20.5,0.9,20.3,1.5,20.7,1.0,Colorado,null,null,null,null,null,null,08
0400000US09,18.5,1.1,18.6,1.9,18.4,1.3,Connecticut,null,null,null,null,null,null,09
0400000US10,16.1,2.4,16.1,2.8,16.0,4.0,Delaware,null,null,null,null,null,null,10
0400000US11,27.8,2.9,24.7,5.7,30.8,3.0,District of Columbia,null,null,null,null,null,null,11
0400000US12,21.8,0.8,21.5,1.0,22.3,1.0,Florida,null,null,null,null,null,null,12
0400000US13,18.7,1.2,17.2,1.4,20.1,1.0,Georgia,null,null,null,null,null,null,13
0400000US15,25.6,0.6,25.1,0.9,25.9,0.9,Hawaii,null,null,null,null,null,null,15
0400000US16,18.2,1.6,18.7,3.6,17.9,2.0,Idaho,null,null,null,null,null,null,16
0400000US17,17.8,0.8,17.2,0.9,18.6,1.0,Illinois,null,null,null,null,null,null,17
0400000US18,16.4,1.3,15.4,1.6,17.3,1.5,Indiana,null,null,null,null,null,null,18
0400000US19,16.0,1.4,16.6,1.7,15.4,1.8,Iowa,null,null,null,null,null,null,19
0400000US20,16.9,1.2,17.3,1.3,16.5,1.8,Kansas,null,null,null,null,null,null,20
0400000US21,16.6,1.5,16.3,1.8,17.1,2.1,Kentucky,null,null,null,null,null,null,21
0400000US22,17.4,1.7,17.7,2.2,17.2,1.8,Louisiana,null,null,null,null,null,null,22
0400000US23,22.7,2.6,22.9,3.5,22.6,4.1,Maine,null,null,null,null,null,null,23
0400000US24,18.4,1.0,18.1,1.1,19.0,1.6,Maryland,null,null,null,null,null,null,24
0400000US25,21.2,0.7,20.6,1.0,21.6,0.7,Massachusetts,null,null,null,null,null,null,25
0400000US26,18.5,0.6,17.9,0.7,19.2,1.0,Michigan,null,null,null,null,null,null,26
0400000US27,18.1,0.8,17.7,1.3,18.5,1.0,Minnesota,null,null,null,null,null,null,27
0400000US28,16.3,3.1,17.9,3.7,14.5,3.0,Mississippi,null,null,null,null,null,null,28
0400000US29,18.5,1.3,18.7,1.4,18.2,2.4,Missouri,null,null,null,null,null,null,29
0400000US30,20.0,2.7,18.5,2.4,22.7,3.3,Montana,null,null,null,null,null,null,30
0400000US31,15.1,1.3,13.8,1.9,15.8,1.3,Nebraska,null,null,null,null,null,null,31
0400000US32,20.2,1.2,18.5,1.3,21.4,1.7,Nevada,null,null,null,null,null,null,32
0400000US33,20.7,2.1,20.7,3.3,20.8,3.8,New Hampshire,null,null,null,null,null,null,33
0400000US34,19.5,1.3,18.1,1.1,20.9,1.4,New Jersey,null,null,null,null,null,null,34
0400000US35,21.1,1.6,21.0,2.4,21.1,2.3,New Mexico,null,null,null,null,null,null,35
0400000US36,22.9,0.5,21.8,0.7,24.0,0.9,New York,null,null,null,null,null,null,36
0400000US37,17.9,0.7,17.6,1.1,18.1,1.2,North Carolina,null,null,null,null,null,null,37
0400000US38,23.6,3.2,26.3,2.5,18.8,3.2,North Dakota,null,null,null,null,null,null,38
0400000US39,17.2,0.6,17.0,0.8,17.5,0.9,Ohio,null,null,null,null,null,null,39
0400000US40,21.4,0.6,20.6,0.7,22.5,1.2,Oklahoma,null,null,null,null,null,null,40
0400000US41,23.0,1.2,22.1,1.5,24.2,1.6,Oregon,null,null,null,null,null,null,41
0400000US42,17.9,0.7,17.2,1.1,18.3,0.7,Pennsylvania,null,null,null,null,null,null,42
0400000US44,19.4,2.6,16.8,3.2,21.2,2.1,Rhode Island,null,null,null,null,null,null,44
0400000US45,18.1,1.8,16.9,3.2,18.5,1.6,South Carolina,null,null,null,null,null,null,45
0400000US46,18.1,2.1,18.8,3.0,17.3,4.4,South Dakota,null,null,null,null,null,null,46
0400000US47,18.5,1.0,18.9,1.5,17.5,1.8,Tennessee,null,null,null,null,null,null,47
0400000US48,19.4,0.8,18.8,0.7,20.0,1.1,Texas,null,null,null,null,null,null,48
0400000US49,16.8,1.3,17.7,1.2,15.5,1.5,Utah,null,null,null,null,null,null,49
0400000US50,27.6,7.2,21.2,12.2,31.0,7.6,Vermont,null,null,null,null,null,null,50
0400000US51,19.3,0.9,18.6,1.3,19.9,0.9,Virginia,null,null,null,null,null,null,51
0400000US53,19.6,0.6,19.4,0.8,19.7,0.8,Washington,null,null,null,null,null,null,53
0400000US54,19.8,2.4,19.7,2.1,20.1,6.0,West Virginia,null,null,null,null,null,null,54
0400000US55,15.3,0.9,15.2,1.1,15.4,1.3,Wisconsin,null,null,null,null,null,null,55
0400000US56,16.4,5.7,10.9,3.8,19.9,3.3,Wyoming,null,null,null,null,null,null,56
0400000US72,35.0,1.6,32.3,1.8,36.6,1.6,Puerto Rico,null,null,null,null,null,null,72
