GEO_ID,C23022_001E,C23022_001M,C23022_002E,C23022_002M,C23022_003E,C23022_003M,C23022_004E,C23022_004M,C23022_005E,C23022_005M,C23022_006E,C23022_006M,C23022_007E,C23022_007M,C23022_008E,C23022_008M,C23022_009E,C23022_009M,C23022_010E,C23022_010M,C23022_011E,C23022_011M,NAME,C23022_001EA,C23022_001MA,C23022_002MA,C23022_002EA,C23022_003MA,C23022_003EA,C23022_004MA,C23022_004EA,C23022_005MA,C23022_005EA,C23022_006EA,C23022_006MA,C23022_007MA,C23022_007EA,C23022_008EA,C23022_008MA,C23022_009EA,C23022_009MA,C23022_010EA,C23022_010MA,C23022_011MA,C23022_011EA,state
0400000US01,3116624,4708,1522212,4770,1118592,8576,806104,9575,312488,8196,403620,8989,1594412,4286,1035249,11266,619666,10909,415583,10329,559163,10898,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,500385,1888,266864,1638,229502,2750,140421,3309,89081,3669,37362,2804,233521,1795,179500,2863,96247,3458,83253,3372,54021,2711,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4273210,4522,2141464,3218,1646511,9588,1152718,12123,493793,9193,494953,9404,2131746,3125,1447785,13015,849583,11981,598202,11223,683961,12875,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1874393,3671,930105,3103,698547,6519,496772,7571,201775,6022,231558,6284,944288,3599,631389,8336,385392,7930,245997,6373,312899,8048,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25879089,10596,13023252,7928,10178543,23971,7023893,32989,3154650,29982,2844709,24337,12855837,7015,8683665,27048,4861841,28578,3821824,22793,4172172,28125,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3622166,4093,1845566,3146,1570070,8758,1112203,10786,457867,9113,275496,8126,1776600,3694,1354420,10309,771968,10934,582452,10108,422180,10248,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2357594,3129,1165935,2684,951145,6717,664386,8551,286759,7471,214790,7280,1191659,2763,902948,7205,508627,7384,394321,9010,288711,7412,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,604426,1835,293572,1469,232690,3552,163212,4565,69478,3950,60882,3264,310854,1401,231299,3987,141655,4461,89644,3546,79555,4138,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,487615,1476,234080,1207,190156,2746,135002,3648,55154,3949,43924,2736,253535,1052,197922,3082,128520,3572,69402,3326,55613,3054,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12694963,9133,6271096,7105,4759972,20872,3382702,24510,1377270,20153,1511124,21148,6423867,7535,4456218,21822,2743298,21456,1712920,20794,1967649,22093,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6695789,7261,3280910,5605,2520741,14261,1825071,15871,695670,13033,760169,12821,3414879,6462,2358158,17811,1445030,15238,913128,13678,1056721,16545,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,915731,1603,475391,1407,393405,3921,290846,4521,102559,4405,81986,3862,440340,1183,330917,5022,208049,5124,122868,4015,109423,4869,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1027587,3365,515638,2688,426388,5569,289414,5597,136974,5426,89250,5032,511949,2742,370582,5607,189852,6218,180730,5500,141367,5605,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8411833,5678,4182079,5102,3362411,11358,2402942,13225,959469,11244,819668,11066,4229754,4522,3081125,15057,1797359,14947,1283766,14279,1148629,16121,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4250068,4984,2115535,4654,1711982,9866,1222077,10254,489905,9436,403553,9180,2134533,4617,1564185,11393,893865,12258,670320,11801,570348,10794,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1973988,3287,996960,3258,863028,5495,624575,7377,238453,5801,133932,5417,977028,3251,790507,6855,462530,7627,327977,5857,186521,6166,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1844056,3364,935008,2921,787207,6027,575736,6815,211471,6035,147801,5035,909048,3055,696224,6934,409193,7585,287031,7447,212824,7340,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2857257,4326,1422560,3788,1078616,8870,755276,8930,323340,7054,343944,8572,1434697,3812,985290,7535,575441,8031,409849,8190,449407,7299,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3023073,5192,1490046,4174,1101522,9862,788592,10843,312930,8988,388524,10053,1533027,4469,1029350,10262,633389,10955,395961,9051,503677,10807,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,853266,2400,420727,1984,344229,4512,227441,5123,116788,4691,76498,4006,432539,2237,329883,5135,179406,5168,150477,5090,102656,4869,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3967561,4457,1936061,3237,1593849,9386,1176807,11204,417042,10377,342212,9035,2031500,3808,1537966,10815,986294,10918,551672,10418,493534,11288,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4534422,4258,2228635,3675,1843755,9149,1269962,11136,573793,11351,384880,8692,2305787,3024,1796657,10780,978440,13015,818217,12010,509130,10554,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6411691,5239,3188789,3848,2487089,11487,1691721,12531,795368,10768,701700,10609,3222902,4073,2303304,11291,1220841,10663,1082463,11180,919598,11510,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3544080,4010,1783192,3568,1570580,5567,1088910,7812,481670,7357,212612,4879,1760888,3488,1457286,6237,818163,9279,639123,8984,303602,6153,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1904752,3920,931229,3629,655258,6898,472445,8688,182813,7170,275971,7567,973523,2921,617602,7815,390169,8024,227433,6885,355921,7824,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3900813,5284,1938186,4530,1552899,7724,1102590,9830,450309,8495,385287,8417,1962627,4220,1459005,11328,885480,10737,573525,11783,503622,11491,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,650980,2123,331013,2403,275249,3900,186683,4732,88566,4284,55764,4030,319967,2027,244141,3455,138175,3899,105966,3932,75826,3099,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1197796,2662,604502,2232,534521,4086,396326,4911,138195,4091,69981,3863,593294,2298,483362,3875,282248,4936,201114,4808,109932,3952,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1870587,2894,945165,2168,749044,6451,510795,7311,238249,6766,196121,6284,925422,2356,648925,7265,380497,7994,268428,7454,276497,7254,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,883732,2065,440598,2051,379391,3814,267276,4696,112115,3723,61207,3758,443134,1583,352569,4230,199800,5489,152769,5566,90565,4425,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5850970,4544,2899400,3711,2343731,10586,1707432,13136,636299,12022,555669,11054,2951570,3213,2134484,13121,1250525,12810,883959,11841,817086,13310,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1311893,3856,659735,3452,492291,6999,342295,7193,149996,6779,167444,6606,652158,2755,436585,7441,250888,6542,185697,6779,215573,7627,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13104061,7588,6442924,5217,5029934,18160,3556859,19369,1473075,17682,1412990,18098,6661137,5600,4758862,17266,2835872,17335,1922990,17192,1902275,18306,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6495843,6814,3195913,6093,2508826,12346,1808024,15214,700802,13471,687087,12521,3299930,5457,2306754,14171,1362537,15944,944217,12456,993176,13940,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,495657,1964,262171,2393,234854,2983,167871,4261,66983,3309,27317,2278,233486,1787,192670,2676,109482,3626,83188,3552,40816,2500,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7455701,5535,3699591,4583,2979391,10135,2095617,13676,883774,13481,720200,10517,3756110,4454,2787739,14198,1581549,13691,1206190,14222,968371,13218,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2477340,3531,1241313,2835,983294,6436,723778,6675,259516,5493,258019,5757,1236027,2307,855436,5888,523760,7252,331676,7253,380591,6099,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2608518,4070,1303542,3435,1050941,7795,685327,9846,365614,8149,252601,7667,1304976,3428,951200,8947,493753,8861,457447,10188,353776,8956,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8247812,5821,4102147,4540,3310215,11729,2341589,13263,968626,14282,791932,12216,4145665,3710,3061215,13847,1780520,15167,1280695,12793,1084450,13562,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,699604,2035,344118,1486,276860,3821,188524,5818,88336,4535,67258,3755,355486,1738,271147,4417,147014,4919,124133,4596,84339,4418,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3137231,4165,1537673,3912,1183369,10173,839683,11436,343686,8361,354304,10005,1599558,3444,1111821,10381,668440,10126,443381,10230,487737,10036,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,536788,2279,273658,2459,239499,2922,174489,3748,65010,3492,34159,2637,263130,1841,212527,3710,129922,3871,82605,3178,50603,3359,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4262155,4848,2093864,5114,1632443,10244,1155553,10786,476890,9588,461421,10574,2168291,4490,1510130,11181,906834,12942,603296,11529,658161,12460,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17821741,11807,8923880,9306,7206593,21545,5337971,26631,1868622,20361,1717287,21023,8897861,8487,6109387,23735,3788733,26950,2320654,24156,2788474,23232,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1872439,3188,945548,2650,824157,5096,570448,7198,253709,6596,121391,5179,926891,3243,668395,8648,330993,7486,337402,9073,258496,7845,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,411532,1291,203631,1229,170388,2396,114073,2634,56315,2541,33243,2261,207901,1001,169798,2530,94455,3054,75343,2886,38103,2479,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
