GEO_ID,B05003A_001E,B05003A_001M,B05003A_002E,B05003A_002M,B05003A_003E,B05003A_003M,B05003A_004E,B05003A_004M,B05003A_005E,B05003A_005M,B05003A_006E,B05003A_006M,B05003A_007E,B05003A_007M,B05003A_008E,B05003A_008M,B05003A_009E,B05003A_009M,B05003A_010E,B05003A_010M,B05003A_011E,B05003A_011M,B05003A_012E,B05003A_012M,B05003A_013E,B05003A_013M,B05003A_014E,B05003A_014M,B05003A_015E,B05003A_015M,B05003A_016E,B05003A_016M,B05003A_017E,B05003A_017M,B05003A_018E,B05003A_018M,B05003A_019E,B05003A_019M,B05003A_020E,B05003A_020M,B05003A_021E,B05003A_021M,B05003A_022E,B05003A_022M,B05003A_023E,B05003A_023M,NAME,B05003A_001MA,B05003A_001EA,B05003A_002MA,B05003A_002EA,B05003A_003MA,B05003A_003EA,B05003A_004EA,B05003A_004MA,B05003A_005MA,B05003A_005EA,B05003A_006MA,B05003A_006EA,B05003A_007MA,B05003A_007EA,B05003A_008MA,B05003A_008EA,B05003A_009EA,B05003A_009MA,B05003A_010MA,B05003A_010EA,B05003A_011MA,B05003A_011EA,B05003A_012MA,B05003A_012EA,B05003A_013MA,B05003A_013EA,B05003A_014MA,B05003A_014EA,B05003A_015EA,B05003A_015MA,B05003A_016MA,B05003A_016EA,B05003A_017MA,B05003A_017EA,B05003A_018MA,B05003A_018EA,B05003A_019MA,B05003A_019EA,B05003A_020EA,B05003A_020MA,B05003A_021EA,B05003A_021MA,B05003A_022EA,B05003A_022MA,B05003A_023EA,B05003A_023MA,state
0400000US13,6077438,15641,3010662,9922,685959,6057,672108,5838,13851,2564,2872,965,10979,2286,2324703,6539,2128383,7133,196320,7857,68081,4563,128239,7854,3066776,9233,649289,6030,636419,5748,12870,1981,2143,844,10727,2113,2417487,5185,2231164,6792,186323,6482,72193,4464,114130,6687,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,372252,4443,205140,2724,28798,1872,27968,2053,830,639,0,182,830,639,176342,1776,164388,1925,11954,1462,6501,1069,5453,988,167112,2675,28378,1835,27669,1831,709,400,93,105,616,405,138734,1607,124928,1747,13806,1702,6040,968,7766,1415,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1514404,5361,757107,3556,197099,2211,195585,2164,1514,663,366,306,1148,605,560008,2490,529171,2833,30837,2884,11328,1761,19509,2585,757297,3637,187169,2168,185133,2233,2036,925,489,407,1547,829,570128,2565,543246,3116,26882,2865,11204,1614,15678,2355,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9238679,23235,4562869,12646,1004045,6467,983728,6849,20317,2881,5383,1296,14934,2588,3558824,8862,3124021,9857,434803,10662,210617,7288,224186,8515,4675810,13079,954231,6476,934181,6732,20050,2958,5666,1384,14384,2226,3721579,8841,3286105,9075,435474,10185,229605,7568,205869,7215,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5559694,9753,2737290,6032,631007,3630,626821,3637,4186,1113,1050,562,3136,961,2106283,4141,2036977,4420,69306,3992,27114,2162,42192,3431,2822404,5951,609854,3714,605921,3695,3933,1033,1114,459,2819,885,2212550,3522,2148142,4371,64408,3705,29587,2795,34821,2986,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2826672,5945,1397220,3903,319624,1970,318335,1996,1289,457,480,276,809,358,1077596,3016,1049273,3368,28323,2817,12260,2144,16063,1975,1429452,3684,304332,2230,302547,2282,1785,819,715,466,1070,665,1125120,2150,1096542,3105,28578,2830,12319,1595,16259,2350,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2465799,7726,1223047,4881,293663,3036,291130,2956,2533,804,472,287,2061,745,929384,3256,881805,3704,47579,3728,15599,1843,31980,3276,1242752,4438,283328,2837,279745,2959,3583,1090,458,360,3125,963,959424,2791,913754,3825,45670,3227,17449,2245,28221,2503,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3865712,5045,1894206,3475,428373,2721,424898,2871,3475,1516,451,354,3024,1363,1465833,2117,1429052,2837,36781,3051,13255,2064,23526,2673,1971506,3673,411542,2298,408468,2479,3074,1043,537,321,2537,1024,1559964,2480,1526596,3581,33368,2931,14803,2016,18565,2165,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2914693,7522,1447252,5327,323735,3454,320173,3332,3562,1034,387,298,3175,1036,1123517,3373,1083094,3663,40423,3230,13007,1943,27416,3139,1467441,4402,295960,3291,292419,2922,3541,1284,375,262,3166,1321,1171481,2755,1128523,3308,42958,3276,20128,2583,22830,2475,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1258074,1424,615065,1176,120563,1016,120124,1019,439,313,262,224,177,211,494502,763,484383,1787,10119,1534,6377,1197,3742,1062,643009,1341,112228,916,111146,1248,1082,900,261,220,821,911,530781,892,515684,2208,15097,2027,9461,1474,5636,1340,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3395048,10270,1669516,5822,345700,3094,336967,3140,8733,1653,1303,452,7430,1647,1323816,4219,1203002,5027,120814,6531,53654,3759,67160,5391,1725532,6067,328641,3299,320999,3308,7642,1685,1779,789,5863,1591,1396891,4106,1270433,4909,126458,5954,67777,4346,58681,4197,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5373238,12798,2601839,8106,515773,4582,505763,4388,10010,1940,2977,783,7033,1805,2086066,5910,1866317,8465,219749,7824,120395,5504,99354,5752,2771399,7250,492078,4005,483642,3965,8436,1621,2314,799,6122,1490,2279321,4719,2047229,9511,232092,8106,135386,5588,96706,5532,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7801483,8387,3851653,4746,818151,2879,807827,3253,10324,1715,4123,1115,6201,1602,3033502,3566,2870457,6361,163045,5869,94686,4087,68359,4225,3949830,4969,784136,3059,774346,3387,9790,1928,3488,884,6302,1651,3165694,3143,2997447,6614,168247,6028,104141,4845,64106,3930,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4614799,7190,2289162,4234,500118,2629,493788,3145,6330,1555,1898,649,4432,1516,1789044,3068,1730316,4123,58728,3835,25050,2503,33678,2725,2325637,4191,474996,2129,469928,2365,5068,1269,1295,421,3773,1196,1850641,2957,1787880,4289,62761,4385,31262,3111,31499,2673,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1758586,4423,866140,3513,191929,2912,189513,2760,2416,1118,466,416,1950,1062,674211,2090,657472,2084,16739,2304,3585,1151,13154,1933,892446,3981,184625,2994,183283,2800,1342,711,281,414,1061,612,707821,1973,694745,2385,13076,2048,4469,1131,8607,1880,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5011327,7416,2468790,4996,553338,3508,550010,3435,3328,916,1577,633,1751,744,1915452,2970,1868927,3676,46525,3770,20711,2529,25814,3252,2542537,4722,521450,2719,517944,2835,3506,1025,1203,508,2303,919,2021087,3096,1973341,3077,47746,2995,24172,2490,23574,2302,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,918701,2213,462837,1808,95795,1216,95557,1194,238,210,140,161,98,135,367042,1245,361274,1579,5768,1226,2654,671,3114,953,455864,1718,90858,1286,90741,1298,117,145,76,126,41,71,365006,1131,357657,1795,7349,1313,4140,839,3209,948,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1671988,6529,830819,4480,199999,2652,198668,2614,1331,491,349,344,982,400,630820,2462,596830,2718,33990,2818,11490,1480,22500,2631,841169,3431,191130,2059,188083,2014,3047,1162,1280,980,1767,654,650039,2119,619466,2523,30573,2257,12425,1590,18148,2006,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1952341,14544,988729,8487,208013,4514,203118,4522,4895,1127,993,375,3902,1050,780716,5580,664519,5598,116197,5616,49091,3691,67106,4660,963612,7762,201394,3975,197725,4095,3669,1028,461,324,3208,964,762218,5384,636583,5960,125635,5608,52874,3573,72761,5057,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1245262,1995,614296,1405,122525,975,120980,1415,1545,871,582,421,963,763,491771,906,470854,2142,20917,2229,11504,1517,9413,1558,630966,1430,115593,886,114692,931,901,394,369,260,532,309,515373,1172,493080,2477,22293,2338,15323,1972,6970,1245,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6060267,21214,2971549,12512,642314,5731,622410,6109,19904,2475,5106,1079,14798,2321,2329235,9049,1930425,10005,398810,10994,222867,7065,175943,8135,3088718,11341,607315,5163,589343,5190,17972,2633,5297,1387,12675,2206,2481403,8603,2067960,11109,413443,10180,251099,8370,162344,6757,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1530670,13867,757985,7648,174487,3851,170941,3881,3546,1230,480,368,3066,1089,583498,5762,520732,6201,62766,4452,22688,2655,40078,3488,772685,7757,164907,4073,161159,4238,3748,1175,937,642,2811,929,607778,5436,544739,6513,63039,3786,24986,2723,38053,3250,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12621132,30579,6181197,17718,1245327,7615,1215889,8381,29438,3020,8729,1537,20709,2663,4935870,14053,4204042,15823,731828,15308,418067,11086,313761,9633,6439935,16869,1183743,8060,1154863,8560,28880,3470,9721,1875,19159,2674,5256192,11772,4486413,15467,769779,15216,477392,11149,292387,9740,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6934715,14528,3403793,8856,729909,5734,717241,5232,12668,1879,2808,1013,9860,1676,2673884,5718,2490299,6055,183585,5787,58984,4003,124601,5432,3530922,8110,693679,4970,682663,5445,11016,2020,3569,1115,7447,1519,2837243,5091,2666121,6739,171122,5669,65479,3608,105643,4600,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,667900,2285,340933,1724,72078,971,72000,975,78,67,78,67,0,151,268855,1358,262265,1775,6590,1629,2834,895,3756,1257,326967,2073,70759,1296,70271,1412,488,347,90,130,398,299,256208,1355,250894,1522,5314,1036,3029,837,2285,730,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9519055,8894,4675653,5520,1025961,3179,1015701,3610,10260,2127,3856,1273,6404,1563,3649692,3606,3549978,6327,99714,5436,56104,3952,43610,3349,4843402,5047,972375,2994,965145,3445,7230,2006,2307,903,4923,1616,3871027,3236,3764164,6146,106863,5461,64273,3910,42590,3610,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2838386,6875,1401672,4346,312686,2807,308848,2661,3838,926,489,283,3349,897,1088986,2712,1031754,3468,57232,3472,15750,1666,41482,3159,1436714,3816,298208,2526,294357,2755,3851,1033,478,291,3373,987,1138506,2463,1091079,3386,47427,2831,16129,1832,31298,2347,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3433909,9509,1694232,6671,353062,3687,349696,3904,3366,1039,806,561,2560,822,1341170,4390,1244480,4331,96690,4397,35355,3206,61335,4304,1739677,5044,336512,3432,331232,3340,5280,1635,674,480,4606,1429,1403165,3292,1304591,5168,98574,5616,41812,3786,56762,4629,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10386678,12857,5085836,7299,1024604,4295,1013913,4338,10691,1872,2941,722,7750,1731,4061232,5521,3908691,7899,152541,6484,83449,4640,69092,4647,5300842,7782,975846,4031,966558,4227,9288,1847,3645,1187,5643,1305,4324996,5354,4165439,7404,159557,6557,97487,4560,62070,4438,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,848845,6308,409836,3988,76686,1968,75505,1927,1181,592,704,489,477,320,333150,2749,303445,2821,29705,3518,16205,2065,13500,2436,439009,3225,71999,1653,71414,1642,585,388,409,320,176,240,367010,2213,336952,2953,30058,2435,20873,1737,9185,1539,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3292094,7581,1621865,4859,337816,2872,333008,2984,4808,1220,1085,636,3723,1009,1284049,3833,1223363,3644,60686,4058,20943,2557,39743,3107,1670229,5301,316967,3753,313335,3737,3632,1145,930,608,2702,1023,1353262,2751,1294730,4200,58532,4214,23428,2769,35104,2911,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,725937,2619,364268,1782,82299,1206,82008,1210,291,238,123,162,168,182,281969,1293,277186,1580,4783,1027,1759,530,3024,849,361669,1478,77317,950,76917,947,400,295,35,57,365,293,284352,938,279982,1190,4370,1037,2664,917,1706,634,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5129336,8520,2514655,5773,550634,3984,541018,4235,9616,2468,1419,672,8197,2430,1964021,3864,1882915,4784,81106,4750,25970,2927,55136,4025,2614681,5294,522998,3522,516589,3751,6409,1802,1274,558,5135,1530,2091683,2928,2021071,4041,70612,3963,28029,2464,42583,3144,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20587917,39722,10236167,22017,2683318,13222,2590672,13440,92646,7179,11750,2118,80896,6739,7552849,14520,6195511,21313,1357338,18483,402541,10869,954797,16231,10351750,24132,2568171,13132,2483090,14774,85081,7777,9257,1742,75824,7746,7783579,15960,6446446,20199,1337133,18451,454183,11213,882950,18171,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2611340,11303,1311557,6458,397571,3756,394306,3693,3265,1038,820,434,2445,932,913986,4047,860101,4085,53885,4081,21833,2677,32052,3222,1299783,5930,375317,3671,372357,3673,2960,891,1001,555,1959,766,924466,3565,866548,4037,57918,3938,24596,2565,33322,3339,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,593056,1306,292291,851,56482,454,55919,667,563,498,94,116,469,484,235809,802,227098,1714,8711,1644,5274,1287,3437,1130,300765,892,53458,475,53190,561,268,257,27,46,241,252,247307,731,238356,1684,8951,1426,5317,1007,3634,990,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5718051,14388,2836430,9441,595854,4822,582488,4855,13366,2396,3026,819,10340,2213,2240576,6707,2059805,6670,180771,7530,83087,4468,97684,6258,2881621,7670,566139,4728,553471,4837,12668,2176,3204,1035,9464,1748,2315482,5302,2121930,5855,193552,6598,97222,4622,96330,5184,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5513655,12496,2762678,8091,576797,4183,565125,4358,11672,1917,2201,817,9471,1740,2185881,5888,2002903,7713,182978,7891,76328,5295,106650,5395,2750977,7674,543143,4079,532574,4046,10569,1916,1584,664,8985,1858,2207834,5234,2022270,6755,185564,6664,90620,5171,94944,4956,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1722847,2814,845577,2730,175747,1760,175035,1759,712,416,121,144,591,399,669830,2030,662372,2627,7458,1966,3261,913,4197,1792,877270,2251,170400,1751,170171,1744,229,233,216,234,13,20,706870,1335,699389,1550,7481,1224,4218,1017,3263,853,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4965524,9672,2468876,6035,520463,3815,515827,3632,4636,1286,1325,524,3311,1122,1948413,3369,1887785,4247,60628,4200,25568,2449,35060,3367,2496648,5055,494459,3136,491662,3108,2797,698,842,370,1955,585,2002189,3190,1945474,4215,56715,4064,27248,2471,29467,2907,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,536320,3624,272159,2449,61692,1787,61424,1791,268,272,49,65,219,268,210467,1447,205243,1560,5224,1134,2327,751,2897,885,264161,2937,60010,2028,59539,1919,471,601,0,192,471,601,204151,1815,197507,2168,6644,1507,3304,844,3340,1210,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
