GEO_ID,B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,NAME,B20017F_001MA,B20017F_001EA,B20017F_002EA,B20017F_002MA,B20017F_003EA,B20017F_003MA,B20017F_004EA,B20017F_004MA,B20017F_005MA,B20017F_005EA,B20017F_006MA,B20017F_006EA,B20017F_007EA,B20017F_007MA,state
0400000US01,20991,3013,23800,2376,25548,1735,11541,12416,16739,2844,21634,3518,8498,3565,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,28274,2020,29652,7900,31771,14047,12316,8383,25291,5673,35886,12689,8535,11165,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,21990,686,24479,1448,30494,1049,11502,806,20005,1262,27183,1049,9463,969,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22778,1259,25681,1576,30589,2997,8436,4072,18007,3363,22894,1326,7529,3055,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22403,171,25844,245,31760,249,12076,228,19013,388,27347,389,10074,181,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,26852,920,30324,1059,34442,2739,13965,2478,21514,1454,29866,1945,9939,1578,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,23841,1636,27139,2265,36529,4571,14929,3174,20870,1129,29518,2658,12923,1850,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19983,3097,22166,5681,30871,10840,15002,6600,17679,8147,31419,12629,11116,1095,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,25397,2767,29895,7742,37236,6033,13577,2378,20693,4512,31634,22335,15676,3678,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,22255,715,23705,1219,30358,1255,11567,840,21119,833,29064,2009,10140,933,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,22296,1229,25027,1492,28215,1727,12700,3089,18392,1351,26084,1029,10383,1407,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31139,2183,34673,6781,37141,10322,22509,12265,24007,8504,36060,14310,9947,7643,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21344,2482,26702,1598,31325,2144,7592,3320,14246,3282,21878,2752,9791,5349,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,23924,980,27201,854,31491,742,12464,1035,19725,820,26945,965,8924,890,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,22269,1789,27050,2922,31940,874,11474,1401,17227,2579,27349,2421,6798,1036,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25677,1354,27168,2840,31905,3965,9426,5692,21759,2173,30488,3182,10895,1836,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,24253,3039,28661,4076,34049,3444,8413,3291,17667,3038,26521,3179,7630,2289,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19802,1431,21336,926,22281,2852,16216,6959,14149,4022,20522,1970,10038,3035,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,25464,2129,30583,3602,33973,3516,11699,8039,21691,4109,26758,2804,8619,2149,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12891,13063,38770,44156,46660,16132,10516,9484,6211,3691,25345,19073,5362,2121,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,25872,815,29199,1092,32330,1351,15901,1689,20437,1271,26068,970,11153,1145,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,22364,934,24915,1449,31719,799,11102,1259,20559,861,32391,3338,11303,757,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,21598,1233,26002,1395,31193,1894,11923,1930,16660,1451,27179,3790,7857,1946,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21218,1009,23924,2508,30426,1344,14352,1630,16998,1792,29643,4048,10813,1296,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
