GEO_ID,C24020_001E,C24020_001M,C24020_002E,C24020_002M,C24020_003E,C24020_003M,C24020_004E,C24020_004M,C24020_005E,C24020_005M,C24020_006E,C24020_006M,C24020_007E,C24020_007M,C24020_008E,C24020_008M,C24020_009E,C24020_009M,C24020_010E,C24020_010M,C24020_011E,C24020_011M,C24020_012E,C24020_012M,C24020_013E,C24020_013M,C24020_014E,C24020_014M,C24020_015E,C24020_015M,C24020_016E,C24020_016M,C24020_017E,C24020_017M,C24020_018E,C24020_018M,C24020_019E,C24020_019M,C24020_020E,C24020_020M,C24020_021E,C24020_021M,C24020_022E,C24020_022M,C24020_023E,C24020_023M,C24020_024E,C24020_024M,C24020_025E,C24020_025M,C24020_026E,C24020_026M,C24020_027E,C24020_027M,C24020_028E,C24020_028M,C24020_029E,C24020_029M,C24020_030E,C24020_030M,C24020_031E,C24020_031M,C24020_032E,C24020_032M,C24020_033E,C24020_033M,C24020_034E,C24020_034M,C24020_035E,C24020_035M,C24020_036E,C24020_036M,C24020_037E,C24020_037M,C24020_038E,C24020_038M,C24020_039E,C24020_039M,C24020_040E,C24020_040M,C24020_041E,C24020_041M,C24020_042E,C24020_042M,C24020_043E,C24020_043M,C24020_044E,C24020_044M,C24020_045E,C24020_045M,C24020_046E,C24020_046M,C24020_047E,C24020_047M,C24020_048E,C24020_048M,C24020_049E,C24020_049M,C24020_050E,C24020_050M,C24020_051E,C24020_051M,C24020_052E,C24020_052M,C24020_053E,C24020_053M,C24020_054E,C24020_054M,C24020_055E,C24020_055M,C24020_056E,C24020_056M,C24020_057E,C24020_057M,C24020_058E,C24020_058M,C24020_059E,C24020_059M,C24020_060E,C24020_060M,C24020_061E,C24020_061M,C24020_062E,C24020_062M,C24020_063E,C24020_063M,C24020_064E,C24020_064M,C24020_065E,C24020_065M,C24020_066E,C24020_066M,C24020_067E,C24020_067M,C24020_068E,C24020_068M,C24020_069E,C24020_069M,C24020_070E,C24020_070M,C24020_071E,C24020_071M,C24020_072E,C24020_072M,C24020_073E,C24020_073M,NAME,C24020_001EA,C24020_001MA,C24020_002MA,C24020_002EA,C24020_003MA,C24020_003EA,C24020_004MA,C24020_004EA,C24020_005MA,C24020_005EA,C24020_006MA,C24020_006EA,C24020_007MA,C24020_007EA,C24020_008MA,C24020_008EA,C24020_009MA,C24020_009EA,C24020_010MA,C24020_010EA,C24020_011MA,C24020_011EA,C24020_012MA,C24020_012EA,C24020_013MA,C24020_013EA,C24020_014MA,C24020_014EA,C24020_015MA,C24020_015EA,C24020_016MA,C24020_016EA,C24020_017MA,C24020_017EA,C24020_018MA,C24020_018EA,C24020_019MA,C24020_019EA,C24020_020MA,C24020_020EA,C24020_021MA,C24020_021EA,C24020_022MA,C24020_022EA,C24020_023EA,C24020_023MA,C24020_024EA,C24020_024MA,C24020_025EA,C24020_025MA,C24020_026EA,C24020_026MA,C24020_027EA,C24020_027MA,C24020_028MA,C24020_028EA,C24020_029EA,C24020_029MA,C24020_030EA,C24020_030MA,C24020_031EA,C24020_031MA,C24020_032EA,C24020_032MA,C24020_033MA,C24020_033EA,C24020_034EA,C24020_034MA,C24020_035EA,C24020_035MA,C24020_036EA,C24020_036MA,C24020_037EA,C24020_037MA,C24020_038EA,C24020_038MA,C24020_039MA,C24020_039EA,C24020_040EA,C24020_040MA,C24020_041EA,C24020_041MA,C24020_042EA,C24020_042MA,C24020_043EA,C24020_043MA,C24020_044MA,C24020_044EA,C24020_045EA,C24020_045MA,C24020_046EA,C24020_046MA,C24020_047EA,C24020_047MA,C24020_048EA,C24020_048MA,C24020_049EA,C24020_049MA,C24020_050MA,C24020_050EA,C24020_051EA,C24020_051MA,C24020_052EA,C24020_052MA,C24020_053EA,C24020_053MA,C24020_054EA,C24020_054MA,C24020_055MA,C24020_055EA,C24020_056EA,C24020_056MA,C24020_057EA,C24020_057MA,C24020_058EA,C24020_058MA,C24020_059EA,C24020_059MA,C24020_060EA,C24020_060MA,C24020_061MA,C24020_061EA,C24020_062EA,C24020_062MA,C24020_063EA,C24020_063MA,C24020_064EA,C24020_064MA,C24020_065EA,C24020_065MA,C24020_066MA,C24020_066EA,C24020_067EA,C24020_067MA,C24020_068EA,C24020_068MA,C24020_069EA,C24020_069MA,C24020_070EA,C24020_070MA,C24020_071EA,C24020_071MA,C24020_072MA,C24020_072EA,C24020_073EA,C24020_073MA,state
0400000US01,1462180,14418,827353,10388,266312,8866,128636,6012,99569,5149,29067,2844,62737,4033,25846,2631,31090,2742,5801,1177,49545,4033,10446,1636,8347,1355,22408,2484,8344,1520,25394,2905,17343,2323,8051,1664,83445,5318,2920,996,28591,3223,14142,2419,14449,2473,16246,2391,27841,3116,7847,1587,120876,5441,72601,4807,48275,3641,148212,6091,6123,1121,75610,4764,66479,4112,208508,7857,114610,5788,56259,4196,37639,3735,634827,11124,283989,8138,95911,5183,57864,4826,38047,2723,19280,2161,10372,1572,5651,1384,3257,861,88910,4482,17315,2411,8502,1603,56265,3728,6828,1599,79888,4387,53158,3983,26730,2652,93718,5480,24827,2888,5670,1205,2466,751,3204,1004,25472,2880,13785,2214,23964,2805,200920,6878,58418,3877,142502,6459,5211,1061,738,403,2273,686,2200,724,50989,3707,39092,3194,6539,1456,5358,1191,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,225583,5428,129431,3675,46579,2847,22214,2159,17757,2003,4457,1011,10808,1544,3433,880,5398,1009,1977,605,9602,1680,2480,843,1797,790,3702,956,1623,766,3955,920,2562,847,1393,655,16021,2115,772,475,4648,1017,2476,763,2172,661,4852,1308,3416,877,2333,1102,20751,2575,10239,1812,10512,1771,26293,2709,1072,364,12313,1726,12908,2007,19787,2300,7034,1483,8176,1225,4577,1019,96152,3484,44056,2820,17628,1927,11352,1458,6276,1264,3652,822,722,355,925,406,2005,609,13344,1864,3356,762,1161,462,6830,1303,1997,711,9432,1502,6530,1100,2902,974,15624,1946,3681,920,758,364,329,272,429,261,3866,1044,2919,902,4400,1012,30892,2890,7594,1376,23298,2320,1272,545,315,202,703,380,254,324,4308,1072,3041,957,754,383,513,303,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2043387,18177,1169857,12211,405918,8328,197868,6596,143442,6177,54426,3517,103262,4453,52623,3869,41908,2944,8731,1589,70071,4039,15886,2085,10553,1568,26852,2803,16780,1981,34717,3312,24223,2628,10494,1627,176276,6994,7719,1645,52393,3811,23958,2833,28435,2712,43962,3710,54631,4263,17571,2465,218563,7608,121687,4908,96876,5373,193400,8174,7971,1712,103411,6795,82018,5242,175700,6301,78838,4458,63681,4312,33181,3172,873530,11973,378106,10029,159971,6974,97588,5405,62383,4152,27273,1932,16069,1828,5473,958,5731,1120,102057,4713,24193,2619,11617,1852,55066,3486,11181,1793,88805,5127,57503,4078,31302,3389,142193,5560,29809,3113,10396,1527,4997,1004,5399,1139,38931,3775,26555,2881,36502,3455,303441,8859,91549,5306,211892,7763,8321,1540,2091,719,3239,1017,2991,1032,41469,3415,24598,2399,9827,1692,7044,1358,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,908156,10674,511451,7996,149316,6219,75968,4868,60236,4156,15732,2044,29905,2954,15873,2114,9274,1528,4758,1245,27482,2949,6162,1582,4364,1047,11291,1751,5665,1280,15961,2471,10764,1634,5197,1578,54832,3808,3003,947,16668,2289,6505,1150,10163,1978,13426,2194,17721,2178,4014,942,83429,4723,50884,4104,32545,2764,101114,4376,10634,1653,47860,3681,42620,3967,122760,6002,66056,4323,33470,3101,23234,3112,396705,8032,175654,6263,58957,3287,38672,3098,20285,2269,10415,1697,5358,1220,1673,642,3384,1053,60744,3947,11057,1938,4227,1337,41969,3025,3491,983,45538,3412,28118,2811,17420,1872,57899,3733,18324,2339,4330,1093,2025,746,2305,730,14407,1820,6384,1159,14454,2016,123778,4648,35420,3279,88358,4335,4328,1157,1761,663,1126,650,1441,615,35046,3248,26157,2477,3536,1047,5353,1384,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12153335,46674,7158555,34592,2749902,21883,1294826,16429,970293,14757,324533,9250,746288,13944,394591,9695,279054,8944,72643,4129,510330,11101,71718,5188,86684,4288,161908,6694,190020,7569,198458,6856,132679,5946,65779,4671,952710,18008,43159,3963,225500,8298,120694,6840,104806,4759,277485,8912,307979,11586,98587,6388,1166634,18559,688060,15269,478574,10412,1123294,18078,128483,7370,598189,14190,396622,11224,1166015,16992,521002,13584,394094,11275,250919,9161,4994780,28870,2287349,24938,1006598,16977,618855,13729,387743,9805,233441,8063,118718,5949,51754,3366,62969,3867,648188,11438,135527,5633,81560,4040,313105,8842,117996,5036,399122,10028,275710,8973,123412,5102,832654,13521,169642,7827,48117,4041,24741,2708,23376,2553,179278,7838,159877,6972,275740,8585,1501303,19758,485804,12333,1015499,16738,62500,4816,37052,3359,12877,1897,12571,1922,310974,8553,208263,6743,40508,3652,62203,4260,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1909842,16658,1120867,11438,470246,8773,239170,7170,181707,6407,57463,3409,133962,4831,75214,3889,47413,3331,11335,1536,69798,3699,13253,1821,12092,1620,25458,2435,18995,2001,27316,2531,19319,1940,7997,1588,122930,6284,4843,1130,35315,2810,16377,1907,18938,2241,40719,4200,32507,2842,9546,1184,193888,6428,126695,5647,67193,4302,189548,8163,9112,1507,119250,7245,61186,3948,144255,4883,63234,3848,56775,4176,24246,2634,788975,10959,398006,8567,172912,5305,106738,4233,66174,3587,36966,2496,19706,1958,9047,1411,8213,1258,113397,4755,20807,1859,14501,1913,63349,3209,14740,1823,74731,4355,52889,3732,21842,2460,115263,6115,28051,3188,8724,1467,3157,1018,5567,1010,27157,3253,18342,2173,32989,3130,238964,7534,77506,4431,161458,6108,5980,1337,2081,817,2159,742,1740,726,30762,2717,17930,1949,7362,1290,5470,1340,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1215730,10876,689030,8502,294339,7624,147980,5130,105316,4743,42664,3425,67252,4081,33213,2776,27611,2516,6428,969,56508,3447,9075,1769,10627,1336,22463,2281,14343,1614,22599,2501,16691,1877,5908,1458,82600,5384,3269,945,24964,2721,13536,2053,11428,1678,19483,3136,27848,2562,7036,1713,121586,5897,75209,4647,46377,3394,96317,5528,1255,777,56064,4322,38998,3120,94188,5004,52857,3459,28635,2917,12696,1842,526700,8067,273704,6467,110369,4321,66245,3386,44124,3324,22409,2358,11407,1447,5309,1177,5693,1200,88642,4450,19684,2130,10270,1591,49713,3703,8975,1387,52284,3292,37467,2833,14817,1799,72715,4088,22202,2409,3736,897,1662,650,2074,638,13391,2062,11758,2201,21628,2770,151060,5561,47253,3592,103807,4711,3094,941,275,281,1024,444,1795,798,26127,3079,20056,2706,3081,1033,2990,1059,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,313631,7236,167820,4717,66683,3702,32995,2736,27283,2466,5712,1059,17461,2088,10341,1597,4064,1041,3056,713,11233,1700,2790,808,2104,701,4510,1134,1829,742,4994,1024,3618,858,1376,517,22495,2251,1432,702,7120,1690,3240,1045,3880,1189,4833,1222,6696,1297,2414,749,27121,2887,15894,2289,11227,1548,29040,2638,1858,753,15684,2030,11498,1624,22481,2178,9779,1670,7560,1286,5142,1316,145811,4758,76713,3452,30797,2307,20163,2103,10634,1418,6988,1294,3420,866,1404,622,2164,671,21808,2559,4310,1192,2279,752,13395,2090,1824,878,17120,2116,12086,1880,5034,1065,20346,2435,5553,1239,1006,372,185,137,821,379,6804,1727,2918,1033,4065,953,42034,3106,11504,1807,30530,2487,1372,775,466,422,442,299,464,549,5346,1192,3606,1044,475,244,1265,594,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,267893,5138,136570,3774,90741,3820,40341,2956,27549,2574,12792,1665,18865,2093,11560,1651,2696,756,4609,935,27884,2434,2709,752,13519,1991,3568,828,8088,1308,3651,953,3055,848,596,379,16294,2211,520,368,3807,964,2201,807,1606,562,4632,1466,5435,1329,1900,838,16958,2080,7353,1431,9605,1891,5584,1777,0,200,4370,1640,1214,801,6993,1197,1962,913,3358,865,1673,752,131323,3737,91194,3872,40720,3070,25845,2557,14875,2145,13862,1611,7464,1302,876,380,5522,1083,32124,2620,5082,1078,10221,1617,9725,1439,7096,1095,4488,992,2895,704,1593,722,16373,2146,2454,730,3448,1036,2598,893,850,417,3141,855,3534,1084,3796,1204,21814,2543,7390,1598,14424,1792,91,149,0,200,91,149,0,200,1851,635,257,207,1139,541,455,343,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6309433,33826,3480552,24772,1192709,17073,630394,12079,485692,11031,144702,6434,232497,8557,125356,6301,88017,5405,19124,2421,209512,7750,31126,2807,42799,3526,75780,4885,59807,4671,120306,6210,85184,4888,35122,3505,543509,15987,20464,2808,141606,6856,79229,5375,62377,4720,154988,8027,175744,8107,50707,5022,664893,14927,412073,12249,252820,9656,600903,15342,26219,3898,335172,12209,239512,8378,478538,11457,173279,7956,214672,8239,90587,5352,2828881,21757,1227352,17631,492367,11195,316708,9144,175659,6863,76166,5536,43612,3972,12409,1838,20145,3123,376446,11852,63201,4381,55039,3929,215477,8927,42729,4298,282373,9768,184712,8018,97661,5746,514520,12412,135831,7139,42731,3793,23844,2929,18887,2478,131672,8595,101185,7050,103101,5727,942583,16754,311091,10297,631492,14687,25742,2861,8416,1851,9786,2011,7540,1473,118684,6102,66736,5260,30458,3166,21490,2991,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
