GEO_ID,C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,NAME,C06001_001EA,C06001_001MA,C06001_002EA,C06001_002MA,C06001_003MA,C06001_003EA,C06001_004MA,C06001_004EA,C06001_005EA,C06001_005MA,C06001_006MA,C06001_006EA,C06001_007EA,C06001_007MA,C06001_008EA,C06001_008MA,C06001_009MA,C06001_009EA,C06001_010MA,C06001_010EA,C06001_011MA,C06001_011EA,C06001_012EA,C06001_012MA,C06001_013EA,C06001_013MA,C06001_014MA,C06001_014EA,C06001_015MA,C06001_015EA,C06001_016MA,C06001_016EA,C06001_017EA,C06001_017MA,C06001_018EA,C06001_018MA,C06001_019EA,C06001_019MA,C06001_020MA,C06001_020EA,C06001_021MA,C06001_021EA,C06001_022MA,C06001_022EA,C06001_023EA,C06001_023MA,C06001_024EA,C06001_024MA,C06001_025MA,C06001_025EA,C06001_026MA,C06001_026EA,C06001_027MA,C06001_027EA,C06001_028EA,C06001_028MA,C06001_029EA,C06001_029MA,C06001_030EA,C06001_030MA,C06001_031MA,C06001_031EA,C06001_032MA,C06001_032EA,C06001_033EA,C06001_033MA,C06001_034EA,C06001_034MA,C06001_035EA,C06001_035MA,C06001_036MA,C06001_036EA,C06001_037MA,C06001_037EA,C06001_038EA,C06001_038MA,C06001_039EA,C06001_039MA,C06001_040EA,C06001_040MA,C06001_041EA,C06001_041MA,C06001_042MA,C06001_042EA,C06001_043EA,C06001_043MA,C06001_044EA,C06001_044MA,C06001_045EA,C06001_045MA,state
0400000US01,4858979,-555555555,285122,3059,823286,4014,468319,5125,1236665,7365,644006,4935,639734,2668,450119,2604,311728,1918,3403844,20200,253712,4261,669973,8211,330981,6248,796656,9613,411592,7061,414888,6252,305741,3785,220301,3723,1248961,20458,28122,3151,135316,6684,117901,5574,348856,9034,199398,6726,201433,6577,133382,3823,84553,3255,36202,3382,1220,791,4237,1049,3927,1195,13194,1896,6313,1157,5800,1040,1233,528,278,209,169972,7267,2068,919,13760,2530,15510,2553,77959,5110,26703,2855,17613,1808,9763,1749,6596,1215,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,738432,-555555555,54761,934,131630,1035,82518,1607,210434,2425,93326,1795,94755,1179,48118,1079,22890,652,308448,8050,45426,1398,91362,3536,43034,2915,77019,3535,21245,1660,18576,1413,8015,970,3771,475,355153,7455,8231,1271,32630,3462,31906,3041,105399,3880,60024,1838,63964,1561,36551,1112,16448,745,16287,2410,883,423,3732,1053,2397,868,4381,1359,1834,586,2081,744,894,411,85,86,58544,4089,221,322,3906,1080,5181,1200,23635,2388,10223,1304,10134,1203,2658,571,2586,585,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6828065,-555555555,429860,1329,1191668,1328,669583,2784,1760035,3470,842972,2593,813943,1534,652858,2112,467146,1743,2679897,21468,377093,4264,887178,9820,356348,8572,618389,11827,182220,6651,143890,5257,71171,3095,43608,2590,3135027,19005,43240,3886,246382,8990,233794,7765,752244,11598,472973,5808,533480,4860,489752,5333,363162,3484,98741,7242,3665,1268,15389,2541,8781,1629,32711,3926,15637,2183,14211,2201,5323,1196,3024,797,914400,15780,5862,1642,42719,4200,70660,4834,356691,9319,172142,5735,122362,4992,86612,4157,57352,3092,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2978204,-555555555,188704,2398,517240,3005,284441,4200,752890,5444,383582,3837,373233,2052,279414,1790,198700,1601,1837618,16073,161355,3119,393417,6441,180310,5513,420846,7475,204056,4870,201193,4553,160723,3685,115718,3233,975303,15837,25472,2564,109306,5954,85813,4890,260927,8209,150103,4742,155725,4313,108881,3786,79076,3147,22442,3352,902,439,3683,1434,3123,1117,7640,1862,3420,796,2476,839,804,367,394,292,142841,5470,975,532,10834,2023,15195,2479,63477,3753,26003,2337,13839,1662,9006,1610,3512,926,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39144818,-555555555,2507649,2615,6608769,3207,3943137,4533,11023082,6730,5243141,4748,4629482,2541,2981899,3587,2207659,2695,21454567,49782,2334650,8144,5730427,17505,2940965,15636,5316911,33624,1986580,17602,1697879,16060,923695,11229,523460,10918,6481442,37381,95793,5921,395149,11073,355759,10830,1547152,20449,948777,15697,1181622,12645,1029770,11732,927420,10520,520473,13638,26678,3298,83843,5864,52965,4245,153122,7091,81413,4381,71389,4240,33518,2749,17545,2077,10688336,47464,50528,3909,399350,12386,593448,13484,4005897,27861,2226371,16863,1678592,12505,994916,10640,739234,9879,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5456574,-555555555,333539,2020,923233,1962,527949,3529,1565126,4055,711031,2984,684124,2393,436772,2154,274800,1672,2329855,23134,288595,3392,672582,8964,269661,7312,525716,12201,202574,6698,190710,5905,111737,3824,68280,2992,2503715,22854,38376,2829,203314,8057,202729,6464,766691,11148,399613,7277,424647,5731,288319,4641,180026,3682,85938,5937,2951,1029,13796,2550,10240,1898,29437,3530,13327,1806,11477,1507,2770,820,1940,663,537066,13583,3617,943,33541,3258,45319,4476,243282,8241,95517,4240,57290,3275,33946,2623,24554,2167,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590886,-555555555,186528,998,576797,1048,352843,1792,875280,2872,537158,2195,496997,954,314303,1327,250980,1250,1985475,15639,162977,2836,437702,5940,218856,4901,421455,7457,253265,5472,241257,5886,135549,3724,114414,3702,956742,14820,19169,2591,94553,4947,83393,3976,213210,7103,168949,5267,165036,5084,120596,4129,91836,3404,129021,6379,1362,512,14752,2266,11110,1808,40657,3725,22036,2418,18877,2047,12031,1326,8196,1321,519648,14163,3020,853,29790,3015,39484,3908,199958,8117,92908,4065,71827,3907,46127,3073,36534,2502,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,945934,-555555555,55445,219,148755,273,89098,1400,235075,1578,129436,1056,127301,684,95778,1117,65046,882,431303,10186,45215,2027,107043,3666,43367,2988,102669,4731,47247,3088,42051,2727,26124,2118,17587,1637,414365,9419,8781,1754,36063,3405,38615,3013,89611,4915,65461,3063,72820,2699,60861,2178,42153,1816,12757,2236,579,528,1025,599,1874,892,3277,901,2686,802,1753,638,1185,519,378,338,87509,5462,870,557,4624,1119,5242,1263,39518,2969,14042,1793,10677,1401,7608,1209,4928,964,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,672228,-555555555,43230,6,74608,14,81506,162,248906,399,77353,158,70034,732,44092,970,32499,648,240836,6602,33614,1607,52061,2195,23183,2004,62502,3183,25450,1978,26895,1677,10914,1234,6217,819,323439,7636,8594,1505,17347,2250,47261,2105,134911,4330,35347,2323,30865,1725,26984,1464,22130,933,12836,2497,327,244,1677,757,1780,637,5162,1466,2350,1008,991,485,432,290,117,170,95117,5695,695,623,3523,1108,9282,1435,46331,3764,14206,1644,11283,1494,5762,1126,4035,975,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20271272,-555555555,1098273,3447,3004716,3565,1774002,7744,5056725,9609,2743332,6247,2648991,4358,2185122,4156,1760111,3860,7286501,44833,958466,9137,2178619,18534,964251,15395,1686599,21394,594851,11489,488086,10678,248816,7376,166813,6851,8170020,49455,99345,6877,537424,17309,481436,12303,1767920,23836,1258474,13305,1448312,11480,1404913,9119,1172196,8833,728511,19175,18411,2893,91664,7018,68414,6148,239784,10395,111848,5981,87445,5442,66276,4132,44669,3257,4086240,42279,22051,3169,197009,10073,259901,10250,1362422,24117,778159,10952,625148,9908,465117,9297,376433,7983,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
