GEO_ID,C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,NAME,C06001_001EA,C06001_001MA,C06001_002EA,C06001_002MA,C06001_003MA,C06001_003EA,C06001_004MA,C06001_004EA,C06001_005EA,C06001_005MA,C06001_006MA,C06001_006EA,C06001_007EA,C06001_007MA,C06001_008EA,C06001_008MA,C06001_009MA,C06001_009EA,C06001_010MA,C06001_010EA,C06001_011MA,C06001_011EA,C06001_012EA,C06001_012MA,C06001_013EA,C06001_013MA,C06001_014MA,C06001_014EA,C06001_015MA,C06001_015EA,C06001_016MA,C06001_016EA,C06001_017EA,C06001_017MA,C06001_018EA,C06001_018MA,C06001_019EA,C06001_019MA,C06001_020MA,C06001_020EA,C06001_021MA,C06001_021EA,C06001_022MA,C06001_022EA,C06001_023EA,C06001_023MA,C06001_024EA,C06001_024MA,C06001_025MA,C06001_025EA,C06001_026MA,C06001_026EA,C06001_027MA,C06001_027EA,C06001_028EA,C06001_028MA,C06001_029EA,C06001_029MA,C06001_030EA,C06001_030MA,C06001_031MA,C06001_031EA,C06001_032MA,C06001_032EA,C06001_033EA,C06001_033MA,C06001_034EA,C06001_034MA,C06001_035EA,C06001_035MA,C06001_036MA,C06001_036EA,C06001_037MA,C06001_037EA,C06001_038EA,C06001_038MA,C06001_039EA,C06001_039MA,C06001_040EA,C06001_040MA,C06001_041EA,C06001_041MA,C06001_042MA,C06001_042EA,C06001_043EA,C06001_043MA,C06001_044EA,C06001_044MA,C06001_045EA,C06001_045MA,state
0400000US13,10214860,-555555555,649360,4170,1853054,4563,1028679,7070,2771461,8975,1401045,6065,1208502,3822,809315,4521,493444,3820,5606595,34603,562662,7181,1388828,12680,615713,10523,1252208,16205,582055,10168,551521,9596,390651,8641,262957,5723,3447838,34825,73630,6117,382562,12277,314231,9653,1011378,14953,596586,10621,521043,9957,352414,6951,195994,5702,136710,10563,4288,1686,20586,3142,15742,2523,47161,5179,23744,3307,16940,2320,5974,1383,2275,1042,1023717,16327,8780,2140,61078,5092,82993,5233,460714,10003,198660,6945,118998,5032,60276,3193,32218,2543,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1431603,-555555555,92093,710,219113,890,134483,1493,394173,1629,174599,800,179989,598,133842,691,103311,516,759288,11055,75177,1776,160505,4689,73872,3319,176754,5123,73738,2989,77856,2438,61066,2529,60320,2221,370856,7255,12591,1404,38689,3850,41519,2101,125965,3789,45689,2013,51877,2367,37039,1605,17487,1061,48045,4761,3293,985,7829,1861,3627,1078,17182,2264,6341,1033,6491,1350,2728,866,554,385,253414,8901,1032,556,12090,2185,15465,2591,74272,4162,48831,2929,43765,2445,33009,2220,24950,1982,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1654930,-555555555,111847,1127,320334,1607,156767,3028,421315,3628,198964,2926,202439,1574,145577,1441,97687,1153,794787,13781,92800,2800,222730,5740,80166,3471,178277,6381,68357,3586,70465,3308,49435,3121,32557,2542,751667,13714,17667,2731,89092,6093,64265,4337,198967,6573,111664,3639,120630,3666,88852,3324,60530,2658,14112,2584,508,307,2993,1117,1587,788,4619,1149,2104,866,1712,685,368,241,221,210,94364,5556,872,629,5519,1413,10749,1779,39452,4023,16839,2388,9632,1536,6922,1362,4379,1057,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12859995,-555555555,779666,2724,2180519,3148,1237872,4556,3445817,5837,1744768,4132,1643128,2257,1040206,2668,788019,1941,8641354,30943,715255,5346,1849119,11508,927850,9281,2048496,16536,1030192,8837,1007328,8888,594402,6851,468712,5941,2247458,24560,52308,4104,223811,8947,180637,6830,606106,12729,340429,7243,363684,7955,275066,5478,205417,4798,145027,6795,2881,794,24621,3006,15341,2460,40236,3684,21418,2304,20040,2287,12138,1644,8352,1350,1826156,22081,9222,1632,82968,6385,114044,6152,750979,12231,352729,7265,252076,6513,158600,4745,105538,4570,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6619680,-555555555,419209,2345,1160525,2939,676373,5207,1664620,5980,878429,4048,855200,2691,555659,2370,409665,1487,4530700,21048,375841,4226,941595,9485,454106,6361,1063825,11866,562279,6124,552431,6467,336395,4771,244228,3920,1723704,21919,40813,3631,191531,9022,174939,6159,449190,12085,256249,5983,264665,6726,195228,4784,151089,4003,43968,3902,769,429,6006,1654,5592,1464,14892,2063,7949,1271,5671,1207,1726,578,1363,584,321308,8167,1786,745,21393,2770,41736,3163,136713,5693,51952,3656,32433,2395,22310,2120,12985,1743,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3123899,-555555555,195084,2196,533669,2217,320642,3414,760811,4441,399872,2874,412669,1825,267973,1227,233179,1130,2220360,14475,169667,2831,423241,5086,200801,5103,490210,6543,265073,4634,296989,3879,196833,3008,177546,2551,737826,14748,23432,2357,97211,5381,97193,4985,197813,6750,106984,4406,99255,3713,65203,2974,50735,2449,16992,1950,643,350,2063,757,2012,630,5929,1252,2882,671,2368,797,430,259,665,369,148721,5960,1342,561,11154,1985,20636,2384,66859,3736,24933,2383,14057,1882,5507,1019,4233,947,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2911641,-555555555,197066,2159,523168,2841,302928,3701,731729,4245,362357,2847,368341,1671,235259,1760,190793,1470,1706031,15801,169794,2770,393716,6827,172623,4697,367321,6757,171586,4106,194841,4445,125015,2942,111135,2623,974174,16831,24810,2364,113091,6236,105726,5061,261590,8040,148662,4046,150280,4191,98872,3023,71143,2517,25716,2769,1094,600,3091,1029,2477,739,8851,1802,5256,1083,2862,795,1009,394,1076,490,205720,7842,1368,592,13270,2135,22102,2480,93967,5115,36853,2880,20358,1806,10363,1440,7439,1447,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4425092,-555555555,273366,2323,737217,3088,425719,3578,1124974,3799,601478,2521,588210,2370,401646,2151,272482,1584,3077946,19267,235543,3603,579212,7928,286505,5625,725251,8834,382473,5800,393390,5665,275995,4483,199577,3055,1161275,18311,35203,2726,138011,7075,118543,5383,320802,8781,189517,5379,178103,5272,114609,4125,66487,2860,28535,2902,583,347,3797,1054,3090,984,10095,1718,5950,1255,3365,1029,1313,683,342,268,157336,8192,2037,1073,16197,3052,17581,2437,68826,4313,23538,2731,13352,1682,9729,1742,6076,1326,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4670724,-555555555,304845,3118,811340,3599,459284,5075,1248672,7336,597756,5154,595219,2602,383313,2716,270295,2314,3657607,17727,282718,4266,705496,7494,364090,7652,928012,9264,450142,7413,444658,4809,283129,4603,199362,3424,797589,16562,18778,2460,90653,6118,76785,5814,228539,7371,111062,5955,124554,4843,87384,4049,59834,2851,29159,3448,1372,597,3609,1283,2980,963,11285,2114,6002,1414,2984,680,699,337,228,204,186369,8016,1977,1007,11582,2407,15429,2387,80836,5794,30550,3166,23023,2079,12101,1513,10871,1493,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1329328,-555555555,63852,1097,192007,1632,112229,2034,304636,2340,196149,1602,209887,1107,146641,712,103927,665,851603,11206,56611,1494,154767,3108,73111,2866,192138,5360,112583,3872,117264,2859,81212,2390,63917,2121,419624,9903,6597,1198,31745,3095,34020,2919,95993,4862,73464,3706,84182,2967,58632,2306,34991,2003,13407,1916,365,418,2303,1008,999,355,3882,1094,2399,603,2114,585,789,292,556,466,44694,3899,279,228,3192,1255,4099,1575,12623,1745,7703,1536,6327,1089,6008,1207,4463,1017,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,6006401,-555555555,366627,1385,981105,1740,556183,3058,1603862,4297,868662,2965,782977,2232,498035,2227,348950,1642,2837811,18836,299555,4160,682266,8778,311734,5825,615098,10013,318346,6056,304041,4926,180190,4615,126581,3377,2169041,19527,56578,3310,227596,8074,168714,6010,592521,9807,358812,6742,344467,6551,244487,4165,175866,3812,87967,4687,3197,1287,15626,2001,10603,1808,25594,2644,15445,1766,11853,1432,3891,942,1758,607,911582,14920,7297,1835,55617,4311,65132,4642,370649,7645,176059,6063,122616,4590,69467,2918,44745,2568,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6794422,-555555555,365383,1071,1021811,1037,700584,2288,1780379,3118,976402,2478,905637,1574,590043,1647,454183,1360,4187673,20361,331380,3259,832600,7249,432538,7831,904555,9665,536934,6784,523865,7657,341226,4658,284575,4454,1320009,17815,22370,2380,111340,5549,153833,6907,385038,8422,205219,7071,207945,6387,145587,4510,88677,4131,190787,8502,3453,1197,26831,3582,23197,2709,63099,4113,30921,2397,21998,2332,12873,1881,8415,1342,1095953,18149,8180,1716,51040,4728,91016,5051,427687,10007,203328,5915,151829,4952,90357,3984,72516,3172,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9922576,-555555555,570655,1954,1637169,2569,986405,3248,2396965,4673,1375302,4038,1385439,1986,908606,1975,662035,1635,7598598,19606,528524,3666,1441875,6473,787718,6753,1785422,9377,1002755,6394,1025470,6888,605709,5432,421125,4402,1598988,17074,34761,3085,141061,5568,130151,5273,349459,8902,251656,6963,265387,6156,237378,5005,189135,4411,72900,4258,1996,761,11222,1886,9333,1231,22977,2407,11889,1907,7878,1157,4367,922,3238,829,652090,14179,5374,1111,43011,3951,59203,4110,239107,7097,109002,4220,86704,4421,61152,3441,48537,2812,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5489594,-555555555,350927,2207,931971,2479,505761,2758,1421648,3562,744590,2898,729739,2254,451628,1782,353330,1312,3716260,15893,310990,3518,759282,7055,345834,5569,834242,7155,455147,4941,477644,4777,291903,3421,241218,4040,1275855,13875,32575,2648,119079,5510,109883,4577,363644,7043,214323,5114,207081,5088,133562,3179,95708,3732,40294,3125,1743,622,7053,1800,5271,1059,13918,1840,5944,940,3699,781,1752,533,914,431,457185,10800,5619,1437,46557,5219,44773,3964,209844,6582,69176,2864,41315,2286,24411,2124,15490,1735,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
