GEO_ID,C17001I_001E,C17001I_001M,C17001I_002E,C17001I_002M,C17001I_003E,C17001I_003M,C17001I_004E,C17001I_004M,C17001I_005E,C17001I_005M,C17001I_006E,C17001I_006M,C17001I_007E,C17001I_007M,C17001I_008E,C17001I_008M,C17001I_009E,C17001I_009M,C17001I_010E,C17001I_010M,C17001I_011E,C17001I_011M,C17001I_012E,C17001I_012M,C17001I_013E,C17001I_013M,C17001I_014E,C17001I_014M,C17001I_015E,C17001I_015M,C17001I_016E,C17001I_016M,C17001I_017E,C17001I_017M,C17001I_018E,C17001I_018M,C17001I_019E,C17001I_019M,NAME,C17001I_001MA,C17001I_001EA,C17001I_002MA,C17001I_002EA,C17001I_003MA,C17001I_003EA,C17001I_004MA,C17001I_004EA,C17001I_005MA,C17001I_005EA,C17001I_006EA,C17001I_006MA,C17001I_007MA,C17001I_007EA,C17001I_008MA,C17001I_008EA,C17001I_009MA,C17001I_009EA,C17001I_010EA,C17001I_010MA,C17001I_011EA,C17001I_011MA,C17001I_012MA,C17001I_012EA,C17001I_013MA,C17001I_013EA,C17001I_014MA,C17001I_014EA,C17001I_015MA,C17001I_015EA,C17001I_016EA,C17001I_016MA,C17001I_017EA,C17001I_017MA,C17001I_018MA,C17001I_018EA,C17001I_019MA,C17001I_019EA,state
0400000US20,328126,1552,72763,6870,33481,3225,18703,2372,14099,1866,679,337,39282,4385,18826,3000,19333,2358,1123,399,255363,6911,135120,3709,48242,2713,82130,2251,4748,759,120243,4451,43642,3147,70272,2489,6329,907,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,140895,3022,41065,4806,19023,2461,9549,1572,9376,1539,98,136,22042,3173,12012,2435,9397,1554,633,439,99830,4572,52361,2652,18347,1576,32041,1848,1973,433,47469,3828,16679,2404,28404,2122,2386,701,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,222433,1705,53619,5971,23937,3559,10308,2169,12622,2416,1007,460,29682,3626,11683,2013,16822,2765,1177,467,168814,5971,94046,4375,25242,2822,62400,2641,6404,1040,74768,4387,19543,2679,47052,3228,8173,912,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18815,772,3480,1137,1534,537,1007,454,453,338,74,125,1946,804,646,380,1239,622,61,80,15335,1252,7351,1125,2808,893,4222,801,321,232,7984,751,2611,430,4758,775,615,311,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,559783,2803,79401,9060,31279,4645,17456,3304,12825,2422,998,474,48122,5376,19192,2811,27533,3108,1397,634,480382,9110,258080,4645,74651,3089,174162,2771,9267,752,222302,5917,70266,3290,139778,3487,12258,822,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,729905,2501,202798,11295,91158,5661,46604,4039,41240,3569,3314,786,111640,7400,39913,3691,64659,4638,7068,1103,527107,11554,268219,5842,72843,4167,181921,3736,13455,927,258888,7279,76056,3805,166874,4426,15958,1238,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,473378,1640,112669,7326,47295,3660,24975,2442,20888,2295,1432,484,65374,4810,28522,2491,34643,2899,2209,667,360709,7427,190186,3847,63032,2678,116526,2441,10628,944,170523,4757,59209,2843,98746,3046,12568,963,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,273948,1645,57070,5948,25960,3000,13689,2170,11868,1643,403,272,31110,3771,13839,2284,16592,2024,679,377,216878,6225,114882,3855,40610,2641,71514,2327,2758,726,101996,4057,39073,2524,59240,2413,3683,621,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,78032,2574,21418,3460,9919,1998,5121,1532,4717,1107,81,93,11499,2198,5183,1527,6272,1343,44,80,56614,3812,31733,2618,9102,1828,21250,1984,1381,632,24881,2747,8512,1429,14671,1748,1698,775,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,232710,2753,60438,6986,27679,3712,13352,2290,13940,2214,387,251,32759,4193,14604,2463,16578,2288,1577,602,172272,6940,90599,4082,30569,2406,56263,2896,3767,844,81673,4294,28254,2271,48121,3075,5298,740,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,35889,754,6783,1537,3949,1025,1782,664,2128,658,39,75,2834,931,1287,566,1336,542,211,207,29106,1521,14155,1319,5078,1014,8135,989,942,418,14951,1392,5392,815,8023,993,1536,599,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,191082,1077,49119,5753,20826,2814,11341,1878,9115,1496,370,290,28293,3821,13949,2030,13726,2127,618,412,141963,5898,76223,3053,27551,2101,46162,1791,2510,502,65740,4066,24235,2378,38283,2198,3222,665,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,803581,1536,160760,12055,70586,6115,37542,4015,29944,3189,3100,865,90174,7039,35651,3731,51142,4313,3381,951,642821,12288,333254,6640,97810,4351,219237,3393,16207,879,309567,7121,97826,3835,190546,4311,21195,1092,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42001,872,8143,2126,3737,970,1910,659,1767,664,60,108,4406,1440,1792,687,2614,981,0,184,33858,2202,17084,1279,6117,901,10290,821,677,366,16774,1468,4910,798,11324,1162,540,254,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1734152,2705,350695,16106,148940,7845,67440,4363,72841,5235,8659,1248,201755,10057,71860,5383,113159,6245,16736,2042,1383457,16517,719803,8433,189932,4756,486096,5585,43775,1300,663654,10080,174974,5407,433413,6250,55267,2194,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,981367,1661,243088,13387,116039,7480,49943,4168,60120,4643,5976,1087,127049,7727,46586,4439,69456,4455,11007,1754,738279,13042,367537,7069,99100,4057,227242,4626,41195,1336,370742,7627,96440,4636,226993,4443,47309,1761,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3641990,4833,927470,25717,401603,12463,171003,7403,203852,7881,26748,2656,525867,16238,164885,8914,309399,9509,51583,4187,2714520,26656,1391447,13157,340507,7960,954904,7971,96036,2930,1323073,16473,321174,8938,869033,9436,132866,4288,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,896083,2609,276029,12357,126878,7130,66472,4569,59187,4870,1219,566,149151,8302,71035,5472,74767,4703,3349,893,620054,12384,335565,7819,110429,5403,215768,4981,9368,1229,284489,7946,100544,5103,170121,5293,13824,1835,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,24716,1028,3697,994,2104,794,560,380,1544,804,0,151,1593,593,512,298,1068,485,13,24,21019,1473,9580,1632,2993,848,6421,1254,166,164,11439,1577,4966,900,5650,1293,823,433,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,398634,2524,105135,9374,47971,5226,25519,3285,21629,2834,823,387,57164,5130,24819,3017,30431,2784,1914,595,293499,9990,156119,6205,51947,3673,95985,3455,8187,956,137380,5691,45468,3257,82153,3092,9759,1077,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,385805,1284,94728,7135,43277,3898,24989,2855,17590,1927,698,280,51451,4003,23857,2288,25567,2264,2027,567,291077,7179,156543,4010,54824,2839,96415,2251,5304,621,134534,4289,51235,2756,77507,2371,5792,834,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,500332,1747,132190,11581,61263,6673,31625,4289,28985,3484,653,392,70927,6328,33397,3897,36509,3513,1021,440,368142,11972,195796,6779,61832,4271,125620,3693,8344,822,172346,6606,57903,4111,105075,3631,9368,803,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,832976,2577,252451,13445,116021,7910,57969,4661,54804,5032,3248,828,136430,6918,55105,3630,73870,4667,7455,1407,580525,12975,298879,7511,92638,5029,191073,4883,15168,1256,281646,7067,89318,3536,175407,5051,16921,1495,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,148424,599,43798,5352,18831,2780,9427,1680,8741,1903,663,361,24967,3372,9857,1758,13696,2007,1414,696,104626,5331,55532,2928,16146,1728,36730,1924,2656,388,49094,3345,13577,1787,32243,2054,3274,631,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,251609,2771,74326,7037,35698,4072,17906,2551,17590,2158,202,159,38628,4143,18199,2195,19790,2690,639,451,177283,7310,99695,4288,28980,2845,65592,3056,5123,1095,77588,5124,24688,2755,49007,3288,3893,923,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28667,911,6216,1834,2986,1240,1572,808,1341,700,73,109,3230,1003,1114,495,2031,793,85,140,22451,2000,13007,1394,4750,929,7761,944,496,355,9444,1213,3487,776,5464,957,493,310,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,327044,1936,100256,8432,49071,4496,26543,2950,21379,2476,1149,562,51185,4910,26073,2919,24375,2726,737,374,226788,8397,123614,5145,40670,3205,79226,3090,3718,992,103174,5100,36840,3406,62332,2605,4002,961,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10480731,7609,2393903,51310,1087610,26038,566791,16183,467055,13303,53764,4114,1306293,29965,538760,15798,681834,17715,85699,4411,8086828,51852,4140381,28042,1218397,17311,2669776,14951,252208,4162,3946447,29419,1186869,15499,2447898,17870,311680,4301,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,403182,1183,78630,7447,35975,3685,21406,2775,13785,1793,784,384,42655,4802,17820,2842,23360,2746,1475,658,324552,7280,169238,3642,57930,2808,105044,1950,6264,886,155314,4764,58524,3029,89600,2644,7190,742,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9269,698,1174,558,774,418,536,372,238,215,0,149,400,287,104,108,177,201,119,168,8095,829,3742,709,777,358,2861,716,104,123,4353,723,1301,493,2541,549,511,309,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,732340,3516,104562,9948,48225,5431,24366,3561,22967,3250,892,594,56337,5755,20384,3544,33847,3273,2106,780,627778,10405,327145,6197,98124,3918,217377,4074,11644,993,300633,6224,95661,3647,188793,3701,16179,1242,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,867748,2080,179074,12711,81668,6493,44378,4116,35838,3445,1452,495,97406,7312,44190,4289,51365,3798,1851,634,688674,12559,366643,6315,124661,4214,226239,3624,15743,1198,322031,7517,117906,4440,188993,4099,15132,1296,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23795,1718,5533,1492,2337,845,1043,507,1294,623,0,189,3196,1181,1535,604,1661,769,0,189,18262,1866,10421,1524,3303,784,6343,1340,775,314,7841,1287,2623,834,4092,969,1126,606,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,372265,1450,96305,9098,43862,4507,23554,2659,19968,2444,340,196,52443,5403,24269,3142,27317,2884,857,453,275960,8941,149085,5303,51642,3290,91517,2659,5926,633,126875,5288,45835,3074,74434,3023,6606,888,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,56264,1287,8661,2903,3567,1462,1374,863,2125,896,68,111,5094,1792,1321,869,3669,1255,104,103,47603,3190,23778,2116,7344,1573,15213,1302,1221,500,23825,2396,8579,2324,13737,1751,1509,577,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3407499,3994,1570562,23642,718421,13790,222381,6755,397013,9074,99027,3509,852141,13408,202118,6533,496548,8739,153475,4641,1836937,22727,903372,13220,153676,6585,583248,8548,166448,3626,933565,13278,150100,6725,588921,8622,194544,4524,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
