GEO_ID,B17003_001E,B17003_001M,B17003_002E,B17003_002M,B17003_003E,B17003_003M,B17003_004E,B17003_004M,B17003_005E,B17003_005M,B17003_006E,B17003_006M,B17003_007E,B17003_007M,B17003_008E,B17003_008M,B17003_009E,B17003_009M,B17003_010E,B17003_010M,B17003_011E,B17003_011M,B17003_012E,B17003_012M,B17003_013E,B17003_013M,B17003_014E,B17003_014M,B17003_015E,B17003_015M,B17003_016E,B17003_016M,B17003_017E,B17003_017M,B17003_018E,B17003_018M,B17003_019E,B17003_019M,B17003_020E,B17003_020M,B17003_021E,B17003_021M,B17003_022E,B17003_022M,B17003_023E,B17003_023M,NAME,B17003_001MA,B17003_001EA,B17003_002EA,B17003_002MA,B17003_003EA,B17003_003MA,B17003_004MA,B17003_004EA,B17003_005EA,B17003_005MA,B17003_006EA,B17003_006MA,B17003_007EA,B17003_007MA,B17003_008EA,B17003_008MA,B17003_009MA,B17003_009EA,B17003_010EA,B17003_010MA,B17003_011EA,B17003_011MA,B17003_012EA,B17003_012MA,B17003_013EA,B17003_013MA,B17003_014EA,B17003_014MA,B17003_015MA,B17003_015EA,B17003_016EA,B17003_016MA,B17003_017EA,B17003_017MA,B17003_018EA,B17003_018MA,B17003_019EA,B17003_019MA,B17003_020MA,B17003_020EA,B17003_021EA,B17003_021MA,B17003_022MA,B17003_022EA,B17003_023EA,B17003_023MA,state
0400000US01,3221906,6049,462649,12777,177703,6676,60641,4647,67353,4014,35532,2687,14177,2022,284946,7808,86124,4450,97974,5340,80303,5152,20545,2715,2759257,13720,1334142,8100,175330,7886,422611,10127,385639,9600,350562,9193,1425115,9028,150805,6388,407453,8379,461602,9955,405255,9300,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,462173,1672,35648,2724,16136,1698,3434,666,6497,972,4400,935,1805,634,19512,1769,3267,768,7871,1077,6293,1343,2081,737,426525,3235,222581,2449,13483,1767,64766,3594,78987,3252,65345,3211,203944,2048,13699,1711,45668,3115,75428,3456,69149,3029,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4456204,2927,598338,15139,252462,8891,79080,4863,81386,5340,62986,4684,29010,2916,345876,9453,107834,5863,107160,5872,94384,5016,36498,3257,3857866,15219,1894732,9457,220566,8303,446355,11042,638961,14014,588850,10542,1963134,9692,200670,7556,450829,9574,714271,11076,597364,11301,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1943954,4667,287143,9170,118312,4940,34808,2866,48579,3262,25244,2497,9681,1992,168831,6663,49464,3936,62970,3996,47058,3549,9339,1467,1656811,9600,806198,5720,105821,5021,278431,6589,235288,6895,186658,5466,850613,7133,88498,4326,266883,6295,270598,6512,224634,5826,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25744771,6174,3146439,36835,1353858,19365,483861,10735,345091,9827,323765,9858,201141,8360,1792581,23323,634769,13607,453723,11842,471237,12106,232852,8996,22598332,36796,11147079,20213,1749356,20449,2291158,22992,3204482,24097,3902083,21500,11451253,23088,1669226,20054,2231127,20452,3505655,27693,4045245,22902,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3618743,3829,315926,9357,134925,5426,29467,3192,33249,2801,43141,3605,29068,2835,181001,6803,40922,3767,47799,3911,55731,3666,36549,3194,3302817,9479,1649818,6940,130387,5265,355083,8021,491258,9870,673090,9908,1652999,7375,112215,5521,334390,9250,509562,9433,696832,8890,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2432926,2235,212275,9336,85231,5215,24252,2646,28336,2995,17592,2149,15051,1899,127044,6015,34432,3745,42240,3245,30336,2960,20036,2326,2220651,9617,1071156,5417,92169,5430,300429,8176,246453,6419,432105,8537,1149495,6171,80848,3921,289146,6647,302785,6672,476716,7482,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,642363,1457,60658,4298,23557,2632,6887,1276,9945,1708,3486,886,3239,1088,37101,2962,8320,1487,14074,2134,11055,2076,3652,1011,581705,4739,278647,2677,29485,3326,81836,3848,76326,3424,91000,3775,303058,3223,24073,2368,84069,4252,91409,4164,103507,4376,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,465979,753,60658,4861,25557,2702,6450,1573,8075,1421,5019,1089,6013,1399,35101,3177,8705,1511,12543,1533,7028,1439,6825,1516,405321,4884,192131,2896,16156,2666,24786,2380,27607,2819,123582,3373,213190,3201,14924,1947,34160,3135,33198,2446,130908,3133,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14170122,8055,1809472,25781,745875,17469,211002,8958,264749,10808,165978,8336,104146,5254,1063597,16016,260742,9621,376363,11241,291216,9296,135276,7868,12360650,27373,5981773,19650,647824,14858,1686450,19960,1774729,23019,1872770,23928,6378877,16559,594563,14313,1784848,20613,2037395,20815,1962071,21973,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6556633,7788,857220,16939,331773,10617,106632,6645,117325,6552,66662,4229,41154,3748,525447,11501,147383,6870,182112,8056,140398,6094,55554,4020,5699413,19347,2744594,11640,336838,9185,771162,13827,753534,14944,883060,14589,2954819,12473,288671,9718,761917,14762,892463,13230,1011768,14998,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,971693,1569,86084,4714,40448,3010,7169,1262,15214,1764,11263,1441,6802,1440,45636,3468,7328,1357,15740,2028,14475,1820,8093,1412,885609,5284,440344,3518,34601,3122,120527,4857,144942,5290,140274,5126,445265,3929,37631,3547,110532,4272,145298,5093,151804,4620,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1051910,3352,126466,8372,54592,4101,10151,1598,18783,2806,19835,2745,5823,1213,71874,5681,13211,2126,25309,3309,25529,3227,7825,1501,925444,9053,461265,4666,43946,3206,124594,4991,156887,6153,135838,5528,464179,6177,36388,3184,117878,5137,183315,6014,126598,4968,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8514887,4779,896489,17133,361280,9083,96896,5931,128323,5056,87338,5002,48723,3616,535209,11725,125313,5640,178182,7102,162937,6588,68777,4114,7618398,17420,3718218,9381,378369,10055,985763,13737,1053057,12693,1301029,13104,3900180,11942,348035,8731,968148,11274,1163305,15055,1420692,14753,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
