GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,NAME,C08524_001MA,C08524_001EA,C08524_002MA,C08524_002EA,C08524_003MA,C08524_003EA,C08524_004MA,C08524_004EA,C08524_005EA,C08524_005MA,C08524_006MA,C08524_006EA,C08524_007MA,C08524_007EA,C08524_008MA,C08524_008EA,C08524_009MA,C08524_009EA,C08524_010MA,C08524_010EA,C08524_011MA,C08524_011EA,C08524_012MA,C08524_012EA,C08524_013MA,C08524_013EA,C08524_014MA,C08524_014EA,C08524_015MA,C08524_015EA,C08524_016EA,C08524_016MA,C08524_017MA,C08524_017EA,C08524_018MA,C08524_018EA,C08524_019MA,C08524_019EA,C08524_020MA,C08524_020EA,C08524_021EA,C08524_021MA,C08524_022MA,C08524_022EA,C08524_023MA,C08524_023EA,C08524_024MA,C08524_024EA,C08524_025MA,C08524_025EA,C08524_026EA,C08524_026MA,C08524_027EA,C08524_027MA,C08524_028MA,C08524_028EA,C08524_029MA,C08524_029EA,C08524_030MA,C08524_030EA,C08524_031EA,C08524_031MA,C08524_032EA,C08524_032MA,C08524_033MA,C08524_033EA,C08524_034MA,C08524_034EA,C08524_035MA,C08524_035EA,C08524_036EA,C08524_036MA,C08524_037EA,C08524_037MA,C08524_038EA,C08524_038MA,C08524_039MA,C08524_039EA,C08524_040EA,C08524_040MA,C08524_041MA,C08524_041EA,C08524_042MA,C08524_042EA,state
0400000US13,4555994,22343,1654769,21232,740590,14544,1101802,20637,410150,12044,620626,12537,28057,3353,3630538,19399,1348703,19668,565635,12858,894037,19307,296138,11404,506930,10820,19095,2846,451376,13332,120366,6549,87597,6221,89804,5457,80431,5602,71718,5447,1460,780,104211,6743,27109,2883,32454,3844,25823,3785,7721,1858,10894,1890,210,189,137901,8347,34191,2825,35100,4079,29422,3512,13560,3077,21500,2971,4128,1058,231968,9335,124400,6983,19804,2612,62716,4338,12300,2327,9584,1881,3164,857,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,705741,7272,228403,6076,153775,5566,166003,5875,71476,4662,58726,4148,27358,2448,475556,7472,157975,5352,91274,4284,114237,5305,52612,3923,41152,3532,18306,2438,95159,5233,35644,3187,19203,1952,21226,2308,9578,1814,7223,1235,2285,696,48801,3825,8514,1350,21077,2633,13103,1727,2385,789,3722,1053,0,189,53609,3681,11762,1745,16309,2066,10825,1516,4685,1062,4762,1165,5266,978,32616,3184,14508,1847,5912,1334,6612,1188,2216,882,1867,695,1501,826,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,714037,9303,240747,7292,137450,6359,164918,7703,77907,4312,90279,4982,2736,1367,551719,9533,188728,6804,103001,5092,131098,6580,56540,3745,69790,4862,2562,1363,75156,4822,20008,2394,17168,2764,14119,1945,12608,2116,11154,1907,99,122,5530,1211,2013,630,1200,619,818,742,830,662,669,400,0,189,36395,3435,11624,1870,9671,1654,6347,1200,4477,1215,4276,1222,0,189,45237,4045,18374,2184,6410,1416,12536,2506,3452,1111,4390,1464,75,62,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6082035,23448,2273874,19103,1053071,15720,1439623,15619,447233,9614,855793,13518,12441,1859,4467523,26770,1623208,18544,751650,14221,1065329,14713,356476,9258,667555,10180,3305,979,480876,13330,135172,6147,92419,5398,103481,5468,49629,3780,99980,5547,195,196,571474,12672,271898,8269,103291,5372,141971,6814,14790,2121,39227,3660,297,328,293728,9728,109086,5244,63285,4709,65193,4075,11882,1738,36124,3955,8158,1384,268434,8524,134510,6047,42426,3389,63649,3602,14456,2264,12907,1787,486,448,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3012416,18350,990287,15832,501452,11114,686876,11571,267501,8039,565161,12160,1139,569,2502631,18160,841506,14365,398780,9841,578171,11822,218236,7163,465026,11439,912,569,261618,10096,65580,4015,47394,3523,50582,4083,31758,3282,66304,5013,0,189,26167,2789,5033,997,8808,1913,5458,1189,1801,712,5067,1238,0,189,112832,5484,28490,2561,29929,2960,25097,2451,7672,1427,21417,2432,227,189,109168,4985,49678,3450,16541,2056,27568,2415,8034,1801,7347,1247,0,189,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1574850,10000,535992,10154,265500,8407,348702,8871,150965,5964,273449,6665,242,165,1273415,10699,438485,9233,201219,6868,289497,8437,121482,4951,222490,6317,242,165,136578,5968,34722,2879,22937,2272,28257,2556,18903,2309,31759,2713,0,189,21468,2640,7492,1530,5692,1349,4179,1207,522,393,3583,843,0,189,79141,3928,24857,2039,23324,2375,14605,1778,4937,938,11418,1696,0,189,64248,3432,30436,2551,12328,1618,12164,1562,5121,1078,4199,982,0,189,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1426252,11998,516191,9615,237734,6694,318890,8828,142401,5978,200127,6904,10909,1667,1178553,13916,432911,8694,188564,6404,268585,8012,117022,5523,162883,6840,8588,1583,128041,5224,35377,2341,25599,2843,24413,2447,16798,2263,25512,2467,342,314,9228,1856,2192,817,3014,904,1175,478,579,428,2158,711,110,188,51002,3378,16303,1568,11357,1515,11165,2250,4946,1038,6078,1122,1153,515,59428,3100,29408,1992,9200,1310,13552,1398,3056,870,3496,868,716,385,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1929752,14847,631680,12582,317647,9782,454875,10081,178537,7287,333249,9493,13764,2184,1588560,15853,533623,11212,248505,9435,380893,9605,142131,6262,272009,8369,11399,2052,185427,6786,48540,3026,34882,3287,39539,3086,24635,2814,37332,3885,499,333,21637,2450,3158,839,6244,1282,5189,1330,1238,712,5755,1244,53,90,74389,4121,17829,2119,19001,1826,15383,1825,6687,1547,13740,2156,1749,538,59739,4095,28530,2496,9015,1637,13871,1813,3846,1084,4413,1085,64,106,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2033248,16656,679098,13535,387834,11444,476019,12210,243477,8381,240955,8008,5865,1234,1683262,16593,581202,13032,302525,9410,401350,11367,193245,6971,199763,7308,5177,1193,183285,9681,45909,4032,44527,4551,37024,3754,33788,3230,21730,2811,307,233,29863,3209,6432,1941,12791,1882,5096,1296,2377,844,3167,946,0,189,79980,4857,21094,2609,21445,2820,16561,2212,9001,1742,11546,1915,333,203,56858,4390,24461,2476,6546,1456,15988,2394,5066,1386,4749,1338,48,78,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,621181,8105,227464,6939,111875,5182,145548,5680,66349,3760,69029,3671,916,455,494624,8149,184855,7025,83047,4607,118397,4926,50731,3255,56907,3400,687,446,53630,3735,15021,1898,12343,1849,10906,1452,8806,1250,6504,1071,50,83,3709,1059,422,248,1681,842,1117,510,106,145,383,281,0,189,32730,2994,8926,1303,8626,1662,8615,1623,3504,1138,2910,796,149,120,36488,3120,18240,2243,6178,1337,6513,1229,3202,866,2325,896,30,101,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2743587,19263,1194692,13075,473644,12320,613033,13968,210280,6847,232462,7595,19476,1788,2098502,20541,947700,12448,332480,10276,469336,11805,159258,6898,177903,6715,11825,1727,243741,9528,84768,4914,50719,4794,51100,4016,31161,3085,25241,2771,752,492,149792,8308,46502,3690,44810,4402,36846,3207,7996,1968,13330,2028,308,193,119577,5581,40180,3843,29026,2960,28031,3384,6287,1407,11087,1841,4966,707,131975,6166,75542,4176,16609,2207,27720,2330,5578,1776,4901,1441,1625,642,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3532276,17588,1589502,17953,615058,13915,768447,13282,245056,9294,311657,9541,2556,626,2492080,20613,1110914,15579,406341,11048,548791,11724,189437,8171,234868,8450,1729,621,264720,10768,87942,4645,59171,4785,53900,4160,31311,4612,32258,3758,138,172,368620,8658,191303,6519,69825,5333,78757,4972,9866,1832,18597,2422,272,199,242824,8506,106458,5140,55030,5052,53228,3652,7498,1449,20283,2393,327,233,164032,6622,92885,4781,24691,3096,33771,2998,6944,1423,5651,1242,90,143,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4383993,17263,1551532,17831,789068,12026,1008971,15447,343167,7570,689838,10565,1417,530,3630408,21630,1314255,17681,615305,10311,846645,14386,279068,6723,573988,9702,1147,525,378855,10208,102844,4759,80325,4997,77773,4023,42044,2758,75849,4576,20,34,58268,4742,16898,2171,17507,2209,11472,1687,3740,1164,8651,1710,0,189,157624,6088,41318,3263,48587,4123,34866,2863,9920,1399,22727,1993,206,100,158838,6080,76217,3019,27344,3039,38215,2622,8395,1447,8623,1404,44,60,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2876109,11512,1161196,11558,463454,8659,642040,10138,233677,6354,375171,8038,571,259,2247682,12655,906807,10544,339649,8008,513644,9178,191324,5511,295721,7099,537,257,239581,7406,84182,4262,43107,3425,43045,3144,25567,2329,43646,3091,34,48,104254,4416,42712,2868,20723,2074,25940,2227,1926,680,12953,1680,0,189,127237,5382,47798,3371,32048,2411,24880,2239,6921,919,15590,1781,0,189,157355,5052,79697,3332,27927,2704,34531,2057,7939,1087,7261,1003,0,189,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1141953,11389,351687,9569,203559,7901,269665,9257,116481,5557,195311,7113,5250,1252,974119,11861,306896,9093,170811,7402,239239,9121,91756,5948,163333,6616,2084,824,104622,5627,26700,2679,22176,2608,18269,2332,17305,2197,19805,2777,367,322,3393,871,704,375,1146,512,119,115,328,301,1096,554,0,189,34704,3195,7273,1700,5896,1217,5967,1243,3648,1052,9275,1846,2645,839,25115,2892,10114,1880,3530,1059,6071,1388,3444,1166,1802,751,154,246,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2886690,18643,1037727,13524,505733,10788,697178,11811,259385,9106,379973,8681,6694,1816,2363226,19292,869276,12881,393259,9927,579952,10365,208479,7389,309257,7998,3003,981,250690,8492,70442,4003,52338,4190,54627,3857,32265,3807,40806,3263,212,164,46905,4174,11187,1749,15763,2191,11115,2200,1684,673,7022,1428,134,162,89339,4344,22855,2057,22897,2634,19950,2539,7279,1451,16226,2320,132,119,136530,5876,63967,3657,21476,3177,31534,3350,9678,1779,6662,1568,3213,1689,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,479416,7204,182647,6402,90269,4949,102078,5319,63484,3752,39437,3205,1501,677,357711,6492,134407,5852,64520,3902,80492,4727,45372,3484,31864,2874,1056,542,49434,3763,15756,2041,10843,1678,9288,1699,9171,1556,3993,1023,383,294,3830,1278,989,589,1568,917,633,310,273,221,367,338,0,189,39332,3226,16713,2316,9447,1647,6074,1141,5024,1146,2012,558,62,103,29109,2309,14782,1516,3891,755,5591,1128,3644,975,1201,406,0,189,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
