GEO_ID,B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,NAME,B09010_001MA,B09010_001EA,B09010_002EA,B09010_002MA,B09010_003EA,B09010_003MA,B09010_004EA,B09010_004MA,B09010_005EA,B09010_005MA,B09010_006MA,B09010_006EA,B09010_007MA,B09010_007EA,B09010_008EA,B09010_008MA,B09010_009EA,B09010_009MA,B09010_010EA,B09010_010MA,B09010_011MA,B09010_011EA,B09010_012MA,B09010_012EA,B09010_013EA,B09010_013MA,state
0400000US01,1106293,3254,371983,11689,368377,11703,125346,9148,29672,4146,213359,9786,3606,1454,734310,11240,730829,11113,549497,11637,41829,4437,139503,9111,3481,1237,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,185534,623,45738,4373,45364,4346,21893,3440,6336,1259,17135,2903,374,255,139796,4167,139057,4171,101769,4430,14737,2487,22551,2993,739,375,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1618861,909,506098,16952,501937,16752,208400,10964,55516,6774,238021,13538,4161,2048,1112763,16853,1103247,17165,805558,16144,99399,8197,198290,9991,9516,2276,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,702195,1770,215970,10888,212899,10699,85217,7665,18677,3897,109005,8228,3071,1402,486225,10724,481725,11225,365491,11096,34957,4310,81277,5924,4500,1462,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9097914,2971,2476238,34982,2460162,34845,1168885,24241,275937,15102,1015340,24027,16076,2804,6621676,35063,6585669,34607,5002469,38183,527681,16589,1055519,23751,36007,4389,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1253909,1693,243691,12016,241671,11912,112814,9688,26283,4189,102574,8909,2020,1546,1010218,12113,1004806,12126,797599,11459,68877,5593,138330,7170,5412,1715,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,761030,846,161167,7875,159651,7904,52170,5552,12949,3278,94532,6590,1516,1102,599863,7879,595740,7829,465086,10194,34450,4292,96204,6410,4123,1278,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,203545,422,60322,4987,59877,4989,19647,3492,4529,1778,35701,4958,445,323,143223,5049,142399,5030,105258,4747,9998,2158,27143,3688,824,475,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,116927,366,46312,3946,46046,3938,7410,2518,2769,1468,35867,4309,266,225,70615,3952,70245,3954,47909,3215,5540,1803,16796,3170,370,301,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4088990,2877,1357502,26611,1345578,26199,530487,19821,143113,11790,671978,21374,11924,2773,2731488,27150,2712069,27935,1935382,25357,212800,13526,563887,22898,19419,3785,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2497644,2521,785224,21151,779041,21144,285082,18500,62759,7233,431200,16093,6183,1759,1712420,21041,1701999,21751,1271739,21713,111937,9363,318323,12873,10421,2711,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309711,774,82165,6799,81349,6751,37400,5574,8723,2528,35226,4703,816,620,227546,6714,226842,6743,183438,6369,15631,2376,27773,3310,704,375,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,430251,1548,117849,7731,116738,7617,64930,7274,9932,2593,41876,5505,1111,648,312402,7977,309983,7853,254637,7651,19077,3001,36269,4333,2419,1160,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2954616,2523,828836,20633,821407,20758,315185,15375,81657,9470,424565,16231,7429,1651,2125780,20542,2115754,20640,1657962,18949,134898,8321,322894,12424,10026,2312,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1575789,3004,402136,14323,395534,14345,146532,9794,43444,5642,205558,10910,6602,1670,1173653,14360,1162490,14798,883719,16122,92134,6696,186637,10039,11163,2193,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,726089,2077,170421,8423,167413,8430,68969,6240,19689,3613,78755,6565,3008,1010,555668,8158,552317,8192,439532,9388,42141,4958,70644,5867,3351,948,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,718852,2061,142957,6453,142054,6351,61581,4996,17726,3812,62747,5941,903,429,575895,6272,572999,6286,444399,8189,41253,4027,87347,6642,2896,877,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1008114,2561,322738,11479,317343,11529,135235,8537,31048,4572,151060,10337,5395,1659,685376,10930,678563,10725,516829,10217,52263,5609,109471,6999,6813,1706,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1114329,2677,364784,11411,361633,11108,96720,8642,30946,4938,233967,10567,3151,1312,749545,11598,745860,11456,532288,11325,55989,6002,157583,10262,3685,1196,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,255251,1566,72635,5579,71341,5446,28733,3902,9545,1932,33063,3902,1294,682,182616,5711,180918,5728,135941,5408,17335,3112,27642,2952,1698,769,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1345020,1218,317984,12033,316427,12074,109522,8848,30916,4103,175989,10390,1557,667,1027036,11894,1019308,12281,773894,15021,71040,6309,174374,10813,7728,2061,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1381629,1186,305362,12836,303487,12750,94623,8324,27644,3937,181220,9503,1875,729,1076267,12781,1068605,13009,840868,15610,58043,5538,169694,10786,7662,2092,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2201820,2417,652020,16501,642797,15888,239395,10783,64666,6621,338736,13893,9223,2050,1549800,16246,1538213,16434,1191948,14608,114009,7504,232256,8351,11587,1946,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1278646,1951,246476,11017,244167,11018,102871,8390,25702,4162,115594,7171,2309,715,1032170,10701,1025917,10430,810924,10759,80110,5989,134883,7385,6253,1253,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,725662,2027,279222,11003,276617,11198,83143,8276,20424,4145,173050,8870,2605,1464,446440,11010,445030,10882,305205,9248,34574,4082,105251,8051,1410,629,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1386641,2973,357141,14372,352393,14391,131077,9207,32980,4564,188336,10386,4748,1571,1029500,13747,1021335,13960,778779,15768,79718,7607,162838,10101,8165,1631,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,224671,1408,48318,4584,47320,4454,19008,2733,5184,1528,23128,3738,998,833,176353,4406,174424,4348,143204,4824,12277,2130,18943,2363,1929,996,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,468019,1318,93627,5799,92501,5807,38797,4878,7570,1943,46134,4735,1126,507,374392,5896,371857,5899,294811,6166,26466,3182,50580,4539,2535,869,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,667452,748,190296,9352,188093,9267,73131,6685,18933,3895,96029,7925,2203,1060,477156,9472,472257,9491,333008,9704,50839,5878,88410,6153,4899,1670,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,262519,1096,45763,3631,45158,3578,19225,3241,4482,1806,21451,2990,605,401,216756,3566,214347,3653,165413,5658,13666,2533,35268,4313,2409,897,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1992686,1102,395446,13776,393471,13748,162410,12138,37945,6129,193116,10505,1975,1207,1597240,13677,1590550,14063,1248439,16453,88074,7399,254037,11941,6690,2072,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,498200,2384,186774,8674,185472,8612,79123,6778,26128,4947,80221,7162,1302,950,311426,8736,310252,8620,220900,8637,27045,3783,62307,6004,1174,586,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4187616,4138,1206011,22606,1196912,22497,475761,16745,106957,9754,614194,17441,9099,1940,2981605,22525,2964017,22238,2211815,22601,207933,9940,544269,15970,17588,3107,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2281906,3673,684796,17801,679871,18252,250482,13133,66843,9096,362546,15759,4925,1291,1597110,18635,1587191,18451,1210383,17510,107418,7499,269390,11921,9919,2144,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,170673,1279,23431,3299,23009,3287,7906,1805,3048,1375,12055,2221,422,376,147242,3452,145704,3552,116426,4326,11180,1932,18098,2920,1538,872,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2625727,2740,743005,18077,735075,18186,250870,11561,72618,7307,411587,14793,7930,2093,1882722,17927,1866560,17466,1437528,17361,135019,7041,294013,10763,16162,3166,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957560,1370,258243,10522,254623,10685,102287,7761,27325,2903,125011,7156,3620,1118,699317,10455,694423,10411,524103,9753,58232,3952,112088,6052,4894,1089,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,858234,1572,297782,11532,293869,11551,146620,10719,27372,3901,119877,8670,3913,1322,560452,11522,555802,11655,445935,11259,39776,4602,70091,5843,4650,1655,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2680763,2628,731670,17392,724036,17617,230476,11227,77026,7285,416534,14764,7634,2162,1949093,17577,1936115,17675,1507011,17944,137911,8176,291193,11114,12978,2337,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,211090,796,60003,5249,59814,5250,18756,3621,4131,1292,36927,4761,189,224,151087,5144,150335,5211,110021,6142,11053,2524,29261,4043,752,651,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1086138,1710,349242,11581,345654,11746,117229,8107,27793,4165,200632,11244,3588,1590,736896,11695,731140,11812,536886,12007,50503,5111,143751,10133,5756,1873,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,208561,1264,52140,3845,51765,3821,16954,2898,6717,1895,28094,3435,375,215,156421,3872,155393,3885,125097,4326,12098,1823,18198,2300,1028,519,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1490040,2730,482377,13202,475365,13166,182110,10147,52332,6592,240923,12443,7012,1782,1007663,12986,1002101,13074,762460,14421,64702,5820,174939,9020,5562,1389,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7194057,4859,2114453,34189,2102103,34033,927389,27246,178170,12676,996544,25515,12350,2380,5079604,32586,5052804,33291,3833519,37539,344144,16942,875141,23105,26800,4135,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,908856,1131,140770,8381,139392,8367,76498,5911,10025,2555,52869,7147,1378,597,768086,8321,764880,8186,657394,10814,34365,4184,73121,6415,3206,1432,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,119460,788,28734,3409,28166,3394,14036,2903,3087,1174,11043,2452,568,595,90726,3431,90047,3367,72071,3391,5954,1345,12022,1908,679,510,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1865835,3162,386125,13751,381089,13530,137993,9790,37422,4964,205674,11059,5036,1439,1479710,13666,1470535,13737,1148565,15814,90865,8248,231105,11252,9175,2014,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1609659,1839,413748,14673,408681,15010,198500,11666,45068,6009,165113,9564,5067,1559,1195911,14882,1186853,14875,934032,13092,88282,6896,164539,10733,9058,1891,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,378213,1704,131208,7517,129048,7331,55223,5362,13720,2868,60105,6258,2160,1394,247005,7462,243800,7564,182324,7138,22514,3770,38962,4427,3205,1309,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1289359,1986,318440,10798,314303,11019,116565,7380,33022,4549,164716,8979,4137,1278,970919,10758,962466,10814,759028,10666,77003,5282,126435,7114,8453,1916,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,138841,2475,20182,3433,19971,3381,7787,2039,3548,1402,8636,2405,211,219,118659,3721,117849,3796,92383,4235,12181,3064,13285,2376,810,658,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,735524,626,380839,10105,380340,10187,112680,7533,35467,4632,232193,9025,499,411,354685,10135,354483,10109,213679,7915,36217,4197,104587,6836,202,236,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
