GEO_ID,C24050_001E,C24050_001M,C24050_002E,C24050_002M,C24050_003E,C24050_003M,C24050_004E,C24050_004M,C24050_005E,C24050_005M,C24050_006E,C24050_006M,C24050_007E,C24050_007M,C24050_008E,C24050_008M,C24050_009E,C24050_009M,C24050_010E,C24050_010M,C24050_011E,C24050_011M,C24050_012E,C24050_012M,C24050_013E,C24050_013M,C24050_014E,C24050_014M,C24050_015E,C24050_015M,C24050_016E,C24050_016M,C24050_017E,C24050_017M,C24050_018E,C24050_018M,C24050_019E,C24050_019M,C24050_020E,C24050_020M,C24050_021E,C24050_021M,C24050_022E,C24050_022M,C24050_023E,C24050_023M,C24050_024E,C24050_024M,C24050_025E,C24050_025M,C24050_026E,C24050_026M,C24050_027E,C24050_027M,C24050_028E,C24050_028M,C24050_029E,C24050_029M,C24050_030E,C24050_030M,C24050_031E,C24050_031M,C24050_032E,C24050_032M,C24050_033E,C24050_033M,C24050_034E,C24050_034M,C24050_035E,C24050_035M,C24050_036E,C24050_036M,C24050_037E,C24050_037M,C24050_038E,C24050_038M,C24050_039E,C24050_039M,C24050_040E,C24050_040M,C24050_041E,C24050_041M,C24050_042E,C24050_042M,C24050_043E,C24050_043M,C24050_044E,C24050_044M,C24050_045E,C24050_045M,C24050_046E,C24050_046M,C24050_047E,C24050_047M,C24050_048E,C24050_048M,C24050_049E,C24050_049M,C24050_050E,C24050_050M,C24050_051E,C24050_051M,C24050_052E,C24050_052M,C24050_053E,C24050_053M,C24050_054E,C24050_054M,C24050_055E,C24050_055M,C24050_056E,C24050_056M,C24050_057E,C24050_057M,C24050_058E,C24050_058M,C24050_059E,C24050_059M,C24050_060E,C24050_060M,C24050_061E,C24050_061M,C24050_062E,C24050_062M,C24050_063E,C24050_063M,C24050_064E,C24050_064M,C24050_065E,C24050_065M,C24050_066E,C24050_066M,C24050_067E,C24050_067M,C24050_068E,C24050_068M,C24050_069E,C24050_069M,C24050_070E,C24050_070M,C24050_071E,C24050_071M,C24050_072E,C24050_072M,C24050_073E,C24050_073M,C24050_074E,C24050_074M,C24050_075E,C24050_075M,C24050_076E,C24050_076M,C24050_077E,C24050_077M,C24050_078E,C24050_078M,C24050_079E,C24050_079M,C24050_080E,C24050_080M,C24050_081E,C24050_081M,C24050_082E,C24050_082M,C24050_083E,C24050_083M,C24050_084E,C24050_084M,NAME,C24050_001MA,C24050_001EA,C24050_002MA,C24050_002EA,C24050_003MA,C24050_003EA,C24050_004MA,C24050_004EA,C24050_005MA,C24050_005EA,C24050_006MA,C24050_006EA,C24050_007MA,C24050_007EA,C24050_008MA,C24050_008EA,C24050_009EA,C24050_009MA,C24050_010MA,C24050_010EA,C24050_011MA,C24050_011EA,C24050_012MA,C24050_012EA,C24050_013MA,C24050_013EA,C24050_014EA,C24050_014MA,C24050_015MA,C24050_015EA,C24050_016MA,C24050_016EA,C24050_017MA,C24050_017EA,C24050_018MA,C24050_018EA,C24050_019EA,C24050_019MA,C24050_020EA,C24050_020MA,C24050_021MA,C24050_021EA,C24050_022MA,C24050_022EA,C24050_023MA,C24050_023EA,C24050_024EA,C24050_024MA,C24050_025EA,C24050_025MA,C24050_026MA,C24050_026EA,C24050_027MA,C24050_027EA,C24050_028MA,C24050_028EA,C24050_029EA,C24050_029MA,C24050_030EA,C24050_030MA,C24050_031EA,C24050_031MA,C24050_032MA,C24050_032EA,C24050_033MA,C24050_033EA,C24050_034EA,C24050_034MA,C24050_035EA,C24050_035MA,C24050_036EA,C24050_036MA,C24050_037MA,C24050_037EA,C24050_038MA,C24050_038EA,C24050_039EA,C24050_039MA,C24050_040MA,C24050_040EA,C24050_041EA,C24050_041MA,C24050_042EA,C24050_042MA,C24050_043EA,C24050_043MA,C24050_044MA,C24050_044EA,C24050_045MA,C24050_045EA,C24050_046MA,C24050_046EA,C24050_047MA,C24050_047EA,C24050_048EA,C24050_048MA,C24050_049MA,C24050_049EA,C24050_050MA,C24050_050EA,C24050_051MA,C24050_051EA,C24050_052MA,C24050_052EA,C24050_053EA,C24050_053MA,C24050_054MA,C24050_054EA,C24050_055MA,C24050_055EA,C24050_056MA,C24050_056EA,C24050_057MA,C24050_057EA,C24050_058MA,C24050_058EA,C24050_059MA,C24050_059EA,C24050_060MA,C24050_060EA,C24050_061MA,C24050_061EA,C24050_062MA,C24050_062EA,C24050_063MA,C24050_063EA,C24050_064EA,C24050_064MA,C24050_065MA,C24050_065EA,C24050_066MA,C24050_066EA,C24050_067MA,C24050_067EA,C24050_068MA,C24050_068EA,C24050_069EA,C24050_069MA,C24050_070MA,C24050_070EA,C24050_071MA,C24050_071EA,C24050_072MA,C24050_072EA,C24050_073MA,C24050_073EA,C24050_074EA,C24050_074MA,C24050_075EA,C24050_075MA,C24050_076MA,C24050_076EA,C24050_077MA,C24050_077EA,C24050_078MA,C24050_078EA,C24050_079EA,C24050_079MA,C24050_080EA,C24050_080MA,C24050_081MA,C24050_081EA,C24050_082MA,C24050_082EA,C24050_083MA,C24050_083EA,C24050_084EA,C24050_084MA,state
0400000US01,2040118,14488,34383,3276,128389,6501,291477,9243,51525,4316,241235,8401,108227,6188,33689,2820,111441,5364,196149,8019,459777,11415,171239,7465,106030,5009,106557,5301,692610,14429,10658,1760,23052,3181,52171,3681,9151,1752,25256,2828,16879,2174,14834,1764,46771,3173,97152,5629,295537,8360,28956,2553,24833,2642,47360,3269,331724,10082,730,407,720,510,5573,1082,1423,715,7987,1446,2156,879,1337,830,3895,1232,39780,4883,94142,5291,107701,5934,37877,3416,28403,3410,483264,10240,831,408,7763,1405,31245,2879,25390,2451,171875,6910,20690,2132,12195,1829,54559,4072,39222,3624,55792,3560,25008,2653,16518,2239,22176,2158,198139,7231,15902,2041,86837,5070,25814,3130,3239,1035,9093,1712,15398,2482,3899,1035,4138,1151,4346,1084,4989,1500,1557,632,17833,2393,5094,1174,334381,8754,6262,1385,10017,1846,176674,7238,12322,1622,27024,2646,53104,4146,1424,553,2078,819,15649,2353,9317,1513,8017,1731,8969,1540,3524,987,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,354766,5022,18954,2066,25415,2405,11461,1778,7250,1267,38999,3252,27012,2305,6916,1539,12651,1780,30351,2972,83083,3922,34319,3119,16760,1879,41595,2752,129291,4827,6155,1025,4967,1031,2078,591,1391,668,3845,1044,4817,859,2917,781,4860,1161,16344,2080,52318,3611,6829,1317,3954,734,18816,2075,62930,4124,983,518,427,277,487,292,314,438,2505,859,1352,515,200,307,515,322,5364,1472,18395,2088,20321,2438,4821,1153,7246,1040,80331,5364,1079,427,2003,1034,1224,467,2800,781,28206,2483,5112,1003,2480,1224,6202,1276,4702,1133,10056,1441,4467,1265,2278,727,9722,1341,42889,3368,8055,1332,15914,1691,1405,573,1245,600,1068,489,3534,918,1218,585,670,305,2277,853,946,424,1014,610,2925,937,2618,789,39325,3353,2682,965,2104,1067,6267,1364,1500,578,3375,932,12197,1461,101,109,404,326,1664,653,1368,580,1688,769,2782,1006,3193,917,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2937510,17885,43075,3734,193805,8130,207583,9274,69018,4734,368099,9423,147537,6591,54920,3952,242171,8082,357395,9528,636623,12505,329444,10899,138387,6766,149453,6157,1016283,15035,9306,1571,31579,3004,77883,4089,11650,1721,42231,3593,19404,2158,24718,2435,109710,5487,159553,5960,393937,9080,53085,4220,26812,2748,56415,4177,582609,13795,2243,922,1650,842,2998,946,1178,552,17274,2439,4273,1273,2608,1175,7653,1688,84734,5203,137829,7583,217244,9155,52967,4660,49958,3822,770287,13718,2357,894,15975,2251,28386,3184,38930,3193,246489,8520,35457,2957,20575,2100,117442,5705,80311,4536,86919,5068,45355,3732,18518,2870,33573,2791,267750,9548,23985,3220,135481,7150,10298,1457,3974,1192,17058,2644,12959,1905,5596,1381,3986,1118,13756,1664,5361,1131,3945,913,24843,2783,6508,1298,300581,9250,5184,1298,9120,1894,88018,6670,13286,2033,45047,3443,75444,4773,1423,563,3380,1133,19041,2450,12577,1704,9815,1789,15247,2127,2999,784,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1271063,11142,41301,3270,81587,5522,177030,6857,30505,2896,174804,6639,70419,4491,20718,2187,57546,4302,91447,5307,309993,8234,97668,5429,59802,4008,58243,3805,408507,9041,14751,2262,9275,1789,28007,2367,4354,1080,24845,2088,9708,1536,10189,1567,23168,2834,40834,3732,192517,6756,16384,2681,14049,1741,20426,2692,212278,7627,1124,556,766,433,4486,1154,513,458,5934,1342,1923,567,324,293,1349,524,18917,2826,71671,4247,63841,4728,21303,2331,20127,2644,301090,8633,1533,453,5027,1213,18358,2167,15951,1887,116010,5364,18812,2147,7260,1455,29375,2498,19311,2359,33759,3149,13381,2199,7736,1297,14577,1856,139324,5597,20508,2153,61124,4673,15705,2069,2104,798,7303,1531,8039,1423,2215,829,2453,922,4393,1118,2568,712,1271,605,10237,1554,1404,461,209864,7843,3385,978,5395,1093,110474,5234,7583,1560,20712,2560,31937,3097,730,466,1201,763,7992,1225,9478,1502,2791,891,6477,1263,1709,728,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18045450,43228,446614,12694,1112236,18346,1715871,21620,528692,12342,1946847,22663,899711,17854,523512,11512,1089370,15406,2390184,24839,3750815,30155,1902121,25216,954804,16606,784673,14103,6812073,40106,60197,3641,193467,7316,640081,12319,111086,5776,229057,7340,127109,6661,344552,9521,520465,11905,1338358,19947,2372165,26044,385901,11103,178222,6579,311413,8714,3377528,33257,16197,1994,7346,1432,30383,3176,7269,1427,81315,5211,21436,2329,14352,2269,35679,3132,475570,11775,854174,13931,1157634,18453,401204,10052,274969,8073,4140175,34120,18846,2204,66652,4570,246966,8624,265626,8053,1346494,20131,211385,8207,111162,5207,491025,12148,387794,10680,441841,10602,282811,9709,117140,5998,152433,5868,1687321,21109,315861,12005,803689,15656,76005,4700,26587,3177,66680,3865,63868,4622,37620,3371,21300,2375,56899,4319,28278,2761,18493,2249,145858,7283,26183,2680,2028353,20278,35513,3353,41082,3253,722436,15975,118124,5673,223301,7305,475913,11722,15826,2183,20901,2522,131563,5464,54357,3581,57282,4479,112380,5569,19675,2833,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2765115,18056,71732,4574,218980,9787,190855,7046,71314,4278,312246,10247,126200,6179,81533,3714,190157,6787,380985,9372,571222,11242,289390,10477,138360,7116,122141,5473,1138465,13299,29641,2527,43335,3939,72243,3992,16128,1683,38028,3099,20451,2087,50538,3027,92363,4844,239671,7869,389036,9390,58357,3881,33828,2737,54846,3522,465588,10981,1775,593,2543,1352,3643,1202,584,365,10046,1571,3622,954,1834,744,4696,1208,57722,4147,108131,4849,181772,8355,52116,4139,37104,2576,655674,14046,5889,1127,14569,2209,32589,2896,40636,3305,220938,9004,29558,2504,22867,2308,87338,5435,62643,3897,62002,3664,35281,3243,19835,2517,21529,2693,259092,8970,28099,3048,149743,7275,9368,1747,3050,740,11246,1863,11211,1820,4697,1002,3104,821,7614,1312,4093,924,2134,627,19113,2327,5620,1380,246296,7405,6328,1495,8790,1810,73012,4786,10916,1580,31988,2541,61358,4062,1597,785,2656,639,13335,1636,7960,1375,11846,1920,13468,2052,3042,1026,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1807098,10291,7149,1677,108227,6336,187997,6257,46464,3614,197043,8169,73296,5140,42062,3561,167826,5772,208216,6380,475215,10311,145994,6446,78505,4791,69104,3667,766642,11230,2363,737,17158,2053,73217,3418,7686,1138,22041,2373,11662,1897,24436,2923,96840,4788,122479,5180,316848,8429,29334,2989,14561,2069,28017,2615,308013,8864,1057,748,985,510,2340,855,264,315,10578,1960,790,313,682,433,5096,1311,40588,3408,96831,4397,92917,5347,33380,3024,22505,2191,425896,10122,959,416,6190,1239,29330,2974,30057,2838,135581,6521,19021,2050,11903,2100,61717,3419,32812,2664,52004,3610,19292,2204,12140,1718,14890,2092,137403,7352,2360,913,80425,5690,10023,1641,1409,616,6780,1386,6503,1351,3967,1100,2438,875,4600,1309,3881,991,1527,538,10742,1770,2748,860,169144,6635,410,406,3469,1198,73087,3938,7048,1583,22063,2473,35320,3517,1074,397,1735,550,7737,1456,5651,1155,2924,792,7682,1399,944,544,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,447516,5855,5106,1313,28858,2826,36264,3153,7362,1440,54829,3948,17915,1917,6759,1153,43739,3923,45324,3832,111772,4934,45372,3885,20336,2403,23880,2684,178788,5764,1257,495,5066,1259,12239,1403,1536,634,6696,1432,2916,811,2322,732,24696,2811,23493,2714,72913,4137,8679,1607,5912,1182,11063,1760,84731,4530,240,252,95,101,1822,659,81,133,2809,931,556,449,186,207,1575,544,9219,1810,23861,2217,30445,3178,7319,1482,6523,1321,104483,4392,234,321,1883,548,4297,1053,3782,901,37567,3283,4943,1006,2663,800,16762,2412,8258,1454,11366,1624,5167,1146,2710,1014,4851,964,38720,3403,2613,1020,20667,2568,2386,740,398,316,1713,592,1657,557,1258,617,513,336,2210,848,1057,438,154,172,3103,1098,991,537,40794,3196,762,418,1147,532,15520,2275,1565,698,6044,1282,7843,1361,330,230,193,198,2144,817,2575,837,927,478,1292,611,452,295,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,361179,4836,195,183,9342,1984,5025,1308,1932,593,18086,2619,9754,1841,14995,1965,22532,2717,83089,3672,70276,3790,35208,2933,31896,3222,58849,3947,223262,5507,195,183,2473,774,2370,738,510,277,930,473,2276,740,12206,1668,13404,2043,62528,3269,50383,3394,8844,1603,20697,2520,46446,3523,56545,3594,0,200,113,181,420,432,0,200,1607,777,159,137,307,309,2022,1030,9556,1714,11285,1805,20506,2618,6213,1471,4357,924,61396,4267,0,200,579,359,1562,680,1033,505,14406,2102,2965,1206,2263,874,5764,1056,9596,1570,7075,1290,5037,1165,3753,844,7363,1122,7533,2003,0,200,5534,1776,0,200,72,120,29,48,256,246,57,92,188,267,212,213,386,392,114,196,428,334,257,224,12443,1892,0,200,643,464,673,412,317,266,1114,677,4098,1163,162,159,1154,889,1197,591,1147,562,707,404,805,521,426,373,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8990221,32668,101921,7655,641425,17400,461531,12554,251822,9231,1176106,21909,462347,13377,173543,7854,709646,15243,1164180,19047,1873140,22912,1128909,21408,468618,13982,377033,9998,3097672,27050,20493,3080,116079,5901,153200,7149,49211,3318,123522,5600,74949,5019,93505,5611,291813,8296,544551,12305,1195618,18790,208719,8286,81980,5411,144032,5803,1811206,25529,6347,1672,3129,1116,6031,1385,2805,1106,51345,4307,11358,2392,4935,1307,31228,2771,286307,10415,374052,11158,710013,17644,194557,8596,129099,6050,2423765,28343,5132,1344,48714,4171,74506,4590,137913,7299,837854,16974,111873,5942,51661,4353,359347,11697,241890,9331,254101,8248,157027,8685,65286,4827,78461,4927,824719,20767,60774,5620,452787,15350,32176,3315,13131,2264,42711,4551,34846,2937,18902,2554,13892,2386,39896,3167,15679,2355,13696,2791,71152,5921,15077,2203,832859,17311,9175,1873,20716,3036,195618,8445,48762,4939,120674,7956,229321,9309,4540,1302,13366,1821,51536,3363,33690,3588,39454,3534,55643,4504,10364,2160,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
