GEO_ID,C27006_001E,C27006_001M,C27006_002E,C27006_002M,C27006_003E,C27006_003M,C27006_004E,C27006_004M,C27006_005E,C27006_005M,C27006_006E,C27006_006M,C27006_007E,C27006_007M,C27006_008E,C27006_008M,C27006_009E,C27006_009M,C27006_010E,C27006_010M,C27006_011E,C27006_011M,C27006_012E,C27006_012M,C27006_013E,C27006_013M,C27006_014E,C27006_014M,C27006_015E,C27006_015M,C27006_016E,C27006_016M,C27006_017E,C27006_017M,C27006_018E,C27006_018M,C27006_019E,C27006_019M,C27006_020E,C27006_020M,C27006_021E,C27006_021M,NAME,C27006_001EA,C27006_001MA,C27006_002MA,C27006_002EA,C27006_003MA,C27006_003EA,C27006_004MA,C27006_004EA,C27006_005MA,C27006_005EA,C27006_006EA,C27006_006MA,C27006_007MA,C27006_007EA,C27006_008MA,C27006_008EA,C27006_009MA,C27006_009EA,C27006_010MA,C27006_010EA,C27006_011MA,C27006_011EA,C27006_012MA,C27006_012EA,C27006_013MA,C27006_013EA,C27006_014MA,C27006_014EA,C27006_015MA,C27006_015EA,C27006_016MA,C27006_016EA,C27006_017EA,C27006_017MA,C27006_018MA,C27006_018EA,C27006_019MA,C27006_019EA,C27006_020MA,C27006_020EA,C27006_021MA,C27006_021EA,state
0400000US01,4781070,1376,2299014,5729,564537,3993,2194,701,562343,4164,1411387,4760,94382,4900,1317005,5742,323090,2063,313163,2594,9927,1606,2482056,5719,542179,4781,3172,969,539007,4966,1519693,3777,100336,5000,1419357,6319,420184,1772,412408,2062,7776,1240,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,95826,1441,330,245,95496,1460,236718,2124,5481,1197,231237,2410,34745,726,32921,833,1824,446,345793,1921,90091,1323,127,145,89964,1321,220361,1423,4790,966,215571,1594,35341,944,33580,1003,1761,474,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,824079,2002,6442,1908,817637,2736,1959748,2694,73323,4328,1886425,4932,509919,1267,487537,2707,22382,2291,3425608,3038,795314,1956,6430,1724,788884,2459,2032326,2198,72397,4817,1959929,5477,597968,1577,576601,2837,21367,2207,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,363246,3433,2145,691,361101,3420,856738,2663,56316,3820,800422,4790,206457,1612,200636,1942,5821,1187,1497866,4230,340455,3778,2440,929,338015,3801,902645,2905,67558,3844,835087,5102,254766,1684,248769,2069,5997,1378,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,4643120,3854,34803,3590,4608317,5253,12148870,6721,348642,9853,11800228,12659,2261178,3359,2121550,5909,139628,4792,19596453,6021,4460019,3338,32240,3334,4427779,4279,12302981,4246,364136,11370,11938845,11162,2833453,3341,2691955,6737,141498,5835,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,639469,3086,4857,1230,634612,3124,1715975,4027,43248,3345,1672727,5027,318175,1683,304789,2393,13386,1749,2693716,4738,615331,3057,5016,1293,610315,3175,1700463,4150,49247,3597,1651216,5450,377922,1653,361406,2525,16516,1994,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,390026,1522,2073,1208,387953,2042,1091394,2190,32746,3650,1058648,4309,237837,1275,225309,1842,12528,1393,1818726,2437,371895,1473,1683,966,370212,1671,1141256,1700,36028,2870,1105228,3513,305575,1441,291473,2160,14102,1736,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,103850,875,695,540,103155,1062,273176,1016,13948,1825,259228,2132,70656,647,67371,1078,3285,956,483521,1246,99921,829,1161,664,98760,1069,297506,819,12685,1604,284821,1963,86094,634,83340,1027,2754,871,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,59831,613,402,289,59429,676,221903,1297,6626,1252,215277,1741,29413,869,26594,857,2819,887,349535,1105,57584,610,171,199,57413,637,247687,722,7443,1426,240244,1623,44264,548,41314,882,2950,664,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,2080662,5282,11356,2477,2069306,5970,5826380,5787,248897,9584,5577483,11287,1745683,3300,1665361,5065,80322,4185,10307444,7951,2012739,5698,12095,2542,2000644,5778,6161807,5652,247484,8879,5914323,10089,2132898,3781,2046979,6413,85919,4880,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
