GEO_ID,B01001H_001E,B01001H_001M,B01001H_002E,B01001H_002M,B01001H_003E,B01001H_003M,B01001H_004E,B01001H_004M,B01001H_005E,B01001H_005M,B01001H_006E,B01001H_006M,B01001H_007E,B01001H_007M,B01001H_008E,B01001H_008M,B01001H_009E,B01001H_009M,B01001H_010E,B01001H_010M,B01001H_011E,B01001H_011M,B01001H_012E,B01001H_012M,B01001H_013E,B01001H_013M,B01001H_014E,B01001H_014M,B01001H_015E,B01001H_015M,B01001H_016E,B01001H_016M,B01001H_017E,B01001H_017M,B01001H_018E,B01001H_018M,B01001H_019E,B01001H_019M,B01001H_020E,B01001H_020M,B01001H_021E,B01001H_021M,B01001H_022E,B01001H_022M,B01001H_023E,B01001H_023M,B01001H_024E,B01001H_024M,B01001H_025E,B01001H_025M,B01001H_026E,B01001H_026M,B01001H_027E,B01001H_027M,B01001H_028E,B01001H_028M,B01001H_029E,B01001H_029M,B01001H_030E,B01001H_030M,B01001H_031E,B01001H_031M,NAME,B01001H_001MA,B01001H_001EA,B01001H_002MA,B01001H_002EA,B01001H_003MA,B01001H_003EA,B01001H_004EA,B01001H_004MA,B01001H_005EA,B01001H_005MA,B01001H_006EA,B01001H_006MA,B01001H_007MA,B01001H_007EA,B01001H_008MA,B01001H_008EA,B01001H_009EA,B01001H_009MA,B01001H_010EA,B01001H_010MA,B01001H_011EA,B01001H_011MA,B01001H_012MA,B01001H_012EA,B01001H_013MA,B01001H_013EA,B01001H_014MA,B01001H_014EA,B01001H_015EA,B01001H_015MA,B01001H_016EA,B01001H_016MA,B01001H_017EA,B01001H_017MA,B01001H_018MA,B01001H_018EA,B01001H_019MA,B01001H_019EA,B01001H_020EA,B01001H_020MA,B01001H_021EA,B01001H_021MA,B01001H_022EA,B01001H_022MA,B01001H_023MA,B01001H_023EA,B01001H_024MA,B01001H_024EA,B01001H_025MA,B01001H_025EA,B01001H_026MA,B01001H_026EA,B01001H_027EA,B01001H_027MA,B01001H_028EA,B01001H_028MA,B01001H_029MA,B01001H_029EA,B01001H_030MA,B01001H_030EA,B01001H_031MA,B01001H_031EA,state
0400000US01,3204076,917,1567232,1874,84345,1486,92014,3999,94459,4220,60112,1382,40437,2176,103108,2318,96605,1106,95388,1215,192362,1399,222843,601,220187,359,164491,625,78407,1986,22474,1965,1636844,2017,78640,1250,87688,3387,87883,3458,58396,1355,39433,2085,97859,2102,100451,897,94984,815,196587,1155,225233,864,233916,73,185812,224,106154,2214,43808,2216,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452472,1051,242264,668,13650,308,12508,1300,13559,1286,8232,353,5473,762,20215,864,21329,235,18692,474,30916,190,33304,202,36383,12,20018,158,6003,727,1982,698,210208,764,13717,305,13451,1074,10460,1106,6864,361,4083,472,14217,523,16476,236,15869,373,26831,419,29557,236,32416,80,17127,142,6474,557,2666,538,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3802263,2149,1878554,1186,85953,726,90848,3389,97595,3500,58776,483,40318,629,109329,529,116173,684,113480,839,218706,968,251858,830,273703,154,246748,575,133170,2588,41897,2638,1923709,1711,82328,710,91013,3650,87540,3733,56105,548,39390,1225,100680,1198,109321,593,108273,613,211031,869,253399,563,300835,236,271983,463,146414,2940,65397,2951,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2174934,1792,1069571,1658,60291,1187,64354,2685,64900,2681,42227,971,28200,1938,67894,2053,68073,1225,66181,1186,132080,1401,145547,946,144432,191,112071,162,53860,1578,19461,1574,1105363,1756,57875,1153,61020,3010,61117,2949,37021,978,25591,2002,66199,2185,69243,1118,66203,1035,131719,1202,146350,991,154182,194,126129,91,69494,2308,33220,2306,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14815122,7888,7401043,4377,326669,1271,326636,6600,343378,6994,220124,1116,153081,1279,458273,1535,528419,1030,502898,1254,902268,1663,1103885,893,1162818,920,816204,624,398120,4912,158270,4857,7414079,4524,310784,1298,312644,7051,321961,7123,208099,1131,142174,1882,409357,1898,483822,1136,465584,1180,842880,1610,1071871,1125,1181564,767,890698,577,491484,5822,281157,5828,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3737243,4050,1871187,3010,94997,901,99320,3258,106267,3309,62046,1182,44870,1503,127306,2130,143199,1704,139458,1049,252376,986,260285,965,268586,506,174855,265,69829,1862,27793,1863,1866056,2136,91608,915,94353,3332,100544,3381,57603,872,40785,1387,113226,1484,131869,1383,131033,472,239137,931,261498,775,280598,245,188346,540,92211,2307,43245,2257,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2439796,2532,1188046,1612,50220,398,59844,2865,66168,2883,45677,51,33556,198,75988,446,65768,486,64838,413,130685,366,191705,179,194082,303,123408,99,59267,1697,26840,1743,1251750,1472,48104,275,56147,2606,63133,2634,42923,177,32449,727,71645,798,62261,321,65247,294,134326,286,199181,452,203547,122,138673,279,80313,2542,53801,2564,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,596375,969,289081,457,14032,144,12425,1460,16641,1473,9523,139,6873,85,17447,190,19892,190,16793,343,31309,58,41292,190,44682,29,35636,190,16511,959,6025,955,307294,710,13540,190,11894,1409,15565,1446,9186,190,6742,465,16750,405,19783,393,17176,190,32692,122,43578,190,49372,293,40130,190,20268,1017,10618,1023,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,241855,788,120817,293,5853,112,3154,600,2852,604,1080,200,3639,1033,10580,1021,17710,169,18520,200,21059,165,14031,200,10430,200,7456,200,2868,457,1585,457,121038,736,5787,200,2771,687,2992,692,1118,200,5362,1206,11991,1224,19833,328,18820,200,18514,92,10740,78,9540,200,8064,200,3883,433,1623,433,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11170487,5912,5477449,3494,233217,1169,246768,6379,258539,6294,166151,1391,110945,2258,301798,2326,327404,1647,298002,1671,584044,1995,762733,932,829339,769,763063,681,436383,4765,159063,4698,5693038,4393,220183,1488,234772,7472,246054,7412,158148,1370,104509,2068,282700,2221,315912,1094,293920,715,573873,1048,769501,1443,901862,840,843578,1721,486435,6780,261591,6788,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
