GEO_ID,C19131_001E,C19131_001M,C19131_002E,C19131_002M,C19131_003E,C19131_003M,C19131_004E,C19131_004M,C19131_005E,C19131_005M,C19131_006E,C19131_006M,C19131_007E,C19131_007M,C19131_008E,C19131_008M,C19131_009E,C19131_009M,C19131_010E,C19131_010M,C19131_011E,C19131_011M,C19131_012E,C19131_012M,C19131_013E,C19131_013M,C19131_014E,C19131_014M,C19131_015E,C19131_015M,C19131_016E,C19131_016M,C19131_017E,C19131_017M,C19131_018E,C19131_018M,C19131_019E,C19131_019M,C19131_020E,C19131_020M,C19131_021E,C19131_021M,C19131_022E,C19131_022M,C19131_023E,C19131_023M,C19131_024E,C19131_024M,C19131_025E,C19131_025M,C19131_026E,C19131_026M,C19131_027E,C19131_027M,C19131_028E,C19131_028M,C19131_029E,C19131_029M,C19131_030E,C19131_030M,C19131_031E,C19131_031M,C19131_032E,C19131_032M,C19131_033E,C19131_033M,C19131_034E,C19131_034M,C19131_035E,C19131_035M,C19131_036E,C19131_036M,C19131_037E,C19131_037M,C19131_038E,C19131_038M,C19131_039E,C19131_039M,C19131_040E,C19131_040M,C19131_041E,C19131_041M,C19131_042E,C19131_042M,C19131_043E,C19131_043M,C19131_044E,C19131_044M,C19131_045E,C19131_045M,C19131_046E,C19131_046M,C19131_047E,C19131_047M,C19131_048E,C19131_048M,C19131_049E,C19131_049M,C19131_050E,C19131_050M,C19131_051E,C19131_051M,C19131_052E,C19131_052M,C19131_053E,C19131_053M,C19131_054E,C19131_054M,C19131_055E,C19131_055M,C19131_056E,C19131_056M,C19131_057E,C19131_057M,C19131_058E,C19131_058M,C19131_059E,C19131_059M,C19131_060E,C19131_060M,C19131_061E,C19131_061M,C19131_062E,C19131_062M,C19131_063E,C19131_063M,C19131_064E,C19131_064M,C19131_065E,C19131_065M,C19131_066E,C19131_066M,C19131_067E,C19131_067M,C19131_068E,C19131_068M,C19131_069E,C19131_069M,C19131_070E,C19131_070M,C19131_071E,C19131_071M,NAME,C19131_001MA,C19131_001EA,C19131_002MA,C19131_002EA,C19131_003EA,C19131_003MA,C19131_004EA,C19131_004MA,C19131_005MA,C19131_005EA,C19131_006MA,C19131_006EA,C19131_007MA,C19131_007EA,C19131_008EA,C19131_008MA,C19131_009MA,C19131_009EA,C19131_010EA,C19131_010MA,C19131_011MA,C19131_011EA,C19131_012MA,C19131_012EA,C19131_013MA,C19131_013EA,C19131_014EA,C19131_014MA,C19131_015EA,C19131_015MA,C19131_016EA,C19131_016MA,C19131_017MA,C19131_017EA,C19131_018MA,C19131_018EA,C19131_019EA,C19131_019MA,C19131_020EA,C19131_020MA,C19131_021EA,C19131_021MA,C19131_022EA,C19131_022MA,C19131_023EA,C19131_023MA,C19131_024MA,C19131_024EA,C19131_025EA,C19131_025MA,C19131_026EA,C19131_026MA,C19131_027EA,C19131_027MA,C19131_028MA,C19131_028EA,C19131_029MA,C19131_029EA,C19131_030EA,C19131_030MA,C19131_031EA,C19131_031MA,C19131_032EA,C19131_032MA,C19131_033EA,C19131_033MA,C19131_034MA,C19131_034EA,C19131_035MA,C19131_035EA,C19131_036EA,C19131_036MA,C19131_037EA,C19131_037MA,C19131_038EA,C19131_038MA,C19131_039MA,C19131_039EA,C19131_040MA,C19131_040EA,C19131_041EA,C19131_041MA,C19131_042EA,C19131_042MA,C19131_043EA,C19131_043MA,C19131_044MA,C19131_044EA,C19131_045MA,C19131_045EA,C19131_046MA,C19131_046EA,C19131_047EA,C19131_047MA,C19131_048EA,C19131_048MA,C19131_049MA,C19131_049EA,C19131_050MA,C19131_050EA,C19131_051MA,C19131_051EA,C19131_052EA,C19131_052MA,C19131_053EA,C19131_053MA,C19131_054EA,C19131_054MA,C19131_055MA,C19131_055EA,C19131_056MA,C19131_056EA,C19131_057MA,C19131_057EA,C19131_058EA,C19131_058MA,C19131_059EA,C19131_059MA,C19131_060MA,C19131_060EA,C19131_061MA,C19131_061EA,C19131_062MA,C19131_062EA,C19131_063EA,C19131_063MA,C19131_064EA,C19131_064MA,C19131_065EA,C19131_065MA,C19131_066EA,C19131_066MA,C19131_067MA,C19131_067EA,C19131_068MA,C19131_068EA,C19131_069EA,C19131_069MA,C19131_070EA,C19131_070MA,C19131_071EA,C19131_071MA,state
0400000US01,1213540,13821,863674,10996,306591,7223,6049,1188,4855,1172,14894,1928,20625,2021,35111,3565,64577,3235,53330,4330,61989,4355,24343,2389,20818,2387,557083,8291,11093,1340,9436,1552,35365,2778,52361,3642,75619,3506,129324,4543,89158,4554,92924,4731,32910,2572,28893,2593,349866,9363,78239,4624,34620,3285,3854,1131,2795,949,7096,1681,4801,1033,6403,1619,4707,1073,2358,858,1864,781,543,480,199,171,43619,3590,2767,789,1999,699,5286,1263,6773,1783,9895,1372,8026,1393,3836,903,3884,975,658,353,495,328,271627,7672,145766,6182,37130,3053,17609,2277,32735,3510,18742,2229,15962,2205,15316,2541,5733,1510,1551,560,498,474,490,348,125861,5380,10531,1504,10256,1439,21876,2105,20293,2292,20949,2036,22674,2228,8974,1435,8278,1471,1253,542,777,474,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,120348,2954,50683,3115,256,168,198,165,1174,371,1759,659,4213,1013,10066,1591,8480,1327,13487,1824,6935,1110,4115,818,69665,2762,274,192,442,215,1435,449,2994,624,5281,877,10851,1415,11377,1272,18956,1667,9428,1115,8627,1293,43452,2748,15109,1531,9074,1129,997,390,233,160,1119,512,1048,596,1233,584,1562,562,850,349,1291,650,373,352,368,309,6035,1123,412,294,133,75,528,325,844,347,718,303,1190,499,682,300,813,340,341,235,374,368,28343,2222,18207,2062,2034,706,1224,570,2758,953,2661,861,3101,790,3171,843,1411,540,1298,747,237,266,312,236,10136,1347,165,88,278,170,982,377,1197,457,2092,685,2193,643,1479,605,1194,417,209,203,347,261,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,1153542,12996,426411,10206,8431,1460,8483,1789,23964,3043,34658,3173,45967,3405,83436,4600,70524,4499,83143,4184,35172,2493,32633,2867,727131,9980,15872,1974,12834,1979,37045,2375,58539,3406,102366,4246,156742,5628,115114,4188,127420,5171,53409,2691,47790,2256,444872,9605,137228,6495,68090,4773,5573,1150,3623,1130,11513,2019,10495,2048,12036,1576,13211,2087,5561,1375,4259,1219,698,418,1121,607,69138,4333,4650,1130,2487,746,6180,1484,8872,1643,13719,2046,15310,2107,7295,1353,7494,1335,1356,525,1775,702,307644,6566,171086,5751,36126,3564,15531,1989,29048,2797,27306,2746,26431,2877,24287,2443,6564,1366,4089,803,880,642,824,457,136558,4421,11058,1400,7169,1490,19290,1929,17997,2076,23876,2046,29623,2354,13845,1803,10435,1693,2197,638,1068,343,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,561297,9469,205898,6112,3188,932,3336,982,11932,1840,20889,2837,26919,2602,44549,3195,36940,2944,36005,2517,9457,1631,12683,1493,355399,7310,7962,1236,7390,1192,28494,2442,36848,2877,59459,3608,80763,3478,51827,3552,51768,3320,14829,1556,16059,1939,200197,6518,50124,3872,26535,2910,3727,1031,1918,760,4353,1208,4709,1212,4808,1093,3841,1328,1705,835,656,384,348,436,470,388,23589,2503,1887,750,1245,556,2972,700,4221,1064,5109,1095,4664,1169,1946,836,667,340,398,321,480,326,150073,5867,79003,4052,18673,2149,10575,1852,16741,2244,13715,2068,9014,1633,6762,1615,2176,815,1023,484,146,229,178,173,71070,4116,6872,1581,5607,1221,13940,1933,10208,1231,12799,1772,12453,1620,4524,1287,3394,878,473,283,800,357,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,6342293,25212,2783907,19433,41579,3227,50468,4598,154819,6889,197634,7972,291539,9370,437292,11745,373987,9567,536794,10180,295775,7714,404020,8834,3558386,20437,61167,3708,59319,3619,186656,6198,210394,6424,341988,7262,582857,11115,510696,10014,731139,11117,396275,10024,477895,8487,2493613,24950,776561,14956,341713,9953,24519,2555,20252,2639,52752,4247,45119,3507,55876,4045,60661,4688,32556,3198,30806,3371,9706,1636,9466,1392,434848,10586,18457,2430,13517,1696,38745,3024,44687,3414,65559,4868,92677,4705,59610,3975,63108,3982,19539,2107,18949,2347,1717052,18681,847483,13545,167092,6288,79823,5500,144586,6417,106825,6347,118219,5963,110355,5099,60224,4627,39213,3196,12267,2080,8879,1516,869569,14184,45533,2939,39201,2825,100520,5103,104250,4695,139800,5026,172729,7021,109800,4657,102441,3912,34549,3012,20746,1692,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,1038040,9389,435028,7158,4068,1048,3429,935,14895,2095,21383,2344,41147,3406,69690,4641,72540,3940,108693,4387,48097,3159,51086,3260,603012,8744,8481,1347,6667,1030,22289,2144,34639,2379,62702,3112,112477,4617,98809,3824,134265,5345,60655,3033,62028,3283,293821,7786,93024,5026,48969,4185,2888,950,1765,737,5071,1449,6585,1519,8898,1649,10871,1748,5050,1002,4831,1168,1332,511,1678,545,44055,3044,747,369,1235,579,4020,931,4521,984,7930,1412,10849,1702,7102,1423,5062,1166,1327,499,1262,536,200797,6582,113504,4699,21489,2372,9869,2002,18767,2407,16126,2114,17357,2381,16325,1879,6764,1275,4570,1132,1261,462,976,501,87293,4655,4003,963,2957,782,8249,1362,11177,1736,15616,1795,20487,2124,12260,1976,8234,1295,3205,1088,1105,517,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,647589,8615,248839,6707,1867,718,2054,680,5966,1267,6997,1310,14813,2023,30241,3228,33186,2697,62255,3938,37738,2903,53722,2475,398750,7216,3971,1028,3771,966,9960,1554,17258,1953,32616,2513,60802,2880,59480,3465,95733,4559,50777,3144,64382,3260,228599,7234,58006,4439,24659,2935,2403,879,914,445,2444,1007,3822,1222,3389,1027,4575,1181,2818,789,2531,759,441,264,1322,468,33347,3447,1389,616,1053,580,2046,780,2354,690,5021,1309,6520,1422,4950,1066,6464,1346,1861,727,1689,689,170593,5524,92096,4447,15129,1812,6594,1243,16518,2177,11121,1680,14509,1955,13767,2115,7520,1593,4420,1130,1223,530,1295,657,78497,4199,4415,1172,3668,1163,7785,1537,8198,1474,12367,1743,16097,1908,10143,1570,11086,1749,3082,798,1656,681,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,170416,4537,57755,3036,474,460,328,254,2717,868,1847,753,3381,948,10264,1617,11999,1894,14530,1683,6839,1363,5376,914,112661,3938,1776,529,941,441,4402,873,7865,1336,12633,1403,21295,2077,19696,2207,22978,1942,11563,1482,9512,1292,64969,3632,16183,2010,7329,1452,800,624,398,347,603,386,802,427,1132,680,1427,573,1076,630,383,290,591,524,117,139,8854,1463,478,276,40,63,832,419,789,410,1456,601,2339,689,1217,563,1371,592,195,190,137,167,48786,3280,25875,2635,4387,1057,2011,889,5199,1032,3642,1044,4379,1189,3654,1103,1771,669,698,370,134,157,0,190,22911,1993,782,444,973,475,2293,681,2768,841,3599,951,5078,740,3563,965,3075,971,566,305,214,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,71857,3518,27840,2573,263,238,575,707,620,554,538,393,1318,676,2267,769,2887,1002,4205,962,3859,889,11308,1501,44017,2756,774,428,393,233,1182,460,1344,509,2111,682,3392,1024,3181,844,9110,1398,7160,1148,15370,1726,53321,3539,10834,1986,4640,1348,410,333,70,116,497,618,133,156,534,432,1006,625,692,384,507,392,555,355,236,208,6194,1195,424,293,359,331,280,211,589,363,1005,491,922,605,909,432,700,410,608,314,398,254,42487,3001,22014,2439,4737,1050,1793,701,4353,1200,3631,967,2181,822,1573,622,1537,692,1343,541,432,282,434,313,20473,2019,1639,662,1079,486,2065,615,2218,806,3091,925,3756,815,2501,723,2291,584,1227,499,606,413,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,3444776,25365,1117422,15136,21332,2401,15645,2265,60154,4364,84934,4432,137910,6855,221425,7975,184962,7594,209387,7195,86732,5470,94941,4730,2327354,20416,52946,3652,42532,3203,156323,6576,195424,6541,328950,8926,491918,10151,355015,8549,381826,9439,155551,6965,166869,5396,1361835,15162,359661,9304,161212,7747,14218,2543,10874,1852,27746,3315,27998,3037,27151,3128,28207,3337,11762,2276,8102,1569,2335,738,2819,954,198449,7412,10004,1513,8284,1502,24492,3002,23430,2453,39145,3068,41510,3779,24077,2824,17762,2251,4927,1148,4818,1205,1002174,15444,502732,12356,89419,5894,48883,4153,103344,5977,87253,5407,78443,5531,59798,4836,18292,2148,12420,2176,3116,890,1764,639,499442,11536,31287,3067,27154,2600,73329,5652,71514,4919,94906,5656,102117,4582,50585,3276,35023,3183,7940,1251,5587,1016,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
