GEO_ID,B27002_001E,B27002_001M,B27002_002E,B27002_002M,B27002_003E,B27002_003M,B27002_004E,B27002_004M,B27002_005E,B27002_005M,B27002_006E,B27002_006M,B27002_007E,B27002_007M,B27002_008E,B27002_008M,B27002_009E,B27002_009M,B27002_010E,B27002_010M,B27002_011E,B27002_011M,B27002_012E,B27002_012M,B27002_013E,B27002_013M,B27002_014E,B27002_014M,B27002_015E,B27002_015M,B27002_016E,B27002_016M,B27002_017E,B27002_017M,B27002_018E,B27002_018M,B27002_019E,B27002_019M,B27002_020E,B27002_020M,B27002_021E,B27002_021M,B27002_022E,B27002_022M,B27002_023E,B27002_023M,B27002_024E,B27002_024M,B27002_025E,B27002_025M,B27002_026E,B27002_026M,B27002_027E,B27002_027M,B27002_028E,B27002_028M,B27002_029E,B27002_029M,B27002_030E,B27002_030M,B27002_031E,B27002_031M,B27002_032E,B27002_032M,B27002_033E,B27002_033M,B27002_034E,B27002_034M,B27002_035E,B27002_035M,B27002_036E,B27002_036M,B27002_037E,B27002_037M,B27002_038E,B27002_038M,B27002_039E,B27002_039M,B27002_040E,B27002_040M,B27002_041E,B27002_041M,B27002_042E,B27002_042M,B27002_043E,B27002_043M,B27002_044E,B27002_044M,B27002_045E,B27002_045M,B27002_046E,B27002_046M,B27002_047E,B27002_047M,B27002_048E,B27002_048M,B27002_049E,B27002_049M,B27002_050E,B27002_050M,B27002_051E,B27002_051M,B27002_052E,B27002_052M,B27002_053E,B27002_053M,B27002_054E,B27002_054M,B27002_055E,B27002_055M,B27002_056E,B27002_056M,B27002_057E,B27002_057M,NAME,B27002_001EA,B27002_001MA,B27002_002MA,B27002_002EA,B27002_003MA,B27002_003EA,B27002_004MA,B27002_004EA,B27002_005MA,B27002_005EA,B27002_006EA,B27002_006MA,B27002_007MA,B27002_007EA,B27002_008MA,B27002_008EA,B27002_009MA,B27002_009EA,B27002_010EA,B27002_010MA,B27002_011MA,B27002_011EA,B27002_012EA,B27002_012MA,B27002_013MA,B27002_013EA,B27002_014MA,B27002_014EA,B27002_015MA,B27002_015EA,B27002_016MA,B27002_016EA,B27002_017MA,B27002_017EA,B27002_018MA,B27002_018EA,B27002_019MA,B27002_019EA,B27002_020MA,B27002_020EA,B27002_021EA,B27002_021MA,B27002_022MA,B27002_022EA,B27002_023EA,B27002_023MA,B27002_024MA,B27002_024EA,B27002_025MA,B27002_025EA,B27002_026MA,B27002_026EA,B27002_027MA,B27002_027EA,B27002_028MA,B27002_028EA,B27002_029MA,B27002_029EA,B27002_030EA,B27002_030MA,B27002_031MA,B27002_031EA,B27002_032EA,B27002_032MA,B27002_033MA,B27002_033EA,B27002_034EA,B27002_034MA,B27002_035EA,B27002_035MA,B27002_036MA,B27002_036EA,B27002_037MA,B27002_037EA,B27002_038MA,B27002_038EA,B27002_039MA,B27002_039EA,B27002_040EA,B27002_040MA,B27002_041EA,B27002_041MA,B27002_042MA,B27002_042EA,B27002_043EA,B27002_043MA,B27002_044MA,B27002_044EA,B27002_045EA,B27002_045MA,B27002_046EA,B27002_046MA,B27002_047MA,B27002_047EA,B27002_048MA,B27002_048EA,B27002_049MA,B27002_049EA,B27002_050EA,B27002_050MA,B27002_051EA,B27002_051MA,B27002_052EA,B27002_052MA,B27002_053MA,B27002_053EA,B27002_054EA,B27002_054MA,B27002_055MA,B27002_055EA,B27002_056EA,B27002_056MA,B27002_057EA,B27002_057MA,state
0400000US01,4781070,1376,2299014,5729,175451,4215,88740,3876,86711,4007,389086,4464,226950,6731,162136,6469,227516,3014,158531,4945,68985,3972,291369,4681,193213,5571,98156,5273,285883,4547,208397,4865,77486,3988,304755,3606,226858,5008,77897,4400,301864,2427,220540,4473,81324,4579,206027,2088,134164,3038,71863,2894,117063,1405,83919,2104,33144,2121,2482056,5719,170608,4531,82093,3482,88515,4295,371571,4441,213946,6590,157625,5837,230942,3509,161813,4197,69129,4264,316384,3907,210504,6251,105880,5478,312495,3594,227712,5196,84783,4934,328264,2452,251231,4466,77033,4082,331608,1850,247503,4904,84105,4677,238860,1574,148982,3433,89878,3669,181324,1464,112972,3311,68352,3112,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,33698,1496,18459,1545,15239,1436,62128,1664,37679,2436,24449,2535,40434,1519,26314,1662,14120,1564,56423,1943,36688,2229,19735,1823,44642,1509,32715,1869,11927,1428,46999,1346,34167,1453,12832,1405,48220,827,36620,1410,11600,1096,24693,715,16519,1090,8174,1035,10052,395,6325,836,3727,785,345793,1921,32218,1494,17610,1557,14608,1512,57873,1480,35462,2057,22411,2085,33290,868,22241,1370,11049,1416,53261,1487,36680,1418,16581,1366,43754,1221,30798,1754,12956,1700,44535,1066,33071,1528,11464,1248,45521,927,34521,1202,11000,1143,23098,936,15111,1074,7987,1022,12243,644,6993,894,5250,905,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,258843,2756,143346,4556,115497,4196,565236,3270,330844,7059,234392,6720,330644,2097,204659,6169,125985,5693,440884,2848,272413,7011,168471,6305,403407,2911,272105,5006,131302,4946,405252,1967,281870,4884,123382,5020,379561,1603,270299,5066,109262,4769,304339,1328,167636,3702,136703,3746,205580,1133,125554,3455,80026,3514,3425608,3038,253182,3550,133775,4954,119407,3903,542132,3310,316015,7373,226117,6953,322705,1856,196249,5907,126456,5960,440339,1920,278429,5753,161910,5077,418146,1585,279026,5724,139120,5637,424393,1711,302906,4925,121487,4621,426743,1123,313040,5483,113703,5522,343709,1572,191082,3531,152627,3642,254259,1552,142887,3860,111372,4046,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,112494,3446,47063,3034,65431,3220,250752,3844,123820,5495,126932,5368,141008,2792,94724,3335,46284,3680,180584,3563,113567,4857,67017,4175,174942,2907,120614,4331,54328,3178,184703,2676,129289,3462,55414,3356,175501,1533,116845,3188,58656,3224,129382,1249,76684,2762,52698,2591,77075,1211,48789,1737,28286,1783,1497866,4230,113621,3212,45206,3341,68415,4113,226834,3890,112522,5020,114312,4869,138958,3118,89108,3650,49850,3699,193823,3800,120333,4510,73490,3698,183671,2666,128162,4064,55509,3610,192237,2466,138083,3449,54154,3384,193956,1470,135321,3097,58635,3053,146791,1500,88532,2885,58259,2901,107975,1375,64378,1924,43597,2220,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1534824,8172,800270,12661,734554,13035,3108296,8951,1754143,15905,1354153,16010,1951795,4340,1232508,12587,719287,12285,2892205,6046,1846450,16075,1045755,15424,2533730,4059,1745568,12129,788162,12835,2559327,4401,1828765,12812,730562,12030,2211813,2721,1582638,11234,629175,11145,1371995,2913,721548,8807,650447,8637,889183,2724,480376,6853,408807,6991,19596453,6021,1455144,8115,765626,11618,689518,11893,3004875,8209,1685835,15321,1319040,16171,1895181,3996,1157395,12887,737786,12236,2823855,4354,1802180,13849,1021675,13453,2580433,3329,1756413,14292,824020,13510,2622629,2809,1867560,11324,755069,11002,2380883,2405,1689362,10286,691521,9872,1582231,3029,805703,9421,776528,9243,1251222,3266,615520,7533,635702,7220,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,206140,3658,121807,4799,84333,4818,433329,4152,284719,6155,148610,5845,263619,3376,193586,4743,70033,4070,408354,3606,279541,5171,128813,4873,365331,3195,275077,4807,90254,4695,347572,2495,276391,3896,71181,3887,331099,1888,260777,3843,70322,3317,206572,1413,119625,3337,86947,3606,111603,1171,73325,2186,38278,2012,2693716,4738,196288,4036,117993,3712,78295,4380,419043,3911,272450,5849,146593,5850,247424,2175,171047,4071,76377,3703,394696,2373,275564,5182,119132,4912,356146,2694,268865,4733,87281,4464,353995,1764,278101,3914,75894,3930,348202,1557,274586,3938,73616,4094,226357,1635,136582,3452,89775,3268,151565,1325,98328,2757,53237,2625,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,113468,2411,69951,3069,43517,2641,276558,2735,189012,4711,87546,4695,175814,1793,125055,3677,50759,3742,214309,2027,150809,3464,63500,3563,206251,1661,155268,3561,50983,3309,256260,1542,201625,3319,54635,3441,238760,983,197275,3450,41485,3336,144047,910,89376,2644,54671,2664,93790,1204,60379,2372,33411,2181,1818726,2437,112147,2383,72943,3757,39204,3812,259748,2638,177976,4452,81772,3873,170091,1524,121000,3313,49091,3192,218550,1894,149492,3926,69058,3460,221127,1513,166670,3512,54457,3666,276774,1502,218725,3477,58049,3386,254714,821,208667,2573,46047,2513,166694,1199,105355,2836,61339,2756,138881,1362,85890,2546,52991,2463,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,33318,1130,21038,1718,12280,1700,70532,1224,46403,2533,24129,2697,43357,969,31569,1518,11788,1558,57773,1328,40617,2037,17156,2005,52100,883,39333,1572,12767,1602,61203,868,48060,2063,13143,1879,58743,500,46450,1559,12293,1578,44247,833,31412,1407,12835,1470,26409,686,17329,1248,9080,1510,483521,1246,32614,1234,20134,1607,12480,1793,67307,1442,42350,2660,24957,2590,43669,928,31477,1636,12192,1675,63017,1236,42247,1997,20770,2167,56603,863,39909,1928,16694,2041,66551,770,53594,1902,12957,1673,67666,498,53674,1416,13992,1564,50696,677,34167,1444,16529,1311,35398,656,23775,1246,11623,1234,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,26616,1137,16350,1312,10266,1347,33215,1079,16517,1852,16698,1744,34856,694,26534,1536,8322,1433,69861,659,58212,1825,11649,1698,46790,515,37007,1418,9783,1445,37860,401,26683,1435,11177,1452,32536,908,22524,1363,10012,1124,18650,813,13061,990,5589,1096,10763,545,7942,793,2821,635,349535,1105,24750,852,13010,1394,11740,1386,32834,808,15674,1577,17160,1547,43910,568,34477,1352,9433,1242,80488,493,62439,1878,18049,1870,48030,334,35918,1364,12112,1376,38552,149,26845,1245,11707,1264,36707,117,23907,1334,12800,1332,24893,562,16223,1096,8670,1146,19371,797,12238,1046,7133,1137,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,668973,6922,303149,9583,365824,8474,1411689,8050,754700,13240,656989,12429,874119,6410,564433,9079,309686,9034,1237740,7359,759562,14027,478178,13058,1169159,5155,788291,9751,380868,10149,1311981,5296,917844,11118,394137,10317,1233381,3340,885688,8066,347693,8022,1004899,2441,522599,6790,482300,6784,740784,2603,424295,7780,316489,7551,10307444,7951,646860,7836,293256,9445,353604,10615,1365879,7181,740322,13155,625557,11525,855443,4601,552883,9355,302560,8665,1282278,4616,816866,12410,465412,12058,1237548,4020,857345,9235,380203,9445,1393405,3982,1020571,10535,372834,10427,1393133,2892,1029323,8731,363810,8927,1162418,3467,596062,7148,566356,8308,970480,3446,509487,7687,460993,7117,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
