GEO_ID,C15002G_001E,C15002G_001M,C15002G_002E,C15002G_002M,C15002G_003E,C15002G_003M,C15002G_004E,C15002G_004M,C15002G_005E,C15002G_005M,C15002G_006E,C15002G_006M,C15002G_007E,C15002G_007M,C15002G_008E,C15002G_008M,C15002G_009E,C15002G_009M,C15002G_010E,C15002G_010M,C15002G_011E,C15002G_011M,NAME,C15002G_001EA,C15002G_001MA,C15002G_002EA,C15002G_002MA,C15002G_003EA,C15002G_003MA,C15002G_004MA,C15002G_004EA,C15002G_005EA,C15002G_005MA,C15002G_006MA,C15002G_006EA,C15002G_007MA,C15002G_007EA,C15002G_008MA,C15002G_008EA,C15002G_009EA,C15002G_009MA,C15002G_010EA,C15002G_010MA,C15002G_011MA,C15002G_011EA,state
0400000US13,89223,6347,40308,3772,3796,1128,9439,1590,14080,1978,12993,2176,48915,3905,5448,1028,9261,1811,15807,2316,18399,2234,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,178786,7143,88556,4323,7033,1208,34853,2784,29432,2625,17238,1809,90230,4470,4762,1139,27181,3008,36109,3346,22178,2292,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18936,2541,10270,1719,1631,716,2336,846,4118,1189,2185,1023,8666,1951,948,687,1958,781,3800,1294,1960,722,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,110568,5057,51568,3480,4374,830,11194,2151,17091,2181,18909,2285,59000,3805,5130,1124,10640,1589,19391,2433,23839,2354,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,50320,4247,23976,2712,3045,909,6129,1176,9184,1760,5618,1232,26344,2827,4266,907,5580,1287,8355,1342,8143,1617,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,17442,2395,8176,1517,998,431,1692,605,3828,954,1658,602,9266,1430,1330,493,2305,696,3629,923,2002,675,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,32105,3079,15440,2089,1799,725,4166,1079,5888,1131,3587,833,16665,1793,1879,737,3921,955,6145,1132,4720,907,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31452,2627,15845,1904,1732,809,4516,1082,5844,1233,3753,978,15607,1995,1727,654,3477,750,5947,1283,4456,938,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,38075,4042,17271,2260,3315,875,4551,1065,5993,1524,3412,876,20804,2886,3329,1025,3984,1091,7478,1772,6013,1280,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14261,1544,7472,1165,1162,672,2783,813,2013,604,1514,688,6789,1092,1290,533,1574,505,2140,633,1785,522,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,73805,4698,34824,3271,3212,1084,7020,1270,10537,1606,14055,2148,38981,3214,2939,1053,5623,1238,12729,2213,17690,2043,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,85966,5549,43537,3719,9014,2047,11466,2062,9625,1605,13432,1791,42429,3300,6995,1364,9787,1658,11101,1512,14546,2008,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,103312,5592,49307,3330,7492,1359,14657,1957,17579,2058,9579,1600,54005,3617,6556,1087,11554,1557,22005,2320,13890,1727,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,56246,3843,26430,2296,3986,932,5943,953,9245,1365,7256,1115,29816,2411,1743,577,4961,1089,12374,1702,10738,1950,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,13239,2309,6724,1746,930,452,1371,759,3012,1135,1411,739,6515,1419,992,422,982,369,2734,829,1807,776,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,58778,4713,30836,3061,4055,1035,8384,1518,10241,1804,8156,1487,27942,2770,3691,970,5155,988,9815,1632,9281,1527,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,11769,1614,4781,993,522,285,1739,549,1564,502,956,434,6988,1075,708,421,1875,539,2200,745,2205,712,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,14547,1749,6940,1011,1512,503,1532,517,2411,671,1485,411,7607,1161,975,520,1530,536,3307,901,1795,524,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,59363,3819,26574,2352,2883,753,7030,1318,11334,1604,5327,846,32789,2830,3442,1058,8622,1427,12457,1513,8268,1523,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,9975,1356,5429,1161,716,423,2175,937,1181,594,1357,555,4546,782,413,357,1380,572,1787,497,966,510,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,99657,6146,45046,3525,7174,1654,10927,1735,12193,1688,14752,1645,54611,3828,8477,1488,12139,1629,16534,2078,17461,1891,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,30507,3232,16086,2060,2463,856,3038,953,6287,1462,4298,1103,14421,2154,1250,604,3958,1231,4662,995,4551,1190,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,269513,12600,128565,6334,27159,3694,30675,3156,33541,3349,37190,3198,140948,8181,27736,3346,24752,2717,36595,3719,51865,3757,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,86405,4848,42517,3297,6590,1400,9645,1678,14236,2046,12046,1876,43888,3224,4890,1197,8025,1515,16857,2092,14116,1766,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,9048,1634,6156,1454,318,257,2345,1064,2563,786,930,547,2892,772,119,114,591,348,1092,498,1090,539,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,104965,5678,50991,3602,7335,1340,14169,1947,17958,2252,11529,1602,53974,3483,7328,1327,11723,1644,21603,2037,13320,1519,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,137520,4673,66229,2826,7455,891,23809,1786,21645,1577,13320,1462,71291,2965,7803,1163,18711,1455,28133,2397,16644,1474,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,86544,4971,42893,3237,5075,1300,9840,1348,16883,2315,11095,1770,43651,3211,4662,1200,8694,1266,17316,2269,12979,1890,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,109220,6118,51519,3508,7790,1411,15127,2004,14110,1894,14492,2283,57701,4282,7782,1439,15733,2192,17020,2401,17166,2091,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14270,2706,6470,1491,849,501,1968,652,1736,590,1917,871,7800,1732,1253,738,2230,971,1709,696,2608,989,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,36388,3307,17888,2307,2764,797,5702,1342,4948,1231,4474,1103,18500,2048,2671,877,3109,866,7863,1432,4857,1116,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9592,1621,5472,1197,771,490,1418,694,1872,692,1411,732,4120,1098,854,598,788,388,1352,486,1126,518,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,53652,3610,26894,2282,4898,1301,7821,1391,7089,1314,7086,1219,26758,2604,3923,851,6229,1071,8878,1584,7728,1455,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,285184,9678,136234,5829,19156,2770,30227,2900,44528,3417,42323,3034,148950,6207,21304,2691,32592,3063,51865,3877,43189,3936,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26347,2868,14544,1851,1566,665,3505,1027,5427,1261,4046,951,11803,1699,960,463,2150,695,4698,1039,3995,942,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5816,800,2843,682,1162,507,376,230,765,386,540,284,2973,648,835,488,595,310,651,262,892,332,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,117556,6783,58891,4709,6080,1380,11443,2047,19193,2570,22175,2407,58665,3904,5013,1310,9760,1580,20459,2338,23433,2576,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,162934,7497,79375,4508,9110,1663,17363,2335,31615,2602,21287,2288,83559,4739,6825,1386,16548,2156,34905,3068,25281,2648,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10952,1699,4923,898,563,290,1550,545,1834,587,976,524,6029,1260,425,207,1213,440,2253,856,2138,815,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42933,3424,21146,1967,1961,646,7103,1086,6938,1239,5144,944,21787,2386,2466,879,4174,901,7915,1603,7232,1286,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5652,1324,1919,764,191,218,619,406,806,532,303,186,3733,1006,379,260,803,625,1786,693,765,333,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,107165,7506,50458,4253,13564,1988,15748,2195,12267,2090,8879,1646,56707,4545,10182,1581,13924,1882,15897,2365,16704,2544,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
