GEO_ID,C25093_001E,C25093_001M,C25093_002E,C25093_002M,C25093_003E,C25093_003M,C25093_004E,C25093_004M,C25093_005E,C25093_005M,C25093_006E,C25093_006M,C25093_007E,C25093_007M,C25093_008E,C25093_008M,C25093_009E,C25093_009M,C25093_010E,C25093_010M,C25093_011E,C25093_011M,C25093_012E,C25093_012M,C25093_013E,C25093_013M,C25093_014E,C25093_014M,C25093_015E,C25093_015M,C25093_016E,C25093_016M,C25093_017E,C25093_017M,NAME,C25093_001EA,C25093_001MA,C25093_002EA,C25093_002MA,C25093_003MA,C25093_003EA,C25093_004EA,C25093_004MA,C25093_005EA,C25093_005MA,C25093_006EA,C25093_006MA,C25093_007EA,C25093_007MA,C25093_008EA,C25093_008MA,C25093_009EA,C25093_009MA,C25093_010MA,C25093_010EA,C25093_011EA,C25093_011MA,C25093_012EA,C25093_012MA,C25093_013EA,C25093_013MA,C25093_014MA,C25093_014EA,C25093_015EA,C25093_015MA,C25093_016EA,C25093_016MA,C25093_017EA,C25093_017MA,state
0400000US13,2261166,19480,17734,2294,10793,1770,5927,1503,1014,643,197497,7729,154622,7097,41477,4299,1398,647,1411205,13611,1091605,12634,303385,7766,16215,1990,634730,8466,469932,6945,158524,5822,6274,1394,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252435,5537,978,449,534,379,358,219,86,90,14226,1842,8316,1281,5910,1145,0,182,142153,4387,94176,4156,46383,2722,1594,547,95078,3069,70820,2855,23493,2018,765,322,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,411958,6794,4404,1122,2550,844,1690,715,164,255,43004,2756,33310,2326,9203,1667,491,454,238250,5379,183804,5590,50782,3480,3664,1942,126300,3238,95502,3362,29566,2413,1232,593,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3129641,16316,21154,1876,14344,1742,6265,1163,545,289,291497,7214,226251,6453,63648,3569,1598,681,1916749,13009,1470908,12468,432501,9371,13340,1960,900241,8289,636534,6908,256648,6808,7059,1078,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1714880,13299,20203,2287,14220,1851,5562,1212,421,318,176772,5914,151575,5485,24528,2303,669,373,1027399,10064,853631,11143,166483,6093,7285,1267,490506,6077,387092,6356,99600,3553,3814,783,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,881480,8544,11878,1648,8697,1344,3091,887,90,108,100465,3565,84368,3499,15811,2038,286,243,513139,6184,435642,6462,75079,3703,2418,771,255998,3140,203075,3076,51499,2374,1424,375,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,738336,7661,8305,1506,5559,1172,2746,878,0,168,85094,3150,70368,3173,14246,1842,480,459,437105,6149,364704,5765,68882,3789,3519,889,207832,3702,162723,4361,43684,2404,1425,455,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1138253,12189,11071,1762,8375,1528,2554,711,142,117,108918,4742,88410,3782,19269,2540,1239,621,667944,8691,543253,8271,118467,4669,6224,1202,350320,4291,278434,4851,69356,3463,2530,521,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1122294,10824,11081,1716,8141,1484,2737,759,203,196,115673,5283,95561,4927,18924,2667,1188,670,656164,9060,529683,8156,118460,5692,8021,1613,339376,5477,267449,5156,69124,3077,2803,651,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,387101,5032,1989,620,1358,521,631,393,0,163,31430,2331,24526,1902,6877,1199,27,41,233773,4297,179987,3957,52207,3016,1579,462,119909,2727,84320,2473,34992,2103,597,280,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436159,11090,6324,1244,3698,1052,2292,715,334,328,124695,4783,96376,4262,27418,2309,901,609,906291,8916,683099,8729,216722,6131,6470,1360,398849,5662,278534,5055,117552,4272,2763,666,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1579953,12525,5403,1057,2427,784,2690,763,286,237,119759,5710,91898,4437,27365,2464,496,324,997106,10185,732536,8866,259379,7256,5191,1115,457685,5939,290730,5396,164260,4944,2695,680,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2717217,13903,28132,2442,18071,2048,9355,1422,706,353,247587,5243,196644,4632,49519,3087,1424,515,1624998,10428,1289412,11083,320640,7112,14946,1650,816500,6382,615679,5822,194779,4642,6042,950,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1523273,9834,15422,1827,11072,1476,4156,899,194,187,179570,5173,149497,4199,29510,2360,563,310,934138,6560,763214,6541,167678,5428,3246,748,394143,4172,297345,4275,93945,3044,2853,665,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,744203,8716,7298,1487,5311,1390,1839,703,148,129,65576,4458,50717,3808,13760,1894,1099,606,433276,7460,337192,7853,88397,5147,7687,1409,238053,3659,181798,3623,53649,3056,2606,635,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1570137,13846,16157,2018,11102,1594,4947,1222,108,95,158233,5129,130732,5042,27039,2556,462,268,916056,9493,749410,9631,158882,5547,7764,1318,479691,5194,368627,5092,106963,4304,4101,913,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,276490,4576,3119,900,1882,707,1218,613,19,29,24271,2048,18659,1789,5542,944,70,86,161955,3675,124728,3616,35738,2298,1489,585,87145,2219,68440,2197,18009,1515,696,308,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,490394,5329,6734,1330,5281,1121,1301,561,152,182,59258,2499,47960,2348,10812,1641,486,496,284287,5005,242265,4798,40639,2235,1383,509,140115,2513,107909,2782,31066,1770,1140,339,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,562960,8151,5280,917,3371,785,1660,524,249,228,52609,3592,40331,3024,12073,1833,205,179,327899,5610,252175,5907,72584,4020,3140,788,177172,4228,127643,3661,48506,3134,1023,341,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,366739,5787,2447,900,1761,782,686,461,0,184,28045,2375,21898,2264,6086,1360,61,86,233548,3971,176325,4061,56412,3304,811,327,102699,2634,67129,2692,34799,1920,771,364,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2009034,12864,6936,1362,3070,822,3799,944,67,109,127632,4261,87017,3558,40219,3176,396,276,1278677,11166,854707,9381,415459,8406,8511,1491,595789,8034,345848,6145,245809,6430,4132,920,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,513843,6398,5863,1325,3469,956,2199,886,195,167,42798,3520,30087,2478,11725,2071,986,665,294743,5199,223899,5232,64812,4256,6032,1240,170439,3965,133088,3959,35745,2706,1606,605,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3838902,20752,17131,1833,10083,1329,6452,1143,596,352,263308,7048,196676,5950,65024,3895,1608,595,2390677,16152,1685091,14561,690216,12378,15370,1966,1167786,8296,772139,8006,386977,7152,8670,1308,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2455141,15671,18977,2400,13598,1931,4859,1174,520,330,213489,6274,167946,5892,43324,3757,2219,785,1463971,13572,1149317,11760,299749,8847,14905,1833,758704,8855,559061,8300,192414,5911,7229,1178,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,193342,4346,4532,1237,3398,1017,1125,591,9,17,25107,1652,21551,1610,3484,978,72,73,112343,3126,99392,3284,12306,1743,645,354,51360,1750,43371,1774,7656,877,333,178,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3013093,17798,21634,2149,14903,1831,6544,1070,187,206,282526,6912,232128,6779,48483,3698,1915,767,1787127,13139,1463535,11872,311173,7930,12419,1651,921806,7816,696430,8029,220353,5183,5023,810,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957858,7425,12477,1509,9523,1361,2741,669,213,208,103700,3414,84084,3420,18633,1780,983,425,544596,5865,441513,6224,97408,3665,5675,965,297085,3825,238546,3824,56977,2517,1562,464,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,948891,9420,6322,1517,4114,1171,1777,765,431,423,75925,3759,55203,3172,20265,2348,457,254,552357,7909,411688,7072,136570,4439,4099,928,314287,4694,225631,4163,86902,4096,1754,574,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3405756,16407,19676,1955,12838,1402,5910,1091,928,453,291033,7476,234628,7061,55440,3584,965,476,2052164,13115,1611226,14112,427826,9675,13112,1871,1042883,7991,751822,8117,283957,6876,7104,1140,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,240618,5236,775,398,449,334,326,256,0,206,18959,2021,14614,1835,4271,835,74,88,148724,4320,109781,3949,38115,2822,828,490,72160,2315,46314,2189,25270,2062,576,301,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1265627,11974,12399,1914,8477,1621,3624,952,298,244,112440,5245,89826,4894,21389,2522,1225,568,730546,9652,569478,10028,149759,6468,11309,1810,410242,4568,311246,4717,95467,3776,3529,1015,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,231452,4098,3784,1007,3012,836,772,383,0,151,30092,2264,25782,2104,4135,777,175,196,134919,2856,110752,2862,23003,2222,1164,554,62657,1594,50220,1506,12329,1141,108,106,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1665498,14709,16196,1842,11089,1466,4397,1244,710,521,155119,5698,121679,5497,31596,3029,1844,786,972619,11389,779405,11130,184911,5549,8303,1489,521564,6781,407427,7020,109648,4393,4489,887,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5752826,28478,52441,3502,34963,2764,16473,2292,1005,535,585389,11025,453631,10444,127418,5847,4340,1228,3607277,20885,2863228,22109,711458,15006,32591,3053,1507719,12726,1159669,11612,337149,7509,10901,1511,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,641215,6863,11511,1570,7623,1235,3631,942,257,330,86150,3264,66681,3168,19039,2132,430,314,385645,5446,313925,5635,69268,3952,2452,910,157909,2819,124947,2896,32266,2157,696,314,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,180212,3547,1308,460,894,350,414,256,0,149,11567,1237,8643,1050,2901,585,23,42,110864,2506,79622,2369,30791,1882,451,246,56473,1626,36741,1453,19521,1522,211,131,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2019869,15507,10638,1523,6371,1142,4065,966,202,190,182904,5992,139378,4967,42084,3468,1442,706,1238474,10813,958033,10455,270981,7716,9460,1375,587853,6773,438224,7234,145806,4841,3823,845,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1703269,13837,11470,1557,7587,1274,3823,918,60,101,160715,6181,121039,5111,38242,3113,1434,620,1041497,11156,795238,11293,237927,6054,8332,1474,489587,5775,356192,5799,130772,5201,2623,712,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,531151,6909,4555,1039,3588,936,863,320,104,136,40422,2426,35574,2349,4764,1042,84,95,303193,5897,254397,5818,45719,3903,3077,863,182981,3406,155903,3385,25962,2022,1116,432,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1549143,11056,13338,1629,10480,1374,2846,726,12,21,149252,4294,125937,4090,22958,1768,357,201,945395,7766,762271,7506,178503,5244,4621,814,441158,4599,317654,4717,120085,3998,3419,665,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,155575,3816,2608,919,1864,762,744,406,0,192,17815,1466,14631,1391,3184,708,0,192,92708,3252,76690,3443,15296,1905,722,443,42444,1828,33955,1920,8225,1246,264,176,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,836820,8764,3863,980,1882,581,1451,582,530,305,46941,3441,29482,2898,15328,2327,2131,790,466467,7006,322882,6455,119891,6257,23694,2691,319549,5222,245751,5310,65026,3283,8772,1112,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
